,actual_cases,COVIDhub-baseline,CDDEP-SEIR_MCMC,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,CovidAnalytics-DELPHI,DDS-NBDS,IHME-CurveFit,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,OliverWyman-Navigator,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-CDDEP-SEIR_MCMC,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-IHME-CurveFit,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-OliverWyman-Navigator,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-CDDEP-SEIR_MCMC,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-IHME-CurveFit,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-OliverWyman-Navigator,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
02090,121,56.0,145.3,50.2,,54.0,,,,,,187.6,,44.8,66.7,,30.0,,49.7,88.0,,,,,,-65.0,24.3,-70.8,,-67.0,,,,,,66.6,,-76.2,-54.3,,-91.0,,-71.3,-33.0,,,,,,True,False,,False,,,,,,False,,False,True,,False,,False,True,,,,,
02100,0,0.0,,0.0,,0.0,0.0,,,,,1.3,,,0.0,0.0,1.0,,0.2,,,,,,,0.0,,0.0,,0.0,0.0,,,,,1.3,,,0.0,0.0,1.0,,0.2,,,,,,,,False,,True,True,,,,,False,,,False,True,False,,False,,,,,,
02105,0,0.0,,0.0,,0.0,0.0,,,,,8.7,,,0.0,0.0,,,0.0,,,,,,,0.0,,0.0,,0.0,0.0,,,,,8.7,,,0.0,0.0,,,0.0,,,,,,,,True,,True,True,,,,,False,,,False,True,,,True,,,,,,
02110,73,28.0,,27.3,,28.0,28.0,,,,,58.7,,20.8,36.2,37.0,13.0,,26.3,68.2,,,,,,-45.0,,-45.7,,-45.0,-45.0,,,,,-14.3,,-52.2,-36.8,-36.0,-60.0,,-46.7,-4.8,,,,,,,False,,False,False,,,,,True,,False,True,True,False,,False,True,,,,,
02122,78,32.0,219.5,31.9,,32.0,28.0,,,,,119.3,,18.4,40.2,,23.0,,34.2,27.4,,,,,,-46.0,141.5,-46.1,,-46.0,-50.0,,,,,41.3,,-59.6,-37.8,,-55.0,,-43.8,-50.6,,,,,,False,False,,False,False,,,,,True,,False,True,,False,,True,False,,,,,
02130,7,4.0,,3.8,,1.0,0.0,,,,,2.8,,1.0,0.9,13.0,,,0.6,5.8,,,,,,-3.0,,-3.2,,-6.0,-7.0,,,,,-4.2,,-6.0,-6.1,6.0,,,-6.4,-1.2,,,,,,,False,,False,False,,,,,False,,False,False,False,,,False,True,,,,,
02150,23,0.0,,0.2,,0.0,0.0,,,,,1.5,,0.1,0.3,0.0,3.0,,3.9,0.2,,,,,,-23.0,,-22.8,,-23.0,-23.0,,,,,-21.5,,-22.9,-22.7,-23.0,-20.0,,-19.1,-22.8,,,,,,,True,,False,False,,,,,True,,True,True,False,True,,True,True,,,,,
02158,2,4.0,,3.8,,1.0,0.0,,,,,,,,0.6,,,,1.2,,,,,,,2.0,,1.8,,-1.0,-2.0,,,,,,,,-1.4,,,,-0.8,,,,,,,,True,,True,False,,,,,,,,True,,,,True,,,,,,
02164,2,0.0,,0.0,,0.0,0.0,,,,,9.1,,,0.0,0.0,0.0,,0.0,,,,,,,-2.0,,-2.0,,-2.0,-2.0,,,,,7.1,,,-2.0,-2.0,-2.0,,-2.0,,,,,,,,False,,False,False,,,,,False,,,True,False,False,,False,,,,,,
02170,97,74.0,178.1,63.5,,72.0,120.0,,,,,230.7,,57.4,93.7,92.0,49.0,,51.3,56.0,,,,,,-23.0,81.1,-33.5,,-25.0,23.0,,,,,133.7,,-39.6,-3.3,-5.0,-48.0,,-45.7,-41.0,,,,,,False,False,,False,False,,,,,False,,False,True,True,False,,False,False,,,,,
02180,11,4.0,,3.5,,0.0,0.0,,,,,1.2,,0.3,0.2,,3.0,,1.4,,,,,,,-7.0,,-7.5,,-11.0,-11.0,,,,,-9.8,,-10.7,-10.8,,-8.0,,-9.6,,,,,,,,False,,False,False,,,,,False,,False,False,,False,,False,,,,,,
02185,14,10.0,,9.8,,2.0,0.0,,,,,8.1,,0.3,2.5,,4.0,,0.8,,,,,,,-4.0,,-4.2,,-12.0,-14.0,,,,,-5.9,,-13.7,-11.5,,-10.0,,-13.2,,,,,,,,False,,False,False,,,,,False,,False,False,,False,,False,,,,,,
02188,24,22.0,,21.7,,8.0,3.0,,,,,9.3,,1.1,11.9,17.0,27.0,,8.1,,,,,,,-2.0,,-2.3,,-16.0,-21.0,,,,,-14.7,,-22.9,-12.1,-7.0,3.0,,-15.9,,,,,,,,False,,False,False,,,,,False,,False,False,False,False,,False,,,,,,
02195,2,0.0,,0.0,,0.0,0.0,,,,,0.5,,0.1,0.1,0.0,,,0.0,0.1,,,,,,-2.0,,-2.0,,-2.0,-2.0,,,,,-1.5,,-1.9,-1.9,-2.0,,,-2.0,-1.9,,,,,,,True,,False,False,,,,,True,,True,True,False,,,False,True,,,,,
02198,13,6.0,,5.7,,2.0,0.0,,,,,5.9,,0.1,1.6,0.0,,,1.8,3.6,,,,,,-7.0,,-7.3,,-11.0,-13.0,,,,,-7.1,,-12.9,-11.4,-13.0,,,-11.2,-9.4,,,,,,,False,,False,False,,,,,False,,False,False,False,,,False,False,,,,,
02220,11,8.0,,7.9,,3.0,0.0,,,,,6.8,,0.6,1.6,,5.0,,3.5,10.7,,,,,,-3.0,,-3.1,,-8.0,-11.0,,,,,-4.2,,-10.4,-9.4,,-6.0,,-7.5,-0.3,,,,,,,False,,False,False,,,,,False,,False,False,,False,,False,True,,,,,
02230,0,0.0,,0.0,,0.0,0.0,,,,,0.0,,,0.0,0.0,,,0.0,,,,,,,0.0,,0.0,,0.0,0.0,,,,,0.0,,,0.0,0.0,,,0.0,,,,,,,,True,,True,True,,,,,True,,,True,True,,,True,,,,,,
02240,4,4.0,,4.7,,2.0,0.0,,,,,2.7,,1.3,2.1,5.0,1.0,,1.5,,,,,,,0.0,,0.7,,-2.0,-4.0,,,,,-1.3,,-2.7,-1.9,1.0,-3.0,,-2.5,,,,,,,,False,,False,False,,,,,False,,False,False,False,False,,False,,,,,,
02261,19,10.0,,7.4,,4.0,2.0,,,,,20.3,,1.5,1.5,,0.0,,10.5,,,,,,,-9.0,,-11.6,,-15.0,-17.0,,,,,1.3,,-17.5,-17.5,,-19.0,,-8.5,,,,,,,,False,,False,False,,,,,True,,False,False,,False,,True,,,,,,
02275,1,8.0,,8.0,,2.0,0.0,,,,,3.3,,,0.7,0.0,,,0.0,,,,,,,7.0,,7.0,,1.0,-1.0,,,,,2.3,,,-0.3,-1.0,,,-1.0,,,,,,,,True,,True,True,,,,,True,,,True,True,,,True,,,,,,
02282,2,0.0,,0.0,,0.0,0.0,,,,,0.0,,,0.2,0.0,,,2.4,0.1,,,,,,-2.0,,-2.0,,-2.0,-2.0,,,,,-2.0,,,-1.8,-2.0,,,0.4,-1.9,,,,,,,False,,False,False,,,,,False,,,True,False,,,True,True,,,,,
02290,16,12.0,,8.1,,3.0,0.0,,,,,11.5,,3.1,6.8,15.0,,,0.6,,,,,,,-4.0,,-7.9,,-13.0,-16.0,,,,,-4.5,,-12.9,-9.2,-1.0,,,-15.4,,,,,,,,False,,False,False,,,,,False,,False,False,True,,,False,,,,,,
04001,146,202.0,209.8,193.6,,197.0,295.0,,,,,163.2,,151.4,238.8,210.0,234.0,,292.9,195.2,,,,,,56.0,63.8,47.6,,51.0,149.0,,,,,17.2,,5.4,92.8,64.0,88.0,,146.9,49.2,,,,,,False,True,,True,False,,,,,True,,True,False,False,False,,False,True,,,,,
04003,194,154.0,600.4,149.0,,130.0,126.0,,,,,271.9,,47.2,118.3,95.0,202.0,,111.2,130.6,,,,,,-40.0,406.4,-45.0,,-64.0,-68.0,,,,,77.9,,-146.8,-75.7,-99.0,8.0,,-82.8,-63.4,,,,,,False,False,,False,False,,,,,False,,False,False,False,True,,False,False,,,,,
04005,160,224.0,747.4,215.7,,163.0,145.0,,,,,147.0,,143.5,180.9,190.0,211.0,,91.8,223.6,106.0,,,,,64.0,587.4,55.7,,3.0,-15.0,,,,,-13.0,,-16.5,20.9,30.0,51.0,,-68.2,63.6,-54.0,,,,,False,True,,True,True,,,,,True,,True,True,True,True,,False,True,True,,,,
04007,169,166.0,366.6,169.7,,153.0,225.0,,,,,208.1,,115.9,126.3,96.0,203.0,,114.8,153.0,,,,,,-3.0,197.6,0.7,,-16.0,56.0,,,,,39.1,,-53.1,-42.7,-73.0,34.0,,-54.2,-16.0,,,,,,False,True,,False,False,,,,,False,,False,False,False,False,,False,False,,,,,
04009,125,122.0,,136.4,,120.0,179.0,,,,,132.5,,81.4,102.7,69.0,154.0,,121.6,213.0,,,,,,-3.0,,11.4,,-5.0,54.0,,,,,7.5,,-43.6,-22.3,-56.0,29.0,,-3.4,88.0,,,,,,,False,,False,False,,,,,False,,False,False,False,False,,False,False,,,,,
04011,0,4.0,,1.3,,3.0,0.0,,,,,12.9,,0.0,2.1,,14.0,,11.3,3.6,,,,,,4.0,,1.3,,3.0,0.0,,,,,12.9,,0.0,2.1,,14.0,,11.3,3.6,,,,,,,True,,True,True,,,,,False,,True,True,,False,,False,True,,,,,
04012,19,12.0,,11.2,,11.0,5.0,,,,,19.4,,0.4,11.0,,0.0,,50.1,14.6,,,,,,-7.0,,-7.8,,-8.0,-14.0,,,,,0.4,,-18.6,-8.0,,-19.0,,31.1,-4.4,,,,,,,False,,False,False,,,,,True,,False,False,,False,,False,True,,,,,
04013,6140,12500.0,27280.4,11403.7,10787.6,9386.0,7311.0,,,,,8120.2,,10082.6,8171.8,8856.0,15839.0,,9450.9,9386.5,6308.0,,,,,6360.0,21140.4,5263.7,4647.6,3246.0,1171.0,,,,,1980.2,,3942.6,2031.8,2716.0,9699.0,,3310.9,3246.5,168.0,,,,,False,True,True,True,True,,,,,True,,True,True,True,False,,True,True,True,,,,
04015,334,320.0,1626.7,339.2,,284.0,213.0,,,,,409.2,,237.2,280.3,241.0,468.0,,296.5,497.9,225.0,,,,,-14.0,1292.7,5.2,,-50.0,-121.0,,,,,75.2,,-96.8,-53.7,-93.0,134.0,,-37.5,163.9,-109.0,,,,,False,True,,False,False,,,,,False,,False,False,False,False,,False,False,False,,,,
04017,132,226.0,851.0,249.0,209.3,224.0,201.0,,,,,157.9,,105.5,152.2,270.0,399.0,,580.1,247.8,,,,,,94.0,719.0,117.0,77.3,92.0,69.0,,,,,25.9,,-26.5,20.2,138.0,267.0,,448.1,115.8,,,,,,False,False,True,True,True,,,,,True,,True,True,False,False,,False,False,,,,,
04019,2718,2506.0,6273.2,2573.7,2294.4,2295.0,1899.0,,,,,2231.3,,2512.6,2169.7,1627.0,2291.0,,2552.8,1891.6,1899.0,,,,,-212.0,3555.2,-144.3,-423.6,-423.0,-819.0,,,,,-486.7,,-205.4,-548.3,-1091.0,-427.0,,-165.2,-826.4,-819.0,,,,,False,True,False,False,False,,,,,False,,True,False,False,False,,True,False,False,,,,
04021,793,406.0,1994.1,462.7,399.6,340.0,296.0,,,,,332.9,,137.2,300.2,372.0,363.0,,346.6,363.2,255.0,,,,,-387.0,1201.1,-330.3,-393.4,-453.0,-497.0,,,,,-460.1,,-655.8,-492.8,-421.0,-430.0,,-446.4,-429.8,-538.0,,,,,False,True,False,False,False,,,,,False,,False,False,False,False,,False,False,False,,,,
04023,81,96.0,,70.8,,82.0,94.0,,,,,78.2,,43.9,88.8,138.0,173.0,,284.1,74.8,,,,,,15.0,,-10.2,,1.0,13.0,,,,,-2.8,,-37.1,7.8,57.0,92.0,,203.1,-6.2,,,,,,,True,,True,True,,,,,True,,False,True,False,False,,False,True,,,,,
04025,255,404.0,891.4,421.0,,357.0,394.0,,,,,738.1,,293.4,336.6,197.0,343.0,,359.8,344.9,182.0,,,,,149.0,636.4,166.0,,102.0,139.0,,,,,483.1,,38.4,81.6,-58.0,88.0,,104.8,89.9,-73.0,,,,,False,False,,True,True,,,,,False,,True,True,True,True,,True,True,True,,,,
04027,533,868.0,2108.8,802.3,936.1,814.0,835.0,,,,,506.1,,426.5,526.1,669.0,1749.0,,1050.0,1034.0,509.0,,,,,335.0,1575.8,269.3,403.1,281.0,302.0,,,,,-26.9,,-106.5,-6.9,136.0,1216.0,,517.0,501.0,-24.0,,,,,False,True,False,True,True,,,,,True,,True,True,True,False,,False,False,True,,,,
05001,51,36.0,,49.1,,38.0,20.0,,,,,75.9,,14.1,36.8,44.0,0.0,,39.5,77.3,,,,,,-15.0,,-1.9,,-13.0,-31.0,,,,,24.9,,-36.9,-14.2,-7.0,-51.0,,-11.5,26.3,,,,,,,True,,True,False,,,,,False,,False,True,True,False,,True,False,,,,,
05003,55,168.0,,167.8,,168.0,233.0,,,,,113.4,,156.8,120.2,,51.0,,172.3,179.1,,,,,,113.0,,112.8,,113.0,178.0,,,,,58.4,,101.8,65.2,,-4.0,,117.3,124.1,,,,,,,True,,False,False,,,,,True,,True,True,,True,,False,False,,,,,
05005,36,22.0,,19.9,,15.0,28.0,,,,,67.3,,8.9,12.0,18.0,10.0,,9.9,17.9,,,,,,-14.0,,-16.1,,-21.0,-8.0,,,,,31.3,,-27.1,-24.0,-18.0,-26.0,,-26.1,-18.1,,,,,,,False,,False,True,,,,,False,,False,False,False,False,,False,False,,,,,
05007,311,520.0,485.4,501.3,,450.0,444.0,,,,,544.4,,279.1,438.2,820.0,216.0,,507.8,440.1,340.0,,,,,209.0,174.4,190.3,,139.0,133.0,,,,,233.4,,-31.9,127.2,509.0,-95.0,,196.8,129.1,29.0,,,,,True,True,,True,True,,,,,False,,True,True,False,True,,True,True,True,,,,
05009,49,92.0,,85.1,,82.0,128.0,,,,,177.6,,44.9,72.1,65.0,16.0,,64.5,154.0,,,,,,43.0,,36.1,,33.0,79.0,,,,,128.6,,-4.1,23.1,16.0,-33.0,,15.5,105.0,,,,,,,True,,True,False,,,,,False,,True,True,True,True,,True,False,,,,,
05011,65,88.0,,91.3,,82.0,95.0,,,,,64.5,,61.4,73.5,75.0,50.0,,192.2,65.6,,,,,,23.0,,26.3,,17.0,30.0,,,,,-0.5,,-3.6,8.5,10.0,-15.0,,127.2,0.6,,,,,,,False,,True,False,,,,,True,,True,True,True,True,,False,True,,,,,
05013,8,6.0,,6.3,,5.0,0.0,,,,,8.7,,,0.8,,14.0,,9.5,,,,,,,-2.0,,-1.7,,-3.0,-8.0,,,,,0.7,,,-7.2,,6.0,,1.5,,,,,,,,True,,False,False,,,,,True,,,False,,False,,True,,,,,,
05015,76,32.0,,29.1,,24.0,17.0,,,,,56.0,,11.2,22.3,61.0,40.0,,10.6,35.1,,,,,,-44.0,,-46.9,,-52.0,-59.0,,,,,-20.0,,-64.8,-53.7,-15.0,-36.0,,-65.4,-40.9,,,,,,,False,,False,False,,,,,True,,False,False,True,True,,False,True,,,,,
05017,209,414.0,,461.9,,248.0,305.0,,,,,83.7,,205.3,193.6,344.0,329.0,,94.0,318.6,,,,,,205.0,,252.9,,39.0,96.0,,,,,-125.3,,-3.7,-15.4,135.0,120.0,,-115.0,109.6,,,,,,,False,,True,True,,,,,True,,True,True,True,True,,True,True,,,,,
05019,29,50.0,,47.5,,38.0,42.0,,,,,50.7,,11.8,31.4,39.0,6.0,,32.0,79.0,,,,,,21.0,,18.5,,9.0,13.0,,,,,21.7,,-17.2,2.4,10.0,-23.0,,3.0,50.0,,,,,,,True,,True,True,,,,,False,,True,True,True,False,,True,False,,,,,
05021,32,50.0,,51.3,,45.0,36.0,,,,,40.4,,48.4,46.5,45.0,59.0,,20.3,37.5,,,,,,18.0,,19.3,,13.0,4.0,,,,,8.4,,16.4,14.5,13.0,27.0,,-11.7,5.5,,,,,,,False,,True,True,,,,,True,,True,True,True,False,,True,True,,,,,
05023,49,30.0,,31.6,,24.0,14.0,,,,,25.5,,24.8,34.2,42.0,18.0,,10.3,22.3,,,,,,-19.0,,-17.4,,-25.0,-35.0,,,,,-23.5,,-24.2,-14.8,-7.0,-31.0,,-38.7,-26.7,,,,,,,True,,False,False,,,,,False,,False,True,True,False,,False,False,,,,,
05025,30,60.0,,60.8,,58.0,59.0,,,,,23.4,,12.9,36.7,46.0,26.0,,345.2,63.8,,,,,,30.0,,30.8,,28.0,29.0,,,,,-6.6,,-17.1,6.7,16.0,-4.0,,315.2,33.8,,,,,,,False,,True,True,,,,,True,,True,True,True,True,,False,False,,,,,
05027,59,56.0,,54.8,,44.0,69.0,,,,,83.4,,7.5,31.8,41.0,0.0,,24.7,53.8,,,,,,-3.0,,-4.2,,-15.0,10.0,,,,,24.4,,-51.5,-27.2,-18.0,-59.0,,-34.3,-5.2,,,,,,,False,,False,False,,,,,False,,False,False,False,False,,False,False,,,,,
05029,38,32.0,,36.1,,26.0,22.0,,,,,49.7,,17.5,26.1,34.0,29.0,,23.6,42.8,,,,,,-6.0,,-1.9,,-12.0,-16.0,,,,,11.7,,-20.5,-11.9,-4.0,-9.0,,-14.4,4.8,,,,,,,True,,False,False,,,,,False,,False,False,True,False,,False,True,,,,,
05031,339,464.0,494.8,476.5,,466.0,547.0,,,,,463.9,,332.9,330.9,402.0,297.0,,522.7,520.5,,,,,,125.0,155.8,137.5,,127.0,208.0,,,,,124.9,,-6.1,-8.1,63.0,-42.0,,183.7,181.5,,,,,,False,False,,False,False,,,,,True,,True,True,True,True,,False,False,,,,,
05033,207,196.0,287.4,196.6,,182.0,182.0,,,,,36.6,,104.4,143.0,155.0,0.0,,177.4,201.4,,,,,,-11.0,80.4,-10.4,,-25.0,-25.0,,,,,-170.4,,-102.6,-64.0,-52.0,-207.0,,-29.6,-5.6,,,,,,False,True,,False,False,,,,,False,,False,False,False,False,,False,True,,,,,
05035,212,320.0,,318.1,,261.0,364.0,,,,,166.3,,143.4,210.5,291.0,175.0,,218.2,302.6,,,,,,108.0,,106.1,,49.0,152.0,,,,,-45.7,,-68.6,-1.5,79.0,-37.0,,6.2,90.6,,,,,,,True,,True,False,,,,,True,,True,True,True,True,,True,True,,,,,
05037,43,66.0,,64.5,,63.0,96.0,,,,,56.4,,25.5,36.8,49.0,49.0,,63.9,95.0,,,,,,23.0,,21.5,,20.0,53.0,,,,,13.4,,-17.5,-6.2,6.0,6.0,,20.9,52.0,,,,,,,True,,True,False,,,,,True,,True,True,True,True,,True,False,,,,,
05039,28,10.0,,14.1,,11.0,18.0,,,,,15.0,,12.4,11.2,15.0,22.0,,3.9,,,,,,,-18.0,,-13.9,,-17.0,-10.0,,,,,-13.0,,-15.6,-16.8,-13.0,-6.0,,-24.1,,,,,,,,True,,True,True,,,,,True,,True,True,True,True,,False,,,,,,
05041,28,96.0,,91.8,,86.0,144.0,,,,,62.3,,50.6,64.5,63.0,50.0,,122.9,81.3,,,,,,68.0,,63.8,,58.0,116.0,,,,,34.3,,22.6,36.5,35.0,22.0,,94.9,53.3,,,,,,,True,,True,False,,,,,True,,True,True,True,True,,False,True,,,,,
05043,98,86.0,,85.8,,77.0,96.0,,,,,83.0,,66.0,69.6,67.0,37.0,,75.8,82.0,,,,,,-12.0,,-12.2,,-21.0,-2.0,,,,,-15.0,,-32.0,-28.4,-31.0,-61.0,,-22.2,-16.0,,,,,,,False,,False,True,,,,,False,,False,False,False,False,,False,False,,,,,
05045,195,200.0,567.1,187.5,,192.0,141.0,,,,,375.2,,159.4,185.9,260.0,198.0,,203.5,289.6,,,,,,5.0,372.1,-7.5,,-3.0,-54.0,,,,,180.2,,-35.6,-9.1,65.0,3.0,,8.5,94.6,,,,,,False,False,,True,False,,,,,False,,False,False,False,True,,False,False,,,,,
05047,23,42.0,,37.3,,36.0,43.0,,,,,68.3,,22.1,33.6,34.0,66.0,,24.0,88.3,,,,,,19.0,,14.3,,13.0,20.0,,,,,45.3,,-0.9,10.6,11.0,43.0,,1.0,65.3,,,,,,,True,,True,False,,,,,False,,True,True,True,False,,True,False,,,,,
05049,15,26.0,,24.6,,23.0,25.0,,,,,27.2,,7.4,17.2,21.0,32.0,,645.6,23.2,,,,,,11.0,,9.6,,8.0,10.0,,,,,12.2,,-7.6,2.2,6.0,17.0,,630.6,8.2,,,,,,,True,,True,True,,,,,False,,True,True,True,False,,False,True,,,,,
05051,296,310.0,387.2,331.8,,315.0,224.0,,,,,528.7,,316.1,268.1,268.0,228.0,,329.3,691.7,,,,,,14.0,91.2,35.8,,19.0,-72.0,,,,,232.7,,20.1,-27.9,-28.0,-68.0,,33.3,395.7,,,,,,False,False,,False,False,,,,,False,,False,False,False,False,,False,False,,,,,
05053,29,22.0,,14.4,,14.0,12.0,,,,,43.0,,5.4,16.2,27.0,5.0,,15.2,13.1,,,,,,-7.0,,-14.6,,-15.0,-17.0,,,,,14.0,,-23.6,-12.8,-2.0,-24.0,,-13.8,-15.9,,,,,,,False,,False,False,,,,,False,,False,False,True,False,,False,False,,,,,
05055,101,228.0,,215.9,,204.0,336.0,,,,,202.6,,151.8,159.0,155.0,250.0,,193.0,218.5,,,,,,127.0,,114.9,,103.0,235.0,,,,,101.6,,50.8,58.0,54.0,149.0,,92.0,117.5,,,,,,,True,,True,False,,,,,True,,True,True,True,False,,True,True,,,,,
05057,64,64.0,,67.8,,52.0,62.0,,,,,90.9,,22.0,44.8,52.0,10.0,,37.5,60.6,,,,,,0.0,,3.8,,-12.0,-2.0,,,,,26.9,,-42.0,-19.2,-12.0,-54.0,,-26.5,-3.4,,,,,,,False,,False,False,,,,,False,,False,False,False,False,,False,False,,,,,
05059,147,158.0,,318.7,,133.0,16.0,,,,,190.9,,139.9,154.2,278.0,31.0,,20.9,105.7,,,,,,11.0,,171.7,,-14.0,-131.0,,,,,43.9,,-7.1,7.2,131.0,-116.0,,-126.1,-41.3,,,,,,,False,,False,False,,,,,False,,True,True,False,False,,False,False,,,,,
05061,53,84.0,,87.8,,68.0,84.0,,,,,68.2,,53.6,76.7,85.0,78.0,,18.1,57.1,,,,,,31.0,,34.8,,15.0,31.0,,,,,15.2,,0.6,23.7,32.0,25.0,,-34.9,4.1,,,,,,,False,,True,False,,,,,True,,True,True,False,True,,False,True,,,,,
05063,184,294.0,,293.2,,288.0,282.0,,,,,239.9,,263.2,239.1,198.0,256.0,,392.1,329.5,,,,,,110.0,,109.2,,104.0,98.0,,,,,55.9,,79.2,55.1,14.0,72.0,,208.1,145.5,,,,,,,True,,True,True,,,,,True,,True,True,True,True,,False,False,,,,,
05065,29,16.0,,16.1,,16.0,19.0,,,,,32.3,,7.1,15.4,14.0,20.0,,42.0,18.4,,,,,,-13.0,,-12.9,,-13.0,-10.0,,,,,3.3,,-21.9,-13.6,-15.0,-9.0,,13.0,-10.6,,,,,,,True,,False,True,,,,,True,,False,False,False,True,,True,True,,,,,
05067,62,102.0,,109.1,,93.0,172.0,,,,,35.1,,260.8,50.6,,73.0,,13.4,84.5,,,,,,40.0,,47.1,,31.0,110.0,,,,,-26.9,,198.8,-11.4,,11.0,,-48.6,22.5,,,,,,,False,,True,False,,,,,True,,False,True,,True,,False,True,,,,,
05069,362,408.0,203.0,401.0,,399.0,416.0,,,,,389.0,,285.6,303.2,353.0,280.0,,523.2,408.3,,,,,,46.0,-159.0,39.0,,37.0,54.0,,,,,27.0,,-76.4,-58.8,-9.0,-82.0,,161.2,46.3,,,,,,False,True,,True,False,,,,,True,,False,False,True,False,,False,False,,,,,
05071,71,92.0,,90.6,,72.0,51.0,,,,,81.4,,35.8,59.0,119.0,45.0,,87.5,87.7,,,,,,21.0,,19.6,,1.0,-20.0,,,,,10.4,,-35.2,-12.0,48.0,-26.0,,16.5,16.7,,,,,,,True,,True,True,,,,,True,,False,True,False,False,,True,True,,,,,
05073,12,8.0,,7.4,,7.0,6.0,,,,,18.1,,7.9,3.0,14.0,0.0,,1.8,7.4,,,,,,-4.0,,-4.6,,-5.0,-6.0,,,,,6.1,,-4.1,-9.0,2.0,-12.0,,-10.2,-4.6,,,,,,,False,,False,False,,,,,False,,False,False,True,False,,False,False,,,,,
05075,30,54.0,,54.3,,48.0,57.0,,,,,75.6,,29.5,45.5,56.0,26.0,,38.2,51.3,,,,,,24.0,,24.3,,18.0,27.0,,,,,45.6,,-0.5,15.5,26.0,-4.0,,8.2,21.3,,,,,,,False,,True,False,,,,,False,,True,True,False,True,,True,True,,,,,
05077,98,16.0,,19.0,,18.0,0.0,,,,,18.5,,1.8,23.7,,18.0,,102.3,38.4,,,,,,-82.0,,-79.0,,-80.0,-98.0,,,,,-79.5,,-96.2,-74.3,,-80.0,,4.3,-59.6,,,,,,,True,,True,False,,,,,True,,False,True,,True,,True,True,,,,,
05079,162,88.0,,67.4,,67.0,,,,,,54.8,,27.0,60.3,192.0,89.0,,86.8,105.1,,,,,,-74.0,,-94.6,,-95.0,,,,,,-107.2,,-135.0,-101.7,30.0,-73.0,,-75.2,-56.9,,,,,,,False,,False,,,,,,False,,False,False,True,True,,False,True,,,,,
05081,74,56.0,,45.0,,52.0,78.0,,,,,92.8,,31.3,50.5,49.0,79.0,,18.0,58.9,,,,,,-18.0,,-29.0,,-22.0,4.0,,,,,18.8,,-42.7,-23.5,-25.0,5.0,,-56.0,-15.1,,,,,,,False,,False,True,,,,,False,,False,False,False,True,,False,True,,,,,
05083,98,222.0,,216.0,,205.0,409.0,,,,,114.6,,161.7,130.2,110.0,151.0,,250.9,188.9,,,,,,124.0,,118.0,,107.0,311.0,,,,,16.6,,63.7,32.2,12.0,53.0,,152.9,90.9,,,,,,,True,,True,False,,,,,True,,True,True,True,True,,False,True,,,,,
05085,134,184.0,190.4,178.6,,177.0,180.0,,,,,214.4,,73.0,126.6,128.0,0.0,,105.6,200.4,,,,,,50.0,56.4,44.6,,43.0,46.0,,,,,80.4,,-61.0,-7.4,-6.0,-134.0,,-28.4,66.4,,,,,,False,True,,True,True,,,,,False,,False,True,True,False,,True,False,,,,,
05087,16,32.0,,27.6,,21.0,14.0,,,,,26.6,,2.0,17.0,42.0,29.0,,23.9,32.2,,,,,,16.0,,11.6,,5.0,-2.0,,,,,10.6,,-14.0,1.0,26.0,13.0,,7.9,16.2,,,,,,,True,,True,True,,,,,True,,True,True,False,True,,True,False,,,,,
05089,16,4.0,,4.4,,4.0,3.0,,,,,7.7,,6.2,7.6,,5.0,,5.1,3.8,,,,,,-12.0,,-11.6,,-12.0,-13.0,,,,,-8.3,,-9.8,-8.4,,-11.0,,-10.9,-12.2,,,,,,,True,,False,False,,,,,True,,True,True,,True,,True,False,,,,,
