,actual_cases,COVIDhub-baseline,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,Geneva-DetGrowth,IQVIA_ACOE-STAN,IowaStateLW-STEM,JHUAPL-Bucky,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,OliverWyman-Navigator,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,Yu_Group-CLEP,error-COVIDhub-baseline,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-Geneva-DetGrowth,error-IQVIA_ACOE-STAN,error-IowaStateLW-STEM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-OliverWyman-Navigator,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,error-Yu_Group-CLEP,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-Geneva-DetGrowth,beat_baseline-IQVIA_ACOE-STAN,beat_baseline-IowaStateLW-STEM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-OliverWyman-Navigator,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-Yu_Group-CLEP
47007,23,12.0,10.9,,8.0,0.0,,,,,,,28.0,11.6,13.6,,1.6,7.7,0.0,18.0,5.0,,5.9,10.5,,,,0.0,25.8,47.9,-11.0,-12.1,,-15.0,-23.0,,,,,,,5.0,-11.4,-9.4,,-21.4,-15.3,-23.0,-5.0,-18.0,,-17.1,-12.5,,,,-23.0,2.8,24.9,False,,False,False,,,,,,,True,False,True,,False,False,False,True,False,,False,False,,,,False,True,False
47009,136,277.0,254.6,,230.0,306.0,,,,,,,136.0,370.5,266.6,,256.5,159.6,147.0,257.0,180.0,,100.4,256.7,206.0,,,260.0,474.4,518.5,141.0,118.6,,94.0,170.0,,,,,,,0.0,234.5,130.6,,120.5,23.6,11.0,121.0,44.0,,-35.6,120.7,70.0,,,124.0,338.4,382.5,True,,True,False,,,,,,,True,False,True,,True,True,True,True,True,,True,True,True,,,True,False,False
47011,109,154.0,151.3,,148.0,130.0,,,,,,,152.0,182.2,146.1,,79.4,110.8,79.0,123.0,106.0,,148.3,154.8,,,,150.0,268.8,219.1,45.0,42.3,,39.0,21.0,,,,,,,43.0,73.2,37.1,,-29.6,1.8,-30.0,14.0,-3.0,,39.3,45.8,,,,41.0,159.8,110.1,True,,True,True,,,,,,,True,False,True,,True,True,True,True,True,,True,False,,,,True,False,False
47013,35,27.0,25.9,,24.0,24.0,,,,,,,38.0,44.2,45.3,,15.9,23.1,25.0,22.0,29.0,,10.8,25.9,,,,25.0,47.9,42.7,-8.0,-9.1,,-11.0,-11.0,,,,,,,3.0,9.2,10.3,,-19.1,-11.9,-10.0,-13.0,-6.0,,-24.2,-9.1,,,,-10.0,12.9,7.7,False,,False,False,,,,,,,True,False,False,,False,False,False,False,True,,False,False,,,,False,False,True
47015,29,18.0,17.9,,14.0,14.0,,,,,,,16.0,26.3,16.4,,5.0,10.9,0.0,14.0,27.0,,12.2,15.5,,,,17.0,30.7,39.5,-11.0,-11.1,,-15.0,-15.0,,,,,,,-13.0,-2.7,-12.6,,-24.0,-18.1,-29.0,-15.0,-2.0,,-16.8,-13.5,,,,-12.0,1.7,10.5,False,,False,False,,,,,,,False,True,False,,False,False,False,False,True,,False,False,,,,False,True,True
47017,78,129.0,127.9,,128.0,147.0,,,,,,,68.0,195.4,60.6,,109.3,92.0,49.8,,88.0,,146.7,131.5,,,,120.0,173.6,166.4,51.0,49.9,,50.0,69.0,,,,,,,-10.0,117.4,-17.4,,31.3,14.0,-28.2,,10.0,,68.7,53.5,,,,42.0,95.6,88.4,True,,True,False,,,,,,,True,False,True,,True,True,True,,True,,False,False,,,,True,False,False
47019,165,104.0,102.8,,98.0,107.0,,,,,,,51.0,142.1,138.5,,68.8,63.8,83.5,83.0,74.0,,57.5,100.0,,,,100.0,227.9,131.7,-61.0,-62.2,,-67.0,-58.0,,,,,,,-114.0,-22.9,-26.5,,-96.2,-101.2,-81.5,-82.0,-91.0,,-107.5,-65.0,,,,-65.0,62.9,-33.3,False,,False,True,,,,,,,False,True,True,,False,False,False,False,False,,False,False,,,,False,False,True
47021,20,21.0,22.3,,22.0,20.0,,,,,,,43.0,40.1,36.2,,7.3,22.9,30.5,24.0,3.0,,18.8,16.7,,,,21.0,42.9,65.7,1.0,2.3,,2.0,0.0,,,,,,,23.0,20.1,16.2,,-12.7,2.9,10.5,4.0,-17.0,,-1.2,-3.3,,,,1.0,22.9,45.7,False,,False,True,,,,,,,False,False,False,,False,False,False,False,False,,False,False,,,,False,False,False
47023,77,51.0,48.5,,37.0,57.0,,,,,,,37.0,77.4,24.9,,25.2,30.1,20.7,41.0,43.0,,36.6,39.5,,,,43.0,76.7,64.7,-26.0,-28.5,,-40.0,-20.0,,,,,,,-40.0,0.4,-52.1,,-51.8,-46.9,-56.3,-36.0,-34.0,,-40.4,-37.5,,,,-34.0,-0.3,-12.3,False,,False,True,,,,,,,False,True,False,,False,False,False,False,False,,False,False,,,,False,True,True
47025,28,16.0,15.9,,17.0,13.0,,,,,,,33.0,27.0,33.0,,17.1,27.5,27.6,13.0,0.0,,7.2,17.7,,,,14.0,38.3,36.8,-12.0,-12.1,,-11.0,-15.0,,,,,,,5.0,-1.0,5.0,,-10.9,-0.5,-0.4,-15.0,-28.0,,-20.8,-10.3,,,,-14.0,10.3,8.8,False,,True,False,,,,,,,True,True,True,,True,True,True,False,False,,False,True,,,,False,True,True
47027,20,11.0,10.6,,9.0,7.0,,,,,,,5.0,16.2,9.3,,3.6,7.9,11.3,7.0,0.0,,9.1,10.1,,,,12.0,16.0,21.7,-9.0,-9.4,,-11.0,-13.0,,,,,,,-15.0,-3.8,-10.7,,-16.4,-12.1,-8.7,-13.0,-20.0,,-10.9,-9.9,,,,-8.0,-4.0,1.7,False,,False,False,,,,,,,False,True,False,,False,False,True,False,False,,False,False,,,,True,True,True
47029,26,48.0,51.8,,40.0,35.0,,,,,,,45.0,61.7,66.5,,20.4,33.7,13.0,38.0,73.0,,29.2,42.4,,,,38.0,84.5,69.3,22.0,25.8,,14.0,9.0,,,,,,,19.0,35.7,40.5,,-5.6,7.7,-13.0,12.0,47.0,,3.2,16.4,,,,12.0,58.5,43.3,False,,True,True,,,,,,,True,False,False,,True,True,True,True,False,,True,True,,,,True,False,False
47031,58,82.0,82.9,,73.0,78.0,,,,,,,73.0,116.9,89.0,,42.1,54.1,52.5,67.0,76.0,,42.4,91.5,,,,71.0,132.9,120.7,24.0,24.9,,15.0,20.0,,,,,,,15.0,58.9,31.0,,-15.9,-3.9,-5.5,9.0,18.0,,-15.6,33.5,,,,13.0,74.9,62.7,False,,True,True,,,,,,,True,False,False,,True,True,True,True,True,,True,False,,,,True,False,False
47033,36,48.0,47.4,,36.0,36.0,,,,,,,41.0,56.4,32.7,,31.5,31.9,1.1,40.0,73.0,,33.8,47.3,,,,38.0,137.3,71.1,12.0,11.4,,0.0,0.0,,,,,,,5.0,20.4,-3.3,,-4.5,-4.1,-34.9,4.0,37.0,,-2.2,11.3,,,,2.0,101.3,35.1,True,,True,True,,,,,,,True,False,True,,True,True,False,True,False,,True,True,,,,True,False,False
47035,183,114.0,115.1,,99.0,109.0,,,,,,,49.0,177.3,88.5,,98.8,89.8,78.3,97.0,103.0,,71.1,107.6,,,,104.0,182.7,167.8,-69.0,-67.9,,-84.0,-74.0,,,,,,,-134.0,-5.7,-94.5,,-84.2,-93.2,-104.7,-86.0,-80.0,,-111.9,-75.4,,,,-79.0,-0.3,-15.2,True,,False,False,,,,,,,False,True,False,,False,False,False,False,False,,False,False,,,,False,True,True
47037,602,743.0,730.7,685.7,652.0,668.0,,,,,,,819.0,673.0,644.4,,541.2,509.8,120.8,862.0,613.0,,600.2,650.4,506.0,,,562.0,1581.2,877.0,141.0,128.7,83.7,50.0,66.0,,,,,,,217.0,71.0,42.4,,-60.8,-92.2,-481.2,260.0,11.0,,-1.8,48.4,-96.0,,,-40.0,979.2,275.0,True,True,True,True,,,,,,,False,True,True,,True,True,False,False,True,,True,True,True,,,True,False,False
47039,38,35.0,35.1,,22.0,16.0,,,,,,,33.0,34.6,25.7,,20.8,21.6,0.0,32.0,51.0,,9.6,37.2,,,,37.0,73.7,57.2,-3.0,-2.9,,-16.0,-22.0,,,,,,,-5.0,-3.4,-12.3,,-17.2,-16.4,-38.0,-6.0,13.0,,-28.4,-0.8,,,,-1.0,35.7,19.2,True,,False,False,,,,,,,False,False,False,,False,False,False,False,False,,False,True,,,,True,False,False
47041,43,46.0,46.9,,42.0,22.0,,,,,,,30.0,42.2,34.3,,42.6,48.0,0.0,43.0,103.0,,26.0,51.2,,,,46.0,88.0,83.3,3.0,3.9,,-1.0,-21.0,,,,,,,-13.0,-0.8,-8.7,,-0.4,5.0,-43.0,0.0,60.0,,-17.0,8.2,,,,3.0,45.0,40.3,False,,True,False,,,,,,,False,True,False,,True,False,False,True,False,,False,False,,,,False,False,False
47043,84,72.0,71.7,,67.0,67.0,,,,,,,74.0,100.6,70.1,,36.3,52.5,63.0,59.0,39.0,,25.2,78.0,,,,59.0,123.6,112.7,-12.0,-12.3,,-17.0,-17.0,,,,,,,-10.0,16.6,-13.9,,-47.7,-31.5,-21.0,-25.0,-45.0,,-58.8,-6.0,,,,-25.0,39.6,28.7,False,,False,False,,,,,,,True,False,False,,False,False,False,False,False,,False,True,,,,False,False,False
47045,87,118.0,118.0,,104.0,125.0,,,,,,,104.0,134.4,70.3,,72.4,76.4,70.4,89.0,101.0,,52.1,106.9,,,,113.0,213.2,152.2,31.0,31.0,,17.0,38.0,,,,,,,17.0,47.4,-16.7,,-14.6,-10.6,-16.6,2.0,14.0,,-34.9,19.9,,,,26.0,126.2,65.2,False,,True,False,,,,,,,True,False,True,,True,True,True,True,True,,False,True,,,,True,False,False
47047,108,69.0,70.8,,61.0,61.0,,,,,,,75.0,98.4,48.9,,43.9,51.0,6.4,62.0,47.0,,36.2,80.5,,,,57.0,88.8,110.1,-39.0,-37.2,,-47.0,-47.0,,,,,,,-33.0,-9.6,-59.1,,-64.1,-57.0,-101.6,-46.0,-61.0,,-71.8,-27.5,,,,-51.0,-19.2,2.1,True,,False,False,,,,,,,True,True,False,,False,False,False,False,False,,False,True,,,,False,True,True
47049,83,66.0,66.5,,64.0,69.0,,,,,,,18.0,106.4,34.6,,63.7,55.0,28.1,,99.0,,90.6,54.5,,,,64.0,72.2,72.3,-17.0,-16.5,,-19.0,-14.0,,,,,,,-65.0,23.4,-48.4,,-19.3,-28.0,-54.9,,16.0,,7.6,-28.5,,,,-19.0,-10.8,-10.7,True,,False,True,,,,,,,False,False,False,,False,False,False,,True,,True,False,,,,False,True,True
47051,131,66.0,66.6,,63.0,66.0,,,,,,,50.0,84.8,63.0,,47.6,52.3,42.4,59.0,101.0,,101.8,63.5,,,,66.0,108.8,117.7,-65.0,-64.4,,-68.0,-65.0,,,,,,,-81.0,-46.2,-68.0,,-83.4,-78.7,-88.6,-72.0,-30.0,,-29.2,-67.5,,,,-65.0,-22.2,-13.3,True,,False,False,,,,,,,False,True,False,,False,False,False,False,True,,True,False,,,,False,True,True
47053,108,118.0,114.2,,114.0,121.0,,,,,,,108.0,157.0,106.6,,113.0,108.9,92.0,99.0,152.0,,139.2,101.7,,,,100.0,253.0,171.4,10.0,6.2,,6.0,13.0,,,,,,,0.0,49.0,-1.4,,5.0,0.9,-16.0,-9.0,44.0,,31.2,-6.3,,,,-8.0,145.0,63.4,True,,True,False,,,,,,,True,False,True,,True,True,False,True,False,,False,True,,,,True,False,False
47055,33,13.0,12.7,,13.0,7.0,,,,,,,47.0,25.8,28.1,,5.5,10.7,0.0,,22.0,,8.9,18.9,,,,9.0,31.6,37.2,-20.0,-20.3,,-20.0,-26.0,,,,,,,14.0,-7.2,-4.9,,-27.5,-22.3,-33.0,,-11.0,,-24.1,-14.1,,,,-24.0,-1.4,4.2,False,,False,False,,,,,,,True,True,True,,False,False,False,,True,,False,True,,,,False,True,True
47057,21,26.0,28.9,,24.0,20.0,,,,,,,23.0,39.0,36.1,,19.2,25.8,21.8,22.0,41.0,,17.4,25.8,,,,20.0,64.6,51.3,5.0,7.9,,3.0,-1.0,,,,,,,2.0,18.0,15.1,,-1.8,4.8,0.8,1.0,20.0,,-3.6,4.8,,,,-1.0,43.6,30.3,False,,True,True,,,,,,,True,False,False,,True,True,True,True,False,,True,True,,,,True,False,False
47059,102,104.0,102.8,,94.0,97.0,,,,,,,66.0,170.2,109.7,,81.6,68.1,70.1,90.0,54.0,,97.1,93.9,,,,106.0,190.4,157.8,2.0,0.8,,-8.0,-5.0,,,,,,,-36.0,68.2,7.7,,-20.4,-33.9,-31.9,-12.0,-48.0,,-4.9,-8.1,,,,4.0,88.4,55.8,True,,False,False,,,,,,,False,False,False,,False,False,False,False,False,,False,False,,,,False,False,False
47061,7,10.0,10.1,,10.0,7.0,,,,,,,12.0,11.5,9.8,,2.1,6.7,10.4,7.0,19.0,,5.9,10.0,,,,7.0,17.5,21.5,3.0,3.1,,3.0,0.0,,,,,,,5.0,4.5,2.8,,-4.9,-0.3,3.4,0.0,12.0,,-1.1,3.0,,,,0.0,10.5,14.5,False,,False,True,,,,,,,False,False,True,,False,True,False,True,False,,True,False,,,,True,False,False
47063,39,82.0,80.2,,79.0,85.0,,,,,,,82.0,80.3,103.6,,44.1,53.7,1.0,82.0,92.0,,39.7,79.0,,,,72.0,151.0,128.1,43.0,41.2,,40.0,46.0,,,,,,,43.0,41.3,64.6,,5.1,14.7,-38.0,43.0,53.0,,0.7,40.0,,,,33.0,112.0,89.1,True,,True,False,,,,,,,False,True,False,,True,True,True,False,False,,True,True,,,,True,False,False
47065,488,566.0,550.7,554.1,503.0,503.0,,,,,,,465.0,624.4,451.7,,384.7,421.4,193.4,505.0,581.0,,524.1,539.4,454.0,,,477.0,974.8,719.9,78.0,62.7,66.1,15.0,15.0,,,,,,,-23.0,136.4,-36.3,,-103.3,-66.6,-294.6,17.0,93.0,,36.1,51.4,-34.0,,,-11.0,486.8,231.9,True,True,True,True,,,,,,,True,False,True,,False,True,False,True,False,,True,True,True,,,True,False,False
47067,7,3.0,3.2,,3.0,0.0,,,,,,,4.0,3.5,6.6,,6.6,2.2,,6.0,9.0,,0.1,3.4,,,,3.0,10.2,10.2,-4.0,-3.8,,-4.0,-7.0,,,,,,,-3.0,-3.5,-0.4,,-0.4,-4.8,,-1.0,2.0,,-6.9,-3.6,,,,-4.0,3.2,3.2,True,,False,False,,,,,,,True,True,True,,True,False,,True,True,,False,True,,,,False,True,True
47069,47,64.0,68.7,,69.0,80.0,,,,,,,86.0,73.0,63.9,,45.4,54.9,4.3,62.0,24.0,,73.2,78.4,,,,5.0,151.4,115.1,17.0,21.7,,22.0,33.0,,,,,,,39.0,26.0,16.9,,-1.6,7.9,-42.7,15.0,-23.0,,26.2,31.4,,,,-42.0,104.4,68.1,False,,False,False,,,,,,,False,False,True,,True,True,False,True,False,,False,False,,,,False,False,False
47071,103,93.0,93.4,,93.0,103.0,,,,,,,60.0,101.2,54.3,,47.6,51.4,54.7,68.0,108.0,,93.7,94.5,,,,84.0,207.2,106.8,-10.0,-9.6,,-10.0,0.0,,,,,,,-43.0,-1.8,-48.7,,-55.4,-51.6,-48.3,-35.0,5.0,,-9.3,-8.5,,,,-19.0,104.2,3.8,True,,False,True,,,,,,,False,True,False,,False,False,False,False,True,,True,True,,,,False,False,True
47073,26,36.0,31.9,,32.0,24.0,,,,,,,46.0,45.0,79.3,,17.7,32.1,62.5,34.0,54.0,,0.0,39.3,,,,28.0,82.8,73.9,10.0,5.9,,6.0,-2.0,,,,,,,20.0,19.0,53.3,,-8.3,6.1,36.5,8.0,28.0,,-26.0,13.3,,,,2.0,56.8,47.9,True,,True,True,,,,,,,False,False,False,,True,True,False,True,False,,False,False,,,,True,False,False
47075,61,51.0,52.2,,41.0,49.0,,,,,,,41.0,72.2,42.2,,24.7,35.2,0.3,41.0,0.0,,37.7,58.2,,,,40.0,128.2,74.5,-10.0,-8.8,,-20.0,-12.0,,,,,,,-20.0,11.2,-18.8,,-36.3,-25.8,-60.7,-20.0,-61.0,,-23.3,-2.8,,,,-21.0,67.2,13.5,True,,False,False,,,,,,,False,False,False,,False,False,False,False,False,,False,True,,,,False,False,False
47077,86,87.0,87.9,,70.0,62.0,,,,,,,57.0,81.7,74.9,,74.3,69.5,2.6,76.0,195.0,,58.1,81.9,,,,71.0,182.8,133.6,1.0,1.9,,-16.0,-24.0,,,,,,,-29.0,-4.3,-11.1,,-11.7,-16.5,-83.4,-10.0,109.0,,-27.9,-4.1,,,,-15.0,96.8,47.6,False,,False,False,,,,,,,False,False,False,,False,False,False,False,False,,False,False,,,,False,False,False
47079,71,61.0,59.6,,53.0,66.0,,,,,,,53.0,85.9,55.9,,29.7,41.0,19.7,46.0,22.0,,15.7,58.9,,,,67.0,143.1,63.6,-10.0,-11.4,,-18.0,-5.0,,,,,,,-18.0,14.9,-15.1,,-41.3,-30.0,-51.3,-25.0,-49.0,,-55.3,-12.1,,,,-4.0,72.1,-7.4,False,,False,True,,,,,,,False,False,False,,False,False,False,False,False,,False,False,,,,True,False,True
47081,31,43.0,43.1,,29.0,29.0,,,,,,,38.0,52.5,37.2,,20.1,22.1,21.2,41.0,64.0,,26.3,38.5,,,,37.0,72.4,66.2,12.0,12.1,,-2.0,-2.0,,,,,,,7.0,21.5,6.2,,-10.9,-8.9,-9.8,10.0,33.0,,-4.7,7.5,,,,6.0,41.4,35.2,False,,True,True,,,,,,,True,False,True,,True,True,True,True,False,,True,True,,,,True,False,False
47083,23,21.0,20.9,,12.0,12.0,,,,,,,12.0,21.4,7.8,,6.2,12.2,,20.0,,,10.4,17.7,,,,20.0,43.1,33.6,-2.0,-2.1,,-11.0,-11.0,,,,,,,-11.0,-1.6,-15.2,,-16.8,-10.8,,-3.0,,,-12.6,-5.3,,,,-3.0,20.1,10.6,False,,False,False,,,,,,,False,True,False,,False,False,,False,,,False,False,,,,False,False,False
47085,13,17.0,17.2,,14.0,13.0,,,,,,,24.0,27.4,19.5,,7.3,13.9,12.3,14.0,22.0,,12.5,17.3,,,,15.0,33.5,30.3,4.0,4.2,,1.0,0.0,,,,,,,11.0,14.4,6.5,,-5.7,0.9,-0.7,1.0,9.0,,-0.5,4.3,,,,2.0,20.5,17.3,False,,True,True,,,,,,,False,False,False,,False,True,True,True,False,,True,False,,,,True,False,False
47087,47,26.0,20.9,,25.0,36.0,,,,,,,9.0,37.1,15.7,,16.2,24.7,3.1,26.0,49.0,,34.6,25.1,,,,21.0,43.4,45.6,-21.0,-26.1,,-22.0,-11.0,,,,,,,-38.0,-9.9,-31.3,,-30.8,-22.3,-43.9,-21.0,2.0,,-12.4,-21.9,,,,-26.0,-3.6,-1.4,False,,False,True,,,,,,,False,True,False,,False,False,False,False,True,,True,False,,,,False,True,True
47089,102,97.0,107.6,,90.0,108.0,,,,,,,61.0,136.6,80.9,,78.4,89.8,60.8,68.0,95.0,,51.6,92.1,,,,100.0,101.9,158.2,-5.0,5.6,,-12.0,6.0,,,,,,,-41.0,34.6,-21.1,,-23.6,-12.2,-41.2,-34.0,-7.0,,-50.4,-9.9,,,,-2.0,-0.1,56.2,False,,False,False,,,,,,,False,False,False,,False,False,False,False,False,,False,False,,,,True,True,False
47091,28,23.0,23.8,,14.0,13.0,,,,,,,14.0,43.5,18.7,,7.5,15.2,0.0,22.0,0.0,,9.0,28.8,,,,24.0,66.4,39.4,-5.0,-4.2,,-14.0,-15.0,,,,,,,-14.0,15.5,-9.3,,-20.5,-12.8,-28.0,-6.0,-28.0,,-19.0,0.8,,,,-4.0,38.4,11.4,True,,False,False,,,,,,,False,False,False,,False,False,False,False,False,,False,True,,,,True,False,False
47093,778,593.0,585.7,491.5,558.0,627.0,,,,,,,506.0,704.0,886.6,,558.3,492.8,334.8,462.0,651.0,,457.7,553.3,587.0,,,576.0,1115.3,816.7,-185.0,-192.3,-286.5,-220.0,-151.0,,,,,,,-272.0,-74.0,108.6,,-219.7,-285.2,-443.2,-316.0,-127.0,,-320.3,-224.7,-191.0,,,-202.0,337.3,38.7,False,False,False,True,,,,,,,False,True,True,,False,False,False,False,True,,False,False,False,,,False,False,True
47095,16,19.0,18.2,,11.0,0.0,,,,,,,31.0,9.1,5.2,,4.4,11.4,0.0,25.0,17.0,,33.6,15.4,,,,22.0,57.5,63.3,3.0,2.2,,-5.0,-16.0,,,,,,,15.0,-6.9,-10.8,,-11.6,-4.6,-16.0,9.0,1.0,,17.6,-0.6,,,,6.0,41.5,47.3,True,,False,False,,,,,,,False,False,False,,False,False,False,False,True,,False,True,,,,False,False,False
47097,30,93.0,90.7,,77.0,92.0,,,,,,,77.0,103.6,62.3,,43.3,54.3,32.4,80.0,43.0,,52.8,92.7,,,,89.0,187.1,73.4,63.0,60.7,,47.0,62.0,,,,,,,47.0,73.6,32.3,,13.3,24.3,2.4,50.0,13.0,,22.8,62.7,,,,59.0,157.1,43.4,True,,True,True,,,,,,,True,False,True,,True,True,True,True,True,,True,True,,,,True,False,True
47099,45,57.0,57.0,,54.0,40.0,,,,,,,77.0,63.0,65.9,,36.7,54.4,42.3,53.0,104.0,,48.7,53.7,,,,48.0,85.3,89.4,12.0,12.0,,9.0,-5.0,,,,,,,32.0,18.0,20.9,,-8.3,9.4,-2.7,8.0,59.0,,3.7,8.7,,,,3.0,40.3,44.4,True,,True,True,,,,,,,False,False,False,,True,True,True,True,False,,True,True,,,,True,False,False
47101,17,14.0,13.7,,12.0,17.0,,,,,,,18.0,35.3,19.7,,6.6,11.7,2.7,15.0,0.0,,9.1,10.9,,,,21.0,21.4,33.3,-3.0,-3.3,,-5.0,0.0,,,,,,,1.0,18.3,2.7,,-10.4,-5.3,-14.3,-2.0,-17.0,,-7.9,-6.1,,,,4.0,4.4,16.3,False,,False,True,,,,,,,True,False,True,,False,False,False,True,False,,False,False,,,,False,False,False
47103,42,24.0,24.0,,24.0,21.0,,,,,,,55.0,45.3,42.0,,17.3,29.4,33.6,21.0,14.0,,12.3,21.0,,,,22.0,59.3,52.8,-18.0,-18.0,,-18.0,-21.0,,,,,,,13.0,3.3,-0.0,,-24.7,-12.6,-8.4,-21.0,-28.0,,-29.7,-21.0,,,,-20.0,17.3,10.8,False,,False,False,,,,,,,True,True,True,,False,True,True,False,False,,False,False,,,,False,True,True
47105,61,77.0,75.0,,56.0,92.0,,,,,,,54.0,116.2,58.0,,47.6,55.7,40.9,67.0,2.0,,51.0,76.3,,,,103.0,134.6,133.4,16.0,14.0,,-5.0,31.0,,,,,,,-7.0,55.2,-3.0,,-13.4,-5.3,-20.1,6.0,-59.0,,-10.0,15.3,,,,42.0,73.6,72.4,True,,True,False,,,,,,,True,False,True,,True,True,False,True,False,,True,True,,,,False,False,False
47107,68,93.0,97.5,,83.0,102.0,,,,,,,72.0,119.0,95.2,,52.5,60.9,41.3,75.0,99.0,,99.3,82.7,,,,88.0,117.6,130.3,25.0,29.5,,15.0,34.0,,,,,,,4.0,51.0,27.2,,-15.5,-7.1,-26.7,7.0,31.0,,31.3,14.7,,,,20.0,49.6,62.3,False,,True,False,,,,,,,True,False,False,,True,True,False,True,False,,False,True,,,,True,False,False
47109,84,59.0,60.1,,58.0,51.0,,,,,,,65.0,72.5,48.0,,43.5,45.2,41.1,53.0,85.0,,67.4,58.3,,,,57.0,97.2,85.7,-25.0,-23.9,,-26.0,-33.0,,,,,,,-19.0,-11.5,-36.0,,-40.5,-38.8,-42.9,-31.0,1.0,,-16.6,-25.7,,,,-27.0,13.2,1.7,True,,False,False,,,,,,,True,True,False,,False,False,False,False,True,,True,False,,,,False,True,True
47111,45,23.0,27.6,,19.0,9.0,,,,,,,33.0,19.2,9.7,,11.4,22.2,0.5,31.0,33.0,,1.3,20.6,,,,26.0,31.2,63.7,-22.0,-17.4,,-26.0,-36.0,,,,,,,-12.0,-25.8,-35.3,,-33.6,-22.8,-44.5,-14.0,-12.0,,-43.7,-24.4,,,,-19.0,-13.8,18.7,True,,False,False,,,,,,,True,False,False,,False,False,False,True,True,,False,False,,,,True,True,True
47113,280,230.0,221.3,,216.0,200.0,,,,,,,260.0,302.8,253.4,,227.5,192.7,109.7,200.0,341.0,,176.7,216.5,,,,198.0,365.8,306.4,-50.0,-58.7,,-64.0,-80.0,,,,,,,-20.0,22.8,-26.6,,-52.5,-87.3,-170.3,-80.0,61.0,,-103.3,-63.5,,,,-82.0,85.8,26.4,False,,False,False,,,,,,,True,True,True,,False,False,False,False,False,,False,False,,,,False,False,True
47115,54,34.0,31.2,,28.0,39.0,,,,,,,34.0,66.6,37.3,,12.5,24.2,17.9,25.0,39.0,,25.8,27.6,,,,30.0,41.0,55.2,-20.0,-22.8,,-26.0,-15.0,,,,,,,-20.0,12.6,-16.7,,-41.5,-29.8,-36.1,-29.0,-15.0,,-28.2,-26.4,,,,-24.0,-13.0,1.2,False,,False,True,,,,,,,False,True,True,,False,False,False,False,True,,False,False,,,,False,True,True
47117,57,86.0,89.9,,61.0,111.0,,,,,,,42.0,145.5,60.2,,45.0,48.8,32.6,59.0,0.0,,61.2,72.9,,,,95.0,116.9,125.7,29.0,32.9,,4.0,54.0,,,,,,,-15.0,88.5,3.2,,-12.0,-8.2,-24.4,2.0,-57.0,,4.2,15.9,,,,38.0,59.9,68.7,False,,True,False,,,,,,,True,False,True,,True,True,True,True,False,,True,True,,,,False,False,False
47119,131,185.0,188.5,,146.0,185.0,,,,,,,127.0,219.2,128.1,,133.3,116.8,72.6,142.0,131.0,,145.9,190.0,,,,179.0,306.3,263.6,54.0,57.5,,15.0,54.0,,,,,,,-4.0,88.2,-2.9,,2.3,-14.2,-58.4,11.0,0.0,,14.9,59.0,,,,48.0,175.3,132.6,False,,True,False,,,,,,,True,False,True,,True,True,False,True,True,,True,False,,,,True,False,False
47121,13,29.0,28.9,,22.0,22.0,,,,,,,14.0,43.7,15.7,,13.8,15.1,14.3,,31.0,,36.0,27.0,,,,30.0,54.4,56.5,16.0,15.9,,9.0,9.0,,,,,,,1.0,30.7,2.7,,0.8,2.1,1.3,,18.0,,23.0,14.0,,,,17.0,41.4,43.5,True,,True,True,,,,,,,True,False,True,,True,True,True,,False,,False,True,,,,False,False,False
