,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,FAIR-NRAR,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IowaStateLW-STEM,JHUAPL-Bucky,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MIT_ISOLAT-Mixtures,MOBS-GLEAM_COVID,Microsoft-DeepSTIA,OliverWyman-Navigator,OneQuietNight-ML,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,SigSci-TS,TTU-squider,UCF-AEM,UCLA-SuEIR,UChicagoCHATTOPADHYAY-UnIT,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,UpstateSU-GRU,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-FAIR-NRAR,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IowaStateLW-STEM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MIT_ISOLAT-Mixtures,error-MOBS-GLEAM_COVID,error-Microsoft-DeepSTIA,error-OliverWyman-Navigator,error-OneQuietNight-ML,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-SigSci-TS,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UChicagoCHATTOPADHYAY-UnIT,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,error-UpstateSU-GRU,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-FAIR-NRAR,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IowaStateLW-STEM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MIT_ISOLAT-Mixtures,beat_baseline-MOBS-GLEAM_COVID,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OliverWyman-Navigator,beat_baseline-OneQuietNight-ML,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-SigSci-TS,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UChicagoCHATTOPADHYAY-UnIT,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-UpstateSU-GRU
01087,130,122.0,,121.2,,113.0,125.0,,,,,131.2,145.4,,,103.0,116.3,85.7,,108.0,105.0,,,,142.0,109.0,87.9,,,,,,,111.8,,,,141.3,100.7,-8.0,,-8.8,,-17.0,-5.0,,,,,1.2,15.4,,,-27.0,-13.7,-44.3,,-22.0,-25.0,,,,12.0,-21.0,-42.1,,,,,,,-18.2,,,,11.3,-29.3,,False,,False,True,,,,,True,False,,,False,False,False,,False,False,,,,False,False,False,,,,,,,False,,,,False,False
01089,2481,3266.0,,3327.9,4088.1,2931.0,2053.0,,,,,3609.9,3249.7,,3150.3,3719.0,2856.1,2678.6,,2557.0,2784.2,,,,3798.0,2719.0,2114.7,,,,,,2385.4,2172.6,2692.0,,,3579.5,2808.4,785.0,,846.9,1607.1,450.0,-428.0,,,,,1128.9,768.7,,669.3,1238.0,375.1,197.6,,76.0,303.2,,,,1317.0,238.0,-366.3,,,,,,-95.6,-308.4,211.0,,,1098.5,327.4,,False,False,True,True,,,,,False,True,,True,False,True,True,,True,True,,,,False,True,True,,,,,,True,True,True,,,False,True
01091,192,88.0,,67.8,,100.0,72.0,,,,,239.4,141.4,,,183.0,166.7,120.7,,46.0,97.6,,,,141.0,114.0,98.9,,,,,,,78.9,,,,137.2,157.3,-104.0,,-124.2,,-92.0,-120.0,,,,,47.4,-50.6,,,-9.0,-25.3,-71.3,,-146.0,-94.4,,,,-51.0,-78.0,-93.1,,,,,,,-113.1,,,,-54.8,-34.7,,False,,True,False,,,,,True,True,,,True,True,True,,False,True,,,,True,True,True,,,,,,,False,,,,True,True
01093,151,284.0,,283.4,,266.0,283.0,,,,,313.5,366.9,,,322.0,233.1,199.1,,201.0,239.2,,,,317.0,223.0,332.8,,,,,,160.7,226.3,,,,400.7,232.8,133.0,,132.4,,115.0,132.0,,,,,162.5,215.9,,,171.0,82.1,48.1,,50.0,88.2,,,,166.0,72.0,181.8,,,,,,9.7,75.3,,,,249.7,81.8,,True,,True,True,,,,,False,False,,,False,True,True,,True,True,,,,False,True,False,,,,,,True,True,,,,False,True
01095,556,678.0,,706.6,,682.0,761.0,,,,,1075.2,904.8,,747.2,1240.0,667.6,542.2,,465.5,589.9,,,,839.0,668.0,867.7,,,,,,622.3,457.1,,,,621.6,816.0,122.0,,150.6,,126.0,205.0,,,,,519.2,348.8,,191.2,684.0,111.6,-13.8,,-90.5,33.9,,,,283.0,112.0,311.7,,,,,,66.3,-98.9,,,,65.6,260.0,,False,,False,False,,,,,False,False,,False,False,True,True,,True,True,,,,False,True,False,,,,,,True,True,,,,True,False
01097,2689,3584.0,,3551.6,4074.5,3510.0,4067.0,,,,,3607.7,3677.7,,3494.7,3885.0,2183.5,2386.0,,3909.0,2907.2,,,,4246.0,2912.0,3598.8,,,,,,2393.1,2440.8,2521.0,,,5672.1,3510.5,895.0,,862.6,1385.5,821.0,1378.0,,,,,918.7,988.7,,805.7,1196.0,-505.5,-303.0,,1220.0,218.2,,,,1557.0,223.0,909.8,,,,,,-295.9,-248.2,-168.0,,,2983.1,821.5,,True,False,True,False,,,,,False,False,,True,False,True,True,,False,True,,,,False,True,False,,,,,,True,True,True,,,False,True
01099,109,144.0,,167.1,,159.0,87.0,,,,,211.6,170.4,,,174.0,208.7,132.5,,19.0,137.1,,,,240.0,158.0,145.5,,,,,,,98.4,,,,304.9,163.7,35.0,,58.1,,50.0,-22.0,,,,,102.6,61.4,,,65.0,99.7,23.5,,-90.0,28.1,,,,131.0,49.0,36.5,,,,,,,-10.6,,,,195.9,54.7,,False,,False,True,,,,,False,False,,,False,False,True,,False,True,,,,False,False,False,,,,,,,True,,,,False,False
01101,1821,1920.0,,2034.4,,1903.0,1612.0,,,,,2253.9,2294.0,,1897.9,1834.0,3268.3,1704.2,,1901.5,1752.7,,,,2612.0,1720.0,1973.3,,,,,,1665.2,1739.8,1838.0,,,2644.0,2130.2,99.0,,213.4,,82.0,-209.0,,,,,432.9,473.0,,76.9,13.0,1447.3,-116.8,,80.5,-68.3,,,,791.0,-101.0,152.3,,,,,,-155.8,-81.2,17.0,,,823.0,309.2,,False,,True,False,,,,,False,False,,True,True,False,False,,True,True,,,,False,False,False,,,,,,False,True,True,,,False,False
01103,761,1082.0,,1038.1,,1004.0,1058.0,,,,,1402.1,1272.2,,,1498.0,826.4,780.9,,761.0,848.3,,,,1192.0,927.0,765.6,,,,,,721.3,749.1,,,,1041.3,1027.7,321.0,,277.1,,243.0,297.0,,,,,641.1,511.2,,,737.0,65.4,19.9,,0.0,87.3,,,,431.0,166.0,4.6,,,,,,-39.7,-11.9,,,,280.3,266.7,,True,,True,True,,,,,False,False,,,False,True,True,,True,True,,,,False,True,True,,,,,,True,True,,,,True,True
01105,48,88.0,,91.5,,85.0,108.0,,,,,118.0,126.1,,,70.0,36.2,56.3,,81.0,75.1,,,,111.0,71.0,84.5,,,,,,,74.5,,,,95.1,107.5,40.0,,43.5,,37.0,60.0,,,,,70.0,78.1,,,22.0,-11.8,8.3,,33.0,27.1,,,,63.0,23.0,36.5,,,,,,,26.5,,,,47.1,59.5,,False,,True,False,,,,,False,False,,,True,True,True,,True,True,,,,False,True,True,,,,,,,True,,,,False,False
01107,99,170.0,,165.4,,158.0,158.0,,,,,218.0,182.0,,,203.0,153.5,138.8,,98.0,128.4,,,,191.0,150.0,134.1,,,,,,,127.6,,,,210.1,177.3,71.0,,66.4,,59.0,59.0,,,,,119.0,83.0,,,104.0,54.5,39.8,,-1.0,29.4,,,,92.0,51.0,35.1,,,,,,,28.6,,,,111.1,78.3,,True,,True,True,,,,,False,False,,,False,True,True,,True,True,,,,False,True,True,,,,,,,True,,,,False,False
01109,255,296.0,,314.8,,299.0,306.0,,,,,334.4,342.9,,,268.0,1109.8,268.1,,295.0,297.0,,,,584.0,260.0,330.2,,,,,,203.7,235.4,,,,533.0,332.3,41.0,,59.8,,44.0,51.0,,,,,79.4,87.9,,,13.0,854.8,13.1,,40.0,42.0,,,,329.0,5.0,75.2,,,,,,-51.3,-19.6,,,,278.0,77.3,,False,,False,False,,,,,False,False,,,True,False,True,,True,False,,,,False,True,False,,,,,,False,True,,,,False,False
01111,124,108.0,,108.0,,108.0,117.0,,,,,147.4,119.1,,,201.0,119.0,75.9,,104.0,105.4,,,,121.0,106.0,102.2,,,,,,,114.8,,,,193.6,90.0,-16.0,,-16.0,,-16.0,-7.0,,,,,23.4,-4.9,,,77.0,-5.0,-48.1,,-20.0,-18.6,,,,-3.0,-18.0,-21.8,,,,,,,-9.2,,,,69.6,-34.0,,False,,False,True,,,,,False,True,,,False,True,False,,False,False,,,,True,False,False,,,,,,,True,,,,False,False
01113,428,432.0,,427.4,,429.0,458.0,,,,,419.5,481.7,,,424.0,364.9,327.7,,593.5,455.1,,,,579.0,340.0,391.2,,,,,,392.0,351.1,,,,464.8,416.0,4.0,,-0.6,,1.0,30.0,,,,,-8.5,53.7,,,-4.0,-63.1,-100.3,,165.5,27.1,,,,151.0,-88.0,-36.8,,,,,,-36.0,-76.9,,,,36.8,-12.0,,True,,True,False,,,,,False,False,,,False,False,False,,False,False,,,,False,False,False,,,,,,False,False,,,,False,False
01115,589,670.0,,665.4,,589.0,438.0,,,,,874.9,809.6,,,810.0,508.3,511.2,,489.0,534.3,,,,734.0,552.0,636.5,,,,,,414.0,410.6,,,,846.5,685.0,81.0,,76.4,,0.0,-151.0,,,,,285.9,220.6,,,221.0,-80.7,-77.8,,-100.0,-54.7,,,,145.0,-37.0,47.5,,,,,,-175.0,-178.4,,,,257.5,96.0,,True,,True,False,,,,,False,False,,,False,True,True,,False,True,,,,False,True,True,,,,,,False,False,,,,False,False
01117,1592,1944.0,,2102.8,,1770.0,1367.0,,,,,2304.7,2092.9,,1798.0,2175.0,1926.6,1430.5,,1022.0,1640.9,,,,2267.0,1624.0,1514.9,,,,,,1439.3,1677.2,1456.0,,,2669.6,1776.0,352.0,,510.8,,178.0,-225.0,,,,,712.7,500.9,,206.0,583.0,334.6,-161.5,,-570.0,48.9,,,,675.0,32.0,-77.1,,,,,,-152.7,85.2,-136.0,,,1077.6,184.0,,False,,True,True,,,,,False,False,,True,False,True,True,,False,True,,,,False,True,True,,,,,,True,True,True,,,False,True
01119,40,2.0,,2.7,,20.0,9.0,,,,,97.4,39.5,,,93.0,8.3,42.6,,2.0,20.0,,,,,29.0,134.0,,,,,,,35.8,,,,8.4,66.1,-38.0,,-37.3,,-20.0,-31.0,,,,,57.4,-0.5,,,53.0,-31.7,2.6,,-38.0,-20.0,,,,,-11.0,94.0,,,,,,,-4.2,,,,-31.6,26.1,,True,,True,True,,,,,False,True,,,False,True,True,,False,True,,,,,True,False,,,,,,,True,,,,True,True
01121,617,758.0,,725.4,,728.0,414.0,,,,,742.7,835.6,,,764.0,1008.6,529.9,,713.0,654.8,,,,945.0,636.0,824.0,,,,,,625.2,509.8,,,,994.9,656.5,141.0,,108.4,,111.0,-203.0,,,,,125.7,218.6,,,147.0,391.6,-87.1,,96.0,37.8,,,,328.0,19.0,207.0,,,,,,8.2,-107.2,,,,377.9,39.5,,True,,True,False,,,,,True,False,,,False,False,True,,True,True,,,,False,True,False,,,,,,True,True,,,,False,True
01123,676,134.0,,149.1,,156.0,79.0,,,,,274.8,198.0,,,311.0,203.4,150.9,,120.0,151.7,,,,169.0,147.0,262.0,,,,,,113.4,129.1,,,,121.4,188.3,-542.0,,-526.9,,-520.0,-597.0,,,,,-401.2,-478.0,,,-365.0,-472.6,-525.1,,-556.0,-524.3,,,,-507.0,-529.0,-414.0,,,,,,-562.6,-546.9,,,,-554.6,-487.7,,True,,True,False,,,,,True,True,,,True,True,True,,False,True,,,,True,True,True,,,,,,False,False,,,,False,True
01125,1589,1180.0,,1271.7,,1162.0,774.0,,,,,2170.5,1465.0,,1017.5,2336.0,1138.7,1310.8,,881.0,1034.5,,,,1516.0,1110.0,1935.0,,,,,,1058.0,1111.0,698.0,,,2201.2,1803.5,-409.0,,-317.3,,-427.0,-815.0,,,,,581.5,-124.0,,-571.5,747.0,-450.3,-278.2,,-708.0,-554.5,,,,-73.0,-479.0,346.0,,,,,,-531.0,-478.0,-891.0,,,612.2,214.5,,True,,False,False,,,,,False,True,,False,False,False,True,,False,False,,,,True,False,True,,,,,,False,False,False,,,False,True
01127,251,332.0,,340.0,,336.0,223.0,,,,,646.2,504.1,,,774.0,486.1,358.1,,292.0,296.8,,,,446.0,382.0,415.9,,,,,,286.1,196.5,,,,327.0,433.0,81.0,,89.0,,85.0,-28.0,,,,,395.2,253.1,,,523.0,235.1,107.1,,41.0,45.8,,,,195.0,131.0,164.9,,,,,,35.1,-54.5,,,,76.0,182.0,,False,,False,True,,,,,False,False,,,False,False,False,,True,True,,,,False,False,False,,,,,,True,True,,,,True,False
01129,94,116.0,,117.5,,116.0,97.0,,,,,159.2,140.3,,,195.0,189.6,100.4,,91.5,111.2,,,,181.0,116.0,130.8,,,,,,,93.9,,,,99.5,116.1,22.0,,23.5,,22.0,3.0,,,,,65.2,46.3,,,101.0,95.6,6.4,,-2.5,17.2,,,,87.0,22.0,36.8,,,,,,,-0.1,,,,5.5,22.1,,False,,False,True,,,,,False,False,,,False,False,True,,True,True,,,,False,False,False,,,,,,,True,,,,True,False
01131,99,124.0,,128.1,,123.0,162.0,,,,,128.3,149.8,,,62.0,204.4,77.0,,140.0,105.8,,,,197.0,100.0,93.9,,,,,,,92.3,,,,108.3,117.9,25.0,,29.1,,24.0,63.0,,,,,29.3,50.8,,,-37.0,105.4,-22.0,,41.0,6.8,,,,98.0,1.0,-5.1,,,,,,,-6.7,,,,9.3,18.9,,False,,True,False,,,,,False,False,,,False,False,True,,False,True,,,,False,True,True,,,,,,,True,,,,True,True
01133,122,160.0,,166.4,,160.0,131.0,,,,,264.5,235.3,,,297.0,190.4,146.9,,134.0,161.5,,,,229.0,151.0,189.9,,,,,,90.5,124.2,,,,154.6,155.6,38.0,,44.4,,38.0,9.0,,,,,142.5,113.3,,,175.0,68.4,24.9,,12.0,39.5,,,,107.0,29.0,67.9,,,,,,-31.5,2.2,,,,32.6,33.6,,False,,False,True,,,,,False,False,,,False,False,True,,True,False,,,,False,True,False,,,,,,True,True,,,,True,True
02013,46,2.0,,2.1,,0.0,0.0,,,,,2.3,4.7,,,,0.0,0.3,,0.0,0.8,,,,1.0,5.0,0.0,,,,,,,,,,,1.1,,-44.0,,-43.9,,-46.0,-46.0,,,,,-43.7,-41.3,,,,-46.0,-45.7,,-46.0,-45.2,,,,-45.0,-41.0,-46.0,,,,,,,,,,,-44.9,,,True,,False,False,,,,,True,True,,,,False,False,,False,False,,,,False,True,False,,,,,,,,,,,False,
02016,77,42.0,,41.1,,35.0,,,,,,43.1,48.2,,,,24.1,55.1,,156.0,80.5,,,,58.0,29.0,11.5,,,,,,,51.0,,,,12.3,,-35.0,,-35.9,,-42.0,,,,,,-33.9,-28.8,,,,-52.9,-21.9,,79.0,3.5,,,,-19.0,-48.0,-65.5,,,,,,,-26.0,,,,-64.7,,,False,,False,,,,,,True,True,,,,False,True,,False,True,,,,True,False,False,,,,,,,True,,,,False,
02020,851,1190.0,,1073.7,1706.9,1065.0,894.0,,,,,1312.7,1486.4,,1083.5,,1045.0,931.4,,801.0,996.9,,,,1149.0,1007.0,2234.9,,,,,,1449.2,1514.9,822.0,,,1371.0,,339.0,,222.7,855.9,214.0,43.0,,,,,461.7,635.4,,232.5,,194.0,80.4,,-50.0,145.9,,,,298.0,156.0,1383.9,,,,,,598.2,663.9,-29.0,,,520.0,,,True,False,True,True,,,,,False,False,,True,,True,True,,True,True,,,,True,True,False,,,,,,False,False,True,,,False,
02050,386,326.0,,290.6,,263.0,0.0,,,,,208.9,315.3,,,,59.7,202.8,,255.0,307.8,,,,299.0,240.0,380.2,,,,,,,201.8,,,,394.6,,-60.0,,-95.4,,-123.0,-386.0,,,,,-177.1,-70.7,,,,-326.3,-183.2,,-131.0,-78.2,,,,-87.0,-146.0,-5.8,,,,,,,-184.2,,,,8.6,,,False,,False,False,,,,,False,False,,,,False,False,,False,False,,,,False,False,True,,,,,,,False,,,,True,
02060,0,0.0,,0.0,,0.0,0.0,,,,,3.7,0.2,,,,0.1,0.0,,,0.0,,,,0.0,1.0,0.0,,,,,,,,,,,2.0,,0.0,,0.0,,0.0,0.0,,,,,3.7,0.2,,,,0.1,0.0,,,0.0,,,,0.0,1.0,0.0,,,,,,,,,,,2.0,,,True,,True,True,,,,,False,False,,,,False,True,,,False,,,,True,False,True,,,,,,,,,,,False,
02068,5,6.0,,6.0,,4.0,0.0,,,,,3.9,5.6,,,,26.3,2.1,,2.0,1.6,,,,3.0,5.0,,,,,,,,24.1,,,,4.1,,1.0,,1.0,,-1.0,-5.0,,,,,-1.1,0.6,,,,21.3,-2.9,,-3.0,-3.4,,,,-2.0,0.0,,,,,,,,19.1,,,,-0.9,,,True,,False,False,,,,,False,True,,,,False,False,,False,False,,,,False,True,,,,,,,,False,,,,True,
02070,20,4.0,,3.4,,13.0,0.0,,,,,9.2,19.7,,,,125.9,13.4,,17.0,19.4,,,,,13.0,23.5,,,,,,,27.6,,,,18.3,,-16.0,,-16.6,,-7.0,-20.0,,,,,-10.8,-0.3,,,,105.9,-6.6,,-3.0,-0.6,,,,,-7.0,3.5,,,,,,,7.6,,,,-1.7,,,False,,True,False,,,,,True,True,,,,False,True,,True,True,,,,,True,True,,,,,,,True,,,,True,
02090,267,526.0,,538.0,,522.0,,,,,,453.9,602.6,,,,661.2,378.4,,526.0,529.2,,,,619.0,366.0,506.5,,,,,,375.2,327.3,,,,618.4,,259.0,,271.0,,255.0,,,,,,186.9,335.6,,,,394.2,111.4,,259.0,262.2,,,,352.0,99.0,239.5,,,,,,108.2,60.3,,,,351.4,,,False,,True,,,,,,True,False,,,,False,True,,False,False,,,,False,True,True,,,,,,True,True,,,,False,
02100,3,0.0,,0.0,,0.0,0.0,,,,,0.4,1.6,,,,2.1,1.5,,1.0,1.9,,,,1.0,3.0,0.0,,,,,,,,,,,1.5,,-3.0,,-3.0,,-3.0,-3.0,,,,,-2.6,-1.4,,,,-0.9,-1.5,,-2.0,-1.1,,,,-2.0,0.0,-3.0,,,,,,,,,,,-1.5,,,False,,False,False,,,,,True,True,,,,True,True,,True,True,,,,True,True,True,,,,,,,,,,,True,
02105,0,0.0,,0.0,,0.0,0.0,,,,,,0.4,,,,0.1,0.0,,,0.0,,,,0.0,,,,,,,,,,,,,,,0.0,,0.0,,0.0,0.0,,,,,,0.4,,,,0.1,0.0,,,0.0,,,,0.0,,,,,,,,,,,,,,,,True,,True,True,,,,,,False,,,,False,True,,,False,,,,True,,,,,,,,,,,,,,
02110,61,56.0,,63.5,,50.0,22.0,,,,,61.2,87.9,,,,13.5,31.4,,54.0,47.1,,,,45.0,27.0,106.9,,,,,,,,,,,51.6,,-5.0,,2.5,,-11.0,-39.0,,,,,0.2,26.9,,,,-47.5,-29.6,,-7.0,-13.9,,,,-16.0,-34.0,45.9,,,,,,,,,,,-9.4,,,True,,False,False,,,,,True,False,,,,False,False,,False,False,,,,False,False,False,,,,,,,,,,,False,
02122,84,156.0,,140.0,,157.0,178.0,,,,,175.6,265.5,,,,168.4,108.6,,72.0,118.0,,,,160.0,161.0,182.3,,,,,,103.6,141.3,,,,149.5,,72.0,,56.0,,73.0,94.0,,,,,91.6,181.5,,,,84.4,24.6,,-12.0,34.0,,,,76.0,77.0,98.3,,,,,,19.6,57.3,,,,65.5,,,True,,False,False,,,,,False,False,,,,False,True,,True,True,,,,False,False,False,,,,,,True,True,,,,True,
02130,14,22.0,,21.6,,21.0,,,,,,15.2,28.7,,,,35.6,13.3,,25.0,21.3,,,,24.0,13.0,,,,,,,,,,,,19.2,,8.0,,7.6,,7.0,,,,,,1.2,14.7,,,,21.6,-0.7,,11.0,7.3,,,,10.0,-1.0,,,,,,,,,,,,5.2,,,True,,True,,,,,,True,False,,,,False,True,,False,True,,,,False,True,,,,,,,,,,,,True,
02150,35,70.0,,64.9,,50.0,0.0,,,,,83.4,100.0,,,,43.8,48.8,,25.0,54.0,,,,78.0,51.0,64.0,,,,,,,83.5,,,,91.8,,35.0,,29.9,,15.0,-35.0,,,,,48.4,65.0,,,,8.8,13.8,,-10.0,19.0,,,,43.0,16.0,29.0,,,,,,,48.5,,,,56.8,,,True,,True,False,,,,,False,False,,,,True,True,,True,True,,,,False,True,True,,,,,,,False,,,,False,
02158,142,108.0,,138.3,,112.0,,,,,,,147.0,,,,30.7,94.8,,231.0,116.0,,,,152.0,,,,,,,,,,,,,,,-34.0,,-3.7,,-30.0,,,,,,,5.0,,,,-111.3,-47.2,,89.0,-26.0,,,,10.0,,,,,,,,,,,,,,,,True,,True,,,,,,,True,,,,False,False,,False,True,,,,True,,,,,,,,,,,,,,
02164,7,0.0,,0.4,,2.0,0.0,,,,,0.0,8.4,,,,2.5,2.1,,11.0,,,,,3.0,3.0,11.4,,,,,,,26.2,,,,2.0,,-7.0,,-6.6,,-5.0,-7.0,,,,,-7.0,1.4,,,,-4.5,-4.9,,4.0,,,,,-4.0,-4.0,4.4,,,,,,,19.2,,,,-5.0,,,True,,True,False,,,,,True,True,,,,True,True,,True,,,,,True,True,True,,,,,,,False,,,,True,
02170,361,534.0,,522.7,,499.0,550.0,,,,,460.4,727.2,,,,536.4,305.8,,405.0,492.1,,,,627.0,386.0,613.6,,,,,,553.1,403.5,,,,462.4,,173.0,,161.7,,138.0,189.0,,,,,99.4,366.2,,,,175.4,-55.2,,44.0,131.1,,,,266.0,25.0,252.6,,,,,,192.1,42.5,,,,101.4,,,True,,True,False,,,,,True,False,,,,False,True,,True,True,,,,False,True,False,,,,,,False,True,,,,True,
02180,15,22.0,,20.7,,18.0,,,,,,18.3,30.9,,,,3.4,7.9,,10.0,19.6,,,,15.0,17.0,20.1,,,,,,,44.4,,,,26.2,,7.0,,5.7,,3.0,,,,,,3.3,15.9,,,,-11.6,-7.1,,-5.0,4.6,,,,0.0,2.0,5.1,,,,,,,29.4,,,,11.2,,,True,,True,,,,,,True,False,,,,False,False,,True,True,,,,True,True,True,,,,,,,False,,,,False,
02185,30,200.0,,184.2,,122.0,0.0,,,,,110.9,180.5,,,,118.5,88.3,,245.0,138.8,,,,203.0,106.0,85.3,,,,,,,159.4,,,,228.6,,170.0,,154.2,,92.0,-30.0,,,,,80.9,150.5,,,,88.5,58.3,,215.0,108.8,,,,173.0,76.0,55.3,,,,,,,129.4,,,,198.6,,,True,,True,True,,,,,True,True,,,,True,True,,False,True,,,,False,True,True,,,,,,,True,,,,False,
02188,54,74.0,,65.6,,65.0,0.0,,,,,39.4,88.5,,,,1667.9,67.4,,134.0,65.8,,,,156.0,63.0,100.5,,,,,,,124.3,,,,63.5,,20.0,,11.6,,11.0,-54.0,,,,,-14.6,34.5,,,,1613.9,13.4,,80.0,11.8,,,,102.0,9.0,46.5,,,,,,,70.3,,,,9.5,,,True,,True,False,,,,,True,False,,,,False,True,,False,True,,,,False,True,False,,,,,,,False,,,,True,
02195,1,16.0,,15.9,,10.0,8.0,,,,,2.2,11.8,,,,49.2,13.6,,5.0,7.8,,,,15.0,10.0,,,,,,,,,,,,,,15.0,,14.9,,9.0,7.0,,,,,1.2,10.8,,,,48.2,12.6,,4.0,6.8,,,,14.0,9.0,,,,,,,,,,,,,,,True,,True,True,,,,,True,True,,,,False,True,,True,True,,,,True,True,,,,,,,,,,,,,
02198,1,2.0,,1.9,,2.0,0.0,,,,,4.9,5.4,,,,3.6,3.9,,4.0,0.8,,,,,,,,,,,,,,,,,,,1.0,,0.9,,1.0,-1.0,,,,,3.9,4.4,,,,2.6,2.9,,3.0,-0.2,,,,,,,,,,,,,,,,,,,,True,,False,False,,,,,False,False,,,,False,False,,False,True,,,,,,,,,,,,,,,,,,
02220,13,26.0,,26.2,,22.0,0.0,,,,,16.3,32.0,,,,74.4,11.0,,29.0,26.6,,,,21.0,21.0,20.9,,,,,,,,,,,19.9,,13.0,,13.2,,9.0,-13.0,,,,,3.3,19.0,,,,61.4,-2.0,,16.0,13.6,,,,8.0,8.0,7.9,,,,,,,,,,,6.9,,,False,,True,False,,,,,True,False,,,,False,True,,False,False,,,,True,True,True,,,,,,,,,,,True,
02230,0,0.0,,0.0,,0.0,0.0,,,,,1.1,1.3,,,,0.0,1.4,,0.0,0.1,,,,0.0,,,,,,,,,,,,,,,0.0,,0.0,,0.0,0.0,,,,,1.1,1.3,,,,0.0,1.4,,0.0,0.1,,,,0.0,,,,,,,,,,,,,,,,True,,True,True,,,,,False,False,,,,False,False,,True,False,,,,True,,,,,,,,,,,,,,
02240,22,0.0,,0.0,,4.0,0.0,,,,,25.8,19.8,,,,3.9,4.7,,1.0,6.5,,,,4.0,8.0,19.8,,,,,,,21.7,,,,8.8,,-22.0,,-22.0,,-18.0,-22.0,,,,,3.8,-2.2,,,,-18.1,-17.3,,-21.0,-15.5,,,,-18.0,-14.0,-2.2,,,,,,,-0.3,,,,-13.2,,,False,,True,False,,,,,True,True,,,,True,True,,True,True,,,,True,True,True,,,,,,,True,,,,True,
02261,46,36.0,,37.2,,32.0,,,,,,24.4,49.8,,,,23.6,34.2,,24.0,42.7,,,,54.0,29.0,42.7,,,,,,,46.6,,,,35.9,,-10.0,,-8.8,,-14.0,,,,,,-21.6,3.8,,,,-22.4,-11.8,,-22.0,-3.3,,,,8.0,-17.0,-3.3,,,,,,,0.6,,,,-10.1,,,True,,False,,,,,,False,True,,,,False,False,,False,True,,,,True,False,True,,,,,,,True,,,,False,
02275,1,0.0,,0.1,,0.0,0.0,,,,,1.2,1.4,,,,0.1,2.3,,0.0,0.2,,,,0.0,,,,,,,,,,,,,,,-1.0,,-0.9,,-1.0,-1.0,,,,,0.2,0.4,,,,-0.9,1.3,,-1.0,-0.8,,,,-1.0,,,,,,,,,,,,,,,,True,,False,False,,,,,True,True,,,,True,False,,False,True,,,,False,,,,,,,,,,,,,,
02282,5,0.0,,2.0,,2.0,0.0,,,,,,7.0,,,,56.1,2.6,,4.0,3.3,,,,,3.0,3.9,,,,,,,,,,,1.8,,-5.0,,-3.0,,-3.0,-5.0,,,,,,2.0,,,,51.1,-2.4,,-1.0,-1.7,,,,,-2.0,-1.1,,,,,,,,,,,-3.2,,,True,,True,False,,,,,,True,,,,False,True,,True,True,,,,,True,True,,,,,,,,,,,True,
