,actual_cases,COVIDhub-baseline,CDDEP-SEIR_MCMC,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,CovidAnalytics-DELPHI,DDS-NBDS,Geneva-DetGrowth,IHME-CurveFit,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,OliverWyman-Navigator,QJHong-Encounter,RobertWalraven-ESG,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,Yu_Group-CLEP,error-COVIDhub-baseline,error-CDDEP-SEIR_MCMC,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-Geneva-DetGrowth,error-IHME-CurveFit,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-OliverWyman-Navigator,error-QJHong-Encounter,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,error-Yu_Group-CLEP,beat_baseline-CDDEP-SEIR_MCMC,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-Geneva-DetGrowth,beat_baseline-IHME-CurveFit,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-OliverWyman-Navigator,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-Yu_Group-CLEP
02070,1,0.0,,0.0,,0.0,0.0,,,,,,1.0,,0.0,0.1,0.0,,0.0,,,,,,,2.6,-1.0,,-1.0,,-1.0,-1.0,,,,,,0.0,,-1.0,-0.9,-1.0,,-1.0,,,,,,,1.6,,False,,False,False,,,,,,True,,True,True,False,,False,,,,,,,False
02090,53,28.0,69.7,27.1,,28.0,,,,,,,86.9,,24.9,33.3,,,27.9,36.1,,,,,,50.6,-25.0,16.7,-25.9,,-25.0,,,,,,,33.9,,-28.1,-19.7,,,-25.1,-16.9,,,,,,-2.4,True,False,,False,,,,,,,False,,False,True,,,False,True,,,,,,True
02100,0,0.0,,0.0,,0.0,0.0,,,,,,0.6,,,0.0,0.0,,0.1,,,,,,,3.0,0.0,,0.0,,0.0,0.0,,,,,,0.6,,,0.0,0.0,,0.1,,,,,,,3.0,,False,,True,True,,,,,,False,,,False,True,,False,,,,,,,False
02105,0,0.0,,0.0,,0.0,0.0,,,,,,4.1,,,0.0,0.0,,0.0,,,,,,,3.2,0.0,,0.0,,0.0,0.0,,,,,,4.1,,,0.0,0.0,,0.0,,,,,,,3.2,,True,,True,True,,,,,,False,,,True,True,,True,,,,,,,False
02110,52,14.0,,13.7,,14.0,14.0,,,,,,28.6,,13.5,19.6,23.0,,13.5,23.7,,,,,,18.2,-38.0,,-38.3,,-38.0,-38.0,,,,,,-23.4,,-38.5,-32.4,-29.0,,-38.5,-28.3,,,,,,-33.8,,False,,False,False,,,,,,True,,False,True,True,,False,True,,,,,,True
02122,31,16.0,101.5,15.1,,16.0,14.0,,,,,,57.5,,13.2,21.8,,,19.1,14.8,,,,,,47.3,-15.0,70.5,-15.9,,-15.0,-17.0,,,,,,26.5,,-17.8,-9.2,,,-11.9,-16.2,,,,,,16.3,False,False,,False,False,,,,,,False,,False,True,,,True,False,,,,,,False
02130,4,2.0,,1.5,,1.0,0.0,,,,,,1.3,,0.5,0.5,6.0,,0.5,2.5,,,,,,4.1,-2.0,,-2.5,,-3.0,-4.0,,,,,,-2.7,,-3.5,-3.5,2.0,,-3.5,-1.5,,,,,,0.1,,False,,False,False,,,,,,False,,False,False,False,,False,True,,,,,,True
02150,17,0.0,,0.0,,0.0,0.0,,,,,,0.7,,0.0,0.1,0.0,,1.8,0.0,,,,,,3.5,-17.0,,-17.0,,-17.0,-17.0,,,,,,-16.3,,-17.0,-16.9,-17.0,,-15.2,-17.0,,,,,,-13.5,,False,,False,False,,,,,,True,,True,True,False,,True,True,,,,,,True
02158,2,2.0,,1.9,,1.0,0.0,,,,,,,,,0.3,,,0.8,,,,,,,,0.0,,-0.1,,-1.0,-2.0,,,,,,,,,-1.7,,,-1.2,,,,,,,,,False,,False,False,,,,,,,,,False,,,False,,,,,,,
02164,1,0.0,,0.0,,0.0,0.0,,,,,,4.3,,,0.0,0.0,,0.0,,,,,,,9.4,-1.0,,-1.0,,-1.0,-1.0,,,,,,3.3,,,-1.0,-1.0,,-1.0,,,,,,,8.4,,False,,False,False,,,,,,False,,,True,False,,False,,,,,,,False
02170,47,37.0,82.9,32.0,,35.0,53.0,,,,,,108.3,,35.0,50.7,52.0,,31.9,32.1,,,,,,51.5,-10.0,35.9,-15.0,,-12.0,6.0,,,,,,61.3,,-12.0,3.7,5.0,,-15.1,-14.9,,,,,,4.5,False,False,,False,True,,,,,,False,,False,True,True,,False,False,,,,,,True
02180,3,2.0,,2.0,,0.0,0.0,,,,,,0.6,,0.2,0.1,,,0.7,,,,,,,4.3,-1.0,,-1.0,,-3.0,-3.0,,,,,,-2.4,,-2.8,-2.9,,,-2.3,,,,,,,1.3,,False,,False,False,,,,,,False,,False,False,,,False,,,,,,,False
02185,6,5.0,,4.8,,1.0,0.0,,,,,,4.0,,0.2,1.1,,,0.6,,,,,,,7.1,-1.0,,-1.2,,-5.0,-6.0,,,,,,-2.0,,-5.8,-4.9,,,-5.4,,,,,,,1.1,,False,,False,False,,,,,,False,,False,False,,,False,,,,,,,False
02188,6,11.0,,11.3,,5.0,3.0,,,,,,4.7,,0.6,5.5,10.0,,5.2,,,,,,,9.0,5.0,,5.3,,-1.0,-3.0,,,,,,-1.3,,-5.4,-0.5,4.0,,-0.8,,,,,,,3.0,,False,,True,True,,,,,,True,,False,True,True,,True,,,,,,,True
02195,1,0.0,,0.0,,0.0,0.0,,,,,,0.3,,0.0,0.0,0.0,,0.0,0.0,,,,,,2.8,-1.0,,-1.0,,-1.0,-1.0,,,,,,-0.7,,-1.0,-1.0,-1.0,,-1.0,-1.0,,,,,,1.8,,True,,False,False,,,,,,True,,True,True,False,,False,True,,,,,,False
02198,6,3.0,,2.8,,1.0,0.0,,,,,,3.0,,0.1,0.6,0.0,,0.9,2.3,,,,,,5.6,-3.0,,-3.2,,-5.0,-6.0,,,,,,-3.0,,-5.9,-5.4,-6.0,,-5.1,-3.7,,,,,,-0.4,,False,,False,False,,,,,,True,,False,False,False,,False,False,,,,,,True
02220,5,4.0,,4.0,,2.0,0.0,,,,,,3.4,,0.3,0.7,,,2.1,4.6,,,,,,3.8,-1.0,,-1.0,,-3.0,-5.0,,,,,,-1.6,,-4.7,-4.3,,,-2.9,-0.4,,,,,,-1.2,,True,,False,False,,,,,,False,,False,False,,,False,True,,,,,,False
02230,0,0.0,,0.0,,0.0,0.0,,,,,,0.0,,,0.0,0.0,,0.0,,,,,,,1.3,0.0,,0.0,,0.0,0.0,,,,,,0.0,,,0.0,0.0,,0.0,,,,,,,1.3,,True,,True,True,,,,,,True,,,True,True,,True,,,,,,,False
02240,2,2.0,,2.3,,1.0,0.0,,,,,,1.5,,1.2,1.4,5.0,,0.7,,,,,,,6.9,0.0,,0.3,,-1.0,-2.0,,,,,,-0.5,,-0.8,-0.6,3.0,,-1.3,,,,,,,4.9,,False,,False,False,,,,,,False,,False,False,False,,False,,,,,,,False
02261,9,5.0,,5.6,,3.0,2.0,,,,,,8.6,,0.9,0.7,,,5.8,,,,,,,11.6,-4.0,,-3.4,,-6.0,-7.0,,,,,,-0.4,,-8.1,-8.3,,,-3.2,,,,,,,2.6,,True,,False,False,,,,,,True,,False,False,,,True,,,,,,,True
02275,0,4.0,,4.1,,1.0,0.0,,,,,,1.8,,,0.2,0.0,,0.0,,,,,,,5.7,4.0,,4.1,,1.0,0.0,,,,,,1.8,,,0.2,0.0,,0.0,,,,,,,5.7,,False,,True,True,,,,,,True,,,True,True,,True,,,,,,,False
02282,2,0.0,,0.0,,0.0,0.0,,,,,,0.0,,,0.1,0.0,,1.6,0.0,,,,,,1.5,-2.0,,-2.0,,-2.0,-2.0,,,,,,-2.0,,,-1.9,-2.0,,-0.4,-2.0,,,,,,-0.5,,False,,False,False,,,,,,False,,,True,False,,True,True,,,,,,True
02290,6,6.0,,5.2,,2.0,0.0,,,,,,5.4,,2.1,2.5,8.0,,0.4,,,,,,,11.8,0.0,,-0.8,,-4.0,-6.0,,,,,,-0.6,,-3.9,-3.5,2.0,,-5.6,,,,,,,5.8,,False,,False,False,,,,,,False,,False,False,False,,False,,,,,,,False
04001,86,101.0,112.5,99.3,,101.0,145.0,,,,,,85.0,,100.1,131.2,127.0,,147.6,99.0,,,,,,99.3,15.0,26.5,13.3,,15.0,59.0,,,,,,-1.0,,14.1,45.2,41.0,,61.6,13.0,,,,,,13.3,False,True,,False,False,,,,,,True,,True,False,False,,False,True,,,,,,True
04003,160,77.0,296.8,80.7,,71.0,72.0,,,,,,134.9,,28.6,59.5,53.0,,65.4,70.7,,,,,,115.2,-83.0,136.8,-79.3,,-89.0,-88.0,,,,,,-25.1,,-131.4,-100.5,-107.0,,-94.6,-89.3,,,,,,-44.8,False,True,,False,False,,,,,,True,,False,False,False,,False,False,,,,,,True
04005,91,112.0,361.4,109.1,,86.0,78.0,,,,,,77.2,,77.2,94.1,107.0,,54.5,115.2,63.0,,,,,116.0,21.0,270.4,18.1,,-5.0,-13.0,,,,,,-13.8,,-13.8,3.1,16.0,,-36.5,24.2,-28.0,,,,,25.0,False,True,,True,True,,,,,,True,,True,True,True,,False,False,False,,,,,False
04007,93,83.0,174.8,84.5,,79.0,120.0,,,,,,105.4,,58.0,66.6,67.0,,63.6,79.3,,,,,,115.5,-10.0,81.8,-8.5,,-14.0,27.0,,,,,,12.4,,-35.0,-26.4,-26.0,,-29.4,-13.7,,,,,,22.5,False,True,,False,False,,,,,,False,,False,False,False,,False,False,,,,,,False
04009,57,61.0,,64.4,,63.0,92.0,,,,,,67.2,,41.9,53.8,51.0,,68.8,87.0,,,,,,62.4,4.0,,7.4,,6.0,35.0,,,,,,10.2,,-15.1,-3.2,-6.0,,11.8,30.0,,,,,,5.4,,False,,False,False,,,,,,False,,False,True,False,,False,False,,,,,,False
04011,0,2.0,,0.0,,1.0,0.0,,,,,,6.5,,0.0,1.0,,,5.6,1.8,,,,,,2.9,2.0,,0.0,,1.0,0.0,,,,,,6.5,,0.0,1.0,,,5.6,1.8,,,,,,2.9,,True,,True,True,,,,,,False,,True,True,,,False,True,,,,,,False
04012,14,6.0,,5.3,,5.0,5.0,,,,,,10.5,,0.3,3.6,,,25.8,6.8,,,,,,31.7,-8.0,,-8.7,,-9.0,-9.0,,,,,,-3.5,,-13.7,-10.4,,,11.8,-7.2,,,,,,17.7,,False,,False,False,,,,,,True,,False,False,,,False,True,,,,,,False
04013,3320,6250.0,14550.0,5910.1,5887.8,5432.0,4579.0,,,,,,4235.0,,5115.6,4602.6,5343.0,,5658.7,5432.4,3932.0,,,,,5895.6,2930.0,11230.0,2590.1,2567.8,2112.0,1259.0,,,,,,915.0,,1795.6,1282.6,2023.0,,2338.7,2112.4,612.0,,,,,2575.6,False,True,True,True,True,,,,,,True,,True,True,True,,True,True,True,,,,,True
04015,198,160.0,760.6,167.4,,160.0,142.0,,,,,,212.9,,140.2,159.8,154.0,,169.2,210.9,136.0,,,,,339.5,-38.0,562.6,-30.6,,-38.0,-56.0,,,,,,14.9,,-57.8,-38.2,-44.0,,-28.8,12.9,-62.0,,,,,141.5,False,True,,False,False,,,,,,True,,False,False,False,,True,True,False,,,,,False
04017,83,113.0,434.4,120.5,107.1,116.0,118.0,,,,,,88.5,,54.9,78.8,131.0,,307.4,120.1,,,,,,176.0,30.0,351.4,37.5,24.1,33.0,35.0,,,,,,5.5,,-28.1,-4.2,48.0,,224.4,37.1,,,,,,93.0,False,False,True,False,False,,,,,,True,,True,True,False,,False,False,,,,,,False
04019,1585,1253.0,3033.6,1325.2,1167.6,1168.0,1077.0,,,,,,1166.1,,1294.8,1132.0,1095.0,,1315.0,1084.1,1034.0,,,,,2304.0,-332.0,1448.6,-259.8,-417.4,-417.0,-508.0,,,,,,-418.9,,-290.2,-453.0,-490.0,,-270.0,-500.9,-551.0,,,,,719.0,False,True,False,False,False,,,,,,False,,True,False,False,,True,False,False,,,,,False
04021,328,203.0,1038.7,212.5,208.4,203.0,212.0,,,,,,181.9,,77.3,162.8,163.0,,224.9,194.5,167.0,,,,,253.0,-125.0,710.7,-115.5,-119.6,-125.0,-116.0,,,,,,-146.1,,-250.7,-165.2,-165.0,,-103.1,-133.5,-161.0,,,,,-75.0,False,True,True,False,True,,,,,,False,,False,False,False,,True,False,False,,,,,True
04023,43,48.0,,36.6,,45.0,54.0,,,,,,43.7,,26.6,46.3,69.0,,145.2,42.5,,,,,,113.8,5.0,,-6.4,,2.0,11.0,,,,,,0.7,,-16.4,3.3,26.0,,102.2,-0.5,,,,,,70.8,,False,,True,False,,,,,,True,,False,True,False,,False,True,,,,,,False
04025,154,202.0,411.6,210.3,,184.0,210.0,,,,,,376.0,,148.5,170.7,137.0,,180.4,187.3,109.0,,,,,269.9,48.0,257.6,56.3,,30.0,56.0,,,,,,222.0,,-5.5,16.7,-17.0,,26.4,33.3,-45.0,,,,,115.9,False,False,,True,False,,,,,,False,,True,True,True,,True,True,True,,,,,False
04027,343,434.0,1117.7,422.2,486.7,434.0,461.0,,,,,,285.8,,244.7,278.9,359.0,,562.0,481.5,313.0,,,,,608.4,91.0,774.7,79.2,143.7,91.0,118.0,,,,,,-57.2,,-98.3,-64.1,16.0,,219.0,138.5,-30.0,,,,,265.4,False,True,False,False,False,,,,,,True,,False,True,True,,False,False,True,,,,,False
05001,34,18.0,,25.3,,20.0,13.0,,,,,,36.6,,9.5,20.2,20.0,,21.6,28.4,,,,,,20.8,-16.0,,-8.7,,-14.0,-21.0,,,,,,2.6,,-24.5,-13.8,-14.0,,-12.4,-5.6,,,,,,-13.2,,True,,True,False,,,,,,True,,False,True,True,,True,True,,,,,,True
05003,30,84.0,,83.8,,84.0,106.0,,,,,,57.5,,68.5,58.2,,,92.2,86.3,,,,,,69.5,54.0,,53.8,,54.0,76.0,,,,,,27.5,,38.5,28.2,,,62.2,56.3,,,,,,39.5,,True,,False,False,,,,,,True,,True,True,,,False,False,,,,,,True
05005,10,11.0,,9.6,,8.0,10.0,,,,,,29.9,,4.6,5.6,11.0,,5.2,9.9,,,,,,13.3,1.0,,-0.4,,-2.0,0.0,,,,,,19.9,,-5.4,-4.4,1.0,,-4.8,-0.1,,,,,,3.3,,True,,False,True,,,,,,False,,False,False,False,,False,True,,,,,,False
05007,145,260.0,268.7,250.6,,233.0,227.0,,,,,,285.2,,159.9,222.1,304.0,,263.1,238.4,194.0,,,,,313.4,115.0,123.7,105.6,,88.0,82.0,,,,,,140.2,,14.9,77.1,159.0,,118.1,93.4,49.0,,,,,168.4,False,True,,True,True,,,,,,False,,True,True,False,,False,True,True,,,,,False
05009,17,46.0,,44.0,,40.0,60.0,,,,,,82.2,,22.3,35.2,36.0,,33.6,60.4,,,,,,54.7,29.0,,27.0,,23.0,43.0,,,,,,65.2,,5.3,18.2,19.0,,16.6,43.4,,,,,,37.7,,True,,True,False,,,,,,False,,True,True,True,,True,False,,,,,,False
05011,32,44.0,,45.0,,41.0,43.0,,,,,,32.3,,30.8,36.1,45.0,,80.6,38.3,,,,,,38.0,12.0,,13.0,,9.0,11.0,,,,,,0.3,,-1.2,4.1,13.0,,48.6,6.3,,,,,,6.0,,False,,True,True,,,,,,True,,True,True,False,,False,True,,,,,,True
05013,1,3.0,,3.2,,3.0,0.0,,,,,,4.2,,,0.4,,,4.6,,,,,,,8.9,2.0,,2.2,,2.0,-1.0,,,,,,3.2,,,-0.6,,,3.6,,,,,,,7.9,,False,,False,True,,,,,,False,,,True,,,False,,,,,,,False
05015,30,16.0,,14.2,,13.0,11.0,,,,,,28.7,,6.2,10.8,22.0,,6.5,15.8,,,,,,38.6,-14.0,,-15.8,,-17.0,-19.0,,,,,,-1.3,,-23.8,-19.2,-8.0,,-23.5,-14.2,,,,,,8.6,,False,,False,False,,,,,,True,,False,False,True,,False,False,,,,,,True
05017,193,207.0,,221.3,,130.0,147.0,,,,,,45.1,,112.7,98.4,215.0,,49.8,178.5,,,,,,131.0,14.0,,28.3,,-63.0,-46.0,,,,,,-147.9,,-80.3,-94.6,22.0,,-143.2,-14.5,,,,,,-62.0,,False,,False,False,,,,,,False,,False,False,False,,False,False,,,,,,False
05019,9,25.0,,23.7,,20.0,22.0,,,,,,25.0,,6.5,15.6,18.0,,17.9,32.6,,,,,,30.2,16.0,,14.7,,11.0,13.0,,,,,,16.0,,-2.5,6.6,9.0,,8.9,23.6,,,,,,21.2,,True,,True,True,,,,,,False,,True,True,True,,True,False,,,,,,False
05021,15,25.0,,25.1,,23.0,14.0,,,,,,19.2,,23.9,24.1,28.0,,10.2,21.9,,,,,,39.6,10.0,,10.1,,8.0,-1.0,,,,,,4.2,,8.9,9.1,13.0,,-4.8,6.9,,,,,,24.6,,False,,True,True,,,,,,True,,True,True,False,,True,True,,,,,,False
05023,26,15.0,,15.3,,14.0,7.0,,,,,,12.1,,14.7,19.0,21.0,,5.2,13.1,,,,,,34.2,-11.0,,-10.7,,-12.0,-19.0,,,,,,-13.9,,-11.3,-7.0,-5.0,,-20.8,-12.9,,,,,,8.2,,True,,False,False,,,,,,False,,False,True,True,,False,False,,,,,,True
05025,20,30.0,,30.2,,28.0,25.0,,,,,,11.1,,7.0,16.3,29.0,,97.6,31.1,,,,,,32.2,10.0,,10.2,,8.0,5.0,,,,,,-8.9,,-13.0,-3.7,9.0,,77.6,11.1,,,,,,12.2,,False,,True,True,,,,,,True,,False,True,True,,False,False,,,,,,False
05027,27,28.0,,27.4,,22.0,33.0,,,,,,40.0,,4.1,15.5,17.0,,14.2,27.9,,,,,,14.1,1.0,,0.4,,-5.0,6.0,,,,,,13.0,,-22.9,-11.5,-10.0,,-12.8,0.9,,,,,,-12.9,,True,,False,False,,,,,,False,,False,False,False,,False,True,,,,,,False
05029,12,16.0,,17.7,,13.0,8.0,,,,,,23.2,,9.0,13.5,14.0,,12.2,15.9,,,,,,28.5,4.0,,5.7,,1.0,-4.0,,,,,,11.2,,-3.0,1.5,2.0,,0.2,3.9,,,,,,16.5,,False,,True,False,,,,,,False,,True,True,True,,True,True,,,,,,False
05031,137,232.0,231.3,241.6,,231.0,225.0,,,,,,231.9,,181.2,167.5,218.0,,260.0,250.9,,,,,,343.9,95.0,94.3,104.6,,94.0,88.0,,,,,,94.9,,44.2,30.5,81.0,,123.0,113.9,,,,,,206.9,True,False,,True,True,,,,,,True,,True,True,True,,False,False,,,,,,False
05033,91,98.0,131.6,97.6,,92.0,92.0,,,,,,16.6,,56.0,71.8,79.0,,89.7,100.3,,,,,,200.4,7.0,40.6,6.6,,1.0,1.0,,,,,,-74.4,,-35.0,-19.2,-12.0,,-1.3,9.3,,,,,,109.4,False,True,,True,True,,,,,,False,,False,False,False,,True,False,,,,,,False
05035,109,160.0,,159.5,,133.0,176.0,,,,,,86.4,,76.2,103.3,132.0,,108.3,156.9,,,,,,210.5,51.0,,50.5,,24.0,67.0,,,,,,-22.6,,-32.8,-5.7,23.0,,-0.7,47.9,,,,,,101.5,,True,,True,False,,,,,,True,,True,True,True,,True,True,,,,,,False
05037,27,33.0,,33.7,,32.0,38.0,,,,,,27.6,,13.0,16.7,24.0,,32.0,40.8,,,,,,54.4,6.0,,6.7,,5.0,11.0,,,,,,0.6,,-14.0,-10.3,-3.0,,5.0,13.8,,,,,,27.4,,False,,True,False,,,,,,True,,False,False,True,,True,False,,,,,,False
05039,7,5.0,,5.7,,6.0,11.0,,,,,,7.5,,6.6,5.9,8.0,,2.6,,,,,,,12.6,-2.0,,-1.3,,-1.0,4.0,,,,,,0.5,,-0.4,-1.1,1.0,,-4.4,,,,,,,5.6,,True,,True,False,,,,,,True,,True,True,True,,False,,,,,,,False
05041,18,48.0,,45.0,,45.0,59.0,,,,,,30.7,,23.5,31.0,35.0,,48.5,45.2,,,,,,44.3,30.0,,27.0,,27.0,41.0,,,,,,12.7,,5.5,13.0,17.0,,30.5,27.2,,,,,,26.3,,True,,True,False,,,,,,True,,True,True,True,,False,True,,,,,,True
05043,56,43.0,,43.5,,38.0,40.0,,,,,,40.5,,31.2,34.3,38.0,,35.5,42.4,,,,,,52.7,-13.0,,-12.5,,-18.0,-16.0,,,,,,-15.5,,-24.8,-21.7,-18.0,,-20.5,-13.6,,,,,,-3.3,,True,,False,False,,,,,,False,,False,False,False,,False,False,,,,,,True
05045,85,100.0,273.1,94.7,,99.0,82.0,,,,,,183.3,,81.8,99.1,113.0,,107.6,104.7,,,,,,171.9,15.0,188.1,9.7,,14.0,-3.0,,,,,,98.3,,-3.2,14.1,28.0,,22.6,19.7,,,,,,86.9,False,True,,True,True,,,,,,False,,True,True,False,,False,False,,,,,,False
05047,13,21.0,,18.1,,17.0,23.0,,,,,,31.3,,9.4,15.1,18.0,,12.3,32.6,,,,,,40.4,8.0,,5.1,,4.0,10.0,,,,,,18.3,,-3.6,2.1,5.0,,-0.7,19.6,,,,,,27.4,,True,,True,False,,,,,,False,,True,True,True,,True,False,,,,,,False
05049,7,13.0,,12.4,,11.0,10.0,,,,,,12.2,,4.5,8.8,14.0,,114.0,12.2,,,,,,20.0,6.0,,5.4,,4.0,3.0,,,,,,5.2,,-2.5,1.8,7.0,,107.0,5.2,,,,,,13.0,,True,,True,True,,,,,,True,,True,True,False,,False,True,,,,,,False
05051,177,155.0,182.3,163.2,,155.0,125.0,,,,,,260.5,,147.4,138.9,141.0,,169.2,250.8,,,,,,248.0,-22.0,5.3,-13.8,,-22.0,-52.0,,,,,,83.5,,-29.6,-38.1,-36.0,,-7.8,73.8,,,,,,71.0,True,True,,False,False,,,,,,False,,False,False,False,,True,False,,,,,,False
05053,13,11.0,,8.7,,8.0,8.0,,,,,,21.3,,3.1,8.1,13.0,,9.1,8.5,,,,,,18.8,-2.0,,-4.3,,-5.0,-5.0,,,,,,8.3,,-9.9,-4.9,0.0,,-3.9,-4.5,,,,,,5.8,,False,,False,False,,,,,,False,,False,False,True,,False,False,,,,,,False
05055,58,114.0,,114.4,,111.0,167.0,,,,,,98.1,,67.9,79.2,87.0,,116.5,108.7,,,,,,119.2,56.0,,56.4,,53.0,109.0,,,,,,40.1,,9.9,21.2,29.0,,58.5,50.7,,,,,,61.2,,False,,True,False,,,,,,True,,True,True,True,,False,True,,,,,,False
05057,26,32.0,,32.5,,27.0,34.0,,,,,,45.3,,10.2,21.8,24.0,,22.8,30.7,,,,,,35.7,6.0,,6.5,,1.0,8.0,,,,,,19.3,,-15.8,-4.2,-2.0,,-3.2,4.7,,,,,,9.7,,False,,True,False,,,,,,False,,False,True,True,,True,True,,,,,,False
05059,91,79.0,,136.5,,69.0,9.0,,,,,,94.6,,73.4,77.2,112.0,,13.2,62.8,,,,,,151.6,-12.0,,45.5,,-22.0,-82.0,,,,,,3.6,,-17.6,-13.8,21.0,,-77.8,-28.2,,,,,,60.6,,False,,False,False,,,,,,True,,False,False,False,,False,False,,,,,,False
05061,31,42.0,,42.7,,36.0,45.0,,,,,,35.6,,28.7,38.0,43.0,,10.6,34.3,,,,,,77.4,11.0,,11.7,,5.0,14.0,,,,,,4.6,,-2.3,7.0,12.0,,-20.4,3.3,,,,,,46.4,,False,,True,False,,,,,,True,,True,True,False,,False,True,,,,,,False
05063,112,147.0,,146.1,,147.0,147.0,,,,,,115.3,,133.7,125.6,124.0,,196.1,156.2,,,,,,136.8,35.0,,34.1,,35.0,35.0,,,,,,3.3,,21.7,13.6,12.0,,84.1,44.2,,,,,,24.8,,True,,False,False,,,,,,True,,True,True,True,,False,False,,,,,,True
05065,12,8.0,,8.1,,8.0,8.0,,,,,,14.6,,4.1,7.2,7.0,,18.4,8.5,,,,,,18.1,-4.0,,-3.9,,-4.0,-4.0,,,,,,2.6,,-7.9,-4.8,-5.0,,6.4,-3.5,,,,,,6.1,,True,,False,False,,,,,,True,,False,False,False,,False,True,,,,,,False
05067,15,51.0,,52.0,,49.0,69.0,,,,,,16.3,,79.6,25.4,,,6.7,46.5,,,,,,85.0,36.0,,37.0,,34.0,54.0,,,,,,1.3,,64.6,10.4,,,-8.3,31.5,,,,,,70.0,,False,,True,False,,,,,,True,,False,True,,,True,True,,,,,,False
05069,151,204.0,102.2,201.0,,199.0,199.0,,,,,,191.1,,139.3,147.5,171.0,,261.6,206.9,,,,,,292.0,53.0,-48.8,50.0,,48.0,48.0,,,,,,40.1,,-11.7,-3.5,20.0,,110.6,55.9,,,,,,141.0,True,True,,True,True,,,,,,True,,True,True,True,,False,False,,,,,,False
05071,24,46.0,,45.1,,38.0,30.0,,,,,,42.9,,21.2,31.1,47.0,,45.8,44.9,,,,,,76.4,22.0,,21.1,,14.0,6.0,,,,,,18.9,,-2.8,7.1,23.0,,21.8,20.9,,,,,,52.4,,True,,True,True,,,,,,True,,True,True,False,,True,True,,,,,,False
05073,6,4.0,,3.7,,4.0,4.0,,,,,,8.9,,4.4,1.9,7.0,,1.3,3.9,,,,,,5.7,-2.0,,-2.3,,-2.0,-2.0,,,,,,2.9,,-1.6,-4.1,1.0,,-4.7,-2.1,,,,,,-0.3,,False,,False,False,,,,,,False,,True,False,True,,False,False,,,,,,True
05075,20,27.0,,27.1,,24.0,28.0,,,,,,35.9,,17.4,22.6,28.0,,21.4,26.2,,,,,,45.5,7.0,,7.1,,4.0,8.0,,,,,,15.9,,-2.6,2.6,8.0,,1.4,6.2,,,,,,25.5,,False,,True,False,,,,,,False,,True,True,False,,True,True,,,,,,False
05077,8,8.0,,7.6,,8.0,0.0,,,,,,9.9,,1.4,10.6,,,52.0,11.4,,,,,,42.0,0.0,,-0.4,,0.0,-8.0,,,,,,1.9,,-6.6,2.6,,,44.0,3.4,,,,,,34.0,,False,,True,False,,,,,,False,,False,False,,,False,False,,,,,,False
05079,78,44.0,,37.0,,37.0,,,,,,,26.1,,16.9,30.6,64.0,,44.4,49.2,,,,,,72.2,-34.0,,-41.0,,-41.0,,,,,,,-51.9,,-61.1,-47.4,-14.0,,-33.6,-28.8,,,,,,-5.8,,False,,False,,,,,,,False,,False,False,True,,True,True,,,,,,True
05081,35,28.0,,21.6,,25.0,41.0,,,,,,43.9,,13.9,25.0,26.0,,13.4,30.1,,,,,,37.2,-7.0,,-13.4,,-10.0,6.0,,,,,,8.9,,-21.1,-10.0,-9.0,,-21.6,-4.9,,,,,,2.2,,False,,False,True,,,,,,False,,False,False,False,,False,True,,,,,,True
05083,84,111.0,,107.6,,105.0,143.0,,,,,,56.9,,70.6,65.2,69.0,,124.6,103.4,,,,,,107.8,27.0,,23.6,,21.0,59.0,,,,,,-27.1,,-13.4,-18.8,-15.0,,40.6,19.4,,,,,,23.8,,True,,True,False,,,,,,False,,True,True,True,,False,True,,,,,,True
