,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,FAIR-NRAR,Geneva-DetGrowth,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IowaStateLW-STEM,JHUAPL-Bucky,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,Microsoft-DeepSTIA,OliverWyman-Navigator,OneQuietNight-ML,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCF-AEM,UCLA-SuEIR,UChicagoCHATTOPADHYAY-UnIT,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,UpstateSU-GRU,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-FAIR-NRAR,error-Geneva-DetGrowth,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IowaStateLW-STEM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-Microsoft-DeepSTIA,error-OliverWyman-Navigator,error-OneQuietNight-ML,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UChicagoCHATTOPADHYAY-UnIT,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,error-UpstateSU-GRU,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-FAIR-NRAR,beat_baseline-Geneva-DetGrowth,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IowaStateLW-STEM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OliverWyman-Navigator,beat_baseline-OneQuietNight-ML,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UChicagoCHATTOPADHYAY-UnIT,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-UpstateSU-GRU
01081,990,708.0,,708.5,,667.0,681.0,,,,,589.7,,235.2,,671.9,598.0,682.4,436.0,542.5,,695.0,688.5,0.2,,718.0,724.0,597.7,,,,,679.9,603.0,554.0,,,667.1,838.0,-282.0,,-281.5,,-323.0,-309.0,,,,,-400.3,,-754.8,,-318.1,-392.0,-307.6,-554.0,-447.5,,-295.0,-301.5,-989.8,,-272.0,-266.0,-392.3,,,,,-310.1,-387.0,-436.0,,,-322.9,-152.0,,True,,False,False,,,,,False,,False,,False,False,False,False,False,,False,False,False,,True,True,False,,,,,False,False,False,,,False,True
01083,556,513.0,,470.8,,424.0,366.0,,,,,431.6,,662.2,,,418.0,371.9,300.0,470.5,,424.0,497.0,0.0,,550.0,553.0,407.2,,,,,516.7,428.9,,,,532.8,474.0,-43.0,,-85.2,,-132.0,-190.0,,,,,-124.4,,106.2,,,-138.0,-184.1,-256.0,-85.5,,-132.0,-59.0,-556.0,,-6.0,-3.0,-148.8,,,,,-39.3,-127.1,,,,-23.2,-82.0,,False,,False,False,,,,,False,,False,,,False,False,False,False,,False,False,False,,True,True,False,,,,,True,False,,,,True,False
01085,90,39.0,,36.1,,35.0,35.0,,,,,44.1,,30.6,,,23.0,36.4,27.5,,,30.0,36.9,0.0,,35.0,36.0,35.0,,,,,,42.9,,,,38.2,45.0,-51.0,,-53.9,,-55.0,-55.0,,,,,-45.9,,-59.4,,,-67.0,-53.6,-62.5,,,-60.0,-53.1,-90.0,,-55.0,-54.0,-55.0,,,,,,-47.1,,,,-51.8,-45.0,,False,,False,False,,,,,True,,False,,,False,False,False,,,False,False,False,,False,False,False,,,,,,True,,,,False,True
01087,71,51.0,,49.9,,53.0,45.0,,,,,54.8,,15.5,,,44.0,56.0,39.3,,,54.0,52.7,6.3,,63.0,68.0,53.7,,,,,,62.2,,,,72.3,44.0,-20.0,,-21.1,,-18.0,-26.0,,,,,-16.2,,-55.5,,,-27.0,-15.0,-31.7,,,-17.0,-18.3,-64.7,,-8.0,-3.0,-17.3,,,,,,-8.8,,,,1.3,-27.0,,False,,True,False,,,,,True,,False,,,False,True,False,,,True,True,False,,True,True,True,,,,,,True,,,,True,False
01089,2104,2077.0,,2158.8,1631.0,1661.0,2852.0,,,,,1532.9,,2861.2,,2023.5,1554.0,1690.3,1349.7,1326.0,,1824.5,2121.4,661.8,,2248.0,2072.0,1529.5,,,,,1791.6,1728.2,0.0,,,4067.3,1750.0,-27.0,,54.8,-473.0,-443.0,748.0,,,,,-571.1,,757.2,,-80.5,-550.0,-413.7,-754.3,-778.0,,-279.5,17.4,-1442.2,,144.0,-32.0,-574.5,,,,,-312.4,-375.8,-2104.0,,,1963.3,-354.0,,False,False,False,False,,,,,False,,False,,False,False,False,False,False,,False,True,False,,False,False,False,,,,,False,False,False,,,False,False
01091,113,81.0,,75.4,,75.0,67.0,,,,,111.0,,50.4,,,82.0,60.9,64.7,,,60.0,80.1,0.0,,115.0,98.0,32.9,,,,,,109.8,,,,109.6,105.0,-32.0,,-37.6,,-38.0,-46.0,,,,,-2.0,,-62.6,,,-31.0,-52.1,-48.3,,,-53.0,-32.9,-113.0,,2.0,-15.0,-80.1,,,,,,-3.2,,,,-3.4,-8.0,,False,,False,False,,,,,True,,False,,,True,False,False,,,False,False,False,,True,True,False,,,,,,True,,,,True,True
01093,170,144.0,,144.1,,135.0,117.0,,,,,135.1,,100.1,,,154.0,112.4,92.2,112.0,,157.0,146.0,0.0,,158.0,151.0,141.5,,,,,,156.6,,,,108.0,132.0,-26.0,,-25.9,,-35.0,-53.0,,,,,-34.9,,-69.9,,,-16.0,-57.6,-77.8,-58.0,,-13.0,-24.0,-170.0,,-12.0,-19.0,-28.5,,,,,,-13.4,,,,-62.0,-38.0,,True,,False,False,,,,,False,,False,,,True,False,False,False,,True,True,False,,True,True,False,,,,,,True,,,,False,False
01095,526,462.0,,463.1,,338.0,323.0,,,,,440.2,,148.7,,353.4,534.0,310.4,345.0,310.0,,171.0,398.5,0.0,,479.0,508.0,309.6,,,,,392.5,392.0,,,,447.8,342.0,-64.0,,-62.9,,-188.0,-203.0,,,,,-85.8,,-377.3,,-172.6,8.0,-215.6,-181.0,-216.0,,-355.0,-127.5,-526.0,,-47.0,-18.0,-216.4,,,,,-133.5,-134.0,,,,-78.2,-184.0,,True,,False,False,,,,,False,,False,,False,True,False,False,False,,False,False,False,,True,True,False,,,,,False,False,,,,False,False
01097,1835,1763.0,,1726.5,1776.2,1684.0,1641.0,,,,,1317.6,,1465.1,,1936.2,1504.0,2947.3,966.8,1252.0,,1843.0,1863.0,0.1,,1928.0,1816.0,1247.4,,,,,1739.0,1454.2,0.0,,,1854.9,1477.0,-72.0,,-108.5,-58.8,-151.0,-194.0,,,,,-517.4,,-369.9,,101.2,-331.0,1112.3,-868.2,-583.0,,8.0,28.0,-1834.9,,93.0,-19.0,-587.6,,,,,-96.0,-380.8,-1835.0,,,19.9,-358.0,,False,True,False,False,,,,,False,,False,,False,False,False,False,False,,True,True,False,,False,True,False,,,,,False,False,False,,,True,False
01099,147,127.0,,132.4,,95.0,138.0,,,,,87.2,,22.0,,,81.0,123.1,78.2,,,76.0,94.7,15.5,,135.0,123.0,54.0,,,,,,115.7,,,,179.3,95.0,-20.0,,-14.6,,-52.0,-9.0,,,,,-59.8,,-125.0,,,-66.0,-23.9,-68.8,,,-71.0,-52.3,-131.5,,-12.0,-24.0,-93.0,,,,,,-31.3,,,,32.3,-52.0,,True,,False,True,,,,,False,,False,,,False,False,False,,,False,False,False,,True,False,False,,,,,,False,,,,False,False
01101,1583,895.0,,921.7,,822.0,894.0,,,,,814.8,,502.9,,833.4,806.0,850.1,506.8,728.5,,869.0,822.0,201.5,,902.0,985.0,626.1,,,,,856.8,909.7,709.0,,,1118.6,734.0,-688.0,,-661.3,,-761.0,-689.0,,,,,-768.2,,-1080.1,,-749.6,-777.0,-732.9,-1076.2,-854.5,,-714.0,-761.0,-1381.5,,-681.0,-598.0,-956.9,,,,,-726.2,-673.3,-874.0,,,-464.4,-849.0,,True,,False,False,,,,,False,,False,,False,False,False,False,False,,False,False,False,,True,True,False,,,,,False,True,False,,,True,False
01103,722,788.0,,779.5,,639.0,537.0,,,,,639.0,,552.7,,,665.0,591.0,462.0,564.0,,596.0,768.1,275.9,,827.0,774.0,773.3,,,,,640.7,709.6,,,,844.2,603.0,66.0,,57.5,,-83.0,-185.0,,,,,-83.0,,-169.3,,,-57.0,-131.0,-260.0,-158.0,,-126.0,46.1,-446.1,,105.0,52.0,51.3,,,,,-81.3,-12.4,,,,122.2,-119.0,,True,,False,False,,,,,False,,False,,,True,False,False,False,,False,True,False,,False,True,True,,,,,False,True,,,,False,False
01105,42,59.0,,59.7,,50.0,50.0,,,,,45.2,,10.3,,,30.0,55.2,35.8,,,49.0,51.6,0.0,,62.0,55.0,47.0,,,,,,61.5,,,,92.2,53.0,17.0,,17.7,,8.0,8.0,,,,,3.2,,-31.7,,,-12.0,13.2,-6.2,,,7.0,9.6,-42.0,,20.0,13.0,5.0,,,,,,19.5,,,,50.2,11.0,,False,,True,True,,,,,True,,False,,,True,True,True,,,True,True,False,,False,True,True,,,,,,False,,,,False,True
01107,114,107.0,,102.6,,95.0,105.0,,,,,93.9,,43.1,,,91.0,82.4,58.3,,,59.0,94.7,0.0,,109.0,112.0,127.0,,,,,,114.4,,,,123.5,96.0,-7.0,,-11.4,,-19.0,-9.0,,,,,-20.1,,-70.9,,,-23.0,-31.6,-55.7,,,-55.0,-19.3,-114.0,,-5.0,-2.0,13.0,,,,,,0.4,,,,9.5,-18.0,,False,,False,False,,,,,False,,False,,,False,False,False,,,False,False,False,,True,True,False,,,,,,True,,,,False,False
01109,292,140.0,,145.2,,129.0,167.0,,,,,105.6,,42.7,,,119.0,165.8,69.5,101.0,,70.0,102.1,24.1,,134.0,150.0,136.2,,,,,,127.3,,,,138.9,114.0,-152.0,,-146.8,,-163.0,-125.0,,,,,-186.4,,-249.3,,,-173.0,-126.2,-222.5,-191.0,,-222.0,-189.9,-267.9,,-158.0,-142.0,-155.8,,,,,,-164.7,,,,-153.1,-178.0,,True,,False,True,,,,,False,,False,,,False,True,False,False,,False,False,False,,False,True,False,,,,,,False,,,,False,False
01111,67,59.0,,58.8,,58.0,55.0,,,,,57.9,,18.5,,,95.0,58.1,33.6,,,48.0,55.9,10.6,,53.0,80.0,45.2,,,,,,74.5,,,,63.4,41.0,-8.0,,-8.2,,-9.0,-12.0,,,,,-9.1,,-48.5,,,28.0,-8.9,-33.4,,,-19.0,-11.1,-56.4,,-14.0,13.0,-21.8,,,,,,7.5,,,,-3.6,-26.0,,False,,False,False,,,,,False,,False,,,False,False,False,,,False,False,False,,False,False,False,,,,,,True,,,,True,False
01113,210,160.0,,158.4,,158.0,201.0,,,,,147.4,,69.7,,,208.0,217.7,111.1,156.0,,137.0,152.7,0.0,,168.0,193.0,209.9,,,,,161.7,194.1,,,,164.3,163.0,-50.0,,-51.6,,-52.0,-9.0,,,,,-62.6,,-140.3,,,-2.0,7.7,-98.9,-54.0,,-73.0,-57.3,-210.0,,-42.0,-17.0,-0.1,,,,,-48.3,-15.9,,,,-45.7,-47.0,,False,,False,True,,,,,False,,False,,,True,True,False,False,,False,False,False,,True,True,True,,,,,True,True,,,,True,True
01115,458,516.0,,515.3,,397.0,408.0,,,,,397.3,,629.3,,,360.0,395.9,249.8,320.5,,375.0,500.7,110.7,,531.0,507.0,434.5,,,,,436.8,407.3,,,,979.4,338.0,58.0,,57.3,,-61.0,-50.0,,,,,-60.7,,171.3,,,-98.0,-62.1,-208.2,-137.5,,-83.0,42.7,-347.3,,73.0,49.0,-23.5,,,,,-21.2,-50.7,,,,521.4,-120.0,,True,,False,True,,,,,False,,False,,,False,False,False,False,,False,True,False,,False,True,True,,,,,True,True,,,,False,False
01117,1415,1154.0,,1178.4,,1039.0,1174.0,,,,,925.4,,790.2,,1126.8,997.0,1087.6,667.9,910.0,,1039.0,1164.9,359.5,,1194.0,1215.0,726.5,,,,,1075.1,967.6,942.0,,,1580.8,881.0,-261.0,,-236.6,,-376.0,-241.0,,,,,-489.6,,-624.8,,-288.2,-418.0,-327.4,-747.1,-505.0,,-376.0,-250.1,-1055.5,,-221.0,-200.0,-688.5,,,,,-339.9,-447.4,-473.0,,,165.8,-534.0,,True,,False,True,,,,,False,,False,,False,False,False,False,False,,False,True,False,,True,True,False,,,,,False,False,False,,,True,False
01119,24,47.0,,47.1,,42.0,42.0,,,,,51.5,,49.7,,,38.0,26.7,44.3,,,40.0,44.5,0.0,,71.0,55.0,39.1,,,,,,51.5,,,,88.2,55.0,23.0,,23.1,,18.0,18.0,,,,,27.5,,25.7,,,14.0,2.7,20.3,,,16.0,20.5,-24.0,,47.0,31.0,15.1,,,,,,27.5,,,,64.2,31.0,,False,,True,True,,,,,False,,False,,,True,True,True,,,True,True,False,,False,False,True,,,,,,False,,,,False,False
01121,512,337.0,,335.5,,290.0,241.0,,,,,290.2,,209.0,,,368.0,307.2,208.1,231.0,,242.5,297.6,63.0,,337.0,375.0,280.5,,,,,282.1,263.0,,,,433.8,249.0,-175.0,,-176.5,,-222.0,-271.0,,,,,-221.8,,-303.0,,,-144.0,-204.8,-303.9,-281.0,,-269.5,-214.4,-449.0,,-175.0,-137.0,-231.5,,,,,-229.9,-249.0,,,,-78.2,-263.0,,False,,False,False,,,,,False,,False,,,True,False,False,False,,False,False,False,,False,True,False,,,,,False,False,,,,True,False
01123,145,102.0,,103.6,,112.0,80.0,,,,,115.0,,76.6,,,152.0,111.8,74.6,88.0,,125.0,116.9,0.0,,122.0,143.0,123.9,,,,,80.7,116.2,,,,137.2,91.0,-43.0,,-41.4,,-33.0,-65.0,,,,,-30.0,,-68.4,,,7.0,-33.2,-70.4,-57.0,,-20.0,-28.1,-145.0,,-23.0,-2.0,-21.1,,,,,-64.3,-28.8,,,,-7.8,-54.0,,True,,True,False,,,,,True,,False,,,True,True,False,False,,True,True,False,,True,True,True,,,,,False,True,,,,True,False
01125,1115,1263.0,,1283.9,,1038.0,1154.0,,,,,987.4,,822.8,,1205.8,1006.0,1038.3,805.5,748.0,,1036.5,1257.9,469.4,,1306.0,1279.0,1160.2,,,,,1204.0,1074.9,0.0,,,2185.1,1129.0,148.0,,168.9,,-77.0,39.0,,,,,-127.6,,-292.2,,90.8,-109.0,-76.7,-309.5,-367.0,,-78.5,142.9,-645.6,,191.0,164.0,45.2,,,,,89.0,-40.1,-1115.0,,,1070.1,14.0,,False,,True,True,,,,,True,,False,,True,True,True,False,False,,True,True,False,,False,False,True,,,,,True,True,False,,,False,True
01127,357,335.0,,346.9,,297.0,309.0,,,,,288.2,,372.1,,,360.0,277.2,182.7,156.0,,195.0,296.8,47.0,,346.0,363.0,329.6,,,,,280.2,279.4,,,,335.0,254.0,-22.0,,-10.1,,-60.0,-48.0,,,,,-68.8,,15.1,,,3.0,-79.8,-174.3,-201.0,,-162.0,-60.2,-310.0,,-11.0,6.0,-27.4,,,,,-76.8,-77.6,,,,-22.0,-103.0,,True,,False,False,,,,,False,,True,,,True,False,False,False,,False,False,False,,True,True,False,,,,,False,False,,,,True,False
01129,101,62.0,,62.4,,62.0,56.0,,,,,57.1,,48.3,,,87.0,50.3,35.8,,,67.0,61.7,0.0,,70.0,71.0,58.2,,,,,,63.4,,,,139.9,53.0,-39.0,,-38.6,,-39.0,-45.0,,,,,-43.9,,-52.7,,,-14.0,-50.7,-65.2,,,-34.0,-39.3,-101.0,,-31.0,-30.0,-42.8,,,,,,-37.6,,,,38.9,-48.0,,True,,False,False,,,,,False,,False,,,True,False,False,,,True,False,False,,True,True,False,,,,,,True,,,,True,False
01131,70,44.0,,42.2,,42.0,42.0,,,,,49.5,,17.3,,,26.0,32.7,31.9,,,26.0,32.6,0.0,,49.0,51.0,44.4,,,,,,54.0,,,,54.0,36.0,-26.0,,-27.8,,-28.0,-28.0,,,,,-20.5,,-52.7,,,-44.0,-37.3,-38.1,,,-44.0,-37.4,-70.0,,-21.0,-19.0,-25.6,,,,,,-16.0,,,,-16.0,-34.0,,False,,False,False,,,,,True,,False,,,False,False,False,,,False,False,False,,True,True,True,,,,,,True,,,,True,False
01133,154,143.0,,149.6,,134.0,150.0,,,,,111.6,,251.3,,,156.0,130.1,75.6,,,115.0,127.3,24.0,,156.0,139.0,132.9,,,,,,123.2,,,,170.5,102.0,-11.0,,-4.4,,-20.0,-4.0,,,,,-42.4,,97.3,,,2.0,-23.9,-78.4,,,-39.0,-26.7,-130.0,,2.0,-15.0,-21.1,,,,,,-30.8,,,,16.5,-52.0,,True,,False,True,,,,,False,,False,,,True,False,False,,,False,False,False,,True,False,False,,,,,,False,,,,False,False
02013,0,0.0,,0.0,,0.0,0.0,,,,,0.8,,0.8,,,,0.2,0.3,,,0.0,0.3,,,0.0,1.0,5.3,,,,,,,,,,0.4,,0.0,,0.0,,0.0,0.0,,,,,0.8,,0.8,,,,0.2,0.3,,,0.0,0.3,,,0.0,1.0,5.3,,,,,,,,,,0.4,,,True,,True,True,,,,,False,,False,,,,False,False,,,True,False,,,True,False,False,,,,,,,,,,False,
02016,19,20.0,,18.2,,15.0,,,,,,16.5,,38.8,,,,41.0,23.6,,,20.0,12.7,0.0,,27.0,15.0,1.9,,,,,,27.1,,,,14.3,,1.0,,-0.8,,-4.0,,,,,,-2.5,,19.8,,,,22.0,4.6,,,1.0,-6.3,-19.0,,8.0,-4.0,-17.1,,,,,,8.1,,,,-4.7,,,True,,False,,,,,,False,,False,,,,False,False,,,False,False,False,,False,False,False,,,,,,False,,,,False,
02020,761,866.0,,839.0,1057.4,651.0,880.0,,,,,603.4,,1944.4,,481.8,,707.2,597.7,812.0,,442.0,595.5,0.0,,759.0,632.0,725.4,,,,,1150.3,911.9,0.0,,,1065.7,,105.0,,78.0,296.4,-110.0,119.0,,,,,-157.6,,1183.4,,-279.2,,-53.8,-163.3,51.0,,-319.0,-165.5,-761.0,,-2.0,-129.0,-35.6,,,,,389.3,150.9,-761.0,,,304.7,,,True,False,False,False,,,,,False,,False,,False,,True,False,True,,False,False,False,,True,False,True,,,,,False,False,False,,,False,
02050,261,372.0,,357.2,,234.0,0.0,,,,,97.3,,527.6,,,,982.0,106.1,,,172.0,282.8,0.1,,320.0,222.0,216.6,,,,,,222.7,,,,306.8,,111.0,,96.2,,-27.0,-261.0,,,,,-163.7,,266.6,,,,721.0,-154.9,,,-89.0,21.8,-260.9,,59.0,-39.0,-44.4,,,,,,-38.3,,,,45.8,,,True,,True,False,,,,,False,,False,,,,False,False,,,True,True,False,,True,True,True,,,,,,True,,,,True,
02060,0,0.0,,0.0,,0.0,0.0,,,,,2.0,,0.0,,,,0.0,0.0,,,,0.0,,,0.0,0.0,0.0,,,,,,,,,,0.6,,0.0,,0.0,,0.0,0.0,,,,,2.0,,0.0,,,,0.0,0.0,,,,0.0,,,0.0,0.0,0.0,,,,,,,,,,0.6,,,True,,True,True,,,,,False,,False,,,,False,True,,,,True,,,True,True,True,,,,,,,,,,False,
02068,0,0.0,,0.0,,0.0,0.0,,,,,1.6,,1.0,,,,0.0,1.2,,,2.0,0.2,,,0.0,0.0,,,,,,,46.4,,,,1.2,,0.0,,0.0,,0.0,0.0,,,,,1.6,,1.0,,,,0.0,1.2,,,2.0,0.2,,,0.0,0.0,,,,,,,46.4,,,,1.2,,,True,,True,True,,,,,False,,False,,,,True,False,,,False,False,,,True,True,,,,,,,False,,,,False,
02070,22,11.0,,10.5,,5.0,,,,,,3.1,,20.8,,,,42.2,4.7,,,4.0,4.9,0.0,,,9.0,4.4,,,,,,23.3,,,,10.0,,-11.0,,-11.5,,-17.0,,,,,,-18.9,,-1.2,,,,20.2,-17.3,,,-18.0,-17.1,-22.0,,,-13.0,-17.6,,,,,,1.3,,,,-12.0,,,False,,False,,,,,,False,,True,,,,False,False,,,False,False,False,,,False,False,,,,,,True,,,,False,
02090,294,264.0,,257.5,,179.0,,,,,,192.4,,608.3,,,,270.3,142.0,241.0,,152.0,147.1,0.0,,253.0,173.0,150.6,,,,,271.1,223.0,,,,349.4,,-30.0,,-36.5,,-115.0,,,,,,-101.6,,314.3,,,,-23.7,-152.0,-53.0,,-142.0,-146.9,-294.0,,-41.0,-121.0,-143.4,,,,,-22.9,-71.0,,,,55.4,,,False,,False,,,,,,False,,False,,,,True,False,False,,False,False,False,,False,False,False,,,,,True,False,,,,False,
02100,1,0.0,,0.0,,0.0,0.0,,,,,0.1,,0.4,,,,0.0,0.8,,,1.0,0.0,,,0.0,1.0,0.0,,,,,,,,,,1.1,,-1.0,,-1.0,,-1.0,-1.0,,,,,-0.9,,-0.6,,,,-1.0,-0.2,,,0.0,-1.0,,,-1.0,0.0,-1.0,,,,,,,,,,0.1,,,False,,False,False,,,,,True,,True,,,,True,True,,,True,True,,,False,True,True,,,,,,,,,,True,
02105,0,0.0,,0.0,,0.0,0.0,,,,,,,0.1,,,,0.0,0.0,,,,0.0,,,0.0,,,,,,,,,,,,,,0.0,,0.0,,0.0,0.0,,,,,,,0.1,,,,0.0,0.0,,,,0.0,,,0.0,,,,,,,,,,,,,,,True,,True,True,,,,,,,False,,,,False,True,,,,False,,,True,,,,,,,,,,,,,
02110,13,31.0,,33.2,,25.0,22.0,,,,,29.9,,55.6,,,,28.3,24.4,49.5,,7.0,25.1,0.0,,37.0,8.0,50.2,,,,,,,,,,21.3,,18.0,,20.2,,12.0,9.0,,,,,16.9,,42.6,,,,15.3,11.4,36.5,,-6.0,12.1,-13.0,,24.0,-5.0,37.2,,,,,,,,,,8.3,,,False,,True,True,,,,,True,,False,,,,True,True,False,,True,True,True,,False,True,False,,,,,,,,,,True,
02122,94,72.0,,71.1,,46.0,45.0,,,,,92.8,,186.3,,,,43.0,56.7,,,11.0,45.7,0.0,,89.0,61.0,106.7,,,,,69.1,78.2,,,,66.2,,-22.0,,-22.9,,-48.0,-49.0,,,,,-1.2,,92.3,,,,-51.0,-37.3,,,-83.0,-48.3,-94.0,,-5.0,-33.0,12.7,,,,,-24.9,-15.8,,,,-27.8,,,False,,False,False,,,,,True,,False,,,,False,False,,,False,False,False,,True,False,True,,,,,False,True,,,,False,
02130,13,12.0,,12.5,,6.0,,,,,,5.8,,30.4,,,,25.3,5.7,,,1.0,6.6,0.0,,7.0,4.0,,,,,,,,,,,17.1,,-1.0,,-0.5,,-7.0,,,,,,-7.2,,17.4,,,,12.3,-7.3,,,-12.0,-6.4,-13.0,,-6.0,-9.0,,,,,,,,,,,4.1,,,True,,False,,,,,,False,,False,,,,False,False,,,False,False,False,,False,False,,,,,,,,,,,False,
02150,35,38.0,,30.6,,33.0,,,,,,42.9,,72.5,,,,33.3,34.2,,,21.0,31.4,0.0,,,35.0,44.8,,,,,,53.3,,,,56.4,,3.0,,-4.4,,-2.0,,,,,,7.9,,37.5,,,,-1.7,-0.8,,,-14.0,-3.6,-35.0,,,0.0,9.8,,,,,,18.3,,,,21.4,,,False,,True,,,,,,False,,False,,,,True,True,,,False,False,False,,,True,False,,,,,,False,,,,False,
02158,84,146.0,,162.4,,85.0,0.0,,,,,,,349.0,,,,602.6,66.4,,,40.0,84.6,,,119.0,,,,,,,,,,,,,,62.0,,78.4,,1.0,-84.0,,,,,,,265.0,,,,518.6,-17.6,,,-44.0,0.6,,,35.0,,,,,,,,,,,,,,,False,,True,False,,,,,,,False,,,,False,True,,,True,True,,,True,,,,,,,,,,,,,
02164,4,3.0,,3.3,,2.0,0.0,,,,,0.0,,10.7,,,,2.2,1.6,,,3.0,,0.0,,,2.0,1.3,,,,,,21.1,,,,2.7,,-1.0,,-0.7,,-2.0,-4.0,,,,,-4.0,,6.7,,,,-1.8,-2.4,,,-1.0,,-4.0,,,-2.0,-2.7,,,,,,17.1,,,,-1.3,,,True,,False,False,,,,,False,,False,,,,False,False,,,False,,False,,,False,False,,,,,,False,,,,False,
02170,369,386.0,,363.6,,248.0,308.0,,,,,214.9,,629.9,,,,408.6,201.9,136.5,,308.0,250.1,0.0,,381.0,236.0,243.3,,,,,408.4,288.0,,,,404.1,,17.0,,-5.4,,-121.0,-61.0,,,,,-154.1,,260.9,,,,39.6,-167.1,-232.5,,-61.0,-118.9,-369.0,,12.0,-133.0,-125.7,,,,,39.4,-81.0,,,,35.1,,,True,,False,False,,,,,False,,False,,,,False,False,False,,False,False,False,,True,False,False,,,,,False,False,,,,False,
02180,4,9.0,,8.2,,8.0,,,,,,10.8,,25.8,,,,14.4,5.7,,,2.0,6.9,0.0,,7.0,7.0,18.5,,,,,,25.9,,,,12.4,,5.0,,4.2,,4.0,,,,,,6.8,,21.8,,,,10.4,1.7,,,-2.0,2.9,-4.0,,3.0,3.0,14.5,,,,,,21.9,,,,8.4,,,True,,True,,,,,,False,,False,,,,False,True,,,True,True,True,,True,True,False,,,,,,False,,,,False,
02185,36,24.0,,20.4,,22.0,0.0,,,,,44.5,,70.0,,,,23.7,33.3,,,10.0,22.8,0.0,,35.0,18.0,57.8,,,,,,26.9,,,,29.7,,-12.0,,-15.6,,-14.0,-36.0,,,,,8.5,,34.0,,,,-12.3,-2.7,,,-26.0,-13.2,-36.0,,-1.0,-18.0,21.8,,,,,,-9.1,,,,-6.3,,,False,,False,False,,,,,True,,False,,,,False,True,,,False,False,False,,True,False,False,,,,,,True,,,,True,
02188,74,6.0,,5.7,,6.0,,,,,,18.1,,25.9,,,,8.1,4.7,,,1.0,5.6,0.0,,8.0,8.0,24.7,,,,,,45.1,,,,8.9,,-68.0,,-68.3,,-68.0,,,,,,-55.9,,-48.1,,,,-65.9,-69.3,,,-73.0,-68.4,-74.0,,-66.0,-66.0,-49.3,,,,,,-28.9,,,,-65.1,,,False,,False,,,,,,True,,True,,,,True,False,,,False,False,False,,True,True,True,,,,,,True,,,,True,
02195,7,2.0,,2.3,,1.0,0.0,,,,,0.1,,0.4,,,,6.7,1.0,,,1.0,0.4,,,,2.0,,,,,,,,,,,,,-5.0,,-4.7,,-6.0,-7.0,,,,,-6.9,,-6.6,,,,-0.3,-6.0,,,-6.0,-6.6,,,,-5.0,,,,,,,,,,,,,,True,,False,False,,,,,False,,False,,,,True,False,,,False,False,,,,False,,,,,,,,,,,,
