,actual_cases,COVIDhub-baseline,CDDEP-SEIR_MCMC,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IowaStateLW-STEM,JHU_IDD-CovidSP,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,OliverWyman-Navigator,QJHong-Encounter,RobertWalraven-ESG,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-CDDEP-SEIR_MCMC,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IowaStateLW-STEM,error-JHU_IDD-CovidSP,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-OliverWyman-Navigator,error-QJHong-Encounter,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-CDDEP-SEIR_MCMC,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IowaStateLW-STEM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-OliverWyman-Navigator,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
47113,233,122.0,17.7,283.0,,,,366.0,126.8,77.0,147.0,114.9,214.0,,,,,,,83.6,-111.0,-215.3,50.0,,,,133.0,-106.2,-156.0,-86.0,-118.1,-19.0,,,,,,,-149.4,False,True,,,,False,True,False,True,False,True,,,,,,,False
47115,60,48.0,,76.0,,,,46.0,30.7,23.2,,,69.0,,,,,,,74.9,-12.0,,16.0,,,,-14.0,-29.3,-36.8,,,9.0,,,,,,,14.9,,False,,,,False,False,False,,,True,,,,,,,False
47117,78,52.0,,119.0,,,,30.0,81.7,30.8,,55.9,86.0,,,,,,,61.2,-26.0,,41.0,,,,-48.0,3.7,-47.2,,-22.1,8.0,,,,,,,-16.8,,False,,,,False,True,False,,True,True,,,,,,,True
47119,367,224.0,211.2,359.0,,,,157.0,183.0,195.5,215.4,235.4,346.0,,,,,,,335.8,-143.0,-155.8,-8.0,,,,-210.0,-184.0,-171.5,-151.6,-131.6,-21.0,,,,,,,-31.2,False,True,,,,False,False,False,False,True,True,,,,,,,True
47121,28,12.0,,9.0,,,,17.0,8.5,7.4,,,26.0,,,,,,,181.6,-16.0,,-19.0,,,,-11.0,-19.5,-20.6,,,-2.0,,,,,,,153.6,,False,,,,True,False,False,,,True,,,,,,,False
47123,97,34.0,,43.0,,,,48.0,93.3,10.0,,41.2,77.0,,,,,,,183.4,-63.0,,-54.0,,,,-49.0,-3.7,-87.0,,-55.8,-20.0,,,,,,,86.4,,True,,,,True,True,False,,True,True,,,,,,,False
47125,618,366.0,166.0,780.0,,,,202.0,251.1,582.3,598.5,348.5,617.0,,,489.6,647.0,,,1093.6,-252.0,-452.0,162.0,,,,-416.0,-366.9,-35.7,-19.5,-269.5,-1.0,,,-128.4,29.0,,,475.6,False,True,,,,False,False,True,True,False,True,,,True,True,,,False
47127,14,18.0,,0.0,,,,6.0,9.4,2.3,,,26.0,,,,,,,29.7,4.0,,-14.0,,,,-8.0,-4.6,-11.7,,,12.0,,,,,,,15.7,,False,,,,False,False,False,,,False,,,,,,,False
47129,20,12.0,,0.0,,,,10.0,17.9,5.3,,,19.0,,,,,,,11.4,-8.0,,-20.0,,,,-10.0,-2.1,-14.7,,,-1.0,,,,,,,-8.6,,False,,,,False,True,False,,,True,,,,,,,False
47131,126,14.0,,31.0,,,,50.0,48.5,1.8,,53.8,,,,,,,,2.0,-112.0,,-95.0,,,,-76.0,-77.5,-124.2,,-72.2,,,,,,,,-124.0,,True,,,,True,True,False,,True,,,,,,,,False
47133,34,22.0,,32.0,,,,16.0,40.4,20.8,,,41.0,,,,,,,30.7,-12.0,,-2.0,,,,-18.0,6.4,-13.2,,,7.0,,,,,,,-3.3,,True,,,,False,True,False,,,True,,,,,,,True
47135,21,6.0,,0.0,,,,6.0,9.7,6.7,,,,,,,,,,6.4,-15.0,,-21.0,,,,-15.0,-11.3,-14.3,,,,,,,,,,-14.6,,False,,,,False,True,True,,,,,,,,,,True
47137,10,2.0,,0.0,,,,0.0,1.7,0.6,,,,,,,,,,26.7,-8.0,,-10.0,,,,-10.0,-8.3,-9.4,,,,,,,,,,16.7,,False,,,,False,False,False,,,,,,,,,,False
47139,38,20.0,,19.0,,,,19.0,34.6,15.8,,,33.0,,,,,,,79.3,-18.0,,-19.0,,,,-19.0,-3.4,-22.2,,,-5.0,,,,,,,41.3,,False,,,,False,True,False,,,True,,,,,,,False
47141,338,258.0,250.3,315.0,,,,334.0,177.2,142.5,216.4,191.4,536.0,,,262.6,,,,310.0,-80.0,-87.7,-23.0,,,,-4.0,-160.8,-195.5,-121.6,-146.6,198.0,,,-75.4,,,,-28.0,False,True,,,,True,False,False,False,False,False,,,True,,,,True
47143,119,74.0,,154.0,,,,107.0,85.0,102.9,,26.0,188.0,,,,,,,213.6,-45.0,,35.0,,,,-12.0,-34.0,-16.1,,-93.0,69.0,,,,,,,94.6,,True,,,,True,True,True,,False,False,,,,,,,False
47145,127,40.0,0.1,80.0,,,,43.0,74.9,28.8,50.3,,69.0,,,,,,,84.9,-87.0,-126.9,-47.0,,,,-84.0,-52.1,-98.2,-76.7,,-58.0,,,,,,,-42.1,False,True,,,,True,True,False,True,,True,,,,,,,True
47147,320,196.0,277.6,332.0,,,,147.0,197.5,156.1,257.4,116.4,486.0,,,227.4,,,,348.5,-124.0,-42.4,12.0,,,,-173.0,-122.5,-163.9,-62.6,-203.6,166.0,,,-92.6,,,,28.5,True,True,,,,False,True,False,True,False,False,,,True,,,,True
47149,1677,1212.0,913.6,1513.0,,,,1318.0,674.1,1076.0,1386.3,940.2,2136.0,,,1317.1,1518.0,,,1579.7,-465.0,-763.4,-164.0,,,,-359.0,-1002.9,-601.0,-290.7,-736.8,459.0,,,-359.9,-159.0,,,-97.3,False,True,,,,True,False,False,True,False,True,,,True,True,,,True
47151,20,18.0,,4.0,,,,6.0,6.0,4.1,,,33.0,,,,,,,93.6,-2.0,,-16.0,,,,-14.0,-14.0,-15.9,,,13.0,,,,,,,73.6,,False,,,,False,False,False,,,False,,,,,,,False
47153,25,22.0,,11.0,,,,13.0,20.3,9.1,,,31.0,,,,,,,16.2,-3.0,,-14.0,,,,-12.0,-4.7,-15.9,,,6.0,,,,,,,-8.8,,False,,,,False,False,False,,,False,,,,,,,False
47155,418,250.0,400.2,250.0,,,,221.0,195.4,81.3,210.4,386.7,455.0,,,,,,,88.1,-168.0,-17.8,-168.0,,,,-197.0,-222.6,-336.7,-207.6,-31.3,37.0,,,,,,,-329.9,True,False,,,,False,False,False,False,True,True,,,,,,,False
47157,4521,3726.0,3984.4,3591.0,,,,5701.0,2271.6,3292.0,3857.3,3175.2,7342.0,,,3208.4,3852.0,,,3654.5,-795.0,-536.6,-930.0,,,,1180.0,-2249.4,-1229.0,-663.7,-1345.8,2821.0,,,-1312.6,-669.0,,,-866.5,True,False,,,,False,False,False,True,False,False,,,False,True,,,False
47159,128,68.0,,126.0,,,,31.0,100.7,74.6,,53.1,111.0,,,,,,,96.9,-60.0,,-2.0,,,,-97.0,-27.3,-53.4,,-74.9,-17.0,,,,,,,-31.1,,True,,,,False,True,True,,False,True,,,,,,,True
47161,28,6.0,,0.0,,,,2.0,11.6,2.9,,,,,,,,,,6.2,-22.0,,-28.0,,,,-26.0,-16.4,-25.1,,,,,,,,,,-21.8,,False,,,,False,True,False,,,,,,,,,,True
47163,329,188.0,19.6,1001.0,,,,252.0,91.3,281.6,275.2,123.5,322.0,,,,1116.0,,,515.5,-141.0,-309.4,672.0,,,,-77.0,-237.7,-47.4,-53.8,-205.5,-7.0,,,,787.0,,,186.5,False,False,,,,True,False,True,True,False,True,,,,False,,,False
47165,936,608.0,176.1,845.0,,,,411.0,424.2,688.5,745.1,386.8,1157.0,,,654.7,820.0,,,1072.6,-328.0,-759.9,-91.0,,,,-525.0,-511.8,-247.5,-190.9,-549.2,221.0,,,-281.3,-116.0,,,136.6,False,True,,,,False,False,True,True,False,True,,,True,True,,,True
47167,216,118.0,110.3,142.0,,,,367.0,129.8,51.7,96.3,54.8,,,,,,,,219.8,-98.0,-105.7,-74.0,,,,151.0,-86.2,-164.3,-119.7,-161.2,,,,,,,,3.8,False,True,,,,False,True,False,False,False,,,,,,,,True
47169,52,24.0,,40.0,,,,130.0,23.4,2.9,,2.4,,,,,,,,0.0,-28.0,,-12.0,,,,78.0,-28.6,-49.1,,-49.6,,,,,,,,-52.0,,True,,,,False,False,False,,False,,,,,,,,False
47171,35,8.0,,17.0,,,,70.0,9.0,9.3,,,26.0,,,,,,,149.3,-27.0,,-18.0,,,,35.0,-26.0,-25.7,,,-9.0,,,,,,,114.3,,True,,,,False,True,True,,,True,,,,,,,False
47173,52,14.0,,27.0,,,,13.0,16.5,4.3,,,25.0,,,,,,,42.4,-38.0,,-25.0,,,,-39.0,-35.5,-47.7,,,-27.0,,,,,,,-9.6,,True,,,,False,True,False,,,True,,,,,,,True
47175,12,2.0,,0.0,,,,3.0,3.2,1.0,,,,,,,,,,239.4,-10.0,,-12.0,,,,-9.0,-8.8,-11.0,,,,,,,,,,227.4,,False,,,,True,True,False,,,,,,,,,,False
47177,159,100.0,,209.0,,,,88.0,73.9,144.9,,56.3,152.0,,,,,,,383.0,-59.0,,50.0,,,,-71.0,-85.1,-14.1,,-102.7,-7.0,,,,,,,224.0,,True,,,,False,False,True,,False,True,,,,,,,False
47179,365,224.0,41.7,831.0,,,,326.0,122.7,140.4,239.2,151.3,288.0,,,,487.0,,,640.8,-141.0,-323.3,466.0,,,,-39.0,-242.3,-224.6,-125.8,-213.7,-77.0,,,,122.0,,,275.8,False,False,,,,True,False,False,True,False,True,,,,True,,,False
47181,63,66.0,,0.0,,,,19.0,5.3,25.6,,13.3,93.0,,,,,,,242.8,3.0,,-63.0,,,,-44.0,-57.7,-37.4,,-49.7,30.0,,,,,,,179.8,,False,,,,False,False,False,,False,False,,,,,,,False
47183,63,14.0,,27.0,,,,36.0,41.8,20.0,,,,,,,,,,15.0,-49.0,,-36.0,,,,-27.0,-21.2,-43.0,,,,,,,,,,-48.0,,True,,,,True,True,True,,,,,,,,,,True
47185,67,30.0,,38.0,,,,27.0,52.0,27.8,,,51.0,,,,,,,38.0,-37.0,,-29.0,,,,-40.0,-15.0,-39.2,,,-16.0,,,,,,,-29.0,,True,,,,False,True,False,,,True,,,,,,,True
47187,1104,880.0,334.7,1135.0,,,,605.0,406.6,921.3,953.0,992.3,1342.0,,,929.9,1325.0,,,1089.2,-224.0,-769.3,31.0,,,,-499.0,-697.4,-182.7,-151.0,-111.7,238.0,,,-174.1,221.0,,,-14.8,False,True,,,,False,False,True,True,True,False,,,True,True,,,True
47189,642,476.0,299.2,489.0,,,,311.0,243.5,480.8,522.9,444.6,764.0,,,512.6,480.0,,,527.0,-166.0,-342.8,-153.0,,,,-331.0,-398.5,-161.2,-119.1,-197.4,122.0,,,-129.4,-162.0,,,-115.0,False,True,,,,False,False,True,True,False,True,,,True,True,,,True
48001,346,1452.0,766.1,2155.0,,,,940.0,137.5,2292.0,971.5,301.7,2323.0,,,,,,,894.4,1106.0,420.1,1809.0,,,,594.0,-208.5,1946.0,625.5,-44.3,1977.0,,,,,,,548.4,True,False,,,,True,True,False,True,True,False,,,,,,,True
48003,70,114.0,,0.0,,,,377.0,40.4,172.2,,59.7,180.0,,,,,,,374.4,44.0,,-70.0,,,,307.0,-29.6,102.2,,-10.3,110.0,,,,,,,304.4,,False,,,,False,True,False,,True,False,,,,,,,False
48005,662,404.0,213.6,1038.0,,,,951.0,251.9,292.0,390.7,229.5,663.0,,,405.3,,,,976.5,-258.0,-448.4,376.0,,,,289.0,-410.1,-370.0,-271.3,-432.5,1.0,,,-256.7,,,,314.5,False,False,,,,False,False,False,False,False,True,,,True,,,,False
48007,73,32.0,,49.0,,,,91.0,30.7,27.4,,,37.0,,,,,,,8.1,-41.0,,-24.0,,,,18.0,-42.3,-45.6,,,-36.0,,,,,,,-64.9,,True,,,,True,False,False,,,True,,,,,,,False
48009,5,4.0,,0.0,,,,4.0,9.1,2.0,,,,,,,,,,1.0,-1.0,,-5.0,,,,-1.0,4.1,-3.0,,,,,,,,,,-4.0,,False,,,,False,False,False,,,,,,,,,,False
48011,1,0.0,,0.0,,,,1.0,1.0,0.2,,,,,,,,,,0.0,-1.0,,-1.0,,,,0.0,-0.0,-0.8,,,,,,,,,,-1.0,,False,,,,True,True,True,,,,,,,,,,False
48013,186,144.0,0.5,335.0,,,,317.0,94.0,567.0,425.6,93.5,,,,,,,,409.8,-42.0,-185.5,149.0,,,,131.0,-92.0,381.0,239.6,-92.5,,,,,,,,223.8,False,False,,,,False,False,False,False,False,,,,,,,,False
48015,53,94.0,,188.0,,,,199.0,72.3,57.5,,66.4,120.0,,,,,,,226.0,41.0,,135.0,,,,146.0,19.3,4.5,,13.4,67.0,,,,,,,173.0,,False,,,,False,True,True,,True,False,,,,,,,False
48017,20,20.0,,0.0,,,,49.0,33.2,1.2,,0.0,,,,,,,,14.4,0.0,,-20.0,,,,29.0,13.2,-18.8,,-20.0,,,,,,,,-5.6,,False,,,,False,False,False,,False,,,,,,,,False
48019,27,34.0,,0.0,,,,32.0,29.2,18.9,,,55.0,,,,,,,150.9,7.0,,-27.0,,,,5.0,2.2,-8.1,,,28.0,,,,,,,123.9,,False,,,,True,True,False,,,False,,,,,,,False
48021,463,518.0,256.2,1131.0,,,,536.0,307.8,283.1,502.1,250.9,675.0,,,468.0,,,,1485.0,55.0,-206.8,668.0,,,,73.0,-155.2,-179.9,39.1,-212.1,212.0,,,5.0,,,,1022.0,False,False,,,,False,False,False,True,False,False,,,True,,,,False
48023,4,0.0,,0.0,,,,5.0,1.5,,,,,,,,,,,0.0,-4.0,,-4.0,,,,1.0,-2.5,,,,,,,,,,,-4.0,,False,,,,True,True,,,,,,,,,,,False
48025,234,152.0,,369.0,,,,369.0,63.0,213.2,,15.6,171.0,,,,,,,165.6,-82.0,,135.0,,,,135.0,-171.0,-20.8,,-218.4,-63.0,,,,,,,-68.4,,False,,,,False,False,True,,False,True,,,,,,,True
48027,907,1120.0,661.1,2294.0,,,,2494.0,713.1,1472.1,1132.4,1064.0,1843.0,,,1284.6,958.0,,,2505.9,213.0,-245.9,1387.0,,,,1587.0,-193.9,565.1,225.4,157.0,936.0,,,377.6,51.0,,,1598.9,False,False,,,,False,True,False,False,True,False,,,False,True,,,False
48029,17088,8780.0,13964.1,4592.0,,,,10291.0,3769.7,11059.4,11261.5,7481.9,14097.0,,,10619.8,28657.0,,,8290.8,-8308.0,-3123.9,-12496.0,,,,-6797.0,-13318.3,-6028.6,-5826.5,-9606.1,-2991.0,,,-6468.2,11569.0,,,-8797.2,True,False,,,,True,False,True,True,False,True,,,True,False,,,False
48031,36,36.0,,0.0,,,,34.0,14.0,19.4,,,58.0,,,,,,,147.6,0.0,,-36.0,,,,-2.0,-22.0,-16.6,,,22.0,,,,,,,111.6,,False,,,,False,False,False,,,False,,,,,,,False
48033,0,0.0,,0.0,,,,0.0,0.0,,,,,,,,,,,,0.0,,0.0,,,,0.0,0.0,,,,,,,,,,,,,True,,,,True,True,,,,,,,,,,,
48035,62,50.0,,0.0,,,,29.0,11.7,10.5,,,90.0,,,,,,,251.8,-12.0,,-62.0,,,,-33.0,-50.4,-51.5,,,28.0,,,,,,,189.8,,False,,,,False,False,False,,,False,,,,,,,False
48037,193,94.0,150.8,207.0,,,,773.0,172.9,40.8,114.6,41.8,,,,72.1,,,,238.6,-99.0,-42.2,14.0,,,,580.0,-20.1,-152.2,-78.4,-151.2,,,,-120.9,,,,45.6,True,True,,,,False,True,False,True,False,,,,False,,,,True
48039,1941,1464.0,1224.9,1909.0,,,,2316.0,633.1,1514.3,1625.4,1067.1,2256.0,,,1453.3,1594.0,,,1410.2,-477.0,-716.1,-32.0,,,,375.0,-1307.9,-426.7,-315.6,-873.9,315.0,,,-487.7,-347.0,,,-530.8,False,True,,,,True,False,True,True,False,True,,,False,True,,,False
48041,734,1140.0,1390.4,1051.0,,,,1949.0,562.9,1081.4,1208.2,1066.8,1849.0,,,904.2,878.0,,,880.4,406.0,656.4,317.0,,,,1215.0,-171.1,347.4,474.2,332.8,1115.0,,,170.2,144.0,,,146.4,False,True,,,,False,True,True,False,True,False,,,True,True,,,True
48043,26,14.0,,0.0,,,,57.0,31.4,1.6,,1.2,,,,,,,,3.8,-12.0,,-26.0,,,,31.0,5.4,-24.4,,-24.8,,,,,,,,-22.2,,False,,,,False,True,False,,False,,,,,,,,False
48045,1,4.0,,0.0,,,,2.0,9.9,1.7,,,,,,,,,,1.0,3.0,,-1.0,,,,1.0,8.9,0.7,,,,,,,,,,0.0,,True,,,,True,False,True,,,,,,,,,,True
48047,28,56.0,,0.0,,,,48.0,24.5,17.1,,,98.0,,,,,,,172.9,28.0,,-28.0,,,,20.0,-3.5,-10.9,,,70.0,,,,,,,144.9,,False,,,,True,True,True,,,False,,,,,,,False
48049,140,144.0,,391.0,,,,303.0,46.6,117.5,,65.6,237.0,,,,,,,750.4,4.0,,251.0,,,,163.0,-93.4,-22.5,,-74.4,97.0,,,,,,,610.4,,False,,,,False,False,False,,False,False,,,,,,,False
48051,69,122.0,,252.0,,,,156.0,68.1,99.0,,48.0,181.0,,,,,,,408.3,53.0,,183.0,,,,87.0,-0.9,30.0,,-21.0,112.0,,,,,,,339.3,,False,,,,False,True,True,,True,False,,,,,,,False
48053,165,170.0,,234.0,,,,229.0,88.7,45.7,,119.2,182.0,,,,,,,318.0,5.0,,69.0,,,,64.0,-76.3,-119.3,,-45.8,17.0,,,,,,,153.0,,False,,,,False,False,False,,False,False,,,,,,,False
48055,348,416.0,,699.0,,,,757.0,220.9,398.4,,142.4,638.0,,,,,,,805.1,68.0,,351.0,,,,409.0,-127.1,50.4,,-205.6,290.0,,,,,,,457.1,,False,,,,False,False,True,,False,False,,,,,,,False
48057,240,112.0,,247.0,,,,233.0,46.8,83.7,,44.7,180.0,,,,,,,257.9,-128.0,,7.0,,,,-7.0,-193.2,-156.3,,-195.3,-60.0,,,,,,,17.9,,True,,,,True,False,False,,False,True,,,,,,,True
48059,11,16.0,,0.0,,,,12.0,11.2,8.1,,,26.0,,,,,,,43.8,5.0,,-11.0,,,,1.0,0.2,-2.9,,,15.0,,,,,,,32.8,,False,,,,True,True,True,,,False,,,,,,,False
48061,4350,1608.0,1493.0,4840.0,,,,3867.0,1449.3,3267.4,3227.9,1279.3,2935.0,,,2730.9,3249.0,,,3576.8,-2742.0,-2857.0,490.0,,,,-483.0,-2900.7,-1082.6,-1122.1,-3070.7,-1415.0,,,-1619.1,-1101.0,,,-773.2,False,True,,,,True,False,True,True,False,True,,,True,True,,,True
48063,53,16.0,,15.0,,,,186.0,31.2,6.5,,10.8,,,,,,,,24.5,-37.0,,-38.0,,,,133.0,-21.8,-46.5,,-42.2,,,,,,,,-28.5,,False,,,,False,True,False,,False,,,,,,,,True
48065,0,6.0,,0.0,,,,6.0,1.6,1.5,,,13.0,,,,,,,47.0,6.0,,0.0,,,,6.0,1.6,1.5,,,13.0,,,,,,,47.0,,True,,,,False,True,True,,,False,,,,,,,False
48067,82,12.0,,0.0,,,,31.0,17.9,14.7,,,,,,,,,,2.0,-70.0,,-82.0,,,,-51.0,-64.1,-67.3,,,,,,,,,,-80.0,,False,,,,True,True,True,,,,,,,,,,False
48069,27,42.0,,0.0,,,,45.0,24.8,13.4,,24.2,82.0,,,,,,,34.7,15.0,,-27.0,,,,18.0,-2.2,-13.6,,-2.8,55.0,,,,,,,7.7,,False,,,,False,True,True,,True,False,,,,,,,True
48071,257,406.0,,547.0,,,,529.0,106.5,237.6,,193.1,686.0,,,,,,,480.4,149.0,,290.0,,,,272.0,-150.5,-19.4,,-63.9,429.0,,,,,,,223.4,,False,,,,False,False,True,,True,False,,,,,,,False
48073,281,290.0,104.1,823.0,,,,412.0,136.2,329.5,297.2,164.9,480.0,,,,,,,546.0,9.0,-176.9,542.0,,,,131.0,-144.8,48.5,16.2,-116.1,199.0,,,,,,,265.0,False,False,,,,False,False,False,False,False,False,,,,,,,False
48075,14,0.0,,0.0,,,,5.0,2.7,1.2,,,,,,,,,,0.0,-14.0,,-14.0,,,,-9.0,-11.3,-12.8,,,,,,,,,,-14.0,,False,,,,True,True,True,,,,,,,,,,False
48077,10,14.0,,0.0,,,,11.0,7.0,2.6,,,25.0,,,,,,,110.7,4.0,,-10.0,,,,1.0,-3.0,-7.4,,,15.0,,,,,,,100.7,,False,,,,True,True,False,,,False,,,,,,,False
48079,5,10.0,,0.0,,,,2.0,10.2,0.5,,,13.0,,,,,,,62.5,5.0,,-5.0,,,,-3.0,5.2,-4.5,,,8.0,,,,,,,57.5,,False,,,,True,False,True,,,False,,,,,,,False
48081,27,2.0,,0.0,,,,2.0,4.9,0.9,,,,,,,,,,52.7,-25.0,,-27.0,,,,-25.0,-22.1,-26.1,,,,,,,,,,25.7,,False,,,,False,True,False,,,,,,,,,,False
48083,4,4.0,,0.0,,,,9.0,3.8,0.4,,,,,,,,,,96.5,0.0,,-4.0,,,,5.0,-0.2,-3.6,,,,,,,,,,92.5,,False,,,,False,False,False,,,,,,,,,,False
48085,1551,1974.0,1570.7,3457.0,,,,4575.0,1179.3,2060.2,2605.7,2269.5,3126.0,,,2520.4,2886.0,,,2652.6,423.0,19.7,1906.0,,,,3024.0,-371.7,509.2,1054.7,718.5,1575.0,,,969.4,1335.0,,,1101.6,True,False,,,,False,True,False,False,False,False,,,False,False,,,False
48087,0,0.0,,0.0,,,,3.0,1.3,0.5,,,,,,,,,,0.0,0.0,,0.0,,,,3.0,1.3,0.5,,,,,,,,,,0.0,,True,,,,False,False,False,,,,,,,,,,True
48089,65,114.0,,15.0,,,,194.0,52.2,161.6,,71.1,175.0,,,,,,,435.9,49.0,,-50.0,,,,129.0,-12.8,96.6,,6.1,110.0,,,,,,,370.9,,False,,,,False,True,False,,True,False,,,,,,,False
48091,587,524.0,413.8,1046.0,,,,928.0,308.2,684.1,598.7,547.6,883.0,,,581.3,3255.0,,,816.9,-63.0,-173.2,459.0,,,,341.0,-278.8,97.1,11.7,-39.4,296.0,,,-5.7,2668.0,,,229.9,False,False,,,,False,False,False,True,True,False,,,True,False,,,False
48093,102,122.0,,0.0,,,,14.0,5.6,35.0,,24.0,257.0,,,,,,,370.6,20.0,,-102.0,,,,-88.0,-96.4,-67.0,,-78.0,155.0,,,,,,,268.6,,False,,,,False,False,False,,False,False,,,,,,,False
48095,9,4.0,,0.0,,,,19.0,7.1,3.0,,,,,,,,,,3.5,-5.0,,-9.0,,,,10.0,-1.9,-6.0,,,,,,,,,,-5.5,,False,,,,False,True,False,,,,,,,,,,False
48097,85,52.0,,119.0,,,,134.0,70.3,45.0,,,82.0,,,,,,,73.3,-33.0,,34.0,,,,49.0,-14.7,-40.0,,,-3.0,,,,,,,-11.7,,False,,,,False,True,False,,,True,,,,,,,True
48099,127,124.0,29.6,405.0,,,,524.0,61.7,64.8,202.1,22.4,258.0,,,,,,,1428.3,-3.0,-97.3,278.0,,,,397.0,-65.3,-62.2,75.1,-104.6,131.0,,,,,,,1301.3,False,False,,,,False,False,False,False,False,False,,,,,,,False
48101,3,0.0,,0.0,,,,0.0,0.7,0.3,,,,,,,,,,0.0,-3.0,,-3.0,,,,-3.0,-2.3,-2.7,,,,,,,,,,-3.0,,False,,,,False,True,True,,,,,,,,,,False
48103,1,8.0,,0.0,,,,175.0,7.3,26.7,,,,,,,,,,6.9,7.0,,-1.0,,,,174.0,6.3,25.7,,,,,,,,,,5.9,,True,,,,False,True,False,,,,,,,,,,True
48105,101,44.0,,0.0,,,,32.0,23.2,,,,88.0,,,,,,,110.3,-57.0,,-101.0,,,,-69.0,-77.8,,,,-13.0,,,,,,,9.3,,False,,,,False,False,,,,True,,,,,,,True
48107,11,18.0,,0.0,,,,20.0,15.5,13.1,,,28.0,,,,,,,18.1,7.0,,-11.0,,,,9.0,4.5,2.1,,,17.0,,,,,,,7.1,,False,,,,False,True,True,,,False,,,,,,,False
48109,8,6.0,,0.0,,,,2.0,13.0,,,,13.0,,,,,,,37.9,-2.0,,-8.0,,,,-6.0,5.0,,,,5.0,,,,,,,29.9,,False,,,,False,False,,,,False,,,,,,,False
48111,57,50.0,,0.0,,,,11.0,25.9,16.8,,13.9,88.0,,,,,,,69.3,-7.0,,-57.0,,,,-46.0,-31.1,-40.2,,-43.1,31.0,,,,,,,12.3,,False,,,,False,False,False,,False,False,,,,,,,False
48113,13387,15696.0,11333.1,28306.0,,,,20258.0,8761.7,16059.6,18177.4,9246.3,22945.0,,,16383.8,16828.0,,,13955.7,2309.0,-2053.9,14919.0,,,,6871.0,-4625.3,2672.6,4790.4,-4140.7,9558.0,,,2996.8,3441.0,,,568.7,True,False,,,,False,False,False,False,False,False,,,False,False,,,True
48115,39,26.0,,0.0,,,,128.0,8.9,24.1,,,53.0,,,,,,,49.4,-13.0,,-39.0,,,,89.0,-30.1,-14.9,,,14.0,,,,,,,10.4,,False,,,,False,False,False,,,False,,,,,,,True
48117,101,108.0,,171.0,,,,97.0,64.8,58.2,,80.4,244.0,,,,,,,94.0,7.0,,70.0,,,,-4.0,-36.2,-42.8,,-20.6,143.0,,,,,,,-7.0,,False,,,,True,False,False,,False,False,,,,,,,False
48119,5,0.0,,0.0,,,,6.0,3.2,1.2,,,,,,,,,,0.0,-5.0,,-5.0,,,,1.0,-1.8,-3.8,,,,,,,,,,-5.0,,False,,,,True,True,True,,,,,,,,,,True
48121,2105,1252.0,939.3,1711.0,,,,3886.0,295.9,1401.2,1786.2,1698.2,2345.0,,,1812.7,1950.0,,,1476.3,-853.0,-1165.7,-394.0,,,,1781.0,-1809.1,-703.8,-318.8,-406.8,240.0,,,-292.3,-155.0,,,-628.7,False,True,,,,False,False,True,True,True,True,,,True,True,,,True
48123,342,126.0,,249.0,,,,200.0,59.5,98.7,,31.9,205.0,,,,,,,269.5,-216.0,,-93.0,,,,-142.0,-282.5,-243.3,,-310.1,-137.0,,,,,,,-72.5,,True,,,,True,False,False,,False,True,,,,,,,True
48125,2,0.0,,0.0,,,,0.0,1.3,0.1,,,,,,,,,,0.0,-2.0,,-2.0,,,,-2.0,-0.7,-1.9,,,,,,,,,,-2.0,,False,,,,False,True,True,,,,,,,,,,False
48127,56,36.0,,0.0,,,,144.0,23.8,12.5,,,81.0,,,,,,,106.8,-20.0,,-56.0,,,,88.0,-32.2,-43.5,,,25.0,,,,,,,50.8,,False,,,,False,False,False,,,False,,,,,,,False
48129,6,10.0,,0.0,,,,4.0,0.5,6.6,,,20.0,,,,,,,74.4,4.0,,-6.0,,,,-2.0,-5.5,0.6,,,14.0,,,,,,,68.4,,False,,,,True,False,True,,,False,,,,,,,False
48131,44,38.0,,0.0,,,,60.0,12.1,41.6,,,56.0,,,,,,,19.7,-6.0,,-44.0,,,,16.0,-31.9,-2.4,,,12.0,,,,,,,-24.3,,False,,,,False,False,True,,,False,,,,,,,False
