,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,Google_Harvard-CPF,IBF-TimeSeries,IQVIA_ACOE-STAN,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_CSSE-DECOM,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,OliverWyman-Navigator,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IQVIA_ACOE-STAN,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_CSSE-DECOM,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-OliverWyman-Navigator,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IQVIA_ACOE-STAN,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_CSSE-DECOM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-OliverWyman-Navigator,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
48335,54,88.0,,89.0,,48.0,21.0,,,,,89.3,,,11.0,,154.7,,20.6,,,69.7,48.6,20.7,133.0,,,,,,,,,27.0,,34.0,,35.0,,-6.0,-33.0,,,,,35.3,,,-43.0,,100.7,,-33.4,,,15.7,-5.4,-33.3,79.0,,,,,,,,,-27.0,,,False,,True,True,,,,,False,,,False,,False,,True,,,True,True,True,False,,,,,,,,,True,
48337,66,64.0,,66.4,,59.0,64.0,,,,,99.9,,,87.0,,125.2,,14.3,,,51.8,48.6,30.7,127.0,20.0,,,,,,,,61.0,,-2.0,,0.4,,-7.0,-2.0,,,,,33.9,,,21.0,,59.2,,-51.7,,,-14.2,-17.4,-35.3,61.0,-46.0,,,,,,,,-5.0,,,True,,False,False,,,,,False,,,False,,False,,False,,,False,False,False,False,False,,,,,,,,False,
48339,712,1462.0,,1442.3,515.2,1213.0,1620.0,,,,,1531.9,,,1292.0,,1192.7,,1166.2,1179.0,,1207.0,1450.9,238.5,1678.0,2021.0,,,,991.7,828.0,,,1505.0,,750.0,,730.3,-196.8,501.0,908.0,,,,,819.9,,,580.0,,480.7,,454.2,467.0,,495.0,738.9,-473.5,966.0,1309.0,,,,279.7,116.0,,,793.0,,,True,True,True,False,,,,,False,,,True,,True,,True,True,,True,True,True,False,False,,,,True,True,,,False,
48341,155,98.0,,93.2,,90.0,91.0,,,,,63.8,,,230.0,,102.9,,44.3,,,33.4,92.9,8.8,105.0,306.0,,,,69.8,,,,0.0,63.4,-57.0,,-61.8,,-65.0,-64.0,,,,,-91.2,,,75.0,,-52.1,,-110.7,,,-121.6,-62.1,-146.2,-50.0,151.0,,,,-85.2,,,,-155.0,-91.6,,False,,False,False,,,,,False,,,False,,True,,False,,,False,False,False,True,False,,,,False,,,,False,False
48343,27,32.0,,33.2,,21.0,14.0,,,,,28.1,,,32.0,,47.2,,8.9,,,6.4,21.2,0.0,26.0,68.0,,,,,,,,46.0,,5.0,,6.2,,-6.0,-13.0,,,,,1.1,,,5.0,,20.2,,-18.1,,,-20.6,-5.8,-27.0,-1.0,41.0,,,,,,,,19.0,,,False,,False,False,,,,,True,,,False,,False,,False,,,False,False,False,True,False,,,,,,,,False,
48345,2,10.0,,10.8,,2.0,0.0,,,,,3.6,,,2.0,,22.5,,0.2,,,0.2,2.8,,,,,,,,,,,24.0,,8.0,,8.8,,0.0,-2.0,,,,,1.6,,,0.0,,20.5,,-1.8,,,-1.8,0.8,,,,,,,,,,,22.0,,,False,,True,True,,,,,True,,,True,,False,,True,,,True,True,,,,,,,,,,,False,
48347,68,94.0,,91.6,,80.0,79.0,,,,,59.7,,,206.0,,121.5,,99.8,97.0,,24.6,74.0,0.2,98.0,46.0,,,,78.8,,,,122.0,105.8,26.0,,23.6,,12.0,11.0,,,,,-8.3,,,138.0,,53.5,,31.8,29.0,,-43.4,6.0,-67.8,30.0,-22.0,,,,10.8,,,,54.0,37.8,,True,,True,True,,,,,True,,,False,,False,,False,False,,False,True,False,False,True,,,,True,,,,False,False
48349,91,78.0,,79.9,,63.0,54.0,,,,,88.1,,,210.0,,77.0,,51.2,106.5,,42.8,64.0,1.2,77.0,277.0,,,,60.0,,,,51.0,92.0,-13.0,,-11.1,,-28.0,-37.0,,,,,-2.9,,,119.0,,-14.0,,-39.8,15.5,,-48.2,-27.0,-89.8,-14.0,186.0,,,,-31.0,,,,-40.0,1.0,,True,,False,False,,,,,True,,,False,,False,,False,False,,False,False,False,False,False,,,,False,,,,False,True
48351,2,2.0,,1.8,,2.0,0.0,,,,,2.8,,,36.0,,10.5,,7.1,,,15.1,0.9,2.0,,6.0,,,,,,,,4.0,8.6,0.0,,-0.2,,0.0,-2.0,,,,,0.8,,,34.0,,8.5,,5.1,,,13.1,-1.1,0.0,,4.0,,,,,,,,2.0,6.6,,False,,True,False,,,,,False,,,False,,False,,False,,,False,False,False,,False,,,,,,,,False,False
48353,74,88.0,,102.5,,77.0,139.0,,,,,105.7,,,66.0,,136.6,,35.3,,,59.7,66.9,58.9,154.0,61.0,,,,,,,,27.0,63.2,14.0,,28.5,,3.0,65.0,,,,,31.7,,,-8.0,,62.6,,-38.7,,,-14.3,-7.1,-15.1,80.0,-13.0,,,,,,,,-47.0,-10.8,,False,,True,False,,,,,False,,,True,,False,,False,,,False,True,False,False,True,,,,,,,,False,True
48355,472,368.0,,371.3,209.9,317.0,554.0,,,,,534.0,,,465.0,,309.1,,233.1,347.0,,266.4,394.9,1.0,400.0,350.0,,,,326.3,239.0,,,529.0,477.6,-104.0,,-100.7,-262.1,-155.0,82.0,,,,,62.0,,,-7.0,,-162.9,,-238.9,-125.0,,-205.6,-77.1,-471.0,-72.0,-122.0,,,,-145.7,-233.0,,,57.0,5.6,,True,False,False,True,,,,,True,,,True,,False,,False,False,,False,True,False,True,False,,,,False,False,,,True,True
48357,58,92.0,,93.2,,84.0,45.0,,,,,60.8,,,87.0,,234.1,,10.0,,,40.3,76.0,68.6,159.0,,,,,,,,,70.0,112.8,34.0,,35.2,,26.0,-13.0,,,,,2.8,,,29.0,,176.1,,-48.0,,,-17.7,18.0,10.6,101.0,,,,,,,,,12.0,54.8,,False,,True,True,,,,,True,,,True,,False,,False,,,True,True,True,False,,,,,,,,,True,False
48359,4,4.0,,3.9,,2.0,0.0,,,,,0.9,,,2.0,,32.8,,0.4,,,0.3,1.6,,6.0,,,,,,,,,2.0,8.0,0.0,,-0.1,,-2.0,-4.0,,,,,-3.1,,,-2.0,,28.8,,-3.6,,,-3.7,-2.4,,2.0,,,,,,,,,-2.0,4.0,,False,,False,False,,,,,False,,,False,,False,,False,,,False,False,,False,,,,,,,,,False,False
48361,168,178.0,,207.3,,144.0,314.0,,,,,206.5,,,192.0,,152.1,,91.9,100.0,,68.2,91.8,6.8,229.0,234.0,,,,136.0,,,,200.0,72.0,10.0,,39.3,,-24.0,146.0,,,,,38.5,,,24.0,,-15.9,,-76.1,-68.0,,-99.8,-76.2,-161.2,61.0,66.0,,,,-32.0,,,,32.0,-96.0,,False,,False,False,,,,,False,,,False,,False,,False,False,,False,False,False,False,False,,,,False,,,,False,False
48363,70,76.0,,72.4,,72.0,112.0,,,,,100.4,,,82.0,,111.0,,31.4,,,31.5,49.4,0.6,113.0,21.0,,,,,,,,54.0,71.5,6.0,,2.4,,2.0,42.0,,,,,30.4,,,12.0,,41.0,,-38.6,,,-38.5,-20.6,-69.4,43.0,-49.0,,,,,,,,-16.0,1.5,,True,,True,False,,,,,False,,,False,,False,,False,,,False,False,False,False,False,,,,,,,,False,True
48365,31,38.0,,40.0,,38.0,40.0,,,,,43.5,,,85.0,,61.7,,28.6,,,10.3,36.4,16.5,57.0,12.0,,,,,,,,17.0,43.4,7.0,,9.0,,7.0,9.0,,,,,12.5,,,54.0,,30.7,,-2.4,,,-20.7,5.4,-14.5,26.0,-19.0,,,,,,,,-14.0,12.4,,False,,False,False,,,,,False,,,False,,False,,True,,,False,True,False,False,False,,,,,,,,False,False
48367,258,288.0,,297.4,,263.0,502.0,,,,,369.0,,,341.0,,221.5,,279.4,200.5,,178.5,245.8,159.2,406.0,758.0,,,,244.2,321.0,,,197.0,220.3,30.0,,39.4,,5.0,244.0,,,,,111.0,,,83.0,,-36.5,,21.4,-57.5,,-79.5,-12.2,-98.8,148.0,500.0,,,,-13.8,63.0,,,-61.0,-37.7,,False,,True,False,,,,,False,,,False,,False,,True,False,,False,True,False,False,False,,,,True,False,,,False,False
48369,66,82.0,,83.2,,59.0,4.0,,,,,75.1,,,59.0,,77.5,,26.2,,,32.7,68.1,8.8,130.0,1.0,,,,,,,,4.0,25.7,16.0,,17.2,,-7.0,-62.0,,,,,9.1,,,-7.0,,11.5,,-39.8,,,-33.3,2.1,-57.2,64.0,-65.0,,,,,,,,-62.0,-40.3,,False,,True,False,,,,,True,,,True,,True,,False,,,False,True,False,False,False,,,,,,,,False,False
48371,83,100.0,,102.4,,50.0,0.0,,,,,156.9,,,90.0,,44.7,,21.8,,,86.0,50.6,0.0,129.0,86.0,,,,,,,,10.0,35.5,17.0,,19.4,,-33.0,-83.0,,,,,73.9,,,7.0,,-38.3,,-61.2,,,3.0,-32.4,-83.0,46.0,3.0,,,,,,,,-73.0,-47.5,,False,,False,False,,,,,False,,,True,,False,,False,,,True,False,False,False,True,,,,,,,,False,False
48373,19,20.0,,20.3,,14.0,14.0,,,,,11.5,,,157.0,,54.4,,41.2,42.5,,0.8,13.1,0.1,30.0,46.0,,,,,,,,26.0,71.3,1.0,,1.3,,-5.0,-5.0,,,,,-7.5,,,138.0,,35.4,,22.2,23.5,,-18.2,-5.9,-18.9,11.0,27.0,,,,,,,,7.0,52.3,,False,,False,False,,,,,False,,,False,,False,,False,False,,False,False,False,False,False,,,,,,,,False,False
48375,1763,1104.0,,1142.8,,950.0,1033.0,,,,,654.0,,,1857.0,,950.0,,388.6,813.5,,618.0,943.1,44.8,1243.0,1199.0,,,,783.1,,,,1298.0,,-659.0,,-620.2,,-813.0,-730.0,,,,,-1109.0,,,94.0,,-813.0,,-1374.5,-949.5,,-1145.0,-819.9,-1718.2,-520.0,-564.0,,,,-979.9,,,,-465.0,,,True,,False,False,,,,,False,,,True,,False,,False,False,,False,False,False,True,True,,,,False,,,,True,
48377,69,14.0,,10.2,,7.0,,,,,,19.6,,,5.0,,28.2,,4.3,,,1.6,12.9,0.0,33.0,,,,,,,,,1.0,76.9,-55.0,,-58.8,,-62.0,,,,,,-49.4,,,-64.0,,-40.8,,-64.7,,,-67.4,-56.1,-69.0,-36.0,,,,,,,,,-68.0,7.9,,False,,False,,,,,,True,,,False,,True,,False,,,False,False,False,True,,,,,,,,,False,True
48379,17,12.0,,11.5,,9.0,3.0,,,,,4.0,,,23.0,,51.3,,8.1,,,2.8,7.7,,11.0,8.0,,,,,,,,25.0,77.3,-5.0,,-5.5,,-8.0,-14.0,,,,,-13.0,,,6.0,,34.3,,-8.9,,,-14.2,-9.3,,-6.0,-9.0,,,,,,,,8.0,60.3,,False,,False,False,,,,,False,,,False,,False,,False,,,False,False,,False,False,,,,,,,,False,False
48381,2067,1184.0,,1195.8,,1184.0,990.0,,,,,1621.5,,,1126.0,,1362.1,,442.6,1164.5,,1412.5,1065.9,1040.2,1774.0,1374.0,,,,744.9,1717.0,,,501.0,,-883.0,,-871.2,,-883.0,-1077.0,,,,,-445.5,,,-941.0,,-704.9,,-1624.4,-902.5,,-654.5,-1001.1,-1026.8,-293.0,-693.0,,,,-1322.1,-350.0,,,-1566.0,,,True,,False,False,,,,,True,,,False,,True,,False,False,,True,False,False,True,True,,,,False,True,,,False,
48383,12,6.0,,5.5,,2.0,0.0,,,,,7.6,,,2.0,,15.9,,2.7,,,2.0,1.2,,,,,,,,,,,83.0,,-6.0,,-6.5,,-10.0,-12.0,,,,,-4.4,,,-10.0,,3.9,,-9.3,,,-10.0,-10.8,,,,,,,,,,,71.0,,,False,,False,False,,,,,True,,,False,,True,,False,,,False,False,,,,,,,,,,,False,
48385,3,30.0,,34.9,,5.0,3.0,,,,,8.9,,,2.0,,37.3,,4.1,,,,7.3,0.0,,,,,,,,,,15.0,,27.0,,31.9,,2.0,0.0,,,,,5.9,,,-1.0,,34.3,,1.1,,,,4.3,-3.0,,,,,,,,,,12.0,,,False,,True,True,,,,,True,,,True,,False,,True,,,,True,True,,,,,,,,,,True,
48387,13,30.0,,31.5,,21.0,14.0,,,,,12.4,,,40.0,,40.0,,10.6,,,6.7,21.0,8.8,30.0,78.0,,,,,,,,70.0,,17.0,,18.5,,8.0,1.0,,,,,-0.6,,,27.0,,27.0,,-2.4,,,-6.3,8.0,-4.2,17.0,65.0,,,,,,,,57.0,,,False,,True,True,,,,,True,,,False,,False,,True,,,True,True,True,False,False,,,,,,,,False,
48389,48,32.0,,31.3,,25.0,1.0,,,,,15.4,,,70.0,,68.1,,23.4,,,8.4,24.4,0.0,46.0,72.0,,,,,,,,49.0,34.5,-16.0,,-16.7,,-23.0,-47.0,,,,,-32.6,,,22.0,,20.1,,-24.6,,,-39.6,-23.6,-48.0,-2.0,24.0,,,,,,,,1.0,-13.5,,False,,False,False,,,,,False,,,False,,False,,False,,,False,False,False,True,False,,,,,,,,True,True
48391,13,6.0,,6.8,,4.0,0.0,,,,,17.1,,,4.0,,7.8,,2.9,,,1.0,4.8,0.0,0.0,,,,,,,,,0.0,,-7.0,,-6.2,,-9.0,-13.0,,,,,4.1,,,-9.0,,-5.2,,-10.1,,,-12.0,-8.2,-13.0,-13.0,,,,,,,,,-13.0,,,True,,False,False,,,,,True,,,False,,True,,False,,,False,False,False,False,,,,,,,,,False,
48393,2,0.0,,0.3,,0.0,0.0,,,,,0.4,,,2.0,,6.9,,0.1,,,0.1,0.2,,0.0,,,,,,,,,0.0,,-2.0,,-1.7,,-2.0,-2.0,,,,,-1.6,,,0.0,,4.9,,-1.9,,,-1.9,-1.8,,-2.0,,,,,,,,,-2.0,,,True,,False,False,,,,,True,,,True,,False,,True,,,True,True,,False,,,,,,,,,False,
48395,30,30.0,,20.8,,23.0,18.0,,,,,64.8,,,39.0,,45.3,,21.5,,,12.8,36.7,0.0,71.0,16.0,,,,,,,,1.0,98.5,0.0,,-9.2,,-7.0,-12.0,,,,,34.8,,,9.0,,15.3,,-8.5,,,-17.2,6.7,-30.0,41.0,-14.0,,,,,,,,-29.0,68.5,,False,,False,False,,,,,False,,,False,,False,,False,,,False,False,False,False,False,,,,,,,,False,False
48397,210,208.0,,207.3,,185.0,399.0,,,,,276.9,,,253.0,,195.9,,134.8,135.5,,134.9,145.1,22.4,259.0,281.0,,,,174.9,,,,166.0,,-2.0,,-2.7,,-25.0,189.0,,,,,66.9,,,43.0,,-14.1,,-75.2,-74.5,,-75.1,-64.9,-187.6,49.0,71.0,,,,-35.1,,,,-44.0,,,False,,False,False,,,,,False,,,False,,False,,False,False,,False,False,False,False,False,,,,False,,,,False,
48399,17,18.0,,21.8,,10.0,4.0,,,,,35.2,,,14.0,,12.0,,8.7,,,1.3,10.6,0.0,10.0,58.0,,,,,,,,0.0,17.8,1.0,,4.8,,-7.0,-13.0,,,,,18.2,,,-3.0,,-5.0,,-8.3,,,-15.7,-6.4,-17.0,-7.0,41.0,,,,,,,,-17.0,0.8,,False,,False,False,,,,,False,,,False,,False,,False,,,False,False,False,False,False,,,,,,,,False,True
48401,70,74.0,,71.7,,40.0,34.0,,,,,22.9,,,231.0,,98.1,,18.7,51.5,,1.1,39.2,0.4,,347.0,,,,,,,,143.0,50.5,4.0,,1.7,,-30.0,-36.0,,,,,-47.1,,,161.0,,28.1,,-51.3,-18.5,,-68.9,-30.8,-69.6,,277.0,,,,,,,,73.0,-19.5,,True,,False,False,,,,,False,,,False,,False,,False,False,,False,False,False,,False,,,,,,,,False,False
48403,17,10.0,,9.5,,7.0,0.0,,,,,14.9,,,16.0,,14.1,,7.8,,,2.7,4.4,,8.0,21.0,,,,,,,,3.0,,-7.0,,-7.5,,-10.0,-17.0,,,,,-2.1,,,-1.0,,-2.9,,-9.2,,,-14.3,-12.6,,-9.0,4.0,,,,,,,,-14.0,,,False,,False,False,,,,,True,,,True,,True,,False,,,False,False,,False,True,,,,,,,,False,
48405,8,2.0,,1.8,,2.0,0.0,,,,,1.7,,,24.0,,15.5,,3.5,,,0.0,1.3,0.0,,,,,,,,,,17.0,,-6.0,,-6.2,,-6.0,-8.0,,,,,-6.3,,,16.0,,7.5,,-4.5,,,-8.0,-6.7,-8.0,,,,,,,,,,9.0,,,False,,False,False,,,,,False,,,False,,False,,True,,,False,False,False,,,,,,,,,,False,
48407,9,10.0,,8.0,,8.0,0.0,,,,,3.8,,,53.0,,51.4,,10.8,,,0.1,5.4,20.2,8.0,11.0,,,,,,,,18.0,,1.0,,-1.0,,-1.0,-9.0,,,,,-5.2,,,44.0,,42.4,,1.8,,,-8.9,-3.6,11.2,-1.0,2.0,,,,,,,,9.0,,,True,,False,False,,,,,False,,,False,,False,,False,,,False,False,False,False,False,,,,,,,,False,
48409,58,46.0,,46.4,,37.0,38.0,,,,,131.9,,,54.0,,53.0,,29.9,42.0,,0.5,20.6,0.0,64.0,40.0,,,,36.0,,,,8.0,,-12.0,,-11.6,,-21.0,-20.0,,,,,73.9,,,-4.0,,-5.0,,-28.1,-16.0,,-57.5,-37.4,-58.0,6.0,-18.0,,,,-22.0,,,,-50.0,,,True,,False,False,,,,,False,,,True,,True,,False,False,,False,False,False,True,False,,,,False,,,,False,
48411,139,14.0,,7.4,,7.0,0.0,,,,,11.2,,,10.0,,21.9,,11.2,,,3.6,9.8,0.0,17.0,,,,,,,,,6.0,27.9,-125.0,,-131.6,,-132.0,-139.0,,,,,-127.8,,,-129.0,,-117.1,,-127.8,,,-135.4,-129.2,-139.0,-122.0,,,,,,,,,-133.0,-111.1,,False,,False,False,,,,,False,,,False,,True,,False,,,False,False,False,True,,,,,,,,,False,True
48413,3,0.0,,0.0,,0.0,0.0,,,,,1.2,,,0.0,,12.1,,0.7,,,,0.6,,2.0,,,,,,,,,2.0,,-3.0,,-3.0,,-3.0,-3.0,,,,,-1.8,,,-3.0,,9.1,,-2.3,,,,-2.4,,-1.0,,,,,,,,,-1.0,,,False,,False,False,,,,,True,,,False,,False,,True,,,,True,,True,,,,,,,,,True,
48415,165,234.0,,247.0,,142.0,256.0,,,,,213.9,,,124.0,,163.5,,27.2,,,122.9,141.6,0.1,238.0,417.0,,,,,,,,0.0,209.9,69.0,,82.0,,-23.0,91.0,,,,,48.9,,,-41.0,,-1.5,,-137.8,,,-42.1,-23.4,-164.9,73.0,252.0,,,,,,,,-165.0,44.9,,False,,True,False,,,,,True,,,True,,True,,False,,,True,True,False,False,False,,,,,,,,False,True
48417,3,10.0,,8.5,,3.0,0.0,,,,,10.2,,,2.0,,19.6,,3.2,,,0.7,3.8,,11.0,,,,,,,,,9.0,,7.0,,5.5,,0.0,-3.0,,,,,7.2,,,-1.0,,16.6,,0.2,,,-2.3,0.8,,8.0,,,,,,,,,6.0,,,True,,True,True,,,,,False,,,True,,False,,True,,,True,True,,False,,,,,,,,,True,
48419,21,8.0,,10.0,,8.0,15.0,,,,,8.3,,,78.0,,37.0,,16.7,,,1.2,8.4,0.5,15.0,19.0,,,,,,,,6.0,44.3,-13.0,,-11.0,,-13.0,-6.0,,,,,-12.7,,,57.0,,16.0,,-4.3,,,-19.8,-12.6,-20.5,-6.0,-2.0,,,,,,,,-15.0,23.3,,True,,False,True,,,,,True,,,False,,False,,True,,,False,True,False,True,True,,,,,,,,False,False
48421,4,10.0,,9.7,,8.0,0.0,,,,,8.8,,,12.0,,18.6,,1.2,,,1.5,5.6,,11.0,,,,,,,,,22.0,,6.0,,5.7,,4.0,-4.0,,,,,4.8,,,8.0,,14.6,,-2.8,,,-2.5,1.6,,7.0,,,,,,,,,18.0,,,True,,True,True,,,,,True,,,False,,False,,True,,,True,True,,False,,,,,,,,,False,
48423,471,278.0,,288.7,,262.0,241.0,,,,,201.6,,,786.0,,360.7,,194.0,772.5,,165.4,256.7,130.8,336.0,588.0,,,,182.8,406.0,,,132.0,,-193.0,,-182.3,,-209.0,-230.0,,,,,-269.4,,,315.0,,-110.3,,-277.0,301.5,,-305.6,-214.3,-340.2,-135.0,117.0,,,,-288.2,-65.0,,,-339.0,,,True,,False,False,,,,,False,,,False,,True,,False,False,,False,False,False,True,True,,,,False,True,,,False,
48425,20,4.0,,4.0,,4.0,0.0,,,,,3.2,,,14.0,,39.4,,13.4,,,,2.8,0.0,6.0,,,,,,,,,16.0,,-16.0,,-16.0,,-16.0,-20.0,,,,,-16.8,,,-6.0,,19.4,,-6.6,,,,-17.2,-20.0,-14.0,,,,,,,,,-4.0,,,True,,False,False,,,,,False,,,True,,False,,True,,,,False,False,True,,,,,,,,,True,
48427,86,114.0,,85.7,,56.0,14.0,,,,,248.8,,,258.0,,33.1,,15.1,67.0,,18.1,80.2,0.0,,170.0,,,,122.8,,,,2.0,95.0,28.0,,-0.3,,-30.0,-72.0,,,,,162.8,,,172.0,,-52.9,,-70.9,-19.0,,-67.9,-5.8,-86.0,,84.0,,,,36.8,,,,-84.0,9.0,,True,,False,False,,,,,False,,,False,,False,,False,True,,False,True,False,,False,,,,False,,,,False,True
48429,13,18.0,,17.9,,15.0,0.0,,,,,27.1,,,27.0,,21.8,,7.8,,,4.3,14.9,0.0,21.0,,,,,,,,,12.0,14.4,5.0,,4.9,,2.0,-13.0,,,,,14.1,,,14.0,,8.8,,-5.2,,,-8.7,1.9,-13.0,8.0,,,,,,,,,-1.0,1.4,,True,,True,False,,,,,False,,,False,,False,,False,,,False,True,False,False,,,,,,,,,True,True
48431,10,4.0,,3.2,,2.0,0.0,,,,,3.4,,,0.0,,44.9,,4.1,,,,2.2,,8.0,,,,,,,,,1.0,11.3,-6.0,,-6.8,,-8.0,-10.0,,,,,-6.6,,,-10.0,,34.9,,-5.9,,,,-7.8,,-2.0,,,,,,,,,-9.0,1.3,,False,,False,False,,,,,False,,,False,,False,,True,,,,False,,True,,,,,,,,,False,True
48433,2,2.0,,2.4,,0.0,0.0,,,,,5.8,,,0.0,,9.2,,1.3,,,,0.5,,,,,,,,,,,0.0,,0.0,,0.4,,-2.0,-2.0,,,,,3.8,,,-2.0,,7.2,,-0.7,,,,-1.5,,,,,,,,,,,-2.0,,,False,,False,False,,,,,False,,,False,,False,,False,,,,False,,,,,,,,,,,False,
48435,18,26.0,,24.2,,9.0,0.0,,,,,28.7,,,2.0,,38.1,,12.5,,,,16.5,0.0,26.0,,,,,,,,,0.0,26.6,8.0,,6.2,,-9.0,-18.0,,,,,10.7,,,-16.0,,20.1,,-5.5,,,,-1.5,-18.0,8.0,,,,,,,,,-18.0,8.6,,True,,False,False,,,,,False,,,False,,False,,True,,,,True,False,False,,,,,,,,,False,False
48437,48,32.0,,29.0,,25.0,0.0,,,,,27.9,,,41.0,,40.1,,7.7,,,13.2,25.3,10.5,30.0,,,,,,,,,12.0,,-16.0,,-19.0,,-23.0,-48.0,,,,,-20.1,,,-7.0,,-7.9,,-40.3,,,-34.8,-22.7,-37.5,-18.0,,,,,,,,,-36.0,,,False,,False,False,,,,,False,,,True,,True,,False,,,False,False,False,False,,,,,,,,,False,
48439,10030,8754.0,,8593.3,6346.8,8674.0,9545.0,,,,,10411.8,,,6559.0,,7460.9,,4163.4,8529.0,,9452.9,9957.2,12931.2,12481.0,10223.0,,,,5975.4,9606.0,,,8353.0,,-1276.0,,-1436.7,-3683.2,-1356.0,-485.0,,,,,381.8,,,-3471.0,,-2569.1,,-5866.6,-1501.0,,-577.1,-72.8,2901.2,2451.0,193.0,,,,-4054.6,-424.0,,,-1677.0,,,False,False,False,True,,,,,True,,,False,,False,,False,False,,True,True,False,False,True,,,,False,True,,,False,
48441,686,302.0,,304.7,,327.0,396.0,,,,,318.9,,,446.0,,238.6,,220.8,579.0,,462.2,454.6,248.7,442.0,325.0,,,,204.9,482.0,,,135.0,202.3,-384.0,,-381.3,,-359.0,-290.0,,,,,-367.1,,,-240.0,,-447.4,,-465.2,-107.0,,-223.8,-231.4,-437.3,-244.0,-361.0,,,,-481.1,-204.0,,,-551.0,-483.7,,True,,True,True,,,,,True,,,True,,False,,False,True,,True,True,False,True,True,,,,False,True,,,False,False
48443,4,0.0,,0.2,,0.0,0.0,,,,,0.2,,,0.0,,57.2,,1.1,,,,0.2,,1.0,,,,,,,,,3.0,,-4.0,,-3.8,,-4.0,-4.0,,,,,-3.8,,,-4.0,,53.2,,-2.9,,,,-3.8,,-3.0,,,,,,,,,-1.0,,,True,,False,False,,,,,True,,,False,,False,,True,,,,True,,True,,,,,,,,,True,
48445,205,126.0,,126.0,,125.0,198.0,,,,,24.2,,,170.0,,400.0,,8.7,,,70.1,106.7,76.8,197.0,192.0,,,,,,,,114.0,128.3,-79.0,,-79.0,,-80.0,-7.0,,,,,-180.8,,,-35.0,,195.0,,-196.3,,,-134.9,-98.3,-128.2,-8.0,-13.0,,,,,,,,-91.0,-76.7,,True,,False,True,,,,,False,,,True,,False,,False,,,False,False,False,True,True,,,,,,,,False,True
48447,3,2.0,,1.9,,2.0,0.0,,,,,1.0,,,2.0,,17.6,,2.1,,,,1.0,,,,,,,,,,,3.0,11.5,-1.0,,-1.1,,-1.0,-3.0,,,,,-2.0,,,-1.0,,14.6,,-0.9,,,,-2.0,,,,,,,,,,,0.0,8.5,,False,,False,False,,,,,False,,,False,,False,,True,,,,False,,,,,,,,,,,True,False
