,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,Geneva-DetGrowth,Google_Harvard-CPF,IBF-TimeSeries,IQVIA_ACOE-STAN,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_CSSE-DECOM,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,OliverWyman-Navigator,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-Geneva-DetGrowth,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IQVIA_ACOE-STAN,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_CSSE-DECOM,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-OliverWyman-Navigator,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-Geneva-DetGrowth,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IQVIA_ACOE-STAN,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_CSSE-DECOM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-OliverWyman-Navigator,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
48265,21,24.0,,40.0,,24.0,22.0,,,,,,46.5,,,42.0,,30.9,,37.1,21.0,,7.6,20.3,47.3,39.0,31.0,,,,,,,,13.0,22.1,3.0,,19.0,,3.0,1.0,,,,,,25.5,,,21.0,,9.9,,16.1,0.0,,-13.4,-0.7,26.3,18.0,10.0,,,,,,,,-8.0,1.1,,False,,False,True,,,,,,False,,,False,,False,,False,True,,False,True,False,False,False,,,,,,,,False,True
48267,7,3.0,,2.7,,1.0,0.0,,,,,,13.1,,,1.0,,4.8,,0.5,,,0.2,0.6,,2.0,,,,,,,,,0.0,23.4,-4.0,,-4.3,,-6.0,-7.0,,,,,,6.1,,,-6.0,,-2.2,,-6.5,,,-6.8,-6.4,,-5.0,,,,,,,,,-7.0,16.4,,False,,False,False,,,,,,False,,,False,,True,,False,,,False,False,,False,,,,,,,,,False,False
48269,0,0.0,,0.0,,0.0,0.0,,,,,,0.2,,,0.0,,4.3,,1.0,,,,0.1,,1.0,,,,,,,,,0.0,,0.0,,0.0,,0.0,0.0,,,,,,0.2,,,0.0,,4.3,,1.0,,,,0.1,,1.0,,,,,,,,,0.0,,,False,,True,True,,,,,,False,,,True,,False,,False,,,,False,,False,,,,,,,,,True,
48271,6,11.0,,9.6,,2.0,,,,,,,3.3,,,1.0,,22.7,,2.4,,,1.0,2.3,,7.0,,,,,,,,,12.0,6.3,5.0,,3.6,,-4.0,,,,,,,-2.7,,,-5.0,,16.7,,-3.6,,,-5.0,-3.7,,1.0,,,,,,,,,6.0,0.3,,True,,True,,,,,,,True,,,False,,False,,True,,,False,True,,True,,,,,,,,,False,True
48273,18,17.0,,7.2,,11.0,0.0,,,,,,48.7,,,11.0,,12.0,,6.8,7.0,,13.8,17.6,0.0,0.0,9.0,,,,15.4,,,,0.0,33.9,-1.0,,-10.8,,-7.0,-18.0,,,,,,30.7,,,-7.0,,-6.0,,-11.2,-11.0,,-4.2,-0.4,-18.0,-18.0,-9.0,,,,-2.6,,,,-18.0,15.9,,False,,False,False,,,,,,False,,,False,,False,,False,False,,False,True,False,False,False,,,,False,,,,False,False
48275,1,3.0,,1.9,,1.0,0.0,,,,,,6.6,,,3.0,,3.8,,1.5,,,0.1,1.0,0.0,3.0,,,,,,,,,0.0,12.8,2.0,,0.9,,0.0,-1.0,,,,,,5.6,,,2.0,,2.8,,0.5,,,-0.9,0.0,-1.0,2.0,,,,,,,,,-1.0,11.8,,True,,True,True,,,,,,False,,,False,,False,,True,,,True,True,True,False,,,,,,,,,True,False
48277,145,136.0,,134.6,,110.0,156.0,,,,,,170.2,,,106.0,,138.6,,72.2,131.0,,72.8,109.3,0.5,227.0,330.0,,,,111.2,,,,95.0,97.3,-9.0,,-10.4,,-35.0,11.0,,,,,,25.2,,,-39.0,,-6.4,,-72.8,-14.0,,-72.2,-35.7,-144.5,82.0,185.0,,,,-33.8,,,,-50.0,-47.7,,False,,False,False,,,,,,False,,,False,,True,,False,False,,False,False,False,False,False,,,,False,,,,False,False
48279,67,55.0,,50.0,,42.0,24.0,,,,,,58.0,,,38.0,,97.4,,10.6,,,32.0,41.9,35.0,86.0,8.0,,,,,,,,38.0,13.2,-12.0,,-17.0,,-25.0,-43.0,,,,,,-9.0,,,-29.0,,30.4,,-56.4,,,-35.0,-25.1,-32.0,19.0,-59.0,,,,,,,,-29.0,-53.8,,False,,False,False,,,,,,True,,,False,,False,,False,,,False,False,False,False,False,,,,,,,,False,False
48281,11,7.0,,9.0,,8.0,8.0,,,,,,5.9,,,28.0,,14.7,,10.6,,,2.7,7.7,12.7,11.0,78.0,,,,,,,,10.0,8.4,-4.0,,-2.0,,-3.0,-3.0,,,,,,-5.1,,,17.0,,3.7,,-0.4,,,-8.3,-3.3,1.7,0.0,67.0,,,,,,,,-1.0,-2.6,,True,,True,True,,,,,,False,,,False,,True,,True,,,False,True,True,True,False,,,,,,,,True,True
48283,15,17.0,,18.1,,5.0,7.0,,,,,,2.6,,,5.0,,29.6,,0.2,,,0.0,4.2,0.0,,4.0,,,,,,,,27.0,6.0,2.0,,3.1,,-10.0,-8.0,,,,,,-12.4,,,-10.0,,14.6,,-14.8,,,-15.0,-10.8,-15.0,,-11.0,,,,,,,,12.0,-9.0,,False,,False,False,,,,,,False,,,False,,False,,False,,,False,False,False,,False,,,,,,,,False,False
48285,54,39.0,,37.3,,22.0,17.0,,,,,,44.6,,,17.0,,37.3,,9.7,,,11.2,26.4,0.3,46.0,52.0,,,,36.7,,,,15.0,56.2,-15.0,,-16.7,,-32.0,-37.0,,,,,,-9.4,,,-37.0,,-16.7,,-44.3,,,-42.8,-27.6,-53.7,-8.0,-2.0,,,,-17.3,,,,-39.0,2.2,,False,,False,False,,,,,,True,,,False,,False,,False,,,False,False,False,True,True,,,,False,,,,False,True
48287,6,4.0,,3.8,,1.0,0.0,,,,,,11.1,,,17.0,,10.5,,8.0,,,0.4,1.1,0.0,3.0,17.0,,,,,,,,0.0,4.4,-2.0,,-2.2,,-5.0,-6.0,,,,,,5.1,,,11.0,,4.5,,2.0,,,-5.6,-4.9,-6.0,-3.0,11.0,,,,,,,,-6.0,-1.6,,False,,False,False,,,,,,False,,,False,,False,,True,,,False,False,False,False,False,,,,,,,,False,True
48289,36,17.0,,16.1,,17.0,27.0,,,,,,58.7,,,22.0,,26.6,,9.9,,,15.1,23.4,0.0,37.0,10.0,,,,,,,,0.0,23.1,-19.0,,-19.9,,-19.0,-9.0,,,,,,22.7,,,-14.0,,-9.4,,-26.1,,,-20.9,-12.6,-36.0,1.0,-26.0,,,,,,,,-36.0,-12.9,,False,,False,True,,,,,,False,,,True,,True,,False,,,False,True,False,True,False,,,,,,,,False,True
48291,35,20.0,,27.8,,21.0,14.0,,,,,,45.9,,,106.0,,35.8,,17.9,21.0,,10.5,30.8,0.1,8.0,7.0,,,,21.6,,,,0.0,31.2,-15.0,,-7.2,,-14.0,-21.0,,,,,,10.9,,,71.0,,0.8,,-17.1,-14.0,,-24.5,-4.2,-34.9,-27.0,-28.0,,,,-13.4,,,,-35.0,-3.8,,True,,True,False,,,,,,True,,,False,,True,,False,True,,False,True,False,False,False,,,,True,,,,False,True
48293,13,12.0,,12.2,,12.0,21.0,,,,,,38.0,,,43.0,,28.3,,8.9,,,4.8,20.0,0.0,28.0,14.0,,,,,,,,2.0,,-1.0,,-0.8,,-1.0,8.0,,,,,,25.0,,,30.0,,15.3,,-4.1,,,-8.2,7.0,-13.0,15.0,1.0,,,,,,,,-11.0,,,True,,False,False,,,,,,False,,,False,,False,,False,,,False,False,False,False,False,,,,,,,,False,
48295,6,5.0,,6.3,,5.0,0.0,,,,,,6.4,,,6.0,,13.6,,0.9,,,0.9,4.2,,7.0,,,,,,,,,4.0,20.6,-1.0,,0.3,,-1.0,-6.0,,,,,,0.4,,,0.0,,7.6,,-5.1,,,-5.1,-1.8,,1.0,,,,,,,,,-2.0,14.6,,True,,False,False,,,,,,True,,,True,,False,,False,,,False,False,,False,,,,,,,,,False,False
48297,11,7.0,,7.0,,2.0,0.0,,,,,,1.7,,,5.0,,11.0,,2.2,,,0.0,1.5,0.0,4.0,13.0,,,,,,,,12.0,5.6,-4.0,,-4.0,,-9.0,-11.0,,,,,,-9.3,,,-6.0,,-0.0,,-8.8,,,-11.0,-9.5,-11.0,-7.0,2.0,,,,,,,,1.0,-5.4,,True,,False,False,,,,,,False,,,False,,True,,False,,,False,False,False,False,True,,,,,,,,True,False
48299,17,7.0,,7.9,,8.0,8.0,,,,,,26.0,,,18.0,,17.0,,7.2,,,7.1,12.9,14.3,12.0,13.0,,,,,,,,1.0,12.9,-10.0,,-9.1,,-9.0,-9.0,,,,,,9.0,,,1.0,,-0.0,,-9.8,,,-9.9,-4.1,-2.7,-5.0,-4.0,,,,,,,,-16.0,-4.1,,True,,True,True,,,,,,True,,,True,,True,,True,,,True,True,True,True,True,,,,,,,,False,True
48301,0,0.0,,0.0,,0.0,0.0,,,,,,0.2,,,0.0,,8.0,,0.0,,,,0.0,,0.0,,,,,,,,,,,0.0,,0.0,,0.0,0.0,,,,,,0.2,,,0.0,,8.0,,0.0,,,,0.0,,0.0,,,,,,,,,,,,True,,True,True,,,,,,False,,,True,,False,,True,,,,True,,True,,,,,,,,,,
48303,2256,1737.0,,1708.5,1784.4,1731.0,1713.0,,,,,,2284.1,,,2004.0,,1870.6,,593.1,1570.0,,1573.1,1724.1,1419.9,1800.0,1320.0,,,,1357.8,2110.0,,,1171.0,,-519.0,,-547.5,-471.6,-525.0,-543.0,,,,,,28.1,,,-252.0,,-385.4,,-1662.9,-686.0,,-682.9,-531.9,-836.1,-456.0,-936.0,,,,-898.2,-146.0,,,-1085.0,,,False,True,False,False,,,,,,True,,,True,,True,,False,False,,False,False,False,True,False,,,,False,True,,,False,
48305,35,19.0,,17.9,,15.0,0.0,,,,,,5.0,,,4.0,,71.0,,3.2,,,7.8,15.0,12.9,34.0,,,,,,,,,31.0,9.2,-16.0,,-17.1,,-20.0,-35.0,,,,,,-30.0,,,-31.0,,36.0,,-31.8,,,-27.2,-20.0,-22.1,-1.0,,,,,,,,,-4.0,-25.8,,False,,False,False,,,,,,False,,,False,,False,,False,,,False,False,False,True,,,,,,,,,True,False
48307,18,15.0,,16.8,,8.0,3.0,,,,,,23.9,,,8.0,,15.9,,7.2,,,6.3,11.0,0.0,14.0,,,,,,,,,9.0,,-3.0,,-1.2,,-10.0,-15.0,,,,,,5.9,,,-10.0,,-2.1,,-10.8,,,-11.7,-7.0,-18.0,-4.0,,,,,,,,,-9.0,,,True,,False,False,,,,,,False,,,False,,True,,False,,,False,False,False,False,,,,,,,,,False,
48309,491,482.0,,477.9,478.6,454.0,493.0,,,,,,635.7,,,471.0,,437.9,,172.3,451.0,,414.8,469.1,8.3,476.0,264.0,,,,432.9,385.0,,,263.0,463.0,-9.0,,-13.1,-12.4,-37.0,2.0,,,,,,144.7,,,-20.0,,-53.1,,-318.7,-40.0,,-76.2,-21.9,-482.7,-15.0,-227.0,,,,-58.1,-106.0,,,-228.0,-28.0,,False,False,False,True,,,,,,False,,,False,,False,,False,False,,False,False,False,False,False,,,,False,False,,,False,False
48311,1,0.0,,0.0,,0.0,0.0,,,,,,0.2,,,0.0,,10.7,,0.1,,,,0.0,,0.0,,,,,,,,,0.0,,-1.0,,-1.0,,-1.0,-1.0,,,,,,-0.8,,,-1.0,,9.7,,-0.9,,,,-1.0,,-1.0,,,,,,,,,-1.0,,,False,,False,False,,,,,,True,,,False,,False,,True,,,,True,,False,,,,,,,,,False,
48313,18,11.0,,10.6,,9.0,0.0,,,,,,39.4,,,28.0,,9.2,,6.8,,,7.1,13.6,0.1,9.0,0.0,,,,,,,,0.0,21.1,-7.0,,-7.4,,-9.0,-18.0,,,,,,21.4,,,10.0,,-8.8,,-11.2,,,-10.9,-4.4,-17.9,-9.0,-18.0,,,,,,,,-18.0,3.1,,False,,False,False,,,,,,False,,,False,,False,,False,,,False,True,False,False,False,,,,,,,,False,True
48315,2,7.0,,6.9,,4.0,0.0,,,,,,3.4,,,16.0,,10.0,,2.9,,,1.6,4.4,0.0,6.0,26.0,,,,,,,,9.0,7.0,5.0,,4.9,,2.0,-2.0,,,,,,1.4,,,14.0,,8.0,,0.9,,,-0.4,2.4,-2.0,4.0,24.0,,,,,,,,7.0,5.0,,True,,True,True,,,,,,True,,,False,,False,,True,,,True,True,True,True,False,,,,,,,,False,False
48317,4,4.0,,4.3,,2.0,0.0,,,,,,8.0,,,2.0,,10.7,,1.6,,,1.5,1.6,,5.0,,,,,,,,,0.0,,0.0,,0.3,,-2.0,-4.0,,,,,,4.0,,,-2.0,,6.7,,-2.4,,,-2.5,-2.4,,1.0,,,,,,,,,-4.0,,,False,,False,False,,,,,,False,,,False,,False,,False,,,False,False,,False,,,,,,,,,False,
48319,3,0.0,,0.0,,0.0,0.0,,,,,,0.3,,,1.0,,3.1,,0.2,,,1.0,0.1,,1.0,,,,,,,,,0.0,,-3.0,,-3.0,,-3.0,-3.0,,,,,,-2.7,,,-2.0,,0.1,,-2.8,,,-2.0,-2.9,,-2.0,,,,,,,,,-3.0,,,True,,False,False,,,,,,True,,,True,,True,,True,,,True,True,,True,,,,,,,,,False,
48321,27,11.0,,12.0,,9.0,8.0,,,,,,12.8,,,19.0,,17.8,,9.0,13.5,,3.7,8.3,0.0,8.0,15.0,,,,10.4,,,,5.0,14.7,-16.0,,-15.0,,-18.0,-19.0,,,,,,-14.2,,,-8.0,,-9.2,,-18.0,-13.5,,-23.3,-18.7,-27.0,-19.0,-12.0,,,,-16.6,,,,-22.0,-12.3,,True,,False,False,,,,,,True,,,True,,True,,False,True,,False,False,False,False,True,,,,False,,,,False,True
48323,110,344.0,,341.4,,131.0,,,,,,,337.4,,,131.0,,231.4,,9.3,118.5,,48.4,121.1,0.9,201.0,394.0,,,,318.0,,,,300.0,38.6,234.0,,231.4,,21.0,,,,,,,227.4,,,21.0,,121.4,,-100.7,8.5,,-61.6,11.1,-109.1,91.0,284.0,,,,208.0,,,,190.0,-71.4,,True,,True,,,,,,,True,,,True,,True,,True,True,,True,True,True,True,False,,,,True,,,,True,True
48325,20,24.0,,24.7,,19.0,0.0,,,,,,47.5,,,45.0,,33.9,,12.1,14.0,,8.0,15.4,0.3,15.0,96.0,,,,22.4,,,,0.0,14.6,4.0,,4.7,,-1.0,-20.0,,,,,,27.5,,,25.0,,13.9,,-7.9,-6.0,,-12.0,-4.6,-19.7,-5.0,76.0,,,,2.4,,,,-20.0,-5.4,,False,,True,False,,,,,,False,,,False,,False,,False,False,,False,False,False,False,False,,,,True,,,,False,False
48327,16,23.0,,23.4,,11.0,6.0,,,,,,46.4,,,1.0,,17.8,,1.0,,,,10.7,,14.0,,,,,,,,,1.0,5.9,7.0,,7.4,,-5.0,-10.0,,,,,,30.4,,,-15.0,,1.8,,-15.0,,,,-5.3,,-2.0,,,,,,,,,-15.0,-10.1,,False,,True,False,,,,,,False,,,False,,True,,False,,,,True,,True,,,,,,,,,False,False
48329,561,535.0,,536.6,,452.0,745.0,,,,,,350.6,,,814.0,,468.3,,120.1,346.5,,379.8,429.9,290.5,563.0,587.0,,,,451.8,388.0,,,814.0,303.3,-26.0,,-24.4,,-109.0,184.0,,,,,,-210.4,,,253.0,,-92.7,,-440.9,-214.5,,-181.2,-131.1,-270.5,2.0,26.0,,,,-109.2,-173.0,,,253.0,-257.7,,True,,False,False,,,,,,False,,,False,,False,,False,False,,False,False,False,True,False,,,,False,False,,,False,False
48331,5,8.0,,10.1,,7.0,7.0,,,,,,14.4,,,31.0,,19.2,,10.0,,,1.4,6.9,0.0,13.0,9.0,,,,,,,,11.0,8.5,3.0,,5.1,,2.0,2.0,,,,,,9.4,,,26.0,,14.2,,5.0,,,-3.6,1.9,-5.0,8.0,4.0,,,,,,,,6.0,3.5,,False,,True,True,,,,,,False,,,False,,False,,False,,,False,True,False,False,False,,,,,,,,False,False
48333,6,3.0,,3.0,,3.0,0.0,,,,,,1.8,,,3.0,,4.3,,2.6,,,3.0,5.6,,4.0,,,,,,,,,1.0,5.2,-3.0,,-3.0,,-3.0,-6.0,,,,,,-4.2,,,-3.0,,-1.7,,-3.4,,,-3.0,-0.4,,-2.0,,,,,,,,,-5.0,-0.8,,True,,False,False,,,,,,False,,,False,,True,,False,,,False,True,,True,,,,,,,,,False,True
48335,23,44.0,,43.8,,23.0,9.0,,,,,,68.9,,,6.0,,63.6,,10.1,,,28.4,23.3,11.2,56.0,,,,,,,,,7.0,8.5,21.0,,20.8,,0.0,-14.0,,,,,,45.9,,,-17.0,,40.6,,-12.9,,,5.4,0.3,-11.8,33.0,,,,,,,,,-16.0,-14.5,,True,,True,True,,,,,,False,,,True,,False,,True,,,True,True,True,False,,,,,,,,,True,True
48337,29,32.0,,32.2,,27.0,27.0,,,,,,74.2,,,43.0,,53.9,,7.6,,,24.5,23.5,16.1,54.0,11.0,,,,,,,,19.0,,3.0,,3.2,,-2.0,-2.0,,,,,,45.2,,,14.0,,24.9,,-21.4,,,-4.5,-5.5,-12.9,25.0,-18.0,,,,,,,,-10.0,,,False,,True,True,,,,,,False,,,False,,False,,False,,,False,False,False,False,False,,,,,,,,False,
48339,600,731.0,,721.5,236.2,600.0,733.0,,,,,,595.7,,,656.0,,595.9,,570.9,589.0,,578.2,704.2,138.0,798.0,1032.0,,,,603.0,434.0,,,822.0,769.9,131.0,,121.5,-363.8,0.0,133.0,,,,,,-4.3,,,56.0,,-4.1,,-29.1,-11.0,,-21.8,104.2,-462.0,198.0,432.0,,,,3.0,-166.0,,,222.0,169.9,,True,False,True,False,,,,,,True,,,True,,True,,True,True,,True,True,False,False,False,,,,True,False,,,False,False
48341,38,49.0,,46.0,,42.0,43.0,,,,,,44.2,,,114.0,,50.6,,21.6,,,20.1,41.5,4.6,52.0,160.0,,,,41.4,,,,0.0,30.5,11.0,,8.0,,4.0,5.0,,,,,,6.2,,,76.0,,12.6,,-16.4,,,-17.9,3.5,-33.4,14.0,122.0,,,,3.4,,,,-38.0,-7.5,,True,,True,True,,,,,,True,,,False,,False,,False,,,False,True,False,False,False,,,,True,,,,False,True
48343,17,16.0,,16.8,,9.0,7.0,,,,,,19.4,,,16.0,,20.4,,4.4,,,3.4,9.2,0.0,12.0,31.0,,,,,,,,17.0,11.8,-1.0,,-0.2,,-8.0,-10.0,,,,,,2.4,,,-1.0,,3.4,,-12.6,,,-13.6,-7.8,-17.0,-5.0,14.0,,,,,,,,0.0,-5.2,,True,,False,False,,,,,,False,,,False,,False,,False,,,False,False,False,False,False,,,,,,,,True,False
48345,0,5.0,,5.2,,1.0,0.0,,,,,,2.8,,,1.0,,8.6,,0.1,,,0.1,1.2,,,,,,,,,,,10.0,4.9,5.0,,5.2,,1.0,0.0,,,,,,2.8,,,1.0,,8.6,,0.1,,,0.1,1.2,,,,,,,,,,,10.0,4.9,,False,,True,True,,,,,,True,,,True,,False,,True,,,True,True,,,,,,,,,,,False,True
48347,39,47.0,,47.0,,41.0,39.0,,,,,,30.6,,,104.0,,59.5,,48.8,48.0,,11.9,35.9,0.1,50.0,41.0,,,,43.0,,,,63.0,51.0,8.0,,8.0,,2.0,0.0,,,,,,-8.4,,,65.0,,20.5,,9.8,9.0,,-27.1,-3.1,-38.9,11.0,2.0,,,,4.0,,,,24.0,12.0,,False,,True,True,,,,,,False,,,False,,False,,False,False,,False,True,False,False,True,,,,True,,,,False,False
48349,55,39.0,,41.1,,32.0,26.0,,,,,,58.0,,,105.0,,35.5,,23.4,53.5,,22.9,29.9,0.7,35.0,137.0,,,,34.6,,,,20.0,46.5,-16.0,,-13.9,,-23.0,-29.0,,,,,,3.0,,,50.0,,-19.5,,-31.6,-1.5,,-32.1,-25.1,-54.3,-20.0,82.0,,,,-20.4,,,,-35.0,-8.5,,True,,False,False,,,,,,True,,,False,,False,,False,True,,False,False,False,False,False,,,,False,,,,False,True
48351,1,1.0,,1.5,,1.0,0.0,,,,,,0.8,,,18.0,,4.2,,3.5,,,7.0,0.4,1.1,,2.0,,,,,,,,1.0,5.1,0.0,,0.5,,0.0,-1.0,,,,,,-0.2,,,17.0,,3.2,,2.5,,,6.0,-0.6,0.1,,1.0,,,,,,,,0.0,4.1,,False,,True,False,,,,,,False,,,False,,False,,False,,,False,False,False,,False,,,,,,,,True,False
48353,36,44.0,,49.2,,41.0,58.0,,,,,,78.1,,,32.0,,59.5,,17.6,,,27.3,32.3,32.3,69.0,31.0,,,,,,,,10.0,32.2,8.0,,13.2,,5.0,22.0,,,,,,42.1,,,-4.0,,23.5,,-18.4,,,-8.7,-3.7,-3.7,33.0,-5.0,,,,,,,,-26.0,-3.8,,False,,True,False,,,,,,False,,,True,,False,,False,,,False,True,True,False,True,,,,,,,,False,True
48355,176,184.0,,187.4,87.2,168.0,230.0,,,,,,242.7,,,248.0,,160.8,,126.4,183.5,,130.1,179.8,0.6,199.0,252.0,,,,175.9,131.0,,,231.0,233.7,8.0,,11.4,-88.8,-8.0,54.0,,,,,,66.7,,,72.0,,-15.2,,-49.6,7.5,,-45.9,3.8,-175.4,23.0,76.0,,,,-0.1,-45.0,,,55.0,57.7,,False,False,False,False,,,,,,False,,,False,,False,,False,True,,False,True,False,False,False,,,,True,False,,,False,False
48357,36,46.0,,45.9,,42.0,20.0,,,,,,45.1,,,42.0,,100.2,,6.0,,,22.5,36.6,37.7,75.0,,,,,,,,,40.0,48.0,10.0,,9.9,,6.0,-16.0,,,,,,9.1,,,6.0,,64.2,,-30.0,,,-13.5,0.6,1.7,39.0,,,,,,,,,4.0,12.0,,True,,True,False,,,,,,True,,,True,,False,,False,,,False,True,True,False,,,,,,,,,True,False
48359,0,2.0,,1.9,,1.0,0.0,,,,,,0.4,,,1.0,,12.3,,0.2,,,0.2,0.8,,3.0,,,,,,,,,2.0,3.5,2.0,,1.9,,1.0,0.0,,,,,,0.4,,,1.0,,12.3,,0.2,,,0.2,0.8,,3.0,,,,,,,,,2.0,3.5,,True,,True,True,,,,,,True,,,True,,False,,True,,,True,True,,False,,,,,,,,,False,False
48361,107,89.0,,104.5,,77.0,100.0,,,,,,141.9,,,97.0,,75.8,,44.0,51.0,,32.4,42.6,3.9,95.0,124.0,,,,78.7,,,,69.0,43.9,-18.0,,-2.5,,-30.0,-7.0,,,,,,34.9,,,-10.0,,-31.2,,-63.0,-56.0,,-74.6,-64.4,-103.1,-12.0,17.0,,,,-28.3,,,,-38.0,-63.1,,True,,False,True,,,,,,False,,,True,,False,,False,False,,False,False,False,True,True,,,,False,,,,False,False
48363,45,38.0,,37.0,,37.0,45.0,,,,,,73.5,,,41.0,,52.1,,15.9,,,16.8,25.0,0.3,51.0,17.0,,,,,,,,17.0,36.0,-7.0,,-8.0,,-8.0,0.0,,,,,,28.5,,,-4.0,,7.1,,-29.1,,,-28.2,-20.0,-44.7,6.0,-28.0,,,,,,,,-28.0,-9.0,,False,,False,True,,,,,,False,,,True,,False,,False,,,False,False,False,True,False,,,,,,,,False,False
48365,20,19.0,,19.8,,19.0,20.0,,,,,,30.7,,,42.0,,27.6,,14.2,,,6.0,17.2,8.8,27.0,9.0,,,,,,,,7.0,17.8,-1.0,,-0.2,,-1.0,0.0,,,,,,10.7,,,22.0,,7.6,,-5.8,,,-14.0,-2.8,-11.2,7.0,-11.0,,,,,,,,-13.0,-2.2,,True,,False,True,,,,,,False,,,False,,False,,False,,,False,False,False,False,False,,,,,,,,False,False
48367,128,144.0,,152.2,,134.0,194.0,,,,,,255.0,,,171.0,,105.0,,124.8,99.0,,99.3,116.8,84.5,176.0,317.0,,,,134.0,158.0,,,84.0,102.8,16.0,,24.2,,6.0,66.0,,,,,,127.0,,,43.0,,-23.0,,-3.2,-29.0,,-28.7,-11.2,-43.5,48.0,189.0,,,,6.0,30.0,,,-44.0,-25.2,,False,,True,False,,,,,,False,,,False,,False,,True,False,,False,True,False,False,False,,,,True,False,,,False,False
48369,14,41.0,,43.2,,30.0,1.0,,,,,,55.6,,,30.0,,36.7,,12.5,,,19.1,31.7,4.7,62.0,1.0,,,,,,,,0.0,13.3,27.0,,29.2,,16.0,-13.0,,,,,,41.6,,,16.0,,22.7,,-1.5,,,5.1,17.7,-9.3,48.0,-13.0,,,,,,,,-14.0,-0.7,,False,,True,True,,,,,,False,,,True,,True,,True,,,True,True,True,False,True,,,,,,,,True,True
48371,45,50.0,,51.9,,23.0,0.0,,,,,,122.4,,,43.0,,19.2,,11.2,,,43.5,23.4,0.0,50.0,41.0,,,,,,,,0.0,19.0,5.0,,6.9,,-22.0,-45.0,,,,,,77.4,,,-2.0,,-25.8,,-33.8,,,-1.5,-21.6,-45.0,5.0,-4.0,,,,,,,,-45.0,-26.0,,False,,False,False,,,,,,False,,,True,,False,,False,,,True,False,False,False,True,,,,,,,,False,False
48373,6,10.0,,10.8,,7.0,7.0,,,,,,4.0,,,78.0,,24.1,,18.8,21.5,,0.4,6.0,0.0,14.0,29.0,,,,,,,,15.0,53.4,4.0,,4.8,,1.0,1.0,,,,,,-2.0,,,72.0,,18.1,,12.8,15.5,,-5.6,0.0,-6.0,8.0,23.0,,,,,,,,9.0,47.4,,False,,True,True,,,,,,True,,,False,,False,,False,False,,False,True,False,False,False,,,,,,,,False,False
48375,555,552.0,,615.1,,474.0,534.0,,,,,,377.4,,,905.0,,483.3,,201.6,428.0,,348.4,458.7,27.5,602.0,648.0,,,,465.0,,,,686.0,539.5,-3.0,,60.1,,-81.0,-21.0,,,,,,-177.6,,,350.0,,-71.7,,-353.4,-127.0,,-206.6,-96.3,-527.5,47.0,93.0,,,,-90.0,,,,131.0,-15.5,,False,,False,False,,,,,,False,,,False,,False,,False,False,,False,False,False,False,False,,,,False,,,,False,False
