,actual_cases,COVIDhub-baseline,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,Google_Harvard-CPF,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,OliverWyman-Navigator,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,Yu_Group-CLEP,error-COVIDhub-baseline,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-OliverWyman-Navigator,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,error-Yu_Group-CLEP,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-OliverWyman-Navigator,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-Yu_Group-CLEP
01111,123,135.0,143.2,,109.0,152.0,,,,,183.8,,60.0,,113.7,54.5,,57.1,103.0,0.7,100.0,,,,,,,,111.0,109.6,,12.0,20.2,,-14.0,29.0,,,,,60.8,,-63.0,,-9.3,-68.5,,-65.9,-20.0,-122.3,-23.0,,,,,,,,-12.0,-13.4,,False,,False,False,,,,,False,,False,,True,False,,False,False,False,False,,,,,,,,False,False,
01113,162,87.0,95.4,,93.0,116.0,,,,,433.3,,126.0,,84.0,56.1,,50.5,122.0,0.3,59.0,,,,66.8,,,,90.0,159.8,,-75.0,-66.6,,-69.0,-46.0,,,,,271.3,,-36.0,,-78.0,-105.9,,-111.5,-40.0,-161.7,-103.0,,,,-95.2,,,,-72.0,-2.2,,True,,True,True,,,,,False,,True,,False,False,,False,True,False,False,,,,False,,,,True,True,
01115,633,378.0,344.2,,327.0,469.0,,,,,746.3,,222.0,,352.7,157.7,,245.5,313.3,15.9,343.0,,,,301.0,,,,335.0,406.0,,-255.0,-288.8,,-306.0,-164.0,,,,,113.3,,-411.0,,-280.3,-475.3,,-387.5,-319.7,-617.1,-290.0,,,,-332.0,,,,-298.0,-227.0,,False,,False,True,,,,,True,,False,,False,False,,False,False,False,False,,,,False,,,,False,True,
01117,1079,948.0,845.8,,759.0,980.0,,,,,1689.2,,428.0,,783.2,596.6,,710.0,764.6,134.0,694.0,,,,564.7,611.0,,,777.0,939.2,,-131.0,-233.2,,-320.0,-99.0,,,,,610.2,,-651.0,,-295.8,-482.4,,-369.0,-314.4,-945.0,-385.0,,,,-514.3,-468.0,,,-302.0,-139.8,,False,,False,True,,,,,False,,False,,False,False,,False,False,False,False,,,,False,False,,,False,False,
01119,33,51.0,65.0,,34.0,0.0,,,,,158.8,,32.0,,41.4,9.4,,10.0,42.9,0.0,,,,,,,,,60.0,24.3,,18.0,32.0,,1.0,-33.0,,,,,125.8,,-1.0,,8.4,-23.6,,-23.0,9.9,-33.0,,,,,,,,,27.0,-8.7,,False,,True,False,,,,,False,,True,,True,False,,False,True,False,,,,,,,,,False,True,
01121,422,384.0,464.7,,328.0,250.0,,,,,1117.0,,222.0,,340.5,158.5,,329.3,381.7,0.5,362.0,,,,290.8,,,,407.0,383.8,,-38.0,42.7,,-94.0,-172.0,,,,,695.0,,-200.0,,-81.5,-263.5,,-92.7,-40.3,-421.5,-60.0,,,,-131.2,,,,-15.0,-38.2,,False,,False,False,,,,,False,,False,,False,False,,False,False,False,False,,,,False,,,,True,False,
01123,178,90.0,56.4,,68.0,28.0,,,,,339.4,,86.0,,69.3,56.4,,38.9,68.2,0.5,62.0,,,,69.4,,,,78.0,152.9,,-88.0,-121.6,,-110.0,-150.0,,,,,161.4,,-92.0,,-108.7,-121.6,,-139.1,-109.8,-177.5,-116.0,,,,-108.6,,,,-100.0,-25.1,,False,,False,False,,,,,False,,False,,False,False,,False,False,False,False,,,,False,,,,False,True,
01125,1304,897.0,1345.6,875.7,709.0,579.0,,,,,4052.2,,681.0,,671.4,452.3,,568.4,715.5,5.3,437.0,,,,967.6,522.0,,,285.0,3849.4,,-407.0,41.6,-428.3,-595.0,-725.0,,,,,2748.2,,-623.0,,-632.6,-851.7,,-735.6,-588.5,-1298.7,-867.0,,,,-336.4,-782.0,,,-1019.0,2545.4,,True,False,False,False,,,,,False,,False,,False,False,,False,False,False,False,,,,True,False,,,False,False,
01127,422,336.0,373.0,,270.0,435.0,,,,,748.0,,253.0,,287.8,73.4,,159.6,276.6,1.3,329.0,,,,207.6,,,,313.0,246.2,,-86.0,-49.0,,-152.0,13.0,,,,,326.0,,-169.0,,-134.2,-348.6,,-262.4,-145.4,-420.7,-93.0,,,,-214.4,,,,-109.0,-175.8,,True,,False,True,,,,,False,,False,,False,False,,False,False,False,False,,,,False,,,,False,False,
01129,170,57.0,62.0,,50.0,0.0,,,,,156.4,,78.0,,34.0,25.3,,20.1,62.4,0.1,123.0,,,,,,,,90.0,49.5,,-113.0,-108.0,,-120.0,-170.0,,,,,-13.6,,-92.0,,-136.0,-144.7,,-149.9,-107.6,-169.9,-47.0,,,,,,,,-80.0,-120.5,,True,,False,False,,,,,True,,True,,False,False,,False,True,False,True,,,,,,,,True,False,
01131,22,42.0,40.6,,30.0,0.0,,,,,134.2,,15.0,,36.5,8.1,,13.2,30.4,0.1,16.0,,,,,,,,56.0,48.9,,20.0,18.6,,8.0,-22.0,,,,,112.2,,-7.0,,14.5,-13.9,,-8.8,8.4,-21.9,-6.0,,,,,,,,34.0,26.9,,True,,True,False,,,,,False,,True,,True,True,,True,True,False,True,,,,,,,,False,False,
01133,148,159.0,172.8,,128.0,124.0,,,,,169.5,,96.0,,116.1,50.0,,137.6,141.8,1.2,231.0,,,,,,,,126.0,109.6,,11.0,24.8,,-20.0,-24.0,,,,,21.5,,-52.0,,-31.9,-98.0,,-10.4,-6.2,-146.8,83.0,,,,,,,,-22.0,-38.4,,False,,False,False,,,,,False,,False,,False,False,,True,True,False,False,,,,,,,,False,False,
02013,1,3.0,3.4,,3.0,0.0,,,,,4.3,,,,0.0,4.5,,,2.0,,,,,,,,,,6.0,6.2,,2.0,2.4,,2.0,-1.0,,,,,3.3,,,,-1.0,3.5,,,1.0,,,,,,,,,,5.0,5.2,,False,,False,True,,,,,False,,,,True,False,,,True,,,,,,,,,,False,False,
02016,3,0.0,0.0,,0.0,0.0,,,,,11.2,,,,0.0,0.5,,,1.0,,0.0,,,,,,,,0.0,3.0,14.4,-3.0,-3.0,,-3.0,-3.0,,,,,8.2,,,,-3.0,-2.5,,,-2.0,,-3.0,,,,,,,,-3.0,-0.0,11.4,False,,False,False,,,,,False,,,,True,True,,,True,,False,,,,,,,,False,True,False
02020,2896,1998.0,2072.1,,1762.0,2375.0,,,,,786.4,,,,1666.9,1125.0,,1635.4,2206.1,1075.0,3592.0,,,,1256.7,2650.0,,,855.0,1005.9,,-898.0,-823.9,,-1134.0,-521.0,,,,,-2109.6,,,,-1229.1,-1771.0,,-1260.6,-689.9,-1821.0,696.0,,,,-1639.3,-246.0,,,-2041.0,-1890.1,,True,,False,True,,,,,False,,,,False,False,,False,True,False,True,,,,False,True,,,False,False,
02050,303,150.0,138.1,,111.0,0.0,,,,,63.9,,,,212.2,24.3,,125.4,143.6,0.0,240.0,,,,,,,,230.0,109.8,,-153.0,-164.9,,-192.0,-303.0,,,,,-239.1,,,,-90.8,-278.7,,-177.6,-159.4,-303.0,-63.0,,,,,,,,-73.0,-193.2,,False,,False,False,,,,,False,,,,True,False,,False,False,False,True,,,,,,,,True,False,
02060,0,0.0,0.0,,0.0,0.0,,,,,9.7,,,,0.0,0.0,,0.2,0.1,,0.0,,,,,,,,0.0,3.0,19.5,0.0,0.0,,0.0,0.0,,,,,9.7,,,,0.0,0.0,,0.2,0.1,,0.0,,,,,,,,0.0,3.0,19.5,True,,True,True,,,,,False,,,,False,True,,False,False,,True,,,,,,,,True,False,False
02068,14,9.0,7.9,,6.0,0.0,,,,,4.9,,,,5.9,6.4,,,5.0,,11.0,,,,,,,,1.0,5.7,,-5.0,-6.1,,-8.0,-14.0,,,,,-9.1,,,,-8.1,-7.6,,,-9.0,,-3.0,,,,,,,,-13.0,-8.3,,False,,False,False,,,,,False,,,,False,False,,,False,,True,,,,,,,,False,False,
02070,27,9.0,9.3,,3.0,0.0,,,,,9.4,,,,3.4,7.1,,0.3,3.3,,6.0,,,,,,,,1.0,2.4,19.6,-18.0,-17.7,,-24.0,-27.0,,,,,-17.6,,,,-23.6,-19.9,,-26.7,-23.7,,-21.0,,,,,,,,-26.0,-24.6,-7.4,True,,False,False,,,,,True,,,,False,False,,False,False,,False,,,,,,,,False,False,True
02090,692,831.0,827.6,,765.0,1646.0,,,,,302.4,,,,889.5,229.0,,793.5,724.3,431.7,1410.0,,,,581.9,,,,549.0,709.9,,139.0,135.6,,73.0,954.0,,,,,-389.6,,,,197.5,-463.0,,101.5,32.3,-260.3,718.0,,,,-110.1,,,,-143.0,17.9,,True,,True,False,,,,,False,,,,False,False,,True,True,False,False,,,,True,,,,False,True,
02100,4,0.0,0.1,,0.0,0.0,,,,,17.3,,,,0.0,0.5,,,0.3,,0.0,,,,,,,,0.0,3.0,57.8,-4.0,-3.9,,-4.0,-4.0,,,,,13.3,,,,-4.0,-3.5,,,-3.7,,-4.0,,,,,,,,-4.0,-1.0,53.8,True,,False,False,,,,,False,,,,True,True,,,True,,False,,,,,,,,False,True,False
02105,0,0.0,0.0,,0.0,0.0,,,,,5.6,,,,0.0,1.5,,,0.1,,0.0,,,,,,,,,,5.8,0.0,0.0,,0.0,0.0,,,,,5.6,,,,0.0,1.5,,,0.1,,0.0,,,,,,,,,,5.8,True,,True,True,,,,,False,,,,False,False,,,False,,True,,,,,,,,,,False
02110,178,39.0,39.4,,42.0,24.0,,,,,188.9,,,,27.7,46.3,,31.4,73.3,109.1,39.0,,,,,,,,22.0,58.2,,-139.0,-138.6,,-136.0,-154.0,,,,,10.9,,,,-150.3,-131.7,,-146.6,-104.7,-68.9,-139.0,,,,,,,,-156.0,-119.8,,True,,True,False,,,,,True,,,,False,True,,False,True,True,False,,,,,,,,False,True,
02122,408,126.0,125.6,,103.0,40.0,,,,,206.7,,,,84.7,42.8,,84.0,165.7,81.2,225.0,,,,,,,,146.0,58.4,,-282.0,-282.4,,-305.0,-368.0,,,,,-201.3,,,,-323.3,-365.2,,-324.0,-242.3,-326.8,-183.0,,,,,,,,-262.0,-349.6,,False,,False,False,,,,,True,,,,False,False,,False,True,False,True,,,,,,,,True,False,
02130,13,12.0,13.6,,8.0,0.0,,,,,108.8,,,,12.9,5.2,,1.8,5.8,,,,,,,,,,35.0,10.1,2.3,-1.0,0.6,,-5.0,-13.0,,,,,95.8,,,,-0.1,-7.8,,-11.2,-7.2,,,,,,,,,,22.0,-2.9,-10.7,True,,False,False,,,,,False,,,,True,False,,False,False,,,,,,,,,,False,False,False
02150,35,39.0,36.4,,23.0,3.0,,,,,25.8,,,,82.9,10.8,,1.3,26.4,,,,,,,,,,72.0,13.8,,4.0,1.4,,-12.0,-32.0,,,,,-9.2,,,,47.9,-24.2,,-33.7,-8.6,,,,,,,,,,37.0,-21.2,,True,,False,False,,,,,False,,,,False,False,,False,False,,,,,,,,,,False,False,
02158,222,9.0,8.8,,9.0,0.0,,,,,16.3,,,,6.2,,,,10.3,,8.0,,,,,,,,4.0,,,-213.0,-213.2,,-213.0,-222.0,,,,,-205.7,,,,-215.8,,,,-211.7,,-214.0,,,,,,,,-218.0,,,False,,False,False,,,,,True,,,,False,,,,True,,False,,,,,,,,False,,
02164,18,0.0,0.0,,0.0,0.0,,,,,5.8,,,,0.3,1.0,,,0.0,,0.0,,,,,,,,,3.0,81.3,-18.0,-18.0,,-18.0,-18.0,,,,,-12.2,,,,-17.7,-17.0,,,-18.0,,-18.0,,,,,,,,,-15.0,63.3,False,,False,False,,,,,True,,,,True,True,,,True,,False,,,,,,,,,True,False
02170,710,204.0,203.7,,181.0,0.0,,,,,194.5,,,,167.9,184.6,,164.2,262.6,167.1,427.0,,,,,,,,192.0,78.2,,-506.0,-506.3,,-529.0,-710.0,,,,,-515.5,,,,-542.1,-525.4,,-545.8,-447.4,-542.9,-283.0,,,,,,,,-518.0,-631.8,,False,,False,False,,,,,False,,,,False,False,,False,True,False,True,,,,,,,,False,False,
02180,32,60.0,57.3,,31.0,0.0,,,,,42.7,,,,81.7,10.8,,18.8,43.8,0.0,98.0,,,,,,,,56.0,22.2,,28.0,25.3,,-1.0,-32.0,,,,,10.7,,,,49.7,-21.2,,-13.2,11.8,-32.0,66.0,,,,,,,,24.0,-9.8,,True,,True,False,,,,,True,,,,False,True,,True,True,False,False,,,,,,,,True,True,
02185,108,30.0,29.5,,24.0,0.0,,,,,22.0,,,,36.8,20.8,,8.0,42.8,0.0,24.0,,,,,,,,27.0,74.1,,-78.0,-78.5,,-84.0,-108.0,,,,,-86.0,,,,-71.2,-87.2,,-100.0,-65.2,-108.0,-84.0,,,,,,,,-81.0,-33.9,,False,,False,False,,,,,False,,,,True,False,,False,True,False,False,,,,,,,,False,True,
02188,87,84.0,83.7,,57.0,1.0,,,,,35.0,,,,80.1,11.9,,65.6,119.3,0.0,111.0,,,,,,,,19.0,52.3,,-3.0,-3.3,,-30.0,-86.0,,,,,-52.0,,,,-6.9,-75.1,,-21.4,32.3,-87.0,24.0,,,,,,,,-68.0,-34.7,,False,,False,False,,,,,False,,,,False,False,,False,False,False,False,,,,,,,,False,False,
02195,7,0.0,0.7,,0.0,0.0,,,,,75.4,,,,0.0,0.1,,0.1,0.6,,2.0,,,,,,,,8.0,,14.6,-7.0,-6.3,,-7.0,-7.0,,,,,68.4,,,,-7.0,-6.9,,-6.9,-6.4,,-5.0,,,,,,,,1.0,,7.6,True,,False,False,,,,,False,,,,True,True,,True,True,,True,,,,,,,,True,,False
02198,3,0.0,0.0,,0.0,0.0,,,,,22.2,,,,0.0,2.5,,1.1,1.0,,0.0,,,,,,,,0.0,,7.3,-3.0,-3.0,,-3.0,-3.0,,,,,19.2,,,,-3.0,-0.5,,-1.9,-2.0,,-3.0,,,,,,,,-3.0,,4.3,True,,False,False,,,,,False,,,,True,True,,True,True,,False,,,,,,,,False,,False
02220,12,0.0,1.7,,3.0,0.0,,,,,27.6,,,,0.0,7.0,,1.9,4.2,,14.0,,,,,,,,1.0,9.2,,-12.0,-10.3,,-9.0,-12.0,,,,,15.6,,,,-12.0,-5.0,,-10.1,-7.8,,2.0,,,,,,,,-11.0,-2.8,,True,,True,False,,,,,False,,,,True,True,,True,True,,True,,,,,,,,True,True,
02230,8,0.0,0.0,,0.0,0.0,,,,,5.8,,,,0.0,0.0,,,0.1,,0.0,,,,,,,,,,10.5,-8.0,-8.0,,-8.0,-8.0,,,,,-2.2,,,,-8.0,-8.0,,,-7.9,,-8.0,,,,,,,,,,2.5,False,,False,False,,,,,True,,,,True,False,,,True,,False,,,,,,,,,,True
02240,39,15.0,14.7,,7.0,0.0,,,,,41.0,,,,17.1,3.1,,0.8,5.4,,12.0,,,,,,,,17.0,6.4,,-24.0,-24.3,,-32.0,-39.0,,,,,2.0,,,,-21.9,-35.9,,-38.2,-33.6,,-27.0,,,,,,,,-22.0,-32.6,,False,,False,False,,,,,True,,,,True,False,,False,False,,False,,,,,,,,True,False,
02261,36,15.0,14.3,,13.0,0.0,,,,,17.7,,,,15.1,2.7,,6.7,26.3,,14.0,,,,,,,,20.0,8.0,,-21.0,-21.7,,-23.0,-36.0,,,,,-18.3,,,,-20.9,-33.3,,-29.3,-9.7,,-22.0,,,,,,,,-16.0,-28.0,,False,,False,False,,,,,True,,,,True,False,,False,True,,False,,,,,,,,True,False,
02275,0,0.0,0.0,,0.0,0.0,,,,,17.3,,,,0.0,0.4,,,0.6,,0.0,,,,,,,,0.0,,23.2,0.0,0.0,,0.0,0.0,,,,,17.3,,,,0.0,0.4,,,0.6,,0.0,,,,,,,,0.0,,23.2,True,,True,True,,,,,False,,,,False,False,,,False,,True,,,,,,,,True,,False
02282,7,3.0,2.5,,3.0,0.0,,,,,6.1,,,,2.2,0.0,,,0.9,,2.0,,,,,,,,2.0,4.1,42.7,-4.0,-4.5,,-4.0,-7.0,,,,,-0.9,,,,-4.8,-7.0,,,-6.1,,-5.0,,,,,,,,-5.0,-2.9,35.7,False,,False,False,,,,,True,,,,False,False,,,False,,False,,,,,,,,False,True,False
02290,29,15.0,15.1,,15.0,0.0,,,,,29.2,,,,14.0,1.5,,10.5,26.5,,12.0,,,,,,,,33.0,14.2,29.1,-14.0,-13.9,,-14.0,-29.0,,,,,0.2,,,,-15.0,-27.5,,-18.5,-2.5,,-17.0,,,,,,,,4.0,-14.8,0.1,True,,False,False,,,,,True,,,,False,False,,False,True,,False,,,,,,,,True,False,True
04001,297,402.0,392.9,,247.0,259.0,,,,,504.7,,482.0,,189.1,59.3,,132.5,290.0,1.0,398.0,,,,264.7,,,,102.0,92.0,,105.0,95.9,,-50.0,-38.0,,,,,207.7,,185.0,,-107.9,-237.7,,-164.5,-7.0,-296.0,101.0,,,,-32.3,,,,-195.0,-205.0,,True,,True,True,,,,,False,,False,,False,False,,False,True,False,True,,,,True,,,,False,False,
04003,251,108.0,103.6,,79.0,31.0,,,,,254.3,,153.0,,77.9,76.4,,50.2,160.5,0.0,180.0,,,,77.5,,,,97.0,59.8,,-143.0,-147.4,,-172.0,-220.0,,,,,3.3,,-98.0,,-173.1,-174.6,,-200.8,-90.5,-251.0,-71.0,,,,-173.5,,,,-154.0,-191.2,,False,,False,False,,,,,True,,True,,False,False,,False,True,False,True,,,,False,,,,False,False,
04005,930,546.0,565.0,,408.0,917.0,,,,,745.9,,356.0,,403.8,193.9,,460.3,601.3,0.5,497.0,,,,322.7,390.0,,,299.0,353.9,,-384.0,-365.0,,-522.0,-13.0,,,,,-184.1,,-574.0,,-526.2,-736.1,,-469.7,-328.7,-929.5,-433.0,,,,-607.3,-540.0,,,-631.0,-576.1,,True,,False,True,,,,,True,,False,,False,False,,False,True,False,False,,,,False,False,,,False,False,
04007,460,237.0,268.1,,173.0,250.0,,,,,125.3,,67.0,,225.2,48.0,,139.7,242.8,133.5,570.0,,,,121.8,,,,347.0,72.0,,-223.0,-191.9,,-287.0,-210.0,,,,,-334.7,,-393.0,,-234.8,-412.0,,-320.3,-217.2,-326.5,110.0,,,,-338.2,,,,-113.0,-388.0,,True,,False,True,,,,,False,,False,,False,False,,False,True,False,True,,,,False,,,,True,False,
04009,308,183.0,181.6,,106.0,88.0,,,,,158.4,,49.0,,156.3,42.2,,74.1,164.4,0.0,323.0,,,,,,,,121.0,255.2,,-125.0,-126.4,,-202.0,-220.0,,,,,-149.6,,-259.0,,-151.7,-265.8,,-233.9,-143.6,-308.0,15.0,,,,,,,,-187.0,-52.8,,False,,False,False,,,,,False,,False,,False,False,,False,False,False,True,,,,,,,,False,True,
04011,45,9.0,7.3,,6.0,0.0,,,,,58.8,,15.0,,8.5,4.3,,0.1,4.0,,3.0,,,,,,,,43.0,4.3,12.8,-36.0,-37.7,,-39.0,-45.0,,,,,13.8,,-30.0,,-36.5,-40.7,,-44.9,-41.0,,-42.0,,,,,,,,-2.0,-40.7,-32.2,False,,False,False,,,,,True,,True,,False,False,,False,False,,False,,,,,,,,True,False,True
04012,59,60.0,54.4,,33.0,17.0,,,,,109.7,,13.0,,59.9,13.1,,12.4,50.3,0.0,21.0,,,,,,,,143.0,60.2,1754.9,1.0,-4.6,,-26.0,-42.0,,,,,50.7,,-46.0,,0.9,-45.9,,-46.6,-8.7,-59.0,-38.0,,,,,,,,84.0,1.2,1695.9,False,,False,False,,,,,False,,False,,True,False,,False,False,False,False,,,,,,,,False,False,False
04013,12914,8637.0,8505.2,9318.7,7824.0,13079.0,,,,,0.0,,4988.0,,6901.7,3879.4,,7867.0,12035.6,501.2,13718.0,,,,6521.5,10547.0,,,9960.0,5288.5,,-4277.0,-4408.8,-3595.3,-5090.0,165.0,,,,,-12914.0,,-7926.0,,-6012.3,-9034.6,,-5047.0,-878.4,-12412.8,804.0,,,,-6392.5,-2367.0,,,-2954.0,-7625.5,,False,True,False,True,,,,,False,,False,,False,False,,False,True,False,True,,,,False,True,,,True,False,
04015,352,126.0,153.6,,122.0,170.0,,,,,294.4,,261.0,,116.1,110.0,,30.9,138.8,108.9,98.0,,,,99.0,49.0,,,112.0,106.6,4495.0,-226.0,-198.4,,-230.0,-182.0,,,,,-57.6,,-91.0,,-235.9,-242.0,,-321.1,-213.2,-243.1,-254.0,,,,-253.0,-303.0,,,-240.0,-245.4,4143.0,True,,False,True,,,,,True,,True,,False,False,,False,True,False,False,,,,False,False,,,False,False,False
04017,650,207.0,230.9,,167.0,40.0,,,,,390.3,,427.0,,160.8,65.4,,124.0,262.9,2.2,220.0,,,,137.2,,,,314.0,191.4,,-443.0,-419.1,,-483.0,-610.0,,,,,-259.7,,-223.0,,-489.2,-584.6,,-526.0,-387.1,-647.8,-430.0,,,,-512.8,,,,-336.0,-458.6,,True,,False,False,,,,,True,,True,,False,False,,False,True,False,True,,,,False,,,,True,False,
04019,2235,1524.0,2161.9,1697.2,1131.0,191.0,,,,,2019.8,,676.0,,1278.4,790.8,,1033.6,1202.6,728.0,984.0,,,,1029.4,659.0,,,1314.0,2111.9,42400.1,-711.0,-73.1,-537.8,-1104.0,-2044.0,,,,,-215.2,,-1559.0,,-956.6,-1444.2,,-1201.4,-1032.4,-1507.0,-1251.0,,,,-1205.6,-1576.0,,,-921.0,-123.1,40165.1,True,True,False,False,,,,,True,,False,,False,False,,False,False,False,False,,,,False,False,,,False,True,False
04021,1112,864.0,884.4,980.3,694.0,1529.0,,,,,457.4,,282.0,,764.6,333.4,,578.4,865.0,111.8,1287.0,,,,748.2,597.0,,,916.0,1068.8,,-248.0,-227.6,-131.7,-418.0,417.0,,,,,-654.6,,-830.0,,-347.4,-778.6,,-533.6,-247.0,-1000.2,175.0,,,,-363.8,-515.0,,,-196.0,-43.2,,True,True,False,False,,,,,False,,False,,False,False,,False,True,False,True,,,,False,False,,,True,True,
04023,141,69.0,63.3,,46.0,0.0,,,,,159.3,,39.0,,64.3,29.7,,14.3,98.2,0.3,84.0,,,,35.5,,,,0.0,52.2,56.0,-72.0,-77.7,,-95.0,-141.0,,,,,18.3,,-102.0,,-76.7,-111.3,,-126.7,-42.8,-140.7,-57.0,,,,-105.5,,,,-141.0,-88.8,-85.0,False,,False,False,,,,,True,,False,,False,False,,False,True,False,True,,,,False,,,,False,False,False
04025,329,252.0,252.6,,250.0,353.0,,,,,269.0,,220.0,,245.9,160.9,,189.9,311.0,161.5,489.0,,,,210.2,293.0,,,231.0,184.4,,-77.0,-76.4,,-79.0,24.0,,,,,-60.0,,-109.0,,-83.1,-168.1,,-139.1,-18.0,-167.5,160.0,,,,-118.8,-36.0,,,-98.0,-144.6,,True,,False,True,,,,,True,,False,,False,False,,False,True,False,False,,,,False,True,,,False,False,
04027,945,513.0,512.4,556.5,360.0,370.0,,,,,130.1,,141.0,,375.0,138.2,,219.2,602.9,1.8,709.0,,,,359.8,644.0,,,585.0,308.3,,-432.0,-432.6,-388.5,-585.0,-575.0,,,,,-814.9,,-804.0,,-570.0,-806.8,,-725.8,-342.1,-943.2,-236.0,,,,-585.2,-301.0,,,-360.0,-636.7,,False,True,False,False,,,,,False,,False,,False,False,,False,True,False,True,,,,False,True,,,True,False,
05001,158,291.0,301.3,,152.0,422.0,,,,,80.1,,118.0,,348.5,61.9,,147.7,179.0,111.3,461.0,,,,,,,,56.0,116.8,,133.0,143.3,,-6.0,264.0,,,,,-77.9,,-40.0,,190.5,-96.1,,-10.3,21.0,-46.7,303.0,,,,,,,,-102.0,-41.2,,False,,True,False,,,,,True,,True,,False,True,,True,True,True,False,,,,,,,,True,True,
05003,92,60.0,55.8,,51.0,0.0,,,,,136.8,,87.0,,50.0,30.8,,41.3,73.2,0.4,131.0,,,,,,,,77.0,34.2,,-32.0,-36.2,,-41.0,-92.0,,,,,44.8,,-5.0,,-42.0,-61.2,,-50.7,-18.8,-91.6,39.0,,,,,,,,-15.0,-57.8,,False,,False,False,,,,,False,,True,,False,False,,False,True,False,False,,,,,,,,True,False,
05005,290,186.0,186.9,,174.0,121.0,,,,,135.8,,255.0,,207.1,90.3,,107.7,177.3,128.8,207.0,,,,,,,,146.0,116.6,,-104.0,-103.1,,-116.0,-169.0,,,,,-154.2,,-35.0,,-82.9,-199.7,,-182.3,-112.7,-161.2,-83.0,,,,,,,,-144.0,-173.4,,True,,False,False,,,,,False,,True,,True,False,,False,False,False,True,,,,,,,,False,False,
05007,1339,894.0,946.8,,822.0,895.0,,,,,2111.1,,1372.0,,801.0,550.4,,517.2,984.9,65.4,979.0,,,,771.0,671.0,,,804.0,761.4,,-445.0,-392.2,,-517.0,-444.0,,,,,772.1,,33.0,,-538.0,-788.6,,-821.8,-354.1,-1273.6,-360.0,,,,-568.0,-668.0,,,-535.0,-577.6,,True,,False,True,,,,,False,,True,,False,False,,False,True,False,True,,,,False,False,,,False,False,
05009,217,225.0,230.2,,185.0,148.0,,,,,238.8,,343.0,,218.8,88.1,,140.1,179.7,0.2,182.0,,,,,,,,193.0,189.2,,8.0,13.2,,-32.0,-69.0,,,,,21.8,,126.0,,1.8,-128.9,,-76.9,-37.3,-216.8,-35.0,,,,,,,,-24.0,-27.8,,False,,False,False,,,,,False,,False,,True,False,,False,False,False,False,,,,,,,,False,False,
05011,25,9.0,9.2,,9.0,0.0,,,,,121.6,,51.0,,10.3,9.2,,1.2,12.3,0.0,4.0,,,,,,,,7.0,5.2,20.7,-16.0,-15.8,,-16.0,-25.0,,,,,96.6,,26.0,,-14.7,-15.8,,-23.8,-12.7,-25.0,-21.0,,,,,,,,-18.0,-19.8,-4.3,True,,False,False,,,,,False,,False,,True,True,,False,True,False,False,,,,,,,,False,False,True
05013,19,6.0,7.1,,6.0,0.0,,,,,12.4,,16.0,,6.1,14.8,,,3.3,,1.0,,,,,,,,7.0,5.9,54.7,-13.0,-11.9,,-13.0,-19.0,,,,,-6.6,,-3.0,,-12.9,-4.2,,,-15.7,,-18.0,,,,,,,,-12.0,-13.1,35.7,True,,False,False,,,,,True,,True,,True,True,,,False,,False,,,,,,,,True,False,False
