,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,COVIDhub-trained_ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,FAIR-NRAR,FDANIHASU-Sweight,Geneva-DetGrowth,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IowaStateLW-STEM,JHUAPL-Bucky,JHU_CSSE-DECOM,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MIT_ISOLAT-Mixtures,MOBS-GLEAM_COVID,Microsoft-DeepSTIA,OliverWyman-Navigator,OneQuietNight-ML,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,SigSci-TS,TTU-squider,UCF-AEM,UCLA-SuEIR,UChicagoCHATTOPADHYAY-UnIT,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,UpstateSU-GRU,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-COVIDhub-trained_ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-FAIR-NRAR,error-FDANIHASU-Sweight,error-Geneva-DetGrowth,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IowaStateLW-STEM,error-JHUAPL-Bucky,error-JHU_CSSE-DECOM,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MIT_ISOLAT-Mixtures,error-MOBS-GLEAM_COVID,error-Microsoft-DeepSTIA,error-OliverWyman-Navigator,error-OneQuietNight-ML,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-SigSci-TS,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UChicagoCHATTOPADHYAY-UnIT,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,error-UpstateSU-GRU,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-COVIDhub-trained_ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-FAIR-NRAR,beat_baseline-FDANIHASU-Sweight,beat_baseline-Geneva-DetGrowth,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IowaStateLW-STEM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_CSSE-DECOM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MIT_ISOLAT-Mixtures,beat_baseline-MOBS-GLEAM_COVID,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OliverWyman-Navigator,beat_baseline-OneQuietNight-ML,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-SigSci-TS,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UChicagoCHATTOPADHYAY-UnIT,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-UpstateSU-GRU
42125,418,586.0,,582.0,,444.0,518.0,435.0,,,,,293.3,,,464.7,,,593.0,444.4,,413.0,502.5,,395.0,410.2,,,,584.0,437.0,737.1,,,,,,633.5,448.4,414.0,,,471.8,675.7,168.0,,164.0,,26.0,100.0,17.0,,,,,-124.7,,,46.7,,,175.0,26.4,,-5.0,84.5,,-23.0,-7.8,,,,166.0,19.0,319.1,,,,,,215.5,30.4,-4.0,,,53.8,257.7,,True,,True,True,True,,,,,True,,,True,,,False,True,,True,True,,True,True,,,,True,True,False,,,,,,False,True,True,,,True,False
42127,125,123.0,,122.9,,98.0,107.0,74.0,,,,,82.3,,,128.6,,,124.0,75.1,,112.1,137.5,,82.0,94.5,,,,124.0,87.0,159.7,,,,,,154.0,83.8,,,,105.1,134.2,-2.0,,-2.1,,-27.0,-18.0,-51.0,,,,,-42.7,,,3.6,,,-1.0,-49.9,,-12.9,12.5,,-43.0,-30.5,,,,-1.0,-38.0,34.7,,,,,,29.0,-41.2,,,,-19.9,9.2,,False,,False,False,False,,,,,False,,,False,,,True,False,,False,False,,False,False,,,,True,False,False,,,,,,False,False,,,,False,False
42129,541,699.0,,790.5,,515.0,656.0,528.0,,,,,479.7,,,540.6,,455.7,1007.0,502.7,,735.7,521.0,,399.0,477.2,,,,671.0,564.0,1197.1,,,,,,881.6,521.9,451.0,,,362.0,818.3,158.0,,249.5,,-26.0,115.0,-13.0,,,,,-61.3,,,-0.4,,-85.3,466.0,-38.3,,194.7,-20.0,,-142.0,-63.8,,,,130.0,23.0,656.1,,,,,,340.6,-19.1,-90.0,,,-179.0,277.3,,False,,True,True,True,,,,,True,,,True,,True,False,True,,False,True,,True,True,,,,True,True,False,,,,,,False,True,True,,,False,False
42131,29,48.0,,49.1,,37.0,43.0,34.0,,,,,26.1,,,17.1,,,66.0,31.8,,41.5,,,32.0,33.9,,,,49.0,40.0,57.1,,,,,,,39.0,,,,47.2,53.7,19.0,,20.1,,8.0,14.0,5.0,,,,,-2.9,,,-11.9,,,37.0,2.8,,12.5,,,3.0,4.9,,,,20.0,11.0,28.1,,,,,,,10.0,,,,18.2,24.7,,False,,True,True,True,,,,,True,,,True,,,False,True,,True,,,True,True,,,,False,True,False,,,,,,,True,,,,True,False
42133,1185,2077.0,,2160.7,1770.2,1692.0,1646.0,1104.0,,,,,918.0,,,1049.4,,1693.5,1189.0,1241.5,,1394.3,1797.5,,1411.0,1798.0,,,,1828.0,1545.0,1877.5,,,,,,2093.7,1459.6,1585.0,,,1908.2,1927.0,892.0,,975.7,585.2,507.0,461.0,-81.0,,,,,-267.0,,,-135.6,,508.5,4.0,56.5,,209.3,612.5,,226.0,613.0,,,,643.0,360.0,692.5,,,,,,908.7,274.6,400.0,,,723.2,742.0,,False,True,True,True,True,,,,,True,,,True,,True,True,True,,True,True,,True,True,,,,True,True,True,,,,,,False,True,True,,,True,True
44001,175,216.0,,198.9,,176.0,186.0,168.0,,,,,122.6,,,67.9,,,213.0,107.4,,138.4,58.0,,248.0,161.6,,,,237.0,182.0,114.6,,,,,,202.2,166.5,,,,236.0,196.9,41.0,,23.9,,1.0,11.0,-7.0,,,,,-52.4,,,-107.1,,,38.0,-67.6,,-36.6,-117.0,,73.0,-13.4,,,,62.0,7.0,-60.4,,,,,,27.2,-8.5,,,,61.0,21.9,,True,,True,True,True,,,,,False,,,False,,,True,False,,True,False,,False,True,,,,False,True,False,,,,,,True,True,,,,False,True
44003,670,814.0,,897.1,,629.0,686.0,629.0,,,,,392.7,,,213.3,,,897.0,551.2,,514.7,280.5,,814.0,513.1,,,,837.0,669.0,352.4,,,,,,821.3,748.9,364.0,,,808.2,841.3,144.0,,227.1,,-41.0,16.0,-41.0,,,,,-277.3,,,-456.7,,,227.0,-118.8,,-155.3,-389.5,,144.0,-156.9,,,,167.0,-1.0,-317.6,,,,,,151.3,78.9,-306.0,,,138.2,171.3,,False,,True,True,True,,,,,False,,,False,,,False,True,,False,False,,False,False,,,,False,True,False,,,,,,False,True,False,,,True,False
44005,295,337.0,,335.5,,300.0,310.0,295.0,,,,,159.0,,,106.7,,,350.0,304.8,,246.1,110.5,,337.0,234.0,,,,442.0,290.0,226.5,,,,,,306.3,208.5,,,,341.6,402.4,42.0,,40.5,,5.0,15.0,0.0,,,,,-136.0,,,-188.3,,,55.0,9.8,,-48.9,-184.5,,42.0,-61.0,,,,147.0,-5.0,-68.5,,,,,,11.3,-86.5,,,,46.6,107.4,,True,,True,True,True,,,,,False,,,False,,,False,True,,False,False,,False,False,,,,False,True,False,,,,,,True,False,,,,False,False
44007,2489,3066.0,,2995.9,3261.8,2629.0,2505.0,2989.0,,,,,1842.4,,,1209.0,,,3684.0,1767.5,,2668.1,1492.0,,3066.0,2114.1,,,,3036.0,2612.0,1366.3,,,,,,2613.7,2332.6,1532.0,,,3494.4,2773.1,577.0,,506.9,772.8,140.0,16.0,500.0,,,,,-646.6,,,-1280.0,,,1195.0,-721.5,,179.1,-997.0,,577.0,-374.9,,,,547.0,123.0,-1122.7,,,,,,124.7,-156.4,-957.0,,,1005.4,284.1,,True,False,True,True,True,,,,,False,,,False,,,False,False,,True,False,,False,True,,,,True,True,False,,,,,,True,True,False,,,False,True
44009,467,411.0,,426.6,,342.0,356.0,438.0,,,,,200.8,,,96.0,,,596.0,200.1,,282.8,130.0,,366.0,252.0,,,,435.0,336.0,228.2,,,,,,450.7,394.0,,,,357.3,501.5,-56.0,,-40.4,,-125.0,-111.0,-29.0,,,,,-266.2,,,-371.0,,,129.0,-266.9,,-184.2,-337.0,,-101.0,-215.0,,,,-32.0,-131.0,-238.8,,,,,,-16.3,-73.0,,,,-109.7,34.5,,True,,False,False,True,,,,,False,,,False,,,False,False,,False,False,,False,False,,,,True,False,False,,,,,,True,False,,,,False,True
45001,142,148.0,,137.4,,152.0,143.0,198.0,,,,,55.6,,,232.8,,,102.0,382.2,,91.0,,,148.0,113.5,,,,221.0,123.0,155.8,,,,,,,109.1,,,,155.2,155.5,6.0,,-4.6,,10.0,1.0,56.0,,,,,-86.4,,,90.8,,,-40.0,240.2,,-51.0,,,6.0,-28.5,,,,79.0,-19.0,13.8,,,,,,,-32.9,,,,13.2,13.5,,True,,False,True,False,,,,,False,,,False,,,False,False,,False,,,False,False,,,,False,False,False,,,,,,,False,,,,False,False
45003,723,1060.0,,1083.5,,831.0,956.0,1096.0,,,,,453.2,,,583.0,,,898.0,830.5,,668.8,753.0,,979.5,796.3,,,,1072.0,799.0,830.6,,,,,,965.4,875.9,780.0,,,1115.6,1236.3,337.0,,360.5,,108.0,233.0,373.0,,,,,-269.8,,,-140.0,,,175.0,107.5,,-54.2,30.0,,256.5,73.3,,,,349.0,76.0,107.6,,,,,,242.4,152.9,57.0,,,392.6,513.3,,False,,True,True,False,,,,,True,,,True,,,True,True,,True,True,,True,True,,,,False,True,True,,,,,,True,True,True,,,False,False
45005,48,25.0,,25.2,,30.0,35.0,41.0,,,,,19.1,,,22.0,,,34.0,44.2,,30.1,,,27.0,33.5,,,,39.0,24.0,65.6,,,,,,,31.7,,,,16.2,41.4,-23.0,,-22.8,,-18.0,-13.0,-7.0,,,,,-28.9,,,-26.0,,,-14.0,-3.8,,-17.9,,,-21.0,-14.5,,,,-9.0,-24.0,17.6,,,,,,,-16.3,,,,-31.8,-6.6,,True,,True,True,True,,,,,False,,,False,,,True,True,,True,,,True,True,,,,True,False,True,,,,,,,True,,,,False,True
45007,815,1052.0,,1030.5,,996.0,921.0,1072.0,,,,,537.8,,,892.8,,,1098.0,1204.0,,667.3,761.0,,694.5,825.0,,,,1092.0,872.0,1319.7,,,,,,819.3,889.5,1098.0,,,995.6,1059.1,237.0,,215.5,,181.0,106.0,257.0,,,,,-277.2,,,77.8,,,283.0,389.0,,-147.7,-54.0,,-120.5,10.0,,,,277.0,57.0,504.7,,,,,,4.3,74.5,283.0,,,180.6,244.1,,True,,True,True,False,,,,,False,,,True,,,False,False,,True,True,,True,True,,,,False,True,False,,,,,,True,True,False,,,True,False
45009,61,72.0,,71.9,,63.0,69.0,66.0,,,,,37.5,,,66.3,,,73.0,62.3,,48.3,,,62.0,51.4,,,,74.0,55.0,74.0,,,,,,,89.9,,,,62.7,88.8,11.0,,10.9,,2.0,8.0,5.0,,,,,-23.5,,,5.3,,,12.0,1.3,,-12.7,,,1.0,-9.6,,,,13.0,-6.0,13.0,,,,,,,28.9,,,,1.7,27.8,,True,,True,True,True,,,,,False,,,True,,,False,True,,False,,,True,True,,,,False,True,False,,,,,,,False,,,,True,False
45011,71,107.0,,110.6,,88.0,99.0,89.0,,,,,63.9,,,56.5,,,95.0,69.0,,85.1,,,82.0,82.6,,,,111.0,85.0,113.0,,,,,,,94.4,,,,92.6,123.8,36.0,,39.6,,17.0,28.0,18.0,,,,,-7.1,,,-14.5,,,24.0,-2.0,,14.1,,,11.0,11.6,,,,40.0,14.0,42.0,,,,,,,23.4,,,,21.6,52.8,,False,,True,True,True,,,,,True,,,True,,,True,True,,True,,,True,True,,,,False,True,False,,,,,,,True,,,,True,False
45013,759,776.0,,758.0,,696.0,719.0,699.0,,,,,425.7,,,633.9,,845.5,851.0,1106.9,,602.4,589.0,,618.0,630.5,,,,978.0,653.0,1133.1,,,,,,719.8,650.6,692.0,,,750.3,782.6,17.0,,-1.0,,-63.0,-40.0,-60.0,,,,,-333.3,,,-125.1,,86.5,92.0,347.9,,-156.6,-170.0,,-141.0,-128.5,,,,219.0,-106.0,374.1,,,,,,-39.2,-108.4,-67.0,,,-8.7,23.6,,True,,False,False,False,,,,,False,,,False,,False,False,False,,False,False,,False,False,,,,False,False,False,,,,,,False,False,False,,,True,False
45015,707,752.0,,700.6,,685.0,733.0,681.0,,,,,418.0,,,675.3,,,1168.0,741.9,,606.3,631.5,,685.0,664.1,,,,845.0,652.0,1072.0,,,,,,600.5,660.9,818.0,,,707.2,748.2,45.0,,-6.4,,-22.0,26.0,-26.0,,,,,-289.0,,,-31.7,,,461.0,34.9,,-100.7,-75.5,,-22.0,-42.9,,,,138.0,-55.0,365.0,,,,,,-106.5,-46.1,111.0,,,0.2,41.2,,True,,True,True,True,,,,,False,,,True,,,False,True,,False,False,,True,True,,,,False,False,False,,,,,,False,False,False,,,True,True
45017,35,60.0,,59.4,,51.0,54.0,57.0,,,,,33.4,,,31.3,,,76.0,47.5,,45.3,,,48.0,46.1,,,,71.0,43.0,79.1,,,,,,,54.8,,,,54.5,62.2,25.0,,24.4,,16.0,19.0,22.0,,,,,-1.6,,,-3.7,,,41.0,12.5,,10.3,,,13.0,11.1,,,,36.0,8.0,44.1,,,,,,,19.8,,,,19.5,27.2,,True,,True,True,True,,,,,True,,,True,,,False,True,,True,,,True,True,,,,False,True,False,,,,,,,True,,,,True,False
45019,1801,1898.0,,1923.6,1673.7,1703.0,1670.0,1918.0,,,,,1063.8,,,1702.3,,2021.1,1933.0,1703.1,,1497.4,1228.5,,1594.0,1550.0,,,,2160.0,1520.0,1923.5,,,,,,1505.4,1797.6,2104.0,,,1761.8,1891.9,97.0,,122.6,-127.3,-98.0,-131.0,117.0,,,,,-737.2,,,-98.7,,220.1,132.0,-97.9,,-303.6,-572.5,,-207.0,-251.0,,,,359.0,-281.0,122.5,,,,,,-295.6,-3.4,303.0,,,-39.2,90.9,,False,False,False,False,False,,,,,False,,,False,,False,False,False,,False,False,,False,False,,,,False,False,False,,,,,,False,True,False,,,True,True
45021,356,257.0,,228.6,,234.0,268.0,299.0,,,,,141.8,,,200.1,,,324.0,872.4,,223.0,203.5,,204.0,200.5,,,,392.0,240.0,336.5,,,,,,205.1,192.7,,,,249.9,376.7,-99.0,,-127.4,,-122.0,-88.0,-57.0,,,,,-214.2,,,-155.9,,,-32.0,516.4,,-133.0,-152.5,,-152.0,-155.5,,,,36.0,-116.0,-19.5,,,,,,-150.9,-163.3,,,,-106.1,20.7,,False,,False,True,True,,,,,False,,,False,,,True,False,,False,False,,False,False,,,,True,False,True,,,,,,False,False,,,,False,True
45023,151,160.0,,155.7,,149.0,163.0,164.0,,,,,91.8,,,136.7,,,174.0,200.5,,111.7,117.0,,145.0,149.9,,,,186.0,136.0,204.5,,,,,,131.0,143.9,,,,147.2,197.4,9.0,,4.7,,-2.0,12.0,13.0,,,,,-59.2,,,-14.3,,,23.0,49.5,,-39.3,-34.0,,-6.0,-1.1,,,,35.0,-15.0,53.5,,,,,,-20.0,-7.1,,,,-3.8,46.4,,True,,True,False,False,,,,,False,,,False,,,False,False,,False,False,,True,True,,,,False,False,False,,,,,,False,True,,,,True,False
45025,269,255.0,,258.4,,214.0,224.0,202.0,,,,,105.2,,,165.4,,,255.0,198.0,,148.8,189.0,,242.0,226.5,,,,281.0,201.0,247.9,,,,,,235.4,216.7,,,,229.9,244.4,-14.0,,-10.6,,-55.0,-45.0,-67.0,,,,,-163.8,,,-103.6,,,-14.0,-71.0,,-120.2,-80.0,,-27.0,-42.5,,,,12.0,-68.0,-21.1,,,,,,-33.6,-52.3,,,,-39.1,-24.6,,True,,False,False,False,,,,,False,,,False,,,False,False,,False,False,,False,False,,,,True,False,False,,,,,,False,False,,,,False,False
45027,120,138.0,,140.4,,137.0,141.0,150.0,,,,,80.0,,,74.1,,,172.0,264.3,,119.6,103.0,,147.0,133.7,,,,174.0,120.0,164.6,,,,,,110.8,116.2,,,,122.8,153.0,18.0,,20.4,,17.0,21.0,30.0,,,,,-40.0,,,-45.9,,,52.0,144.3,,-0.4,-17.0,,27.0,13.7,,,,54.0,0.0,44.6,,,,,,-9.2,-3.8,,,,2.8,33.0,,False,,True,False,False,,,,,False,,,False,,,False,False,,True,True,,False,True,,,,False,True,False,,,,,,True,True,,,,True,False
45029,148,159.0,,162.6,,134.0,145.0,100.0,,,,,86.5,,,128.0,,,216.0,138.0,,131.5,127.0,,122.0,137.3,,,,184.0,133.0,237.9,,,,,,139.1,130.8,,,,157.9,145.7,11.0,,14.6,,-14.0,-3.0,-48.0,,,,,-61.5,,,-20.0,,,68.0,-10.0,,-16.5,-21.0,,-26.0,-10.7,,,,36.0,-15.0,89.9,,,,,,-8.9,-17.2,,,,9.9,-2.3,,False,,False,True,False,,,,,False,,,False,,,False,True,,False,False,,False,True,,,,False,False,False,,,,,,True,False,,,,True,True
45031,320,524.0,,578.2,,375.0,403.0,425.0,,,,,221.1,,,378.1,,,391.0,306.3,,291.4,214.0,,287.0,383.0,,,,500.0,402.0,384.9,,,,,,447.2,405.5,,,,511.5,530.1,204.0,,258.2,,55.0,83.0,105.0,,,,,-98.9,,,58.1,,,71.0,-13.7,,-28.6,-106.0,,-33.0,63.0,,,,180.0,82.0,64.9,,,,,,127.2,85.5,,,,191.5,210.1,,False,,True,True,True,,,,,True,,,True,,,True,True,,True,True,,True,True,,,,True,True,True,,,,,,True,True,,,,True,False
45033,149,178.0,,160.8,,150.0,152.0,177.0,,,,,115.3,,,170.7,,,167.0,131.3,,147.5,152.0,,92.0,124.1,,,,197.0,148.0,164.2,,,,,,139.0,140.3,,,,171.9,218.1,29.0,,11.8,,1.0,3.0,28.0,,,,,-33.7,,,21.7,,,18.0,-17.7,,-1.5,3.0,,-57.0,-24.9,,,,48.0,-1.0,15.2,,,,,,-10.0,-8.7,,,,22.9,69.1,,True,,True,True,True,,,,,False,,,True,,,True,True,,True,True,,False,True,,,,False,True,True,,,,,,True,True,,,,True,False
45035,804,824.0,,848.3,,682.0,748.0,682.0,,,,,439.7,,,864.6,,,848.0,926.7,,640.4,554.0,,660.0,682.4,,,,1033.0,669.0,887.2,,,,,,719.1,872.7,943.0,,,736.6,852.6,20.0,,44.3,,-122.0,-56.0,-122.0,,,,,-364.3,,,60.6,,,44.0,122.7,,-163.6,-250.0,,-144.0,-121.6,,,,229.0,-135.0,83.2,,,,,,-84.9,68.7,139.0,,,-67.4,48.6,,False,,False,False,False,,,,,False,,,False,,,False,False,,False,False,,False,False,,,,False,False,False,,,,,,False,False,False,,,False,False
45037,112,207.0,,206.0,,168.0,164.0,244.0,,,,,78.2,,,113.4,,,127.0,286.5,,111.4,,,181.0,122.0,,,,258.0,168.0,154.1,,,,,,184.3,141.7,,,,166.6,176.8,95.0,,94.0,,56.0,52.0,132.0,,,,,-33.8,,,1.4,,,15.0,174.5,,-0.6,,,69.0,10.0,,,,146.0,56.0,42.1,,,,,,72.3,29.7,,,,54.6,64.8,,True,,True,True,False,,,,,True,,,True,,,True,False,,True,,,True,True,,,,False,True,True,,,,,,True,True,,,,True,True
45039,98,78.0,,69.1,,73.0,82.0,96.0,,,,,52.3,,,102.2,,,108.0,101.6,,81.2,,,71.0,74.3,,,,103.0,71.0,115.4,,,,,,,65.2,,,,64.5,89.5,-20.0,,-28.9,,-25.0,-16.0,-2.0,,,,,-45.7,,,4.2,,,10.0,3.6,,-16.8,,,-27.0,-23.7,,,,5.0,-27.0,17.4,,,,,,,-32.8,,,,-33.5,-8.5,,False,,False,True,True,,,,,False,,,True,,,True,True,,True,,,False,False,,,,True,False,True,,,,,,,False,,,,False,True
45041,443,623.0,,623.8,,555.0,611.0,492.0,,,,,471.2,,,387.7,,,795.0,582.4,,561.2,423.5,,385.0,498.0,,,,656.0,583.0,818.9,,,,,,491.5,636.7,419.0,,,554.5,787.5,180.0,,180.8,,112.0,168.0,49.0,,,,,28.2,,,-55.3,,,352.0,139.4,,118.2,-19.5,,-58.0,55.0,,,,213.0,140.0,375.9,,,,,,48.5,193.7,-24.0,,,111.5,344.5,,False,,True,True,True,,,,,True,,,True,,,False,True,,True,True,,True,True,,,,False,True,False,,,,,,True,False,True,,,True,False
45043,197,234.0,,234.8,,211.0,219.0,291.0,,,,,176.7,,,132.8,,,327.0,277.6,,238.4,112.0,,120.0,185.7,,,,302.0,203.0,324.3,,,,,,196.1,213.9,,,,200.6,271.0,37.0,,37.8,,14.0,22.0,94.0,,,,,-20.3,,,-64.2,,,130.0,80.6,,41.4,-85.0,,-77.0,-11.3,,,,105.0,6.0,127.3,,,,,,-0.9,16.9,,,,3.6,74.0,,False,,True,True,False,,,,,True,,,False,,,False,False,,False,False,,False,True,,,,False,True,False,,,,,,True,True,,,,True,False
45045,2935,3179.0,,3088.8,3082.1,2546.0,2719.0,2351.0,,,,,1789.9,,,2722.1,,2860.5,3206.0,2909.2,,1980.7,2186.0,,2200.5,2344.3,,,,3419.0,2573.0,2167.8,,,,,,2577.2,2634.3,2610.0,,,2899.5,3814.9,244.0,,153.8,147.1,-389.0,-216.0,-584.0,,,,,-1145.1,,,-212.9,,-74.5,271.0,-25.8,,-954.3,-749.0,,-734.5,-590.7,,,,484.0,-362.0,-767.2,,,,,,-357.8,-300.7,-325.0,,,-35.5,879.9,,True,True,False,True,False,,,,,False,,,True,,True,False,True,,False,False,,False,False,,,,False,False,False,,,,,,False,False,False,,,True,False
45047,314,426.0,,408.1,,358.0,361.0,373.0,,,,,195.4,,,545.2,,,372.0,461.1,,312.2,280.5,,327.0,294.8,,,,469.0,348.0,500.1,,,,,,354.8,356.1,,,,369.2,402.2,112.0,,94.1,,44.0,47.0,59.0,,,,,-118.6,,,231.2,,,58.0,147.1,,-1.8,-33.5,,13.0,-19.2,,,,155.0,34.0,186.1,,,,,,40.8,42.1,,,,55.2,88.2,,True,,True,True,True,,,,,False,,,False,,,True,False,,True,True,,True,True,,,,False,True,False,,,,,,True,True,,,,True,True
45049,55,98.0,,92.3,,89.0,89.0,91.0,,,,,44.1,,,41.8,,,101.0,80.0,,58.7,,,76.0,90.7,,,,103.0,78.0,90.3,,,,,,,88.6,,,,92.5,106.5,43.0,,37.3,,34.0,34.0,36.0,,,,,-10.9,,,-13.2,,,46.0,25.0,,3.7,,,21.0,35.7,,,,48.0,23.0,35.3,,,,,,,33.6,,,,37.5,51.5,,True,,True,True,True,,,,,True,,,True,,,False,True,,True,,,True,True,,,,False,True,True,,,,,,,True,,,,True,False
45051,1518,1591.0,,1630.3,1525.5,1290.0,1351.0,1294.0,,,,,977.5,,,1279.0,,,1560.0,1449.5,,1213.2,533.0,,1179.0,1196.9,,,,1847.0,1263.0,1153.6,,,,,,1285.7,1427.5,1345.0,,,1545.1,1706.7,73.0,,112.3,7.5,-228.0,-167.0,-224.0,,,,,-540.5,,,-239.0,,,42.0,-68.5,,-304.8,-985.0,,-339.0,-321.1,,,,329.0,-255.0,-364.4,,,,,,-232.3,-90.5,-173.0,,,27.1,188.7,,False,True,False,False,False,,,,,False,,,False,,,True,True,,False,False,,False,False,,,,False,False,False,,,,,,False,False,False,,,True,False
45053,128,91.0,,90.3,,87.0,90.0,81.0,,,,,56.6,,,87.3,,,123.0,149.0,,74.1,,,64.0,72.3,,,,125.0,83.0,143.6,,,,,,,92.3,,,,93.4,93.7,-37.0,,-37.7,,-41.0,-38.0,-47.0,,,,,-71.4,,,-40.7,,,-5.0,21.0,,-53.9,,,-64.0,-55.7,,,,-3.0,-45.0,15.6,,,,,,,-35.7,,,,-34.6,-34.3,,False,,False,False,False,,,,,False,,,False,,,True,True,,False,,,False,False,,,,True,False,True,,,,,,,True,,,,True,True
45055,339,381.0,,383.7,,342.0,337.0,366.0,,,,,176.3,,,331.0,,377.0,358.0,386.4,,230.3,283.0,,342.0,312.9,,,,405.0,308.0,316.5,,,,,,304.6,349.6,,,,355.1,387.0,42.0,,44.7,,3.0,-2.0,27.0,,,,,-162.7,,,-8.0,,38.0,19.0,47.4,,-108.7,-56.0,,3.0,-26.1,,,,66.0,-31.0,-22.5,,,,,,-34.4,10.6,,,,16.1,48.0,,False,,True,True,True,,,,,False,,,True,,True,True,False,,False,False,,True,True,,,,False,True,True,,,,,,True,True,,,,True,False
45057,450,552.0,,527.4,,456.0,474.0,464.0,,,,,237.2,,,415.4,,,517.0,500.2,,366.9,387.0,,447.0,447.6,,,,579.0,409.0,570.2,,,,,,446.2,448.8,,,,501.6,550.5,102.0,,77.4,,6.0,24.0,14.0,,,,,-212.8,,,-34.6,,,67.0,50.2,,-83.1,-63.0,,-3.0,-2.4,,,,129.0,-41.0,120.2,,,,,,-3.8,-1.2,,,,51.6,100.5,,True,,True,True,True,,,,,False,,,True,,,True,True,,True,True,,True,True,,,,False,True,False,,,,,,True,True,,,,True,True
45059,272,349.0,,326.2,,283.0,293.0,276.0,,,,,177.7,,,419.9,,,340.0,395.8,,261.2,258.5,,284.0,294.6,,,,388.0,282.0,290.7,,,,,,269.6,254.3,,,,321.6,333.5,77.0,,54.2,,11.0,21.0,4.0,,,,,-94.3,,,147.9,,,68.0,123.8,,-10.8,-13.5,,12.0,22.6,,,,116.0,10.0,18.7,,,,,,-2.4,-17.7,,,,49.6,61.5,,True,,True,True,True,,,,,False,,,False,,,True,False,,True,True,,True,True,,,,False,True,True,,,,,,True,True,,,,True,True
45061,42,99.0,,95.2,,80.0,81.0,87.0,,,,,47.1,,,93.9,,,75.0,79.8,,61.9,,,76.0,67.3,,,,98.0,79.0,84.6,,,,,,,92.4,,,,84.6,91.5,57.0,,53.2,,38.0,39.0,45.0,,,,,5.1,,,51.9,,,33.0,37.8,,19.9,,,34.0,25.3,,,,56.0,37.0,42.6,,,,,,,50.4,,,,42.6,49.5,,True,,True,True,True,,,,,True,,,True,,,True,True,,True,,,True,True,,,,True,True,True,,,,,,,True,,,,True,True
45063,1279,1387.0,,1335.3,,1180.0,1230.0,1069.0,,,,,792.6,,,1337.9,,1205.2,1767.0,1298.3,,1070.0,1049.0,,1058.5,1091.2,,,,1474.0,1142.0,1241.4,,,,,,1149.3,996.5,1204.0,,,1383.1,1590.6,108.0,,56.3,,-99.0,-49.0,-210.0,,,,,-486.4,,,58.9,,-73.8,488.0,19.3,,-209.0,-230.0,,-220.5,-187.8,,,,195.0,-137.0,-37.6,,,,,,-129.7,-282.5,-75.0,,,104.1,311.6,,True,,True,True,False,,,,,False,,,True,,True,False,True,,False,False,,False,False,,,,False,False,True,,,,,,False,False,True,,,True,False
