,actual_cases,COVIDhub-baseline,CDDEP-SEIR_MCMC,Columbia_UNC-SurvCon,CovidAnalytics-DELPHI,IHME-CurveFit,LANL-GrowthRate,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-CDDEP-SEIR_MCMC,error-Columbia_UNC-SurvCon,error-CovidAnalytics-DELPHI,error-IHME-CurveFit,error-LANL-GrowthRate,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-CDDEP-SEIR_MCMC,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IHME-CurveFit,beat_baseline-LANL-GrowthRate,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
06097,3938,3409.0,,,,,3942.8,2067.3,,,-529.0,,,,,4.8,-1870.7,,,,,,,True,False,,
06099,6886,4732.0,21360.0,,,,1666.0,7312.4,,,-2154.0,14474.0,,,,-5220.0,426.4,,,False,,,,False,True,,
06101,804,1071.0,1815.4,,,,593.9,783.1,,,267.0,1011.4,,,,-210.1,-20.9,,,False,,,,True,True,,
06103,273,294.0,272.0,,,,155.1,775.2,,,21.0,-1.0,,,,-117.9,502.2,,,True,,,,False,False,,
06105,13,0.0,,,,,0.1,,,,-13.0,,,,,-12.9,,,,,,,,True,,,
06107,5495,7147.0,12005.6,,,,1437.1,6677.9,,,1652.0,6510.6,,,,-4057.9,1182.9,,,False,,,,False,True,,
06109,75,77.0,218.1,,,,22.5,142.6,,,2.0,143.1,,,,-52.5,67.6,,,False,,,,False,False,,
06111,4518,5614.0,18605.1,,,,1522.9,3455.0,,,1096.0,14087.1,,,,-2995.1,-1063.0,,,False,,,,False,True,,
06113,1105,1260.0,2042.1,,,,915.6,550.2,,,155.0,937.1,,,,-189.4,-554.8,,,False,,,,False,False,,
06115,565,819.0,1564.3,,,,581.7,563.9,,,254.0,999.3,,,,16.7,-1.1,,,False,,,,True,True,,
08001,2534,2940.0,2299.1,,,,939.3,2643.3,,,406.0,-234.9,,,,-1594.7,109.3,,,True,,,,False,True,,
08003,16,21.0,,,,,6.9,19.6,,,5.0,,,,,-9.1,3.6,,,,,,,False,True,,
08005,1899,2478.0,1225.5,,,,954.2,1573.3,,,579.0,-673.5,,,,-944.8,-325.7,,,False,,,,False,True,,
08007,20,14.0,,,,,2.1,,,,-6.0,,,,,-17.9,,,,,,,,False,,,
08009,5,0.0,,,,,1.3,0.9,,,-5.0,,,,,-3.7,-4.1,,,,,,,True,True,,
08011,3,28.0,,,,,0.4,,,,25.0,,,,,-2.6,,,,,,,,True,,,
08013,2226,952.0,895.1,,,,709.6,998.6,,,-1274.0,-1330.9,,,,-1516.4,-1227.4,,,False,,,,False,True,,
08014,178,378.0,79.6,,,,328.0,194.1,,,200.0,-98.4,,,,150.0,16.1,,,True,,,,True,True,,
08015,33,112.0,,,,,6.0,234.1,,,79.0,,,,,-27.0,201.1,,,,,,,True,False,,
08017,6,0.0,,,,,1.2,1.3,,,-6.0,,,,,-4.8,-4.7,,,,,,,True,True,,
08019,7,21.0,,,,,0.9,15.5,,,14.0,,,,,-6.1,8.5,,,,,,,True,True,,
08021,11,0.0,,,,,2.6,3.3,,,-11.0,,,,,-8.4,-7.7,,,,,,,True,True,,
08023,11,0.0,,,,,2.3,10.4,,,-11.0,,,,,-8.7,-0.6,,,,,,,True,True,,
08025,1,0.0,,,,,3.7,1.4,,,-1.0,,,,,2.7,0.4,,,,,,,False,True,,
08027,6,7.0,,,,,0.2,8.6,,,1.0,,,,,-5.8,2.6,,,,,,,False,False,,
08029,69,112.0,,,,,5.9,62.5,,,43.0,,,,,-63.1,-6.5,,,,,,,False,True,,
08031,2855,3360.0,2549.0,,,,2321.3,4044.3,,,505.0,-306.0,,,,-533.7,1189.3,,,True,,,,False,False,,
08033,2,0.0,,,,,,,,,-2.0,,,,,,,,,,,,,,,,
08035,824,714.0,876.3,,,,404.1,676.6,,,-110.0,52.3,,,,-419.9,-147.4,,,True,,,,False,False,,
08037,131,553.0,62.8,,,,81.4,795.5,,,422.0,-68.2,,,,-49.6,664.5,,,True,,,,True,False,,
08039,54,133.0,,,,,16.0,127.0,,,79.0,,,,,-38.0,73.0,,,,,,,True,True,,
08041,1887,2919.0,3137.7,,,,2836.0,2427.5,,,1032.0,1250.7,,,,949.0,540.5,,,False,,,,True,True,,
08043,52,91.0,,,,,22.9,1135.9,,,39.0,,,,,-29.1,1083.9,,,,,,,True,False,,
08045,182,413.0,1114.9,,,,138.1,908.7,,,231.0,932.9,,,,-43.9,726.7,,,False,,,,True,False,,
08047,2,0.0,,,,,0.7,,,,-2.0,,,,,-1.3,,,,,,,,True,,,
08049,28,21.0,,,,,1.5,87.6,,,-7.0,,,,,-26.5,59.6,,,,,,,False,False,,
08051,27,161.0,,,,,13.9,103.1,,,134.0,,,,,-13.1,76.1,,,,,,,True,True,,
08053,0,0.0,,,,,0.0,,,,0.0,,,,,0.0,,,,,,,,False,,,
08055,15,14.0,,,,,0.2,11.6,,,-1.0,,,,,-14.8,-3.4,,,,,,,False,False,,
08057,1,7.0,,,,,,7.1,,,6.0,,,,,,6.1,,,,,,,,False,,
08059,1494,1715.0,672.1,,,,690.2,1009.1,,,221.0,-821.9,,,,-803.8,-484.9,,,False,,,,False,False,,
08061,1,0.0,,,,,,,,,-1.0,,,,,,,,,,,,,,,,
08063,32,56.0,,,,,2.7,25.7,,,24.0,,,,,-29.3,-6.3,,,,,,,False,True,,
08065,18,49.0,,,,,11.9,24.3,,,31.0,,,,,-6.1,6.3,,,,,,,True,True,,
08067,63,63.0,121.0,,,,37.0,30.6,,,0.0,58.0,,,,-26.0,-32.4,,,False,,,,False,False,,
08069,984,1085.0,744.1,,,,728.8,670.8,,,101.0,-239.9,,,,-255.2,-313.2,,,False,,,,False,False,,
08071,7,14.0,,,,,0.9,,,,7.0,,,,,-6.1,,,,,,,,True,,,
08073,4,14.0,,,,,0.1,7.5,,,10.0,,,,,-3.9,3.5,,,,,,,True,True,,
08075,213,28.0,,,,,0.6,9.0,,,-185.0,,,,,-212.4,-204.0,,,,,,,False,False,,
08077,306,287.0,537.8,,,,82.8,276.8,,,-19.0,231.8,,,,-223.2,-29.2,,,False,,,,False,False,,
08079,2,0.0,,,,,1.2,,,,-2.0,,,,,-0.8,,,,,,,,True,,,
08081,16,14.0,,,,,5.4,9.4,,,-2.0,,,,,-10.6,-6.6,,,,,,,False,False,,
08083,26,28.0,,,,,2.5,14.3,,,2.0,,,,,-23.5,-11.7,,,,,,,False,False,,
08085,84,133.0,,,,,36.2,37.0,,,49.0,,,,,-47.8,-47.0,,,,,,,True,True,,
08087,66,56.0,,,,,5.2,58.3,,,-10.0,,,,,-60.8,-7.7,,,,,,,False,True,,
08089,25,119.0,,,,,3.5,86.7,,,94.0,,,,,-21.5,61.7,,,,,,,True,True,,
08091,15,7.0,,,,,0.3,2.2,,,-8.0,,,,,-14.7,-12.8,,,,,,,False,False,,
08093,15,7.0,,,,,1.9,6.6,,,-8.0,,,,,-13.1,-8.4,,,,,,,False,False,,
08095,15,0.0,,,,,0.5,4.5,,,-15.0,,,,,-14.5,-10.5,,,,,,,True,True,,
08097,45,133.0,,,,,22.6,135.2,,,88.0,,,,,-22.4,90.2,,,,,,,True,False,,
08099,42,28.0,,,,,3.1,17.7,,,-14.0,,,,,-38.9,-24.3,,,,,,,False,False,,
08101,396,532.0,374.7,,,,270.6,673.9,,,136.0,-21.3,,,,-125.4,277.9,,,True,,,,True,False,,
08103,11,63.0,,,,,0.9,23.5,,,52.0,,,,,-10.1,12.5,,,,,,,True,True,,
08105,7,14.0,,,,,14.9,34.2,,,7.0,,,,,7.9,27.2,,,,,,,False,False,,
08107,34,112.0,,,,,18.6,74.4,,,78.0,,,,,-15.4,40.4,,,,,,,True,True,,
08109,5,0.0,,,,,12.1,32.3,,,-5.0,,,,,7.1,27.3,,,,,,,False,False,,
08111,4,0.0,,,,,0.0,,,,-4.0,,,,,-4.0,,,,,,,,True,,,
08113,11,84.0,,,,,11.0,72.3,,,73.0,,,,,-0.0,61.3,,,,,,,True,True,,
08115,4,0.0,,,,,,,,,-4.0,,,,,,,,,,,,,,,,
08117,134,35.0,,,,,3.1,35.7,,,-99.0,,,,,-130.9,-98.3,,,,,,,False,True,,
08119,54,77.0,,,,,30.9,54.7,,,23.0,,,,,-23.1,0.7,,,,,,,False,True,,
08121,16,0.0,,,,,2.5,15.5,,,-16.0,,,,,-13.5,-0.5,,,,,,,True,True,,
08123,986,1197.0,486.2,,,,387.4,1111.6,,,211.0,-499.8,,,,-598.6,125.6,,,False,,,,False,True,,
08125,51,7.0,,,,,3.0,10.8,,,-44.0,,,,,-48.0,-40.2,,,,,,,False,True,,
09001,2059,1141.0,374.2,,,,112.1,1063.0,,,-918.0,-1684.8,,,,-1946.9,-996.0,,,False,,,,False,False,,
09003,1785,812.0,591.3,,,,162.5,1697.2,,,-973.0,-1193.7,,,,-1622.5,-87.8,,,False,,,,False,True,,
09005,249,91.0,102.5,,,,10.1,109.9,,,-158.0,-146.5,,,,-238.9,-139.1,,,True,,,,False,True,,
09007,171,133.0,136.8,,,,1.8,111.0,,,-38.0,-34.2,,,,-169.2,-60.0,,,True,,,,False,False,,
09009,1197,728.0,1218.2,,,,89.8,847.0,,,-469.0,21.2,,,,-1107.2,-350.0,,,True,,,,False,True,,
09011,412,217.0,144.0,,,,26.5,215.1,,,-195.0,-268.0,,,,-385.5,-196.9,,,False,,,,False,False,,
09013,281,259.0,97.5,,,,1.1,165.1,,,-22.0,-183.6,,,,-279.9,-115.9,,,False,,,,False,False,,
09015,232,231.0,128.4,,,,17.2,94.3,,,-1.0,-103.6,,,,-214.8,-137.7,,,False,,,,False,False,,
10001,638,658.0,462.9,,,,199.7,462.3,,442.0,20.0,-175.1,,,,-438.3,-175.7,,-196.0,False,,,,False,False,,False
10003,2868,2226.0,1447.1,,,,1207.0,2463.8,,1261.0,-642.0,-1420.9,,,,-1661.0,-404.2,,-1607.0,False,,,,False,True,,False
10005,1017,1337.0,483.6,,,,702.3,1846.9,,765.0,320.0,-533.4,,,,-314.7,829.9,,-252.0,False,,,,True,False,,True
12001,3972,3486.0,8895.0,,,,2875.9,1376.1,,1839.0,-486.0,4923.0,,,,-1096.1,-2595.9,,-2133.0,False,,,,False,False,,False
12003,640,3192.0,,,,,10215.9,1285.2,,542.0,2552.0,,,,,9575.9,645.2,,-98.0,,,,,False,True,,True
12005,1652,5376.0,4043.8,,,,2214.2,5025.2,,2099.0,3724.0,2391.8,,,,562.2,3373.2,,447.0,True,,,,True,True,,True
12007,621,959.0,,,,,653.9,641.3,,728.0,338.0,,,,,32.9,20.3,,107.0,,,,,True,True,,True
12009,2837,3094.0,8289.4,,,,3617.5,917.9,,1594.0,257.0,5452.4,,,,780.5,-1919.1,,-1243.0,False,,,,False,False,,False
12011,15086,33719.0,101825.7,,,,27272.3,19399.3,,11045.0,18633.0,86739.7,,,,12186.3,4313.3,,-4041.0,False,,,,True,True,,True
12013,153,1225.0,,,,,519.7,648.4,,161.0,1072.0,,,,,366.7,495.4,,8.0,,,,,True,True,,True
12015,817,1610.0,2445.3,,,,1262.0,905.7,,708.0,793.0,1628.3,,,,445.0,88.7,,-109.0,False,,,,True,True,,True
12017,1223,2002.0,3735.1,,,,2783.8,1078.6,,1429.0,779.0,2512.1,,,,1560.8,-144.4,,206.0,False,,,,False,True,,True
12019,1793,2744.0,5532.8,,,,2991.1,2944.2,,1358.0,951.0,3739.8,,,,1198.1,1151.2,,-435.0,False,,,,False,False,,True
12021,2391,4221.0,14300.5,,,,1260.6,5553.2,,1657.0,1830.0,11909.5,,,,-1130.4,3162.2,,-734.0,False,,,,True,False,,True
12023,939,1995.0,3653.3,,,,751.7,2796.7,,330.0,1056.0,2714.3,,,,-187.3,1857.7,,-609.0,False,,,,True,False,,True
12027,223,378.0,,,,,68.6,343.6,,138.0,155.0,,,,,-154.4,120.6,,-85.0,,,,,True,True,,True
12029,357,1477.0,,,,,2177.5,794.2,,262.0,1120.0,,,,,1820.5,437.2,,-95.0,,,,,False,True,,True
12031,6948,12908.0,76171.0,,,,12842.9,10904.2,,5036.0,5960.0,69223.0,,,,5894.9,3956.2,,-1912.0,False,,,,True,True,,True
12033,2922,9723.0,7462.4,,,,12590.3,9506.4,,2800.0,6801.0,4540.4,,,,9668.3,6584.4,,-122.0,True,,,,False,True,,True
12035,670,931.0,1502.8,,,,1035.3,565.5,,689.0,261.0,832.8,,,,365.3,-104.5,,19.0,False,,,,False,True,,True
12037,217,1974.0,,,,,3619.0,881.1,,207.0,1757.0,,,,,3402.0,664.1,,-10.0,,,,,False,True,,True
12039,924,3003.0,,,,,2571.8,2689.1,,273.0,2079.0,,,,,1647.8,1765.1,,-651.0,,,,,True,True,,True
12041,157,182.0,,,,,69.7,229.7,,269.0,25.0,,,,,-87.3,72.7,,112.0,,,,,False,False,,False
12043,138,70.0,,,,,3.6,192.6,,7.0,-68.0,,,,,-134.4,54.6,,-131.0,,,,,False,True,,False
12045,276,1582.0,,,,,3687.0,973.9,,62.0,1306.0,,,,,3411.0,697.9,,-214.0,,,,,False,True,,True
12047,232,301.0,,,,,68.4,339.3,,52.0,69.0,,,,,-163.6,107.3,,-180.0,,,,,False,False,,False
12049,404,763.0,,,,,238.2,380.3,,184.0,359.0,,,,,-165.8,-23.7,,-220.0,,,,,True,True,,True
12051,319,707.0,,,,,162.1,898.9,,165.0,388.0,,,,,-156.9,579.9,,-154.0,,,,,True,False,,True
12053,1152,1876.0,4430.8,,,,2653.8,1097.2,,978.0,724.0,3278.8,,,,1501.8,-54.8,,-174.0,False,,,,False,True,,True
12055,752,1393.0,2520.2,,,,612.1,1559.1,,724.0,641.0,1768.2,,,,-139.9,807.1,,-28.0,False,,,,True,False,,True
12057,9454,18753.0,67075.2,,,,16874.2,7660.4,,8230.0,9299.0,57621.2,,,,7420.2,-1793.6,,-1224.0,False,,,,True,True,,True
12059,258,427.0,,,,,89.0,368.3,,147.0,169.0,,,,,-169.0,110.3,,-111.0,,,,,True,True,,True
12061,709,1526.0,6299.5,,,,1232.7,658.4,,728.0,817.0,5590.5,,,,523.7,-50.6,,19.0,False,,,,True,True,,True
12063,984,1603.0,,,,,255.6,644.4,,237.0,619.0,,,,,-728.4,-339.6,,-747.0,,,,,False,True,,False
12065,110,777.0,,,,,51.5,665.4,,247.0,667.0,,,,,-58.5,555.4,,137.0,,,,,True,True,,True
12067,1101,161.0,,,,,238.9,119.7,,179.0,-940.0,,,,,-862.1,-981.3,,-922.0,,,,,True,False,,True
12069,2371,3227.0,5844.8,,,,3456.1,1518.3,,1643.0,856.0,3473.8,,,,1085.1,-852.7,,-728.0,False,,,,False,True,,True
12071,3895,6160.0,26889.5,,,,4278.1,4115.2,,2357.0,2265.0,22994.5,,,,383.1,220.2,,-1538.0,False,,,,True,True,,True
12073,5515,4396.0,9038.5,,,,5353.6,3909.3,,2389.0,-1119.0,3523.5,,,,-161.4,-1605.7,,-3126.0,False,,,,True,False,,False
12075,360,630.0,,,,,126.8,919.1,,206.0,270.0,,,,,-233.2,559.1,,-154.0,,,,,True,False,,True
12077,119,7.0,,,,,3.9,113.0,,15.0,-112.0,,,,,-115.1,-6.0,,-104.0,,,,,False,True,,True
12079,313,574.0,,,,,216.7,468.0,,151.0,261.0,,,,,-96.3,155.0,,-162.0,,,,,True,True,,True
12081,2237,3808.0,9027.9,,,,2638.1,2468.2,,1365.0,1571.0,6790.9,,,,401.1,231.2,,-872.0,False,,,,True,True,,True
12083,3408,8337.0,7929.5,,,,13563.4,3940.3,,2337.0,4929.0,4521.5,,,,10155.4,532.3,,-1071.0,True,,,,False,True,,True
12085,1136,1232.0,4425.3,,,,796.1,805.3,,557.0,96.0,3289.3,,,,-339.9,-330.7,,-579.0,False,,,,False,False,,False
12086,37927,70070.0,115023.6,,,,61408.6,80469.2,,3773.0,32143.0,77096.6,,,,23481.6,42542.2,,-34154.0,False,,,,True,False,,False
12087,326,1323.0,3684.7,,,,1264.5,697.4,,617.0,997.0,3358.7,,,,938.5,371.4,,291.0,False,,,,True,True,,True
12089,861,980.0,2593.9,,,,638.7,433.2,,488.0,119.0,1732.9,,,,-222.3,-427.8,,-373.0,False,,,,False,False,,False
12091,1470,4186.0,7023.0,,,,4983.7,2716.0,,2747.0,2716.0,5553.0,,,,3513.7,1246.0,,1277.0,False,,,,False,True,,True
12093,510,749.0,,,,,139.3,653.1,,331.0,239.0,,,,,-370.7,143.1,,-179.0,,,,,False,True,,True
12095,8480,13503.0,39996.9,,,,12331.7,4500.0,,5158.0,5023.0,31516.9,,,,3851.7,-3980.0,,-3322.0,False,,,,True,True,,True
12097,2827,6433.0,14792.0,,,,6720.6,7475.2,,1999.0,3606.0,11965.0,,,,3893.6,4648.2,,-828.0,False,,,,False,False,,True
12099,9583,19222.0,37539.6,,,,18291.9,24268.1,,7975.0,9639.0,27956.6,,,,8708.9,14685.1,,-1608.0,False,,,,True,False,,True
12101,2180,4116.0,9806.6,,,,4136.8,2632.6,,2058.0,1936.0,7626.6,,,,1956.8,452.6,,-122.0,False,,,,False,True,,True
12103,4239,7847.0,10374.5,,,,7468.8,2751.5,,3997.0,3608.0,6135.5,,,,3229.8,-1487.5,,-242.0,False,,,,True,True,,True
12105,5641,9723.0,18517.6,,,,10703.1,4430.7,,4493.0,4082.0,12876.6,,,,5062.1,-1210.3,,-1148.0,False,,,,False,True,,True
12107,639,1148.0,2037.8,,,,615.0,1067.5,,479.0,509.0,1398.8,,,,-24.0,428.5,,-160.0,False,,,,True,True,,True
12109,1686,2303.0,8782.4,,,,1843.5,1844.8,,1043.0,617.0,7096.4,,,,157.5,158.8,,-643.0,False,,,,True,True,,False
12111,2298,4123.0,14636.1,,,,2838.8,3420.5,,1884.0,1825.0,12338.1,,,,540.8,1122.5,,-414.0,False,,,,True,True,,True
12113,1441,3206.0,5366.9,,,,4011.5,1439.8,,602.0,1765.0,3925.9,,,,2570.5,-1.2,,-839.0,False,,,,False,True,,True
12115,1948,3444.0,20980.3,,,,3235.5,1776.0,,1504.0,1496.0,19032.3,,,,1287.5,-172.0,,-444.0,False,,,,True,True,,True
12117,1926,3374.0,14569.4,,,,3065.6,1283.8,,1558.0,1448.0,12643.4,,,,1139.6,-642.2,,-368.0,False,,,,True,True,,True
12119,933,1351.0,2511.9,,,,1483.6,1101.2,,1178.0,418.0,1578.9,,,,550.6,168.2,,245.0,False,,,,False,True,,True
12121,1281,1743.0,,,,,3192.0,687.4,,401.0,462.0,,,,,1911.0,-593.6,,-880.0,,,,,False,False,,False
12123,375,4109.0,,,,,4608.5,2286.9,,131.0,3734.0,,,,,4233.5,1911.9,,-244.0,,,,,False,True,,True
12125,641,553.0,,,,,266.8,769.7,,253.0,-88.0,,,,,-374.2,128.7,,-388.0,,,,,False,False,,False
12127,3010,5740.0,9621.2,,,,5916.1,3024.6,,3262.0,2730.0,6611.2,,,,2906.1,14.6,,252.0,False,,,,False,True,,True
12129,442,574.0,,,,,167.8,259.6,,174.0,132.0,,,,,-274.2,-182.4,,-268.0,,,,,False,False,,False
12131,570,1008.0,2077.5,,,,568.0,768.0,,498.0,438.0,1507.5,,,,-2.0,198.0,,-72.0,False,,,,True,True,,True
12133,234,1967.0,,,,,1052.4,783.8,,283.0,1733.0,,,,,818.4,549.8,,49.0,,,,,True,True,,True
13001,381,413.0,,,,,142.7,439.9,,78.0,32.0,,,,,-238.3,58.9,,-303.0,,,,,False,False,,False
13003,124,196.0,,,,,42.2,115.1,,19.0,72.0,,,,,-81.8,-8.9,,-105.0,,,,,False,True,,False
13005,166,161.0,,,,,29.6,214.6,,17.0,-5.0,,,,,-136.4,48.6,,-149.0,,,,,False,False,,False
13007,25,35.0,,,,,5.2,24.6,,14.0,10.0,,,,,-19.8,-0.4,,-11.0,,,,,False,True,,False
13009,1069,644.0,,,,,165.6,526.1,,244.0,-425.0,,,,,-903.4,-542.9,,-825.0,,,,,False,False,,False
13011,212,203.0,,,,,50.4,102.0,,135.0,-9.0,,,,,-161.6,-110.0,,-77.0,,,,,False,False,,False
13013,890,1274.0,1549.9,,,,1209.0,1886.8,,857.0,384.0,659.9,,,,319.0,996.8,,-33.0,False,,,,True,False,,True
13015,1052,1890.0,1795.0,,,,1213.7,1256.4,,1092.0,838.0,743.0,,,,161.7,204.4,,40.0,True,,,,True,True,,True
13017,353,511.0,,,,,360.4,291.5,,134.0,158.0,,,,,7.4,-61.5,,-219.0,,,,,True,True,,False
13019,162,210.0,,,,,122.2,69.2,,126.0,48.0,,,,,-39.8,-92.8,,-36.0,,,,,True,False,,True
13021,2511,3129.0,5376.6,,,,3559.1,2053.4,,1107.0,618.0,2865.6,,,,1048.1,-457.6,,-1404.0,False,,,,False,True,,False
13023,252,385.0,,,,,278.2,140.2,,202.0,133.0,,,,,26.2,-111.8,,-50.0,,,,,True,True,,True
13025,103,140.0,,,,,50.7,63.2,,100.0,37.0,,,,,-52.3,-39.8,,-3.0,,,,,False,False,,True
13027,115,266.0,,,,,89.3,217.6,,88.0,151.0,,,,,-25.7,102.6,,-27.0,,,,,True,True,,True
13029,494,735.0,,,,,838.6,410.5,,387.0,241.0,,,,,344.6,-83.5,,-107.0,,,,,False,True,,True
13031,1633,1043.0,2119.4,,,,1088.1,424.4,,600.0,-590.0,486.4,,,,-544.9,-1208.6,,-1033.0,True,,,,True,False,,False
13033,340,434.0,,,,,265.4,464.0,,204.0,94.0,,,,,-74.6,124.0,,-136.0,,,,,True,False,,False
13035,165,168.0,,,,,28.7,87.0,,97.0,3.0,,,,,-136.3,-78.0,,-68.0,,,,,False,False,,False
13037,48,70.0,,,,,14.6,24.3,,11.0,22.0,,,,,-33.4,-23.7,,-37.0,,,,,False,False,,False
13039,559,672.0,1169.6,,,,211.6,640.5,,571.0,113.0,610.6,,,,-347.4,81.5,,12.0,False,,,,False,True,,True
13043,203,203.0,,,,,87.6,197.5,,98.0,0.0,,,,,-115.4,-5.5,,-105.0,,,,,False,False,,False
13045,909,1127.0,2198.9,,,,335.1,806.9,,624.0,218.0,1289.9,,,,-573.9,-102.1,,-285.0,False,,,,False,True,,False
13047,548,644.0,665.6,,,,254.1,497.7,,578.0,96.0,117.6,,,,-293.9,-50.3,,30.0,False,,,,False,True,,True
13049,210,280.0,,,,,163.9,420.8,,112.0,70.0,,,,,-46.1,210.8,,-98.0,,,,,True,False,,False
13051,2742,5278.0,7369.2,,,,4293.1,3024.4,,2315.0,2536.0,4627.2,,,,1551.1,282.4,,-427.0,False,,,,True,True,,True
13053,876,693.0,,,,,262.9,182.2,,0.0,-183.0,,,,,-613.1,-693.8,,-876.0,,,,,False,False,,False
13055,507,476.0,,,,,997.2,422.9,,469.0,-31.0,,,,,490.2,-84.1,,-38.0,,,,,False,False,,False
13057,2596,4249.0,2613.0,,,,5890.1,2504.6,,2675.0,1653.0,17.0,,,,3294.1,-91.4,,79.0,True,,,,False,True,,True
13059,2993,2331.0,1989.2,,,,2172.8,963.0,,1246.0,-662.0,-1003.8,,,,-820.2,-2030.0,,-1747.0,False,,,,False,False,,False
13061,37,70.0,,,,,13.9,46.5,,11.0,33.0,,,,,-23.1,9.5,,-26.0,,,,,True,True,,True
13063,2193,3388.0,4874.6,,,,2382.7,2500.0,,1897.0,1195.0,2681.6,,,,189.7,307.0,,-296.0,False,,,,True,True,,True
13065,187,140.0,,,,,37.0,159.9,,26.0,-47.0,,,,,-150.0,-27.1,,-161.0,,,,,False,True,,False
13067,6177,13300.0,13240.6,,,,14964.7,7925.3,,6767.0,7123.0,7063.6,,,,8787.7,1748.3,,590.0,True,,,,False,True,,True
13069,598,861.0,,,,,509.4,454.8,,165.0,263.0,,,,,-88.6,-143.2,,-433.0,,,,,True,True,,False
13071,380,448.0,,,,,105.6,309.5,,75.0,68.0,,,,,-274.4,-70.5,,-305.0,,,,,False,False,,False
13073,1536,2380.0,4350.0,,,,2460.9,1106.3,,1656.0,844.0,2814.0,,,,924.9,-429.7,,120.0,False,,,,False,True,,True
13075,117,245.0,,,,,59.8,147.2,,105.0,128.0,,,,,-57.2,30.2,,-12.0,,,,,True,True,,True
13077,1116,1204.0,1341.2,,,,412.7,1091.7,,931.0,88.0,225.2,,,,-703.3,-24.3,,-185.0,False,,,,False,True,,False
13079,69,84.0,,,,,32.2,61.0,,70.0,15.0,,,,,-36.8,-8.0,,1.0,,,,,False,True,,True
13081,176,91.0,,,,,28.9,55.6,,38.0,-85.0,,,,,-147.1,-120.4,,-138.0,,,,,False,False,,False
13083,157,112.0,,,,,48.8,46.1,,99.0,-45.0,,,,,-108.2,-110.9,,-58.0,,,,,False,False,,False
13085,443,518.0,,,,,629.0,721.7,,391.0,75.0,,,,,186.0,278.7,,-52.0,,,,,False,False,,True
13087,382,980.0,,,,,405.4,1755.7,,252.0,598.0,,,,,23.4,1373.7,,-130.0,,,,,True,False,,True
13089,4848,9828.0,12912.5,,,,9191.1,5418.3,,4877.0,4980.0,8064.5,,,,4343.1,570.3,,29.0,False,,,,True,True,,True
13091,217,154.0,,,,,126.2,69.5,,52.0,-63.0,,,,,-90.8,-147.5,,-165.0,,,,,False,False,,False
13093,91,70.0,,,,,8.6,15.9,,25.0,-21.0,,,,,-82.4,-75.1,,-66.0,,,,,False,False,,False
13095,469,665.0,247.9,,,,113.9,820.0,,126.0,196.0,-221.1,,,,-355.1,351.0,,-343.0,False,,,,False,False,,False
13097,941,2261.0,3196.9,,,,2017.8,1392.1,,1086.0,1320.0,2255.9,,,,1076.8,451.1,,145.0,False,,,,True,True,,True
13099,135,91.0,,,,,5.9,51.8,,11.0,-44.0,,,,,-129.1,-83.2,,-124.0,,,,,False,False,,False
13101,20,21.0,,,,,3.3,110.8,,0.0,1.0,,,,,-16.7,90.8,,-20.0,,,,,False,False,,False
13103,712,651.0,969.8,,,,507.7,448.3,,522.0,-61.0,257.8,,,,-204.3,-263.7,,-190.0,False,,,,False,False,,False
13105,292,217.0,,,,,161.9,116.6,,117.0,-75.0,,,,,-130.1,-175.4,,-175.0,,,,,False,False,,False
13107,544,644.0,,,,,594.0,482.7,,237.0,100.0,,,,,50.0,-61.3,,-307.0,,,,,True,True,,False
13109,174,273.0,,,,,96.7,215.3,,108.0,99.0,,,,,-77.3,41.3,,-66.0,,,,,True,True,,True
13111,320,413.0,,,,,110.0,755.4,,261.0,93.0,,,,,-210.0,435.4,,-59.0,,,,,False,False,,True
13113,740,1057.0,1469.2,,,,1046.2,597.6,,983.0,317.0,729.2,,,,306.2,-142.4,,243.0,False,,,,True,True,,True
13115,1664,1715.0,2118.6,,,,774.4,2328.2,,1105.0,51.0,454.6,,,,-889.6,664.2,,-559.0,False,,,,False,False,,False
13117,1755,2282.0,3150.1,,,,2826.3,1387.5,,2183.0,527.0,1395.1,,,,1071.3,-367.5,,428.0,False,,,,False,True,,True
13119,356,294.0,,,,,37.3,276.8,,117.0,-62.0,,,,,-318.7,-79.2,,-239.0,,,,,False,False,,False
13121,7431,15337.0,19224.6,,,,17598.0,8905.1,,7550.0,7906.0,11793.6,,,,10167.0,1474.1,,119.0,False,,,,False,True,,True
13123,196,875.0,,,,,701.8,821.2,,309.0,679.0,,,,,505.8,625.2,,113.0,,,,,True,True,,True
13125,19,14.0,,,,,5.2,,,14.0,-5.0,,,,,-13.8,,,-5.0,,,,,False,,,False
13127,968,1442.0,3264.6,,,,1201.8,928.4,,318.0,474.0,2296.6,,,,233.8,-39.6,,-650.0,False,,,,True,True,,False
13129,674,1190.0,1914.7,,,,630.1,3729.3,,566.0,516.0,1240.7,,,,-43.9,3055.3,,-108.0,False,,,,True,False,,True
