,actual_cases,COVIDhub-baseline,Columbia_UNC-SurvCon,Covid19Sim-Simulator,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,MITCovAlliance-SIR,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-MITCovAlliance-SIR,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-MITCovAlliance-SIR,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
48359,55,24.0,,,,46.0,,48.3,,,,54.0,-31.0,,,,-9.0,,-6.7,,,,-1.0,,,,True,,True,,,,True
48361,1688,304.0,,,,647.0,,165.3,258.7,137.2,,8.0,-1384.0,,,,-1041.0,,-1522.7,-1429.3,-1550.8,,-1680.0,,,,True,,False,False,False,,False
48363,712,264.0,,,,145.0,,322.6,41.9,,,181.0,-448.0,,,,-567.0,,-389.4,-670.1,,,-531.0,,,,False,,True,False,,,False
48365,325,216.0,,,,275.0,,251.9,81.1,,,381.0,-109.0,,,,-50.0,,-73.1,-243.9,,,56.0,,,,True,,True,False,,,True
48367,3319,752.0,,,,1007.0,,648.1,503.7,528.0,,307.0,-2567.0,,,,-2312.0,,-2670.9,-2815.3,-2791.0,,-3012.0,,,,True,,False,False,False,,False
48369,520,104.0,,,,199.0,,51.7,0.7,,,10.0,-416.0,,,,-321.0,,-468.3,-519.3,,,-510.0,,,,True,,False,False,,,False
48371,593,136.0,,,,113.0,,178.1,0.0,,,185.0,-457.0,,,,-480.0,,-414.9,-593.0,,,-408.0,,,,False,,True,False,,,True
48373,815,96.0,,,,543.0,,77.1,53.1,,,17.0,-719.0,,,,-272.0,,-737.9,-761.9,,,-798.0,,,,True,,False,False,,,False
48375,6901,3872.0,,,,3302.0,,2903.6,42.1,1810.2,,1162.0,-3029.0,,,,-3599.0,,-3997.4,-6858.9,-5090.8,,-5739.0,,,,False,,False,False,False,,False
48377,400,8.0,,,,5.0,,6.7,,,,12.0,-392.0,,,,-395.0,,-393.3,,,,-388.0,,,,False,,False,,,,True
48379,299,32.0,,,,70.0,,92.3,,,,18.0,-267.0,,,,-229.0,,-206.7,,,,-281.0,,,,True,,True,,,,False
48381,8201,3728.0,,,,2457.0,,3525.1,1999.7,1748.0,,2681.0,-4473.0,,,,-5744.0,,-4675.9,-6201.3,-6453.0,,-5520.0,,,,False,,False,False,False,,False
48383,245,0.0,,,,49.0,,31.0,,,,119.0,-245.0,,,,-196.0,,-214.0,,,,-126.0,,,,True,,True,,,,True
48385,42,16.0,,,,23.0,,9.6,0.0,,,2.0,-26.0,,,,-19.0,,-32.4,-42.0,,,-40.0,,,,True,,False,False,,,False
48387,154,16.0,,,,120.0,,18.8,20.5,,,4.0,-138.0,,,,-34.0,,-135.2,-133.5,,,-150.0,,,,True,,True,True,,,False
48389,1088,120.0,,,,125.0,,157.7,0.0,,,351.0,-968.0,,,,-963.0,,-930.3,-1088.0,,,-737.0,,,,True,,True,False,,,True
48391,82,0.0,,,,21.0,,2.2,0.0,,,3.0,-82.0,,,,-61.0,,-79.8,-82.0,,,-79.0,,,,True,,True,False,,,True
48393,18,16.0,,,,31.0,,27.3,,,,20.0,-2.0,,,,13.0,,9.3,,,,2.0,,,,False,,False,,,,False
48395,304,264.0,,,,104.0,,291.4,5.0,,,83.0,-40.0,,,,-200.0,,-12.6,-299.0,,,-221.0,,,,False,,True,False,,,False
48397,2544,392.0,,,,719.0,,396.2,460.2,321.6,,222.0,-2152.0,,,,-1825.0,,-2147.8,-2083.8,-2222.4,,-2322.0,,,,True,,True,True,False,,False
48399,316,64.0,,,,71.0,,50.9,0.0,,,10.0,-252.0,,,,-245.0,,-265.1,-316.0,,,-306.0,,,,True,,False,False,,,False
48401,1038,0.0,,,,633.0,,66.4,91.9,,,0.0,-1038.0,,,,-405.0,,-971.6,-946.1,,,-1038.0,,,,True,,True,True,,,False
48403,168,24.0,,,,84.0,,21.1,,,,20.0,-144.0,,,,-84.0,,-146.9,,,,-148.0,,,,True,,False,,,,False
48405,170,0.0,,,,103.0,,2.6,0.7,,,9.0,-170.0,,,,-67.0,,-167.4,-169.3,,,-161.0,,,,True,,True,True,,,True
48407,150,16.0,,,,157.0,,76.3,113.8,,,17.0,-134.0,,,,7.0,,-73.7,-36.2,,,-133.0,,,,True,,True,True,,,True
48409,455,232.0,,,,172.0,,65.8,0.0,97.8,,106.0,-223.0,,,,-283.0,,-389.2,-455.0,-357.2,,-349.0,,,,False,,False,False,False,,False
48411,244,272.0,,,,64.0,,116.5,48.0,,,40.0,28.0,,,,-180.0,,-127.5,-196.0,,,-204.0,,,,False,,False,False,,,False
48413,146,0.0,,,,23.0,,2.4,,,,0.0,-146.0,,,,-123.0,,-143.6,,,,-146.0,,,,True,,True,,,,False
48415,803,1024.0,,,,283.0,,960.6,0.3,,,0.0,221.0,,,,-520.0,,157.6,-802.7,,,-803.0,,,,False,,True,False,,,False
48417,88,8.0,,,,27.0,,7.4,,,,0.0,-80.0,,,,-61.0,,-80.6,,,,-88.0,,,,True,,False,,,,False
48419,375,352.0,,,,269.0,,349.4,74.2,,,776.0,-23.0,,,,-106.0,,-25.6,-300.8,,,401.0,,,,False,,False,False,,,False
48421,34,8.0,,,,41.0,,9.3,,,,1.0,-26.0,,,,7.0,,-24.7,,,,-33.0,,,,True,,True,,,,False
48423,6356,1064.0,,,,2326.0,,986.8,476.6,609.3,,330.0,-5292.0,,,,-4030.0,,-5369.2,-5879.4,-5746.7,,-6026.0,,,,True,,False,False,False,,False
48425,380,24.0,,,,52.0,,84.9,11.6,,,14.0,-356.0,,,,-328.0,,-295.1,-368.4,,,-366.0,,,,True,,True,False,,,False
48427,1252,272.0,,,,1178.0,,138.6,0.0,111.0,,95.0,-980.0,,,,-74.0,,-1113.4,-1252.0,-1141.0,,-1157.0,,,,True,,False,False,False,,False
48429,338,24.0,,,,65.0,,51.0,0.0,,,44.0,-314.0,,,,-273.0,,-287.0,-338.0,,,-294.0,,,,True,,True,False,,,True
48431,74,8.0,,,,16.0,,55.5,,,,45.0,-66.0,,,,-58.0,,-18.5,,,,-29.0,,,,True,,True,,,,True
48433,34,0.0,,,,22.0,,0.6,,,,1.0,-34.0,,,,-12.0,,-33.4,,,,-33.0,,,,True,,True,,,,True
48435,230,8.0,,,,27.0,,7.5,,,,1.0,-222.0,,,,-203.0,,-222.5,,,,-229.0,,,,True,,False,,,,False
48437,409,96.0,,,,106.0,,94.0,21.9,,,249.0,-313.0,,,,-303.0,,-315.0,-387.1,,,-160.0,,,,True,,False,False,,,True
48439,53910,24568.0,,,,22132.0,,17977.9,1710.5,10257.5,,19039.0,-29342.0,,,,-31778.0,,-35932.1,-52199.5,-43652.5,,-34871.0,,,,False,,False,False,False,,False
48441,7038,672.0,,,,1240.0,,463.0,407.1,441.4,,585.0,-6366.0,,,,-5798.0,,-6575.0,-6630.9,-6596.6,,-6453.0,,,,True,,False,False,False,,False
48443,32,0.0,,,,1.0,,2.0,,,,0.0,-32.0,,,,-31.0,,-30.0,,,,-32.0,,,,True,,True,,,,False
48445,692,624.0,,,,156.0,,812.4,135.4,,,334.0,-68.0,,,,-536.0,,120.4,-556.6,,,-358.0,,,,False,,False,False,,,False
48447,29,48.0,,,,27.0,,130.7,,,,71.0,19.0,,,,-2.0,,101.7,,,,42.0,,,,True,,False,,,,False
48449,701,360.0,,,,372.0,,284.6,4.0,266.7,,192.0,-341.0,,,,-329.0,,-416.4,-697.0,-434.3,,-509.0,,,,True,,False,False,False,,False
48451,5719,1656.0,,,,1446.0,,1232.7,13.9,822.7,,294.0,-4063.0,,,,-4273.0,,-4486.3,-5705.1,-4896.3,,-5425.0,,,,False,,False,False,False,,False
48453,9726,3592.0,,,,5934.0,,2693.6,188.3,1291.2,,1843.0,-6134.0,,,,-3792.0,,-7032.4,-9537.7,-8434.8,,-7883.0,,,,True,,False,False,False,,False
48455,80,8.0,,,,102.0,,64.7,36.1,,,4.0,-72.0,,,,22.0,,-15.3,-43.9,,,-76.0,,,,True,,True,True,,,False
48457,348,96.0,,,,333.0,,147.6,62.5,,,61.0,-252.0,,,,-15.0,,-200.4,-285.5,,,-287.0,,,,True,,True,False,,,False
48459,803,168.0,,,,360.0,,214.9,140.0,,,383.0,-635.0,,,,-443.0,,-588.1,-663.0,,,-420.0,,,,True,,True,False,,,True
48461,196,0.0,,,,25.0,,13.4,,,,0.0,-196.0,,,,-171.0,,-182.6,,,,-196.0,,,,True,,True,,,,False
48463,435,104.0,,,,136.0,,104.8,0.0,,,25.0,-331.0,,,,-299.0,,-330.2,-435.0,,,-410.0,,,,True,,True,False,,,False
48465,1005,504.0,,,,833.0,,408.6,0.0,116.3,,290.0,-501.0,,,,-172.0,,-596.4,-1005.0,-888.7,,-715.0,,,,True,,False,False,False,,False
48467,1289,168.0,,,,575.0,,191.6,145.0,,,323.0,-1121.0,,,,-714.0,,-1097.4,-1144.0,,,-966.0,,,,True,,True,False,,,True
48469,1046,400.0,,,,341.0,,357.0,4.6,181.2,,660.0,-646.0,,,,-705.0,,-689.0,-1041.4,-864.8,,-386.0,,,,False,,False,False,False,,True
48471,1183,648.0,,,,1052.0,,496.5,0.8,441.0,,165.0,-535.0,,,,-131.0,,-686.5,-1182.2,-742.0,,-1018.0,,,,True,,False,False,False,,False
48473,462,344.0,,,,277.0,,473.5,0.2,,,937.0,-118.0,,,,-185.0,,11.5,-461.8,,,475.0,,,,False,,True,False,,,False
48475,519,32.0,,,,89.0,,100.9,39.7,,,22.0,-487.0,,,,-430.0,,-418.1,-479.3,,,-497.0,,,,True,,True,True,,,False
48477,505,88.0,,,,282.0,,124.8,90.8,,,136.0,-417.0,,,,-223.0,,-380.2,-414.2,,,-369.0,,,,True,,True,True,,,True
48479,6411,2560.0,,,,2366.0,,2016.4,23.6,3884.2,,1649.0,-3851.0,,,,-4045.0,,-4394.6,-6387.4,-2526.8,,-4762.0,,,,False,,False,False,True,,False
48481,543,112.0,,,,279.0,,132.9,0.3,87.9,,58.0,-431.0,,,,-264.0,,-410.1,-542.7,-455.1,,-485.0,,,,True,,True,False,False,,False
48483,245,0.0,,,,139.0,,4.7,,,,12.0,-245.0,,,,-106.0,,-240.3,,,,-233.0,,,,True,,True,,,,True
48485,5465,2968.0,,,,1518.0,,2651.0,1060.6,1013.0,,3282.0,-2497.0,,,,-3947.0,,-2814.0,-4404.4,-4452.0,,-2183.0,,,,False,,False,False,False,,True
48487,732,232.0,,,,106.0,,252.4,0.0,,,9.0,-500.0,,,,-626.0,,-479.6,-732.0,,,-723.0,,,,False,,True,False,,,False
48489,259,72.0,,,,86.0,,62.1,0.0,44.8,,21.0,-187.0,,,,-173.0,,-196.9,-259.0,-214.2,,-238.0,,,,True,,False,False,False,,False
48491,6546,1688.0,,,,2618.0,,1245.8,707.0,1399.5,,2570.0,-4858.0,,,,-3928.0,,-5300.2,-5839.0,-5146.5,,-3976.0,,,,True,,False,False,False,,True
48493,524,448.0,,,,196.0,,393.4,191.3,,,57.0,-76.0,,,,-328.0,,-130.6,-332.7,,,-467.0,,,,False,,False,False,,,False
48495,314,40.0,,,,72.0,,23.1,0.3,,,8.0,-274.0,,,,-242.0,,-290.9,-313.7,,,-306.0,,,,True,,False,False,,,False
48497,1861,224.0,,,,449.0,,290.4,251.8,,,296.0,-1637.0,,,,-1412.0,,-1570.6,-1609.2,,,-1565.0,,,,True,,True,True,,,True
48499,1014,232.0,,,,351.0,,276.1,228.7,,,134.0,-782.0,,,,-663.0,,-737.9,-785.3,,,-880.0,,,,True,,True,False,,,False
48501,356,216.0,,,,93.0,,176.3,128.3,,,127.0,-140.0,,,,-263.0,,-179.7,-227.7,,,-229.0,,,,False,,False,False,,,False
48503,701,400.0,,,,159.0,,538.4,177.2,,,301.0,-301.0,,,,-542.0,,-162.6,-523.8,,,-400.0,,,,False,,True,False,,,False
48505,304,56.0,,,,139.0,,42.5,0.0,,,74.0,-248.0,,,,-165.0,,-261.5,-304.0,,,-230.0,,,,True,,False,False,,,True
48507,350,184.0,,,,36.0,,147.6,0.0,,,49.0,-166.0,,,,-314.0,,-202.4,-350.0,,,-301.0,,,,False,,False,False,,,False
49001,0,0.0,,,,0.0,,1.4,,,,,0.0,,,,0.0,,1.4,,,,,,,,True,,False,,,,
49003,0,0.0,,,,373.0,,61.4,,,,,0.0,,,,373.0,,61.4,,,,,,,,False,,False,,,,
49005,0,0.0,,,,2150.0,,57.6,,,,,0.0,,,,2150.0,,57.6,,,,,,,,False,,False,,,,
49007,0,0.0,,,,59.0,,78.6,,,,,0.0,,,,59.0,,78.6,,,,,,,,False,,False,,,,
49009,0,0.0,,,,0.0,,2.1,,,,,0.0,,,,0.0,,2.1,,,,,,,,True,,False,,,,
49011,11847,5952.0,,,,5498.0,,4714.9,1799.1,2199.1,,2484.0,-5895.0,,,,-6349.0,,-7132.1,-10047.9,-9647.9,,-9363.0,,,,False,,False,False,False,,False
49013,0,0.0,,,,107.0,,85.4,,,,,0.0,,,,107.0,,85.4,,,,,,,,False,,False,,,,
49015,0,0.0,,,,0.0,,1.6,,,,,0.0,,,,0.0,,1.6,,,,,,,,True,,False,,,,
49017,0,0.0,,,,8.0,,1.6,,,,,0.0,,,,8.0,,1.6,,,,,,,,False,,False,,,,
49019,0,0.0,,,,14.0,,7.7,,,,,0.0,,,,14.0,,7.7,,,,,,,,False,,False,,,,
49021,0,0.0,,,,162.0,,46.5,,,,,0.0,,,,162.0,,46.5,,,,,,,,False,,False,,,,
49023,0,0.0,,,,23.0,,30.9,,,,,0.0,,,,23.0,,30.9,,,,,,,,False,,False,,,,
49025,0,0.0,,,,0.0,,4.5,,,,,0.0,,,,0.0,,4.5,,,,,,,,True,,False,,,,
49027,0,0.0,,,,14.0,,1.9,,,,,0.0,,,,14.0,,1.9,,,,,,,,False,,False,,,,
49029,0,0.0,,,,36.0,,62.9,,,,,0.0,,,,36.0,,62.9,,,,,,,,False,,False,,,,
49031,0,0.0,,,,0.0,,0.2,,,,,0.0,,,,0.0,,0.2,,,,,,,,True,,False,,,,
49033,0,0.0,,,,16.0,,3.9,,,,,0.0,,,,16.0,,3.9,,,,,,,,False,,False,,,,
49035,49785,28856.0,,,,20220.0,,17805.9,14419.9,10361.3,,14660.0,-20929.0,,,,-29565.0,,-31979.1,-35365.1,-39423.7,,-35125.0,,,,False,,False,False,False,,False
49037,421,112.0,,,,27.0,,62.6,0.0,,,38.0,-309.0,,,,-394.0,,-358.4,-421.0,,,-383.0,,,,False,,False,False,,,False
49039,0,0.0,,,,74.0,,85.0,,,,,0.0,,,,74.0,,85.0,,,,,,,,False,,False,,,,
49041,0,0.0,,,,12.0,,2.3,,,,,0.0,,,,12.0,,2.3,,,,,,,,False,,False,,,,
49043,1268,736.0,,,,192.0,,504.6,326.5,424.3,,615.0,-532.0,,,,-1076.0,,-763.4,-941.5,-843.7,,-653.0,,,,False,,False,False,False,,False
49045,2200,960.0,,,,607.0,,817.7,288.2,,,1372.0,-1240.0,,,,-1593.0,,-1382.3,-1911.8,,,-828.0,,,,False,,False,False,,,True
49047,0,0.0,,,,168.0,,54.6,,,,,0.0,,,,168.0,,54.6,,,,,,,,False,,False,,,,
49049,30092,18664.0,,,,12873.0,,11751.6,8153.4,9666.4,,5443.0,-11428.0,,,,-17219.0,,-18340.4,-21938.6,-20425.6,,-24649.0,,,,False,,False,False,False,,False
49051,1559,560.0,,,,218.0,,486.7,514.1,,,442.0,-999.0,,,,-1341.0,,-1072.3,-1044.9,,,-1117.0,,,,False,,False,False,,,False
49053,0,0.0,,,,162.0,,48.5,,,,,0.0,,,,162.0,,48.5,,,,,,,,False,,False,,,,
49055,0,0.0,,,,0.0,,0.7,,,,,0.0,,,,0.0,,0.7,,,,,,,,True,,False,,,,
49057,0,0.0,,,,3267.0,,69.0,,,,,0.0,,,,3267.0,,69.0,,,,,,,,False,,False,,,,
50001,91,216.0,,,,0.0,,547.2,61.5,,,954.0,125.0,,,,-91.0,,456.2,-29.5,,,863.0,,,,True,,False,True,,,False
50003,110,40.0,,,,0.0,,110.3,242.1,,,167.0,-70.0,,,,-110.0,,0.3,132.1,,,57.0,,,,False,,True,False,,,True
50005,124,0.0,,,,40.0,,66.3,,,,0.0,-124.0,,,,-84.0,,-57.7,,,,-124.0,,,,True,,True,,,,False
50007,851,216.0,,,,16.0,,168.2,200.6,,,1414.0,-635.0,,,,-835.0,,-682.8,-650.4,,,563.0,,,,False,,False,False,,,True
50009,57,0.0,,,,16.0,,0.5,,,,0.0,-57.0,,,,-41.0,,-56.5,,,,-57.0,,,,True,,True,,,,False
50011,173,16.0,,,,0.0,,79.6,13.9,,,10.0,-157.0,,,,-173.0,,-93.4,-159.1,,,-163.0,,,,False,,True,False,,,False
50013,32,0.0,,,,0.0,,1.3,,,,1.0,-32.0,,,,-32.0,,-30.7,,,,-31.0,,,,False,,True,,,,True
50015,119,0.0,,,,0.0,,62.1,,,,0.0,-119.0,,,,-119.0,,-56.9,,,,-119.0,,,,False,,True,,,,False
50017,223,0.0,,,,16.0,,69.2,,,,0.0,-223.0,,,,-207.0,,-153.8,,,,-223.0,,,,True,,True,,,,False
50019,155,0.0,,,,8.0,,69.9,,,,0.0,-155.0,,,,-147.0,,-85.1,,,,-155.0,,,,True,,True,,,,False
50021,139,16.0,,,,1.0,,70.1,86.4,,,0.0,-123.0,,,,-138.0,,-68.9,-52.6,,,-139.0,,,,False,,True,True,,,False
50023,679,32.0,,,,9.0,,82.1,,,,24.0,-647.0,,,,-670.0,,-596.9,,,,-655.0,,,,False,,True,,,,False
50025,152,16.0,,,,2.0,,82.4,200.9,,,650.0,-136.0,,,,-150.0,,-69.6,48.9,,,498.0,,,,False,,True,True,,,False
50027,140,80.0,,,,9.0,,147.9,154.5,,,701.0,-60.0,,,,-131.0,,7.9,14.5,,,561.0,,,,False,,True,True,,,False
51001,187,32.0,,,,273.0,,86.5,5.3,14.4,,9.0,-155.0,,,,86.0,,-100.5,-181.7,-172.6,,-178.0,,,,True,,True,False,False,,False
51003,605,600.0,,,,267.0,,569.3,695.7,323.3,,346.0,-5.0,,,,-338.0,,-35.7,90.7,-281.7,,-259.0,,,,False,,False,False,False,,False
51005,297,16.0,,,,39.0,,14.9,,,,100.0,-281.0,,,,-258.0,,-282.1,,,,-197.0,,,,True,,False,,,,True
51007,123,48.0,,,,50.0,,27.5,63.8,,,300.0,-75.0,,,,-73.0,,-95.5,-59.2,,,177.0,,,,True,,False,True,,,False
51009,420,328.0,,,,118.0,,384.7,208.2,,,101.0,-92.0,,,,-302.0,,-35.3,-211.8,,,-319.0,,,,False,,True,False,,,False
51011,198,176.0,,,,62.0,,198.8,41.4,,,276.0,-22.0,,,,-136.0,,0.8,-156.6,,,78.0,,,,False,,True,False,,,False
51013,2470,1152.0,,,,408.0,,834.2,1121.0,810.2,,1335.0,-1318.0,,,,-2062.0,,-1635.8,-1349.0,-1659.8,,-1135.0,,,,False,,False,False,False,,True
51015,840,344.0,,,,268.0,,362.9,354.5,,,490.0,-496.0,,,,-572.0,,-477.1,-485.5,,,-350.0,,,,False,,True,True,,,True
51017,52,32.0,,,,2.0,,53.5,,,,3.0,-20.0,,,,-50.0,,1.5,,,,-49.0,,,,False,,True,,,,False
51019,1091,792.0,,,,365.0,,873.5,400.6,,,1015.0,-299.0,,,,-726.0,,-217.5,-690.4,,,-76.0,,,,False,,True,False,,,True
51021,166,0.0,,,,13.0,,2.4,,,,0.0,-166.0,,,,-153.0,,-163.6,,,,-166.0,,,,True,,True,,,,False
51023,510,136.0,,,,96.0,,168.9,238.8,,,184.0,-374.0,,,,-414.0,,-341.1,-271.2,,,-326.0,,,,False,,True,True,,,True
51025,99,192.0,,,,77.0,,138.5,0.0,,,94.0,93.0,,,,-22.0,,39.5,-99.0,,,-5.0,,,,True,,True,False,,,True
51027,293,240.0,,,,147.0,,558.7,118.2,,,243.0,-53.0,,,,-146.0,,265.7,-174.8,,,-50.0,,,,False,,False,False,,,True
51029,277,152.0,,,,69.0,,108.8,0.3,,,176.0,-125.0,,,,-208.0,,-168.2,-276.7,,,-101.0,,,,False,,False,False,,,True
51031,741,592.0,,,,320.0,,638.2,330.9,,,1029.0,-149.0,,,,-421.0,,-102.8,-410.1,,,288.0,,,,False,,True,False,,,False
51033,324,72.0,,,,59.0,,100.1,146.2,,,8.0,-252.0,,,,-265.0,,-223.9,-177.8,,,-316.0,,,,False,,True,True,,,False
51035,541,104.0,,,,179.0,,154.0,99.8,,,177.0,-437.0,,,,-362.0,,-387.0,-441.2,,,-364.0,,,,True,,True,False,,,True
51036,63,32.0,,,,18.0,,28.8,,,,253.0,-31.0,,,,-45.0,,-34.2,,,,190.0,,,,False,,False,,,,False
51037,119,336.0,,,,74.0,,829.5,37.0,,,337.0,217.0,,,,-45.0,,710.5,-82.0,,,218.0,,,,True,,False,True,,,False
51041,3525,1736.0,,,,1083.0,,1236.8,626.1,1546.3,,1993.0,-1789.0,,,,-2442.0,,-2288.2,-2898.9,-1978.7,,-1532.0,,,,False,,False,False,False,,True
51043,117,48.0,,,,18.0,,29.8,89.0,,,8.0,-69.0,,,,-99.0,,-87.2,-28.0,,,-109.0,,,,False,,False,True,,,False
51045,64,32.0,,,,6.0,,18.5,,,,16.0,-32.0,,,,-58.0,,-45.5,,,,-48.0,,,,False,,False,,,,False
51047,1087,152.0,,,,125.0,,176.5,72.1,111.7,,56.0,-935.0,,,,-962.0,,-910.5,-1014.9,-975.3,,-1031.0,,,,False,,True,False,False,,False
51049,60,24.0,,,,24.0,,25.7,13.3,,,208.0,-36.0,,,,-36.0,,-34.3,-46.7,,,148.0,,,,False,,True,False,,,False
51051,234,48.0,,,,71.0,,46.3,83.8,,,55.0,-186.0,,,,-163.0,,-187.7,-150.2,,,-179.0,,,,True,,False,True,,,True
51053,264,176.0,,,,140.0,,246.1,101.1,,,200.0,-88.0,,,,-124.0,,-17.9,-162.9,,,-64.0,,,,False,,True,False,,,True
51057,77,16.0,,,,28.0,,7.2,0.0,,,6.0,-61.0,,,,-49.0,,-69.8,-77.0,,,-71.0,,,,True,,False,False,,,False
51059,10718,5480.0,,,,2132.0,,3512.6,1737.0,5746.4,,6311.0,-5238.0,,,,-8586.0,,-7205.4,-8981.0,-4971.6,,-4407.0,,,,False,,False,False,True,,True
51061,639,320.0,,,,161.0,,325.5,548.9,,,742.0,-319.0,,,,-478.0,,-313.5,-90.1,,,103.0,,,,False,,True,True,,,True
51063,154,88.0,,,,76.0,,82.3,28.1,,,197.0,-66.0,,,,-78.0,,-71.7,-125.9,,,43.0,,,,False,,False,False,,,True
51065,130,72.0,,,,62.0,,137.6,141.0,,,216.0,-58.0,,,,-68.0,,7.6,11.0,,,86.0,,,,False,,True,True,,,False
51067,1229,0.0,,,,279.0,,79.5,21.8,,,0.0,-1229.0,,,,-950.0,,-1149.5,-1207.2,,,-1229.0,,,,True,,True,True,,,False
51069,1399,512.0,,,,208.0,,459.1,393.1,,,854.0,-887.0,,,,-1191.0,,-939.9,-1005.9,,,-545.0,,,,False,,False,False,,,True
51071,237,32.0,,,,58.0,,105.8,,,,165.0,-205.0,,,,-179.0,,-131.2,,,,-72.0,,,,True,,True,,,,True
51073,252,336.0,,,,133.0,,308.9,186.1,,,447.0,84.0,,,,-119.0,,56.9,-65.9,,,195.0,,,,False,,True,True,,,False
51075,182,152.0,,,,83.0,,186.9,127.8,,,162.0,-30.0,,,,-99.0,,4.9,-54.2,,,-20.0,,,,False,,True,False,,,True
51077,229,80.0,,,,110.0,,44.0,47.5,,,7.0,-149.0,,,,-119.0,,-185.0,-181.5,,,-222.0,,,,True,,False,False,,,False
51079,135,176.0,,,,29.0,,240.6,97.5,,,290.0,41.0,,,,-106.0,,105.6,-37.5,,,155.0,,,,False,,False,True,,,False
51081,125,152.0,,,,84.0,,66.9,0.0,,,0.0,27.0,,,,-41.0,,-58.1,-125.0,,,-125.0,,,,False,,False,False,,,False
51083,444,304.0,,,,393.0,,337.7,185.5,,,277.0,-140.0,,,,-51.0,,-106.3,-258.5,,,-167.0,,,,True,,True,False,,,False
51085,1189,688.0,,,,305.0,,613.5,938.6,802.1,,777.0,-501.0,,,,-884.0,,-575.5,-250.4,-386.9,,-412.0,,,,False,,False,True,True,,True
51087,3112,1416.0,,,,1132.0,,961.3,692.4,1075.9,,2235.0,-1696.0,,,,-1980.0,,-2150.7,-2419.6,-2036.1,,-877.0,,,,False,,False,False,False,,True
51089,836,624.0,,,,388.0,,519.7,133.8,445.0,,535.0,-212.0,,,,-448.0,,-316.3,-702.2,-391.0,,-301.0,,,,False,,False,False,False,,False
51091,17,0.0,,,,0.0,,1.9,,,,18.0,-17.0,,,,-17.0,,-15.1,,,,1.0,,,,False,,True,,,,True
51093,273,264.0,,,,158.0,,264.1,114.7,,,321.0,-9.0,,,,-115.0,,-8.9,-158.3,,,48.0,,,,False,,True,False,,,False
51095,350,224.0,,,,207.0,,227.8,271.7,,,821.0,-126.0,,,,-143.0,,-122.2,-78.3,,,471.0,,,,False,,True,True,,,False
51097,27,24.0,,,,14.0,,17.4,,,,24.0,-3.0,,,,-13.0,,-9.6,,,,-3.0,,,,False,,False,,,,False
51099,222,120.0,,,,36.0,,199.7,107.3,,,230.0,-102.0,,,,-186.0,,-22.3,-114.7,,,8.0,,,,False,,True,False,,,True
51101,124,96.0,,,,40.0,,161.7,76.8,,,213.0,-28.0,,,,-84.0,,37.7,-47.2,,,89.0,,,,False,,False,False,,,False
51103,81,56.0,,,,30.0,,49.9,0.2,,,59.0,-25.0,,,,-51.0,,-31.1,-80.8,,,-22.0,,,,False,,False,False,,,True
51105,692,200.0,,,,186.0,,236.2,25.2,,,87.0,-492.0,,,,-506.0,,-455.8,-666.8,,,-605.0,,,,False,,True,False,,,False
51107,3378,1816.0,,,,746.0,,1248.6,738.3,1717.3,,2769.0,-1562.0,,,,-2632.0,,-2129.4,-2639.7,-1660.7,,-609.0,,,,False,,False,False,False,,True
51109,247,176.0,,,,96.0,,230.7,149.9,,,439.0,-71.0,,,,-151.0,,-16.3,-97.1,,,192.0,,,,False,,True,False,,,False
51111,52,64.0,,,,65.0,,42.8,23.4,,,233.0,12.0,,,,13.0,,-9.2,-28.6,,,181.0,,,,False,,True,False,,,False
51113,85,32.0,,,,16.0,,38.4,54.0,,,26.0,-53.0,,,,-69.0,,-46.6,-31.0,,,-59.0,,,,False,,True,True,,,False
51115,64,208.0,,,,30.0,,224.2,0.2,,,42.0,144.0,,,,-34.0,,160.2,-63.8,,,-22.0,,,,True,,False,True,,,True
51117,205,440.0,,,,298.0,,436.8,7.3,,,380.0,235.0,,,,93.0,,231.8,-197.7,,,175.0,,,,True,,True,True,,,True
51119,48,80.0,,,,23.0,,75.4,55.5,,,64.0,32.0,,,,-25.0,,27.4,7.5,,,16.0,,,,True,,True,True,,,True
51121,1767,1800.0,,,,697.0,,1540.6,0.0,3323.5,,967.0,33.0,,,,-1070.0,,-226.4,-1767.0,1556.5,,-800.0,,,,False,,False,False,False,,False
51125,88,40.0,,,,30.0,,30.1,49.4,,,20.0,-48.0,,,,-58.0,,-57.9,-38.6,,,-68.0,,,,False,,False,True,,,False
