,actual_cases,COVIDhub-baseline,CDDEP-SEIR_MCMC,CU-select,Columbia_UNC-SurvCon,CovidAnalytics-DELPHI,IHME-CurveFit,LANL-GrowthRate,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-CDDEP-SEIR_MCMC,error-CU-select,error-Columbia_UNC-SurvCon,error-CovidAnalytics-DELPHI,error-IHME-CurveFit,error-LANL-GrowthRate,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-CDDEP-SEIR_MCMC,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IHME-CurveFit,beat_baseline-LANL-GrowthRate,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
06029,8635,16464.0,32406.4,5715.0,,,,15475.3,21813.7,,,7829.0,23771.4,-2920.0,,,,6840.3,13178.7,,,False,True,,,,True,False,,
06031,2815,438.0,906.0,199.0,,,,65.4,957.9,,,-2377.0,-1909.0,-2616.0,,,,-2749.6,-1857.1,,,True,False,,,,False,True,,
06033,240,150.0,347.5,151.0,,,,34.3,430.5,,,-90.0,107.5,-89.0,,,,-205.7,190.5,,,False,True,,,,False,False,,
06035,113,42.0,,70.0,,,,1.7,1524.4,,,-71.0,,-43.0,,,,-111.3,1411.4,,,,True,,,,False,False,,
06037,53039,95526.0,154224.5,81256.0,,,,94021.2,77606.4,,,42487.0,101185.5,28217.0,,,,40982.2,24567.4,,,False,True,,,,True,True,,
06039,1994,2154.0,3835.8,2461.0,,,,386.8,2429.9,,,160.0,1841.8,467.0,,,,-1607.2,435.9,,,False,False,,,,False,False,,
06041,1306,1758.0,7296.1,1434.0,,,,716.3,674.9,,,452.0,5990.1,128.0,,,,-589.7,-631.1,,,False,True,,,,False,False,,
06043,15,36.0,,0.0,,,,10.5,32.1,,,21.0,,-15.0,,,,-4.5,17.1,,,,True,,,,True,True,,
06045,453,408.0,575.0,429.0,,,,1043.0,649.3,,,-45.0,122.0,-24.0,,,,590.0,196.3,,,False,True,,,,False,False,,
06047,3738,4362.0,9598.1,1976.0,,,,1280.4,2510.2,,,624.0,5860.1,-1762.0,,,,-2457.6,-1227.8,,,False,False,,,,False,False,,
06049,20,18.0,,0.0,,,,0.1,,,,-2.0,,-20.0,,,,-19.9,,,,,False,,,,False,,,
06051,11,66.0,,41.0,,,,5.6,78.6,,,55.0,,30.0,,,,-5.4,67.6,,,,True,,,,True,False,,
06053,4148,2490.0,5366.2,796.0,,,,1202.9,4309.4,,,-1658.0,1218.2,-3352.0,,,,-2945.1,161.4,,,True,False,,,,False,True,,
06055,558,948.0,2054.4,940.0,,,,120.3,957.0,,,390.0,1496.4,382.0,,,,-437.7,399.0,,,False,True,,,,False,False,,
06057,185,138.0,543.9,72.0,,,,6.7,384.7,,,-47.0,358.9,-113.0,,,,-178.3,199.7,,,False,False,,,,False,False,,
06059,12797,13458.0,52527.2,6695.0,,,,9883.3,6271.0,,,661.0,39730.2,-6102.0,,,,-2913.7,-6526.0,,,False,False,,,,False,False,,
06061,1242,1644.0,3997.2,2113.0,,,,2042.8,2582.6,,,402.0,2755.2,871.0,,,,800.8,1340.6,,,False,False,,,,False,False,,
06063,15,6.0,,0.0,,,,3.4,18.1,,,-9.0,,-15.0,,,,-11.6,3.1,,,,False,,,,False,True,,
06065,16229,20646.0,43718.8,23741.0,,,,13411.8,15547.4,,,4417.0,27489.8,7512.0,,,,-2817.2,-681.6,,,False,False,,,,True,True,,
06067,10376,5850.0,16749.4,13974.0,,,,4752.3,2631.1,,,-4526.0,6373.4,3598.0,,,,-5623.7,-7744.9,,,False,True,,,,False,False,,
06069,581,522.0,977.4,505.0,,,,55.7,429.4,,,-59.0,396.4,-76.0,,,,-525.3,-151.6,,,False,False,,,,False,False,,
06071,16835,16536.0,29774.1,4946.0,,,,10809.7,14165.7,,,-299.0,12939.1,-11889.0,,,,-6025.3,-2669.3,,,False,False,,,,False,False,,
06073,12514,16386.0,37391.2,40753.0,,,,8877.6,11635.9,,,3872.0,24877.2,28239.0,,,,-3636.4,-878.1,,,False,False,,,,True,True,,
06075,3264,4254.0,5394.7,2582.0,,,,2284.9,4161.6,,,990.0,2130.7,-682.0,,,,-979.1,897.6,,,False,True,,,,True,True,,
06077,7490,4920.0,13049.9,2323.0,,,,1673.9,3636.3,,,-2570.0,5559.9,-5167.0,,,,-5816.1,-3853.7,,,False,False,,,,False,False,,
06079,1267,1860.0,3984.3,2430.0,,,,986.0,1181.8,,,593.0,2717.3,1163.0,,,,-281.0,-85.2,,,False,False,,,,True,True,,
06081,3412,3396.0,3352.9,5787.0,,,,1919.7,5021.5,,,-16.0,-59.1,2375.0,,,,-1492.3,1609.5,,,False,False,,,,False,False,,
06083,2142,3222.0,5440.5,2817.0,,,,751.4,3275.4,,,1080.0,3298.5,675.0,,,,-1390.6,1133.4,,,False,True,,,,False,False,,
06085,8777,6924.0,12180.2,3993.0,,,,5344.3,5182.6,,,-1853.0,3403.2,-4784.0,,,,-3432.7,-3594.4,,,False,False,,,,False,False,,
06087,954,516.0,2258.6,137.0,,,,196.1,675.9,,,-438.0,1304.6,-817.0,,,,-757.9,-278.1,,,False,False,,,,False,True,,
06089,250,294.0,588.4,233.0,,,,95.4,777.8,,,44.0,338.4,-17.0,,,,-154.6,527.8,,,False,True,,,,False,False,,
06091,3,6.0,,0.0,,,,0.1,,,,3.0,,-3.0,,,,-2.9,,,,,False,,,,True,,,
06093,75,120.0,,97.0,,,,30.0,57.4,,,45.0,,22.0,,,,-45.0,-17.6,,,,True,,,,True,True,,
06095,2056,2508.0,,2766.0,,,,1066.5,1309.8,,,452.0,,710.0,,,,-989.5,-746.2,,,,False,,,,False,False,,
06097,3567,2922.0,,2588.0,,,,3380.7,1857.0,,,-645.0,,-979.0,,,,-186.3,-1710.0,,,,False,,,,True,False,,
06099,6723,4056.0,18243.1,1117.0,,,,1564.6,6312.8,,,-2667.0,11520.1,-5606.0,,,,-5158.4,-410.2,,,False,False,,,,False,True,,
06101,741,918.0,1545.9,944.0,,,,538.1,703.7,,,177.0,804.9,203.0,,,,-202.9,-37.3,,,False,False,,,,False,True,,
06103,217,252.0,235.0,287.0,,,,132.0,589.6,,,35.0,18.0,70.0,,,,-85.0,372.6,,,True,False,,,,False,False,,
06105,12,0.0,,0.0,,,,0.1,,,,-12.0,,-12.0,,,,-11.9,,,,,False,,,,True,,,
06107,5124,6126.0,10252.2,3656.0,,,,1409.2,5844.1,,,1002.0,5128.2,-1468.0,,,,-3714.8,720.1,,,False,False,,,,False,True,,
06109,69,66.0,172.4,23.0,,,,19.5,111.7,,,-3.0,103.4,-46.0,,,,-49.5,42.7,,,False,False,,,,False,False,,
06111,4090,4812.0,15224.6,5630.0,,,,1362.0,3169.7,,,722.0,11134.6,1540.0,,,,-2728.0,-920.3,,,False,False,,,,False,False,,
06113,1050,1080.0,1785.6,1401.0,,,,785.4,514.3,,,30.0,735.6,351.0,,,,-264.6,-535.7,,,False,False,,,,False,False,,
06115,530,702.0,1290.3,759.0,,,,491.3,510.4,,,172.0,760.3,229.0,,,,-38.7,-19.6,,,False,False,,,,True,True,,
08001,1972,2520.0,1982.0,1624.0,,,,917.9,2304.5,,,548.0,10.0,-348.0,,,,-1054.1,332.5,,,True,True,,,,False,True,,
08003,15,18.0,,0.0,,,,6.7,17.4,,,3.0,,-15.0,,,,-8.3,2.4,,,,False,,,,False,True,,
08005,1516,2124.0,1082.5,1089.0,,,,893.1,1431.0,,,608.0,-433.5,-427.0,,,,-622.9,-85.0,,,True,True,,,,False,True,,
08007,13,12.0,,0.0,,,,2.1,,,,-1.0,,-13.0,,,,-10.9,,,,,False,,,,False,,,
08009,4,0.0,,0.0,,,,1.3,0.8,,,-4.0,,-4.0,,,,-2.7,-3.2,,,,False,,,,True,True,,
08011,3,24.0,,0.0,,,,0.3,,,,21.0,,-3.0,,,,-2.7,,,,,True,,,,True,,,
08013,1298,816.0,760.5,697.0,,,,622.4,847.5,,,-482.0,-537.5,-601.0,,,,-675.6,-450.5,,,False,False,,,,False,True,,
08014,135,324.0,70.2,1197.0,,,,290.2,176.5,,,189.0,-64.8,1062.0,,,,155.2,41.5,,,True,False,,,,True,True,,
08015,22,96.0,,10.0,,,,6.0,206.9,,,74.0,,-12.0,,,,-16.0,184.9,,,,True,,,,True,False,,
08017,5,0.0,,0.0,,,,1.2,1.0,,,-5.0,,-5.0,,,,-3.8,-4.0,,,,False,,,,True,True,,
08019,7,18.0,,0.0,,,,0.9,13.9,,,11.0,,-7.0,,,,-6.1,6.9,,,,True,,,,True,True,,
08021,9,0.0,,0.0,,,,2.2,2.3,,,-9.0,,-9.0,,,,-6.8,-6.7,,,,False,,,,True,True,,
08023,11,0.0,,0.0,,,,2.2,8.0,,,-11.0,,-11.0,,,,-8.8,-3.0,,,,False,,,,True,True,,
08025,1,0.0,,0.0,,,,3.6,1.2,,,-1.0,,-1.0,,,,2.6,0.2,,,,False,,,,False,True,,
08027,6,6.0,,0.0,,,,0.2,6.9,,,0.0,,-6.0,,,,-5.8,0.9,,,,False,,,,False,False,,
08029,66,96.0,,197.0,,,,5.8,55.5,,,30.0,,131.0,,,,-60.2,-10.5,,,,False,,,,False,True,,
08031,2157,2880.0,2219.3,3139.0,,,,2075.7,3480.4,,,723.0,62.3,982.0,,,,-81.3,1323.4,,,True,False,,,,True,False,,
08033,2,0.0,,0.0,,,,,,,,-2.0,,-2.0,,,,,,,,,False,,,,,,,
08035,633,612.0,741.0,382.0,,,,353.7,611.5,,,-21.0,108.0,-251.0,,,,-279.3,-21.5,,,False,False,,,,False,False,,
08037,111,474.0,56.3,303.0,,,,76.7,675.6,,,363.0,-54.7,192.0,,,,-34.3,564.6,,,True,True,,,,True,False,,
08039,43,114.0,,152.0,,,,15.8,110.3,,,71.0,,109.0,,,,-27.2,67.3,,,,False,,,,True,True,,
08041,1684,2502.0,2670.5,2341.0,,,,2470.2,2201.8,,,818.0,986.5,657.0,,,,786.2,517.8,,,False,True,,,,True,True,,
08043,44,78.0,,48.0,,,,21.7,790.2,,,34.0,,4.0,,,,-22.3,746.2,,,,True,,,,True,False,,
08045,162,354.0,928.1,207.0,,,,123.6,775.1,,,192.0,766.1,45.0,,,,-38.4,613.1,,,False,True,,,,True,False,,
08047,2,0.0,,0.0,,,,0.7,,,,-2.0,,-2.0,,,,-1.3,,,,,False,,,,True,,,
08049,25,18.0,,0.0,,,,1.5,68.3,,,-7.0,,-25.0,,,,-23.5,43.3,,,,False,,,,False,False,,
08051,27,138.0,,48.0,,,,13.4,90.7,,,111.0,,21.0,,,,-13.6,63.7,,,,True,,,,True,True,,
08053,0,0.0,,0.0,,,,0.0,,,,0.0,,0.0,,,,0.0,,,,,True,,,,False,,,
08055,5,12.0,,0.0,,,,0.2,9.6,,,7.0,,-5.0,,,,-4.8,4.6,,,,True,,,,True,True,,
08057,1,6.0,,0.0,,,,,5.8,,,5.0,,-1.0,,,,,4.8,,,,True,,,,,True,,
08059,1157,1470.0,598.2,1130.0,,,,657.4,912.3,,,313.0,-558.8,-27.0,,,,-499.6,-244.7,,,False,True,,,,False,True,,
08061,0,0.0,,0.0,,,,,,,,0.0,,0.0,,,,,,,,,True,,,,,,,
08063,32,48.0,,0.0,,,,2.6,23.5,,,16.0,,-32.0,,,,-29.4,-8.5,,,,False,,,,False,True,,
08065,14,42.0,,43.0,,,,10.4,22.2,,,28.0,,29.0,,,,-3.6,8.2,,,,False,,,,True,True,,
08067,53,54.0,101.0,42.0,,,,33.1,28.3,,,1.0,48.0,-11.0,,,,-19.9,-24.7,,,False,False,,,,False,False,,
08069,797,930.0,633.6,1039.0,,,,666.7,617.7,,,133.0,-163.4,242.0,,,,-130.3,-179.3,,,False,False,,,,True,False,,
08071,4,12.0,,0.0,,,,0.8,,,,8.0,,-4.0,,,,-3.2,,,,,True,,,,True,,,
08073,1,12.0,,0.0,,,,0.1,6.5,,,11.0,,-1.0,,,,-0.9,5.5,,,,True,,,,True,True,,
08075,177,24.0,,0.0,,,,0.6,8.5,,,-153.0,,-177.0,,,,-176.4,-168.5,,,,False,,,,False,False,,
08077,232,246.0,431.2,194.0,,,,80.2,244.8,,,14.0,199.2,-38.0,,,,-151.8,12.8,,,False,False,,,,False,True,,
08079,2,0.0,,0.0,,,,1.1,,,,-2.0,,-2.0,,,,-0.9,,,,,False,,,,True,,,
08081,13,12.0,,0.0,,,,5.4,8.0,,,-1.0,,-13.0,,,,-7.6,-5.0,,,,False,,,,False,False,,
08083,17,24.0,,27.0,,,,2.4,13.1,,,7.0,,10.0,,,,-14.6,-3.9,,,,False,,,,False,True,,
08085,72,114.0,,273.0,,,,35.1,35.9,,,42.0,,201.0,,,,-36.9,-36.1,,,,False,,,,True,True,,
08087,52,48.0,,0.0,,,,5.2,50.0,,,-4.0,,-52.0,,,,-46.8,-2.0,,,,False,,,,False,True,,
08089,20,102.0,,161.0,,,,3.5,71.6,,,82.0,,141.0,,,,-16.5,51.6,,,,False,,,,True,True,,
08091,15,6.0,,0.0,,,,0.3,2.1,,,-9.0,,-15.0,,,,-14.7,-12.9,,,,False,,,,False,False,,
08093,9,6.0,,0.0,,,,1.8,5.8,,,-3.0,,-9.0,,,,-7.2,-3.2,,,,False,,,,False,False,,
08095,15,0.0,,0.0,,,,0.4,3.5,,,-15.0,,-15.0,,,,-14.6,-11.5,,,,False,,,,True,True,,
08097,35,114.0,,86.0,,,,21.0,118.2,,,79.0,,51.0,,,,-14.0,83.2,,,,True,,,,True,False,,
08099,41,24.0,,0.0,,,,3.1,14.8,,,-17.0,,-41.0,,,,-37.9,-26.2,,,,False,,,,False,False,,
08101,337,456.0,315.9,662.0,,,,253.6,576.9,,,119.0,-21.1,325.0,,,,-83.4,239.9,,,True,False,,,,True,False,,
08103,9,54.0,,0.0,,,,0.8,21.5,,,45.0,,-9.0,,,,-8.2,12.5,,,,True,,,,True,True,,
08105,6,12.0,,0.0,,,,13.1,26.1,,,6.0,,-6.0,,,,7.1,20.1,,,,False,,,,False,False,,
08107,24,96.0,,87.0,,,,18.4,66.2,,,72.0,,63.0,,,,-5.6,42.2,,,,True,,,,True,True,,
08109,5,0.0,,0.0,,,,11.9,23.3,,,-5.0,,-5.0,,,,6.9,18.3,,,,False,,,,False,False,,
08111,4,0.0,,0.0,,,,0.0,,,,-4.0,,-4.0,,,,-4.0,,,,,False,,,,True,,,
08113,9,72.0,,1.0,,,,10.3,64.1,,,63.0,,-8.0,,,,1.3,55.1,,,,True,,,,True,True,,
08115,1,0.0,,0.0,,,,,,,,-1.0,,-1.0,,,,,,,,,False,,,,,,,
08117,92,30.0,,8.0,,,,3.1,31.1,,,-62.0,,-84.0,,,,-88.9,-60.9,,,,False,,,,False,True,,
08119,50,66.0,,54.0,,,,30.1,49.1,,,16.0,,4.0,,,,-19.9,-0.9,,,,True,,,,False,True,,
08121,12,0.0,,0.0,,,,2.5,11.3,,,-12.0,,-12.0,,,,-9.5,-0.7,,,,False,,,,True,True,,
08123,796,1026.0,429.2,1049.0,,,,374.5,979.9,,,230.0,-366.8,253.0,,,,-421.5,183.9,,,False,False,,,,False,True,,
08125,22,6.0,,0.0,,,,2.9,7.4,,,-16.0,,-22.0,,,,-19.1,-14.6,,,,False,,,,False,True,,
09001,1760,978.0,344.8,176.0,,,,111.2,917.7,,,-782.0,-1415.2,-1584.0,,,,-1648.8,-842.3,,,False,False,,,,False,False,,
09003,1499,696.0,542.4,124.0,,,,152.8,1389.8,,,-803.0,-956.6,-1375.0,,,,-1346.2,-109.2,,,False,False,,,,False,True,,
09005,214,78.0,92.4,23.0,,,,9.9,93.3,,,-136.0,-121.6,-191.0,,,,-204.1,-120.7,,,True,False,,,,False,True,,
09007,147,114.0,122.5,176.0,,,,1.8,97.3,,,-33.0,-24.5,29.0,,,,-145.2,-49.7,,,True,True,,,,False,False,,
09009,1021,624.0,1084.4,334.0,,,,88.6,720.6,,,-397.0,63.4,-687.0,,,,-932.4,-300.4,,,True,False,,,,False,True,,
09011,286,186.0,128.8,199.0,,,,24.6,183.3,,,-100.0,-157.2,-87.0,,,,-261.4,-102.7,,,False,True,,,,False,False,,
09013,237,222.0,87.2,214.0,,,,1.0,148.9,,,-15.0,-149.8,-23.0,,,,-236.0,-88.1,,,False,False,,,,False,False,,
09015,173,198.0,115.3,982.0,,,,16.2,85.4,,,25.0,-57.7,809.0,,,,-156.8,-87.6,,,False,False,,,,False,False,,
10001,579,564.0,407.6,464.0,,,,189.8,414.3,,403.0,-15.0,-171.4,-115.0,,,,-389.2,-164.7,,-176.0,False,False,,,,False,False,,False
10003,2360,1908.0,1294.8,1009.0,,,,1100.8,2112.7,,1176.0,-452.0,-1065.2,-1351.0,,,,-1259.2,-247.3,,-1184.0,False,False,,,,False,True,,False
10005,890,1146.0,438.2,1543.0,,,,639.1,1557.2,,712.0,256.0,-451.8,653.0,,,,-250.9,667.2,,-178.0,False,False,,,,True,False,,True
12001,3294,2988.0,7318.5,2916.0,,,,2508.8,1279.6,,1740.0,-306.0,4024.5,-378.0,,,,-785.2,-2014.4,,-1554.0,False,False,,,,False,False,,False
12003,574,2736.0,,3745.0,,,,9580.0,1186.8,,541.0,2162.0,,3171.0,,,,9006.0,612.8,,-33.0,,False,,,,False,True,,True
12005,1414,4608.0,3660.1,4789.0,,,,2101.1,4451.0,,2041.0,3194.0,2246.1,3375.0,,,,687.1,3037.0,,627.0,True,False,,,,True,True,,True
12007,548,822.0,,1326.0,,,,620.2,586.9,,705.0,274.0,,778.0,,,,72.2,38.9,,157.0,,False,,,,True,True,,True
12009,2389,2652.0,7299.0,1623.0,,,,3132.2,899.0,,1500.0,263.0,4910.0,-766.0,,,,743.2,-1490.0,,-889.0,False,False,,,,False,False,,False
12011,13885,28902.0,88452.2,9858.0,,,,23889.5,17801.9,,10827.0,15017.0,74567.2,-4027.0,,,,10004.5,3916.9,,-3058.0,False,True,,,,True,True,,True
12013,146,1050.0,,649.0,,,,503.2,586.3,,161.0,904.0,,503.0,,,,357.2,440.3,,15.0,,True,,,,True,True,,True
12015,730,1380.0,2099.6,812.0,,,,1102.2,847.5,,681.0,650.0,1369.6,82.0,,,,372.2,117.5,,-49.0,False,True,,,,True,True,,True
12017,1092,1716.0,3000.5,3854.0,,,,2284.7,986.6,,1333.0,624.0,1908.5,2762.0,,,,1192.7,-105.4,,241.0,False,False,,,,False,True,,True
12019,1557,2352.0,4590.1,3452.0,,,,2535.9,2572.9,,1297.0,795.0,3033.1,1895.0,,,,978.9,1015.9,,-260.0,False,False,,,,False,False,,True
12021,2158,3618.0,12235.6,3220.0,,,,1231.5,4916.5,,1599.0,1460.0,10077.6,1062.0,,,,-926.5,2758.5,,-559.0,False,True,,,,True,False,,True
12023,792,1710.0,3150.9,223.0,,,,728.2,2397.8,,329.0,918.0,2358.9,-569.0,,,,-63.8,1605.8,,-463.0,False,True,,,,True,False,,True
12027,207,324.0,,136.0,,,,68.1,304.5,,135.0,117.0,,-71.0,,,,-138.9,97.5,,-72.0,,True,,,,False,True,,True
12029,348,1266.0,,2289.0,,,,2089.8,717.3,,262.0,918.0,,1941.0,,,,1741.8,369.3,,-86.0,,False,,,,False,True,,True
12031,6075,11064.0,61673.2,22954.0,,,,11087.6,9832.8,,4900.0,4989.0,55598.2,16879.0,,,,5012.6,3757.8,,-1175.0,False,False,,,,False,True,,True
12033,2718,8334.0,6749.1,22887.0,,,,10825.0,8336.5,,2785.0,5616.0,4031.1,20169.0,,,,8107.0,5618.5,,67.0,True,False,,,,False,False,,True
12035,590,798.0,1255.5,786.0,,,,876.8,517.0,,621.0,208.0,665.5,196.0,,,,286.8,-73.0,,31.0,False,True,,,,False,True,,True
12037,195,1692.0,,1532.0,,,,3414.0,817.2,,207.0,1497.0,,1337.0,,,,3219.0,622.2,,12.0,,True,,,,False,True,,True
12039,827,2574.0,,2792.0,,,,2191.5,2360.8,,273.0,1747.0,,1965.0,,,,1364.5,1533.8,,-554.0,,False,,,,True,True,,True
12041,148,156.0,,70.0,,,,67.1,191.2,,257.0,8.0,,-78.0,,,,-80.9,43.2,,109.0,,False,,,,False,False,,False
12043,97,60.0,,24.0,,,,3.6,159.3,,7.0,-37.0,,-73.0,,,,-93.4,62.3,,-90.0,,False,,,,False,False,,False
12045,266,1356.0,,1437.0,,,,3313.8,856.9,,62.0,1090.0,,1171.0,,,,3047.8,590.9,,-204.0,,False,,,,False,True,,True
12047,209,258.0,,137.0,,,,62.6,289.5,,52.0,49.0,,-72.0,,,,-146.4,80.5,,-157.0,,False,,,,False,False,,False
12049,324,654.0,,503.0,,,,233.6,350.9,,184.0,330.0,,179.0,,,,-90.4,26.9,,-140.0,,True,,,,True,True,,True
12051,293,606.0,,421.0,,,,157.7,780.9,,163.0,313.0,,128.0,,,,-135.3,487.9,,-130.0,,True,,,,True,False,,True
12053,1031,1608.0,3608.0,1298.0,,,,2201.0,998.4,,926.0,577.0,2577.0,267.0,,,,1170.0,-32.6,,-105.0,False,True,,,,False,True,,True
12055,672,1194.0,2152.4,876.0,,,,580.1,1388.8,,676.0,522.0,1480.4,204.0,,,,-91.9,716.8,,4.0,False,True,,,,True,False,,True
12057,8319,16074.0,57865.4,15052.0,,,,14532.3,7199.1,,7963.0,7755.0,49546.4,6733.0,,,,6213.3,-1119.9,,-356.0,False,True,,,,True,True,,True
12059,233,366.0,,350.0,,,,88.0,311.7,,145.0,133.0,,117.0,,,,-145.0,78.7,,-88.0,,True,,,,False,True,,True
12061,584,1308.0,5187.7,519.0,,,,1073.1,613.5,,693.0,724.0,4603.7,-65.0,,,,489.1,29.5,,109.0,False,True,,,,True,True,,True
12063,889,1374.0,,390.0,,,,252.4,593.8,,237.0,485.0,,-499.0,,,,-636.6,-295.2,,-652.0,,False,,,,False,True,,False
12065,99,666.0,,850.0,,,,50.4,595.2,,247.0,567.0,,751.0,,,,-48.6,496.2,,148.0,,False,,,,True,True,,True
12067,1097,138.0,,187.0,,,,206.8,103.2,,168.0,-959.0,,-910.0,,,,-890.2,-993.8,,-929.0,,True,,,,True,False,,True
12069,2189,2766.0,5254.8,2897.0,,,,3006.7,1402.5,,1544.0,577.0,3065.8,708.0,,,,817.7,-786.5,,-645.0,False,False,,,,False,False,,False
12071,3453,5280.0,23122.2,5035.0,,,,3850.0,3786.1,,2270.0,1827.0,19669.2,1582.0,,,,397.0,333.1,,-1183.0,False,True,,,,True,True,,True
12073,4916,3768.0,7890.9,4994.0,,,,4462.0,3439.8,,2295.0,-1148.0,2974.9,78.0,,,,-454.0,-1476.2,,-2621.0,False,True,,,,True,False,,False
12075,328,540.0,,363.0,,,,124.6,779.7,,202.0,212.0,,35.0,,,,-203.4,451.7,,-126.0,,True,,,,True,False,,True
12077,93,6.0,,,,,,3.9,93.3,,15.0,-87.0,,,,,,-89.1,0.3,,-78.0,,,,,,False,True,,True
12079,301,492.0,,357.0,,,,190.6,410.6,,150.0,191.0,,56.0,,,,-110.4,109.6,,-151.0,,True,,,,True,True,,True
12081,1959,3264.0,8176.6,1243.0,,,,2373.3,2285.4,,1325.0,1305.0,6217.6,-716.0,,,,414.3,326.4,,-634.0,False,True,,,,True,True,,True
12083,3141,7146.0,7051.2,3459.0,,,,11447.2,3717.5,,2309.0,4005.0,3910.2,318.0,,,,8306.2,576.5,,-832.0,True,True,,,,False,True,,True
12085,978,1056.0,3808.4,1069.0,,,,734.6,730.0,,535.0,78.0,2830.4,91.0,,,,-243.4,-248.0,,-443.0,False,False,,,,False,False,,False
12086,35299,60060.0,104060.9,16391.0,,,,53883.4,71548.6,,3773.0,24761.0,68761.9,-18908.0,,,,18584.4,36249.6,,-31526.0,False,True,,,,True,False,,False
12087,295,1134.0,3076.8,910.0,,,,1065.2,649.8,,588.0,839.0,2781.8,615.0,,,,770.2,354.8,,293.0,False,True,,,,True,True,,True
12089,791,840.0,2145.4,631.0,,,,568.7,407.6,,466.0,49.0,1354.4,-160.0,,,,-222.3,-383.4,,-325.0,False,False,,,,False,False,,False
12091,1285,3588.0,5981.8,3745.0,,,,4116.2,2464.3,,2569.0,2303.0,4696.8,2460.0,,,,2831.2,1179.3,,1284.0,False,False,,,,False,True,,True
12093,416,642.0,,417.0,,,,137.8,587.1,,317.0,226.0,,1.0,,,,-278.2,171.1,,-99.0,,True,,,,False,True,,True
12095,7423,11574.0,35966.9,6896.0,,,,10918.2,4348.4,,5019.0,4151.0,28543.9,-527.0,,,,3495.2,-3074.6,,-2404.0,False,True,,,,True,True,,True
12097,2481,5514.0,13175.7,3939.0,,,,5753.9,6513.5,,1970.0,3033.0,10694.7,1458.0,,,,3272.9,4032.5,,-511.0,False,True,,,,False,False,,True
12099,8556,16476.0,33035.3,11317.0,,,,15960.4,21472.2,,7661.0,7920.0,24479.3,2761.0,,,,7404.4,12916.2,,-895.0,False,True,,,,True,False,,True
12101,1834,3528.0,8620.3,3339.0,,,,3582.8,2407.6,,1948.0,1694.0,6786.3,1505.0,,,,1748.8,573.6,,114.0,False,True,,,,False,True,,True
12103,3715,6726.0,9627.6,4226.0,,,,6467.8,2612.9,,3771.0,3011.0,5912.6,511.0,,,,2752.8,-1102.1,,56.0,False,True,,,,True,True,,True
12105,4911,8334.0,15979.7,8810.0,,,,9161.6,4156.8,,4335.0,3423.0,11068.7,3899.0,,,,4250.6,-754.2,,-576.0,False,False,,,,False,True,,True
12107,561,984.0,1765.6,934.0,,,,559.4,943.7,,463.0,423.0,1204.6,373.0,,,,-1.6,382.7,,-98.0,False,True,,,,True,True,,True
12109,1477,1974.0,7080.0,1736.0,,,,1591.8,1646.5,,994.0,497.0,5603.0,259.0,,,,114.8,169.5,,-483.0,False,True,,,,True,True,,True
12111,2092,3534.0,11845.3,1876.0,,,,2581.1,3054.0,,1796.0,1442.0,9753.3,-216.0,,,,489.1,962.0,,-296.0,False,True,,,,True,True,,True
12113,1345,2748.0,4623.0,983.0,,,,3413.8,1350.8,,599.0,1403.0,3278.0,-362.0,,,,2068.8,5.8,,-746.0,False,True,,,,False,True,,True
12115,1689,2952.0,17010.9,2561.0,,,,2812.7,1678.1,,1445.0,1263.0,15321.9,872.0,,,,1123.7,-10.9,,-244.0,False,True,,,,True,True,,True
12117,1746,2892.0,12365.4,3928.0,,,,2663.9,1206.3,,1483.0,1146.0,10619.4,2182.0,,,,917.9,-539.7,,-263.0,False,False,,,,True,True,,True
12119,870,1158.0,2006.4,2131.0,,,,1243.1,980.5,,1076.0,288.0,1136.4,1261.0,,,,373.1,110.5,,206.0,False,False,,,,False,True,,True
12121,1191,1494.0,,2219.0,,,,2649.4,638.3,,400.0,303.0,,1028.0,,,,1458.4,-552.7,,-791.0,,False,,,,False,False,,False
12123,340,3522.0,,3049.0,,,,4254.1,1998.4,,131.0,3182.0,,2709.0,,,,3914.1,1658.4,,-209.0,,True,,,,False,True,,True
12125,580,474.0,,630.0,,,,259.5,626.2,,251.0,-106.0,,50.0,,,,-320.5,46.2,,-329.0,,True,,,,False,True,,False
12127,2716,4920.0,8649.5,6874.0,,,,5061.8,2809.1,,3085.0,2204.0,5933.5,4158.0,,,,2345.8,93.1,,369.0,False,False,,,,False,True,,True
12129,399,492.0,,110.0,,,,162.8,244.1,,170.0,93.0,,-289.0,,,,-236.2,-154.9,,-229.0,,False,,,,False,False,,False
12131,488,864.0,1779.9,467.0,,,,528.0,679.5,,475.0,376.0,1291.9,-21.0,,,,40.0,191.5,,-13.0,False,True,,,,True,True,,True
12133,218,1686.0,,2424.0,,,,980.3,722.7,,283.0,1468.0,,2206.0,,,,762.3,504.7,,65.0,,False,,,,True,True,,True
